GEO_ID,B17019_001E,B17019_001M,B17019_002E,B17019_002M,B17019_003E,B17019_003M,B17019_004E,B17019_004M,B17019_005E,B17019_005M,B17019_006E,B17019_006M,B17019_007E,B17019_007M,B17019_008E,B17019_008M,B17019_009E,B17019_009M,B17019_010E,B17019_010M,B17019_011E,B17019_011M,B17019_012E,B17019_012M,B17019_013E,B17019_013M,B17019_014E,B17019_014M,B17019_015E,B17019_015M,B17019_016E,B17019_016M,B17019_017E,B17019_017M,B17019_018E,B17019_018M,B17019_019E,B17019_019M,B17019_020E,B17019_020M,B17019_021E,B17019_021M,B17019_022E,B17019_022M,B17019_023E,B17019_023M,NAME,B17019_001EA,B17019_001MA,B17019_002EA,B17019_002MA,B17019_003EA,B17019_003MA,B17019_004MA,B17019_004EA,B17019_005MA,B17019_005EA,B17019_006MA,B17019_006EA,B17019_007MA,B17019_007EA,B17019_008EA,B17019_008MA,B17019_009EA,B17019_009MA,B17019_010MA,B17019_010EA,B17019_011EA,B17019_011MA,B17019_012EA,B17019_012MA,B17019_013EA,B17019_013MA,B17019_014EA,B17019_014MA,B17019_015MA,B17019_015EA,B17019_016MA,B17019_016EA,B17019_017MA,B17019_017EA,B17019_018EA,B17019_018MA,B17019_019EA,B17019_019MA,B17019_020EA,B17019_020MA,B17019_021MA,B17019_021EA,B17019_022MA,B17019_022EA,B17019_023MA,B17019_023EA,state
0400000US21,1129828,12032,145997,5304,59391,3950,32071,2830,27320,2940,86606,4009,16044,2349,5926,1228,10118,1719,70562,3747,17238,1777,53324,3526,983831,12470,778162,11143,658635,10447,119527,5905,205669,6936,65480,4213,41780,3289,23700,2548,140189,5328,80078,3941,60111,4223,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,163281,7082,44430,3552,23955,2521,20475,2675,118851,5798,17965,2782,7029,1659,10936,2127,100886,5815,29386,2944,71500,4886,943964,13522,699581,11475,598202,9655,101379,6739,244383,8047,69374,4688,45771,3744,23603,2758,175009,6927,102944,4723,72065,4522,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,20919,2229,8316,1205,5496,971,2820,693,12603,1860,3084,945,1268,436,1816,746,9519,1443,1772,453,7747,1326,309187,6042,255562,6083,228805,5409,26757,2675,53625,3662,18392,1911,13413,1686,4979,1069,35233,2942,22801,2334,12432,2110,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,91780,3816,27300,2544,14103,1766,13197,1960,64480,4082,10183,1806,3944,1012,6239,1527,54297,4002,13022,1972,41275,3471,1378050,13235,1024997,11798,849523,10554,175474,7016,353053,9293,94516,5059,54688,3479,39828,3808,258537,7658,146366,5334,112171,6222,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,119694,5175,36380,3385,14040,1761,22340,2683,83314,4548,10362,2012,2800,934,7562,1736,72952,4393,9756,1685,63196,4373,1532520,14082,1187021,12674,980616,13158,206405,6736,345499,11795,101296,6421,59138,4276,42158,4003,244203,8978,128859,6978,115344,5794,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,244660,6889,81980,4205,50920,2923,31060,2603,162680,5583,33846,2790,15952,1882,17894,2192,128834,4898,36425,2913,92409,4278,2273343,14494,1774770,14794,1581475,13835,193295,7195,498573,8701,155712,5326,106177,3967,49535,3977,342861,8422,210773,5981,132088,5477,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,80450,4362,29638,2573,15642,1678,13996,1979,50812,3642,10039,1507,4628,858,5411,1163,40773,3517,9854,1259,30919,3256,1308292,10634,1077009,9459,960462,9368,116547,4239,231283,6393,79277,4001,55723,3083,23554,2377,152006,5336,91520,4223,60486,3311,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,106921,5365,30033,2981,20211,2181,9822,2058,76888,4418,11038,2219,4418,1249,6620,1694,65850,4236,19040,1918,46810,3847,609530,9658,452651,10313,385379,9121,67272,5536,156879,6252,43843,3364,28956,2484,14887,2276,113036,5603,69866,4799,43170,3310,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,140934,6046,48435,3620,27923,2344,20512,2754,92499,5258,16348,2706,5800,1059,10548,2356,76151,4523,19365,2261,56786,4130,1386326,14329,1089827,12582,927379,12765,162448,7080,296499,8893,93570,4856,57679,3576,35891,3503,202929,7124,112423,5244,90506,5179,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,20328,2505,10012,1904,5655,1252,4357,1275,10316,1674,2448,712,1132,462,1316,490,7868,1455,2511,675,5357,1213,242398,5204,203106,5915,173185,5012,29921,2758,39292,3369,14671,1962,8950,1378,5721,1283,24621,2524,15625,1861,8996,1405,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484989,6677,35128,3384,12905,1622,7454,1096,5451,1162,22223,2517,3942,1022,1127,445,2815,902,18281,2258,3292,716,14989,2040,449861,6887,371440,6236,316342,5587,55098,3632,78421,3938,29528,2499,15764,1616,13764,1774,48893,3315,25929,2337,22964,2496,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700449,9375,63517,3984,23584,2297,11801,1489,11783,1883,39933,3464,7771,1560,1950,765,5821,1458,32162,3106,5411,1093,26751,2906,636932,10213,467544,9445,340593,7702,126951,5828,169388,6597,59104,3984,27971,2567,31133,3167,110284,5457,50068,3505,60216,4636,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,16962,2241,5864,1356,2915,854,2949,931,11098,1690,2684,937,756,435,1928,748,8414,1490,1547,521,6867,1363,329251,5091,269661,5453,233756,4579,35905,2879,59590,4293,23192,2415,15797,1985,7395,1701,36398,3293,22367,2417,14031,2387,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,163127,6809,61272,4022,23562,2530,37710,2835,101855,5470,16655,2488,4670,1310,11985,1992,85200,5304,12721,2249,72479,4569,2072104,16546,1592857,16490,1271217,12756,321640,10273,479247,10989,146373,6051,83879,4094,62494,4766,332874,8521,173465,5908,159409,6416,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,72629,3999,27618,3200,18631,2510,8987,1787,45011,3566,10511,1701,4955,1159,5556,1276,34500,3030,11848,1668,22652,2579,406463,8204,301970,7615,252434,6702,49536,3899,104493,4400,36095,3789,23524,2907,12571,2190,68398,3676,44096,2987,24302,2512,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620008,22062,481948,10308,174369,6526,56145,3625,118224,5336,307579,8013,48166,3748,11378,1578,36788,3274,259413,7426,33933,2429,225480,7039,4138060,21829,3036100,22077,2258020,17465,778080,12353,1101960,15982,324749,10041,162694,6606,162055,7009,777211,13172,347713,9710,429498,10479,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2590180,17902,275466,8835,99685,5368,52328,3732,47357,3695,175781,7525,32371,3429,10752,1745,21619,2862,143410,6855,33792,3053,109618,5813,2314714,18204,1807974,19448,1498424,17053,309550,10042,506740,12655,146479,6480,83864,5232,62615,4038,360261,10365,204587,7254,155674,7405,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,190217,4208,11644,1393,4474,987,2760,658,1714,727,7170,1195,1353,539,517,319,836,406,5817,1235,1277,415,4540,1130,178573,4250,148340,4315,123597,3712,24743,2458,30233,2652,12562,1904,7388,1502,5174,1285,17671,1970,9756,1439,7915,1422,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2951170,15802,289955,8347,84403,4433,43606,3006,40797,3293,205552,7465,34224,3519,11652,1825,22572,3173,171328,6918,32729,2901,138599,6282,2661215,14383,2052398,13834,1769664,12753,282734,8662,608817,10884,194691,5833,116754,5408,77937,4594,414126,9031,227863,6545,186263,7295,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,964144,7994,111543,4691,41009,2763,22765,2086,18244,1821,70534,3679,12787,1399,4757,959,8030,1290,57747,3318,15229,1565,42518,2783,852601,8054,664575,7010,546267,6495,118308,4784,188026,6170,62158,3707,36407,2575,25751,2745,125868,4536,71150,3094,54718,3038,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1010975,11385,89471,5572,37730,3450,17437,2179,20293,2560,51741,4103,9979,1452,3415,945,6564,1371,41762,3726,10233,1871,31529,3139,921504,11352,743028,10349,596201,9859,146827,6516,178476,7824,62004,4848,34828,3550,27176,2858,116472,6191,65913,3973,50559,4164,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3177289,15474,255788,8649,82646,4292,45934,2704,36712,3217,173142,7355,26909,2519,12109,1757,14800,2062,146233,6455,34515,2602,111718,5975,2921501,13989,2294440,14374,2004051,13851,290389,7538,627061,12237,202288,7414,129970,5469,72318,5359,424773,9801,259641,7500,165132,7594,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,251811,6010,19788,2832,5889,1440,2494,781,3395,1132,13899,2266,1715,705,434,272,1281,650,12184,2219,1504,810,10680,2017,232023,5765,180163,5343,146432,4953,33731,3126,51860,3702,14627,1971,8334,1380,6293,1490,37233,3343,19093,2118,18140,2442,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1253260,14383,141086,5864,43723,3418,27371,2842,16352,2154,97363,5275,13632,2326,5418,1073,8214,1956,83731,4952,23850,2735,59881,4430,1112174,13649,857984,12381,734695,12166,123289,6252,254190,7912,65578,4231,37676,3022,27902,2574,188612,5998,112544,4305,76068,4769,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213402,3931,17910,1813,6233,1041,3474,770,2759,797,11677,1435,2175,652,736,345,1439,566,9502,1392,2268,739,7234,1375,195492,3969,161418,4142,141628,3682,19790,1901,34074,2561,13201,1594,8798,1372,4403,1008,20873,1995,11600,1494,9273,1483,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1707488,14892,186917,6304,66027,4015,36602,2872,29425,3058,120890,5384,19478,2815,7003,1327,12475,2469,101412,5274,24707,2624,76705,4636,1520571,15258,1189357,14265,990435,13581,198922,7255,331214,8473,100854,5463,57079,3968,43775,4603,230360,7330,130634,5839,99726,5611,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6696061,22045,758203,13848,307838,8875,160741,7262,147097,7036,450365,13209,71086,4773,24162,3053,46924,4030,379279,12618,102120,5490,277159,10013,5937858,23931,4571171,28742,3623117,26086,948054,16027,1366687,19255,423592,11609,230853,9312,192739,7888,943095,14656,511676,12178,431419,12578,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,723175,7738,48446,3547,25343,2429,11710,1583,13633,1695,23103,2354,3561,1018,852,383,2709,943,19542,2151,5576,1192,13966,1850,674729,7721,566865,7492,463880,6546,102985,5380,107864,5684,39418,4156,24742,2894,14676,2477,68446,3769,42987,3087,25459,2466,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,153648,3466,10822,1610,4253,1009,2746,637,1507,672,6569,1128,1232,536,375,204,857,498,5337,1013,2355,695,2982,729,142826,3435,115522,3111,101539,2666,13983,1742,27304,2437,9147,1255,5865,1007,3282,891,18157,2077,10978,1382,7179,1598,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2091237,14871,149002,7059,53169,4473,25566,2748,27603,3198,95833,5755,13584,2160,5053,1307,8531,1556,82249,5072,19616,2193,62633,4188,1942235,14619,1534917,15510,1262632,15271,272285,8496,407318,9889,122800,6034,73443,3817,49357,4580,284518,7620,158324,5201,126194,6239,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1833793,15146,130438,5965,50635,3879,23783,2363,26852,3251,79803,5649,16925,2634,5837,1337,11088,2153,62878,4927,13894,2353,48984,3869,1703355,15636,1367901,13925,1090731,13492,277170,9564,335454,8898,119021,5852,66844,4187,52177,4810,216433,7219,120191,5414,96242,5688,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461542,6702,65092,4086,25883,2699,16205,2321,9678,1543,39209,3161,8747,1721,4053,1159,4694,1191,30462,2876,9392,1604,21070,2467,396450,6881,320649,6535,285870,6412,34779,2898,75801,4140,28363,2570,19279,2005,9084,1626,47438,3461,30691,2567,16747,2331,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1478375,11053,104945,5258,34566,2107,20253,1293,14313,1656,70379,4400,12187,1832,4578,1005,7609,1445,58192,3917,10691,1563,47501,3273,1373430,10305,1104741,11472,965535,10918,139206,4836,268689,7333,93693,4375,55964,3125,37729,3009,174996,5830,91679,4317,83317,4059,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145719,3619,11003,1819,4929,1189,3196,968,1733,739,6074,1432,968,566,747,494,221,210,5106,1288,1726,737,3380,1049,134716,3730,111579,4066,94457,3703,17122,2155,23137,2541,8982,1688,5703,1458,3279,1043,14155,1701,8733,1419,5422,1339,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
