GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001EA,B10053_001MA,B10053_002EA,B10053_002MA,B10053_003MA,B10053_003EA,B10053_004MA,B10053_004EA,B10053_005EA,B10053_005MA,B10053_006MA,B10053_006EA,B10053_007EA,B10053_007MA,B10053_008EA,B10053_008MA,B10053_009MA,B10053_009EA,B10053_010MA,B10053_010EA,B10053_011EA,B10053_011MA,state
0400000US01,117353,6332,111274,6279,58864,4634,31005,3624,27859,2909,52410,4114,6079,1421,1627,840,658,449,969,623,4452,1347,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16621,1949,14423,1963,5843,1208,2654,880,3189,802,8580,1527,2198,599,445,412,378,409,67,62,1753,665,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,171855,7768,111140,5620,41699,3533,23151,2794,18548,2350,69441,4679,60715,5471,18081,2947,12064,2375,6017,1551,42634,4338,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,67675,5900,61826,5434,32163,3790,20229,3078,11934,1853,29663,3401,5849,1656,1513,630,964,563,549,336,4336,1546,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1145240,21255,426322,11428,128282,7271,61962,5099,66320,5177,298040,8438,718918,15716,116771,7230,64864,5901,51907,4045,602147,14846,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,99909,6449,72107,5263,26809,2694,14668,1920,12141,1747,45298,4369,27802,3405,5910,1857,3600,1655,2310,928,21892,2888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,67363,5014,44654,4018,14174,2237,8208,1919,5966,1382,30480,3485,22709,3236,3697,1297,1701,894,1996,882,19012,3218,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22933,3243,19516,3069,7891,1791,4569,1369,3322,1060,11625,2391,3417,1333,425,336,301,389,124,175,2992,1293,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9481,1928,8077,1786,3119,1073,1398,745,1721,768,4958,1118,1404,525,277,223,201,182,76,125,1127,480,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,503382,14735,292545,11753,107450,6663,55845,4748,51605,4595,185095,11103,210837,10528,41691,5137,23811,4234,17880,2873,169146,8616,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252880,11088,207256,9279,87926,6421,50596,4720,37330,4046,119330,7233,45624,4382,9079,1985,5775,1501,3304,1060,36545,3896,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,57545,4246,35605,2894,6927,1293,3663,1020,3264,823,28678,2857,21940,3195,3377,1011,732,327,2645,1003,18563,2950,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29879,3330,25845,3089,9322,1892,5525,1564,3797,1256,16523,2528,4034,1502,1594,1185,946,751,648,572,2440,887,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,260192,11008,162574,7337,59874,4931,32878,3633,26996,2760,102700,6310,97618,6386,12539,2095,6514,1540,6025,1351,85079,5915,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,119824,8293,106271,6955,48823,4096,28549,3171,20274,2677,57448,4994,13553,3441,3090,1305,1985,1146,1105,661,10463,3242,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,34226,3446,28516,3109,10950,1716,6506,1203,4444,993,17566,2403,5710,1376,1432,778,1005,692,427,320,4278,1150,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,43678,3733,36718,3365,15337,1856,8167,1464,7170,1304,21381,2875,6960,1381,2095,749,1137,612,958,571,4865,1194,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,109663,6478,105451,6203,50806,4560,31248,3545,19558,2410,54645,3675,4212,1279,1067,548,667,411,400,307,3145,1126,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111451,7403,103261,7225,49042,4787,27613,3154,21429,2852,54219,4878,8190,1719,1905,771,864,547,1041,552,6285,1562,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19812,2588,19097,2561,5106,1022,2738,733,2368,697,13991,2271,715,458,52,84,52,84,0,175,663,447,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149727,8759,106659,7428,40011,4470,22473,3130,17538,3127,66648,5083,43068,4259,9217,2021,4910,1707,4307,1055,33851,3610,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124335,7790,81099,5483,23704,3122,11686,1914,12018,2217,57395,4987,43236,5513,7853,2432,4400,1953,3453,1020,35383,4817,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,172905,6790,149482,6537,56350,3943,32509,3282,23841,2405,93132,4679,23423,2935,4601,1261,2862,1143,1739,589,18822,2661,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67203,4754,49019,3744,16394,1904,8180,1331,8214,1228,32625,3226,18184,2574,4555,1383,2414,927,2141,844,13629,2391,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77051,4589,74554,4565,35625,3581,19510,2843,16115,2267,38929,3784,2497,844,604,515,0,217,604,515,1893,725,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,116474,7404,107885,7146,52232,4707,31066,3373,21166,3008,55653,4482,8589,1560,1568,820,1043,737,525,297,7021,1360,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16160,2199,15963,2189,8387,1488,4051,1211,4336,1043,7576,1628,197,143,92,91,37,49,55,75,105,106,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26369,2654,19857,2131,8278,1504,4559,1082,3719,855,11579,1529,6512,1454,1241,712,604,407,637,608,5271,1167,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,76563,4685,42605,3859,16177,2806,8226,1700,7951,1970,26428,3617,33958,3621,6715,1753,4039,1339,2676,1064,27243,3215,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25368,3510,22508,3324,7989,1895,5097,1402,2892,903,14519,2377,2860,998,278,266,138,144,140,163,2582,1037,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204358,9010,106912,6528,38069,4409,20396,2997,17673,3054,68843,5220,97446,6504,15330,2887,7075,1842,8255,1827,82116,5343,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58002,5633,43268,4181,22462,3443,12241,2457,10221,2006,20806,2440,14734,3390,4852,2279,3153,1997,1699,967,9882,2587,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,445242,13099,210501,7910,70215,4968,38874,3796,31341,2986,140286,6584,234741,9669,41431,4338,18370,3124,23061,2915,193310,8852,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219800,9608,187576,8920,89408,5758,47422,4603,41986,3972,98168,6104,32224,3695,6528,1584,5056,1494,1472,569,25696,3312,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7394,1392,7068,1351,3505,892,2353,832,1152,396,3563,1109,326,274,16,26,0,161,16,26,310,273,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,211168,9312,193640,8760,90089,6158,50530,4712,39559,3726,103551,5190,17528,2751,3092,892,1946,788,1146,456,14436,2456,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88620,4507,77866,4547,38033,3168,20253,2118,17780,1766,39833,3098,10754,1715,2821,1037,1717,859,1104,585,7933,1394,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,76578,5676,58577,4994,19431,2819,8989,1915,10442,1722,39146,3758,18001,2941,4360,1281,2783,1034,1577,623,13641,2433,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,228411,8841,191547,8169,69149,4951,37995,3310,31154,2933,122398,5914,36864,4153,6856,1513,3547,1149,3309,1127,30008,3574,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
