GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001EA,B10053_001MA,B10053_002EA,B10053_002MA,B10053_003MA,B10053_003EA,B10053_004MA,B10053_004EA,B10053_005EA,B10053_005MA,B10053_006MA,B10053_006EA,B10053_007EA,B10053_007MA,B10053_008EA,B10053_008MA,B10053_009MA,B10053_009EA,B10053_010MA,B10053_010EA,B10053_011EA,B10053_011MA,state
0400000US44,20569,3107,13057,2423,4338,1314,2176,950,2162,852,8719,2005,7512,2159,797,697,325,297,472,554,6715,1940,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119531,6500,111318,6023,54119,4483,29774,3195,24345,2834,57199,4343,8213,1967,1430,613,921,482,509,430,6783,1847,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10984,1419,10749,1415,5558,965,3166,895,2392,469,5191,1200,235,190,90,95,18,46,72,82,145,172,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,158449,8662,146141,7904,71236,5018,38652,3733,32584,3316,74905,5883,12308,2731,3556,1260,2528,986,1028,764,8752,2132,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760803,19182,483472,15983,206375,8884,120297,6864,86078,5199,277097,12529,277331,10994,65443,5960,39578,4668,25865,3653,211888,10339,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65598,5092,50399,4001,14440,2279,7501,1831,6939,1193,35959,3140,15199,2562,3298,1298,2484,1261,814,487,11901,2181,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7312,1536,6612,1409,2698,1086,1675,851,1023,531,3914,909,700,659,36,49,0,157,36,49,664,660,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,183894,9109,138338,8003,52263,4927,28905,3142,23358,2916,86075,5592,45556,4410,9686,2228,4800,1665,4886,1822,35870,4305,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,143401,7103,96450,6666,37014,3674,19527,2725,17487,2316,59436,5136,46951,4320,9507,2398,5851,1913,3656,1378,37444,3475,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44341,4604,43306,4523,20407,2546,10999,1659,9408,1916,22899,3079,1035,707,115,153,47,67,68,113,920,640,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69450,4192,60932,3975,23279,2362,14413,2038,8866,1245,37653,2898,8518,1642,2363,1110,1457,712,906,708,6155,1346,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8381,1767,7870,1660,4112,1431,1575,665,2537,1203,3758,1126,511,442,62,105,0,201,62,105,449,424,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,81464,6842,78356,6536,27506,3997,15394,3079,12112,2086,50850,5259,3108,1080,803,377,303,235,500,283,2305,958,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
