GEO_ID,C15010H_001E,C15010H_001M,C15010H_002E,C15010H_002M,C15010H_003E,C15010H_003M,C15010H_004E,C15010H_004M,C15010H_005E,C15010H_005M,C15010H_006E,C15010H_006M,NAME,C15010H_001MA,C15010H_001EA,C15010H_002MA,C15010H_002EA,C15010H_003EA,C15010H_003MA,C15010H_004EA,C15010H_004MA,C15010H_005EA,C15010H_005MA,C15010H_006MA,C15010H_006EA,state
0400000US24,1012296,12515,412461,8354,81587,4243,164536,6058,106740,4300,246972,6297,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1688677,16319,645980,11925,136343,5509,297783,9947,167494,6421,441077,9828,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1623614,15315,514359,10035,183882,6934,343005,9385,244411,7291,337957,7521,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1199460,12431,390958,8231,123853,4699,234704,5777,172505,5344,277440,7890,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,301719,10395,75367,4819,38832,3445,66809,4195,61738,4311,58973,4138,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1034438,14863,289147,8214,112962,4638,227007,7426,174373,6385,230949,7506,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,217814,6434,75675,4434,24033,2580,32863,2585,39067,3077,46176,3586,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,358709,7286,97721,4307,39106,2917,79126,3566,68571,3645,74185,3343,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,337037,9522,113391,5452,29572,2519,71057,4088,45827,3119,77190,4785,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,325050,7712,119917,4550,29081,2552,60818,3884,37879,2443,77355,4378,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1593464,17037,539894,10557,116832,5074,361113,8828,212173,6168,363452,9108,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,242356,5980,87938,3680,23304,1993,34911,3152,38482,2738,57721,3095,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3427375,20669,1147724,14847,270522,7009,616211,11370,431215,9637,961703,14251,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1658051,17487,543262,11299,159623,5644,338634,9656,220308,7191,396224,10129,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,136559,5034,36277,3048,20026,1877,28405,2668,23941,1993,27910,2463,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1899538,20813,546951,11726,218340,6558,413345,9871,322490,9826,398412,9373,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,520547,8271,142724,5029,49808,3140,118746,4456,105869,3884,103400,4225,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,824772,11535,321723,8775,72077,4037,119758,5385,88268,4918,222946,7476,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2366302,16656,759475,11671,253779,7469,463819,10494,374403,8208,514826,9510,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,208453,5868,68001,3623,21966,2459,42345,3062,26073,2702,50068,3617,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,773676,12636,237835,7241,76456,4496,165586,6840,122921,5321,170878,7259,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,149679,5409,41358,2773,19511,2138,29383,2783,29711,2249,29716,2263,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1018581,15668,296978,7530,104825,4794,233957,7638,153151,6405,229670,7262,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3308595,26777,1092878,19357,277860,8912,749920,14208,445310,10345,742627,12676,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,554733,10493,175055,6514,57182,3597,102259,4688,82229,4163,138008,5279,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,158861,5217,60276,3665,13085,1597,20469,1817,19898,1952,45133,2898,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1583639,15567,617665,10730,121649,4717,280817,7889,167728,6278,395780,8398,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1386787,15787,554348,10476,120058,5276,218113,8320,151927,5561,342341,9515,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,240132,8085,66862,4409,33181,2823,46835,3310,49470,3128,43784,3130,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1076187,12966,336588,7010,117568,4252,212760,6044,181097,5456,228174,6291,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,98547,4501,34673,3211,9597,1665,13958,1936,19035,2118,21284,2158,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6885,1503,2229,866,399,357,1605,776,942,512,1710,776,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
