GEO_ID,C15010H_001E,C15010H_001M,C15010H_002E,C15010H_002M,C15010H_003E,C15010H_003M,C15010H_004E,C15010H_004M,C15010H_005E,C15010H_005M,C15010H_006E,C15010H_006M,NAME,C15010H_001MA,C15010H_001EA,C15010H_002MA,C15010H_002EA,C15010H_003EA,C15010H_003MA,C15010H_004EA,C15010H_004MA,C15010H_005EA,C15010H_005MA,C15010H_006MA,C15010H_006EA,state
0400000US01,653852,11113,185155,6508,71798,4196,149634,5940,114917,5320,132348,6563,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,111204,4489,44523,2688,14477,2038,14055,1719,13260,1714,24889,2172,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1045567,14697,322643,9621,100342,4365,233675,7608,158643,6392,230264,6493,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,390662,10075,111988,5432,41912,3480,81725,4393,75979,4958,79058,4121,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4926760,32505,1943394,20231,338555,9594,836007,14783,354557,10481,1454247,16704,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1327941,13254,514946,9630,108349,5644,257948,9010,135390,5075,311308,7148,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,777516,9959,269722,6143,67640,3877,153690,5759,87906,3798,198558,6129,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,155771,5582,51356,2816,14675,2089,33967,3046,25629,2178,30144,2975,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,179352,2203,92316,3553,5330,1111,19245,2080,6129,1589,56332,3015,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2923485,28443,893278,14584,282343,8151,703151,16861,424053,11547,620660,14812,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1368419,17298,413646,10527,127193,5455,330167,9309,195169,7060,302244,9118,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,112861,4206,42499,2859,10388,1521,17928,2035,13293,1632,28753,2757,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,272070,8059,88245,4358,32219,3025,46189,3953,42103,2996,63314,4252,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2213451,18648,679660,10886,203904,6095,477365,10664,317375,7982,535147,10468,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1015221,14979,279066,8410,136148,5952,208697,7180,174229,6807,217081,7581,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,556008,8611,160220,4984,57654,3484,113099,3853,108220,3785,116815,4748,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,559434,7511,157707,4949,59152,3612,115085,5074,107962,4508,119528,5135,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,634745,12954,177229,7400,76776,4441,124100,6078,106896,5123,149744,5299,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,549538,12051,152349,6849,68346,4095,112445,5467,84298,4105,132100,5597,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,297672,7480,101572,4953,30698,2680,42296,2965,40298,3007,82808,3887,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
