GEO_ID,C15002_001E,C15002_001M,C15002_002E,C15002_002M,C15002_003E,C15002_003M,C15002_004E,C15002_004M,C15002_005E,C15002_005M,C15002_006E,C15002_006M,C15002_007E,C15002_007M,C15002_008E,C15002_008M,C15002_009E,C15002_009M,C15002_010E,C15002_010M,C15002_011E,C15002_011M,C15002_012E,C15002_012M,C15002_013E,C15002_013M,C15002_014E,C15002_014M,C15002_015E,C15002_015M,C15002_016E,C15002_016M,C15002_017E,C15002_017M,NAME,C15002_001EA,C15002_001MA,C15002_002MA,C15002_002EA,C15002_003MA,C15002_003EA,C15002_004MA,C15002_004EA,C15002_005EA,C15002_005MA,C15002_006EA,C15002_006MA,C15002_007MA,C15002_007EA,C15002_008MA,C15002_008EA,C15002_009MA,C15002_009EA,C15002_010EA,C15002_010MA,C15002_011EA,C15002_011MA,C15002_012EA,C15002_012MA,C15002_013MA,C15002_013EA,C15002_014MA,C15002_014EA,C15002_015EA,C15002_015MA,C15002_016EA,C15002_016MA,C15002_017EA,C15002_017MA,state
0400000US01,3309607,5907,1565244,3842,71748,4430,155237,7434,509811,10820,327801,9219,111785,5091,242582,6751,146280,5657,1744363,4468,65638,4095,154320,6766,520171,10710,381299,8241,167093,7255,285437,7602,170405,5602,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,481561,2194,250605,1870,6031,898,14647,2134,80671,3552,65565,3332,20307,2240,39090,2403,24294,2113,230956,1629,8215,1471,11143,1580,52461,2882,61420,3923,22417,2398,47354,3488,27946,2406,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4711362,2707,2306351,2193,132383,6033,182307,6577,564349,10490,560568,10436,185702,6720,421514,9221,259528,7631,2405011,1884,122317,5420,167891,7994,572144,10965,618241,10808,222368,8653,441548,10143,260502,7507,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2008398,4671,968413,4025,49256,3479,90762,5401,354410,7123,202599,5769,54286,3605,141893,5545,75207,4249,1039985,3133,43479,3401,84045,4663,328875,8598,241336,7604,89236,4998,159401,5153,93613,4240,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26679273,5961,13058109,4754,1150285,17600,1044728,16899,2804668,25005,2766398,27083,929539,14972,2693031,23118,1669460,19904,13621164,3804,1309708,18891,944581,16322,2736514,23364,2875483,23696,1141122,15771,2923418,27469,1690338,16979,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3822068,3950,1898797,2831,66752,4264,99503,6664,425029,10391,396421,10196,140223,5435,484314,8421,286555,7816,1923271,3200,62599,3609,90782,4963,390566,8456,402410,8614,173086,6199,510580,9054,293248,6813,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2493854,1813,1190675,1882,52642,3847,71929,5206,340717,10357,192063,6126,82023,5544,253151,6592,198150,4977,1303179,1607,49422,4055,65296,4008,336194,9313,219791,8202,119170,5601,280640,6802,232666,6457,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,673686,1263,319385,1075,12354,2064,22988,2559,107629,4731,59235,3299,18515,2237,58029,3116,40635,3152,354301,1013,11106,2188,17103,1776,110680,4932,68731,3575,33262,2826,63413,3524,50006,3224,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,494614,192,232163,280,11119,1692,12718,2016,39518,3558,27278,2855,6772,1851,55931,3604,78827,3276,262451,223,10000,1679,14494,1922,45515,3380,34731,3095,8950,1658,62241,3510,86520,3751,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15020177,8023,7204003,6566,356399,11891,529274,15024,2117800,24447,1424389,17903,640108,12048,1335158,17780,800875,12405,7816174,5540,354492,11446,505768,15066,2212240,26613,1557889,21153,867326,16526,1504342,22650,814117,13219,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6896026,7876,3272064,6036,162047,8606,304175,9884,968901,19184,640019,16106,219179,8075,614256,14167,363487,10183,3623962,5861,150978,6191,276236,9556,967600,16982,754028,12653,321385,9870,697355,12210,456380,12101,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,997744,1487,490056,1320,12871,1860,21514,2434,141943,5240,107102,4663,51643,2893,100525,4144,54458,3278,507688,880,21624,2619,21122,2509,138551,4934,97350,4307,55344,3218,116468,5257,57229,3519,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1111788,2996,548879,2837,18879,2351,36376,3631,159834,5404,136704,5554,48436,4035,97903,5184,50747,3754,562909,2522,17802,2429,28682,3543,153195,6261,155153,5663,59069,3956,104897,4498,44111,3487,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8707057,4107,4203875,3709,208726,6556,280398,8126,1120023,15575,871338,15299,305166,7387,876478,13464,541746,10706,4503182,3483,215768,6264,244988,7862,1152151,15132,923188,13644,387506,10106,953425,12724,626156,10829,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4435317,5484,2138329,4350,83021,4649,177700,6169,723346,11733,431223,10670,166188,6711,352009,8098,204842,6750,2296988,4323,78117,5017,166024,7320,727421,11101,464915,9387,227904,8773,401259,10504,231348,7911,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2093909,4112,1021693,3971,32926,2159,54399,2941,330875,6194,213202,6070,107609,4683,189790,5627,92892,4142,1072216,3067,32652,2835,45628,3161,308355,6825,227314,6067,135129,5179,216840,6611,106298,4190,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1904528,4714,932690,3566,35258,2655,55807,3406,250641,6406,211004,6551,72097,3448,193207,6317,114676,4340,971838,2899,31247,2785,48951,3382,240128,6358,221202,6068,95451,4505,210335,5976,124524,4952,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3018953,4219,1452947,3568,85926,4082,132170,5372,510675,8285,298263,7799,94440,5384,203082,6008,128391,5967,1566006,3096,78309,4805,116081,5433,486385,8967,346007,8966,147145,5742,220834,6984,171245,6384,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3120277,5335,1486544,4020,81791,5135,165577,6999,528014,9968,311150,9012,75731,5084,211189,7187,113092,5074,1633733,3648,70980,3948,145471,7220,533512,11824,355848,10966,109678,5957,271250,7465,146994,7377,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,971740,1752,467767,1580,14996,1873,29250,2502,152120,4916,91567,3985,43543,3214,85562,3760,50729,3059,503973,1365,10578,1798,19963,1908,148596,5878,92849,4604,56671,2912,108298,4301,67018,3519,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
