GEO_ID,B27001G_001E,B27001G_001M,B27001G_002E,B27001G_002M,B27001G_003E,B27001G_003M,B27001G_004E,B27001G_004M,B27001G_005E,B27001G_005M,B27001G_006E,B27001G_006M,B27001G_007E,B27001G_007M,B27001G_008E,B27001G_008M,B27001G_009E,B27001G_009M,B27001G_010E,B27001G_010M,B27001G_011E,B27001G_011M,B27001G_012E,B27001G_012M,B27001G_013E,B27001G_013M,B27001G_014E,B27001G_014M,B27001G_015E,B27001G_015M,B27001G_016E,B27001G_016M,B27001G_017E,B27001G_017M,B27001G_018E,B27001G_018M,B27001G_019E,B27001G_019M,B27001G_020E,B27001G_020M,B27001G_021E,B27001G_021M,B27001G_022E,B27001G_022M,B27001G_023E,B27001G_023M,B27001G_024E,B27001G_024M,B27001G_025E,B27001G_025M,B27001G_026E,B27001G_026M,B27001G_027E,B27001G_027M,B27001G_028E,B27001G_028M,NAME,B27001G_001MA,B27001G_001EA,B27001G_002EA,B27001G_002MA,B27001G_003EA,B27001G_003MA,B27001G_004EA,B27001G_004MA,B27001G_005MA,B27001G_005EA,B27001G_006MA,B27001G_006EA,B27001G_007EA,B27001G_007MA,B27001G_008EA,B27001G_008MA,B27001G_009EA,B27001G_009MA,B27001G_010MA,B27001G_010EA,B27001G_011MA,B27001G_011EA,B27001G_012MA,B27001G_012EA,B27001G_013EA,B27001G_013MA,B27001G_014EA,B27001G_014MA,B27001G_015EA,B27001G_015MA,B27001G_016MA,B27001G_016EA,B27001G_017MA,B27001G_017EA,B27001G_018EA,B27001G_018MA,B27001G_019EA,B27001G_019MA,B27001G_020EA,B27001G_020MA,B27001G_021EA,B27001G_021MA,B27001G_022MA,B27001G_022EA,B27001G_023MA,B27001G_023EA,B27001G_024EA,B27001G_024MA,B27001G_025EA,B27001G_025MA,B27001G_026EA,B27001G_026MA,B27001G_027MA,B27001G_027EA,B27001G_028MA,B27001G_028EA,state
0400000US01,92245,6695,16375,2663,15685,2403,690,836,28907,3436,27850,3501,1057,727,11167,2629,8967,2232,2200,1148,7666,1887,5788,1596,1878,748,9746,2106,7938,1855,1808,716,6338,1372,5521,1252,817,486,6558,1307,5589,1249,969,596,4064,895,4050,894,14,23,1424,539,1357,537,67,111,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,61404,5392,10064,1490,9026,1469,1038,526,21344,2673,18223,2668,3121,1202,5395,1133,3767,1025,1628,683,8168,1525,5848,1366,2320,738,7552,1453,5623,1300,1929,697,3560,1081,2671,944,889,612,3120,870,2676,761,444,263,1450,432,1450,432,0,153,751,311,751,311,0,153,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,262926,11896,44363,3962,42187,3708,2176,1143,84109,6224,78076,5944,6033,1446,31948,3503,28408,3439,3540,1024,29877,3135,24820,2842,5057,1096,25879,2776,22779,2694,3100,1036,17318,2308,15577,2038,1741,711,14432,1850,12829,1825,1603,682,8994,1787,8841,1782,153,148,6006,987,5895,998,111,141,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,84405,5625,13836,2817,13359,2786,477,436,26803,3628,25384,3546,1419,679,7720,1571,6282,1460,1438,706,8856,1748,7572,1743,1284,547,8254,1824,6951,1634,1303,635,7042,1375,6013,1324,1029,469,6141,1254,5872,1243,269,126,4286,1148,4286,1148,0,201,1467,559,1467,559,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1913180,38533,313391,11170,308874,10785,4517,1369,547077,17595,532556,16982,14521,2996,225217,9634,210418,8900,14799,2288,246150,8847,223514,8101,22636,3384,205486,8148,190490,8032,14996,2593,151468,6530,142003,6671,9465,1722,122083,5665,114015,5762,8068,1690,64616,4377,63830,4356,786,604,37692,3066,37439,3073,253,259,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,189792,10548,30122,3509,29011,3462,1111,674,53949,4448,52212,4349,1737,902,21943,2913,18025,2637,3918,1327,27010,3040,24065,2773,2945,1085,22096,2644,19982,2496,2114,647,14725,1914,13644,1804,1081,569,10210,1439,9418,1288,792,442,6970,1231,6904,1222,66,101,2767,733,2767,733,0,200,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115257,7585,18556,2846,18240,2829,316,266,37949,3334,37090,3273,859,645,17039,2706,16267,2491,772,530,10107,2021,9435,1913,672,490,10018,1857,9101,1641,917,926,10112,2167,8850,2017,1262,696,7217,1624,6889,1533,328,290,2816,812,2816,812,0,207,1443,592,1443,592,0,207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29125,3630,5996,1483,5831,1491,165,189,9640,2002,9591,1995,49,84,4164,1474,3902,1490,262,283,2540,919,2379,901,161,198,2628,1022,2513,991,115,181,1858,732,1419,670,439,337,1146,579,1034,551,112,168,679,395,679,395,0,198,474,309,474,309,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20344,3187,3285,1135,3285,1135,0,208,3786,1326,3786,1326,0,208,2678,1076,2574,1066,104,125,3274,1009,2786,894,488,487,2357,855,2357,855,0,208,2635,998,2308,834,327,364,1177,502,1177,502,0,208,442,338,442,338,0,208,710,584,710,584,0,208,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,546425,21696,85082,5982,81571,5711,3511,1341,165462,9806,153940,9837,11522,2419,59501,4972,47025,4354,12476,2393,54979,5355,42552,4810,12427,2255,59182,5030,47958,4403,11224,2387,47045,4314,38924,3729,8121,2188,37016,3743,31296,3218,5720,1397,24255,2916,23259,2822,996,805,13903,2237,13496,2175,407,382,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,281038,15130,54659,5125,49635,4833,5024,1976,92086,8122,85791,8001,6295,2154,31006,3460,22366,2758,8640,1783,30791,3168,20744,2599,10047,2223,24779,3672,20082,3092,4697,1589,20408,2765,17050,2441,3358,1214,14862,1960,11030,1574,3832,1304,8613,1706,8570,1706,43,71,3834,1024,3834,1024,0,224,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,327582,12390,45410,3092,44393,3176,1017,651,84706,4728,82776,4777,1930,957,33150,3178,31325,3004,1825,779,44173,3595,41621,3561,2552,829,38481,2897,36832,2892,1649,719,30086,2266,29067,2354,1019,469,25924,2282,24930,2252,994,475,17203,1582,17136,1578,67,90,8449,1519,8449,1519,0,187,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,52199,6062,8751,1918,7766,1798,985,950,17280,3401,15757,3288,1523,855,7013,1645,6588,1651,425,331,4488,1312,3185,1014,1303,611,6542,1599,5342,1433,1200,640,3625,1111,2990,922,635,545,2080,815,2012,806,68,77,2008,755,2008,755,0,201,412,281,412,281,0,201,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,332380,13112,60015,4545,58393,4500,1622,872,107930,6394,105644,6550,2286,736,37586,3086,32004,2808,5582,1352,39278,3530,34781,3375,4497,1265,33195,2794,30257,2899,2938,931,22311,2793,20530,2462,1781,793,17267,2041,15612,1968,1655,708,9771,1401,9608,1387,163,156,5027,1084,4982,1085,45,79,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
