GEO_ID,C27012_001E,C27012_001M,C27012_002E,C27012_002M,C27012_003E,C27012_003M,C27012_004E,C27012_004M,C27012_005E,C27012_005M,C27012_006E,C27012_006M,C27012_007E,C27012_007M,C27012_008E,C27012_008M,C27012_009E,C27012_009M,C27012_010E,C27012_010M,C27012_011E,C27012_011M,C27012_012E,C27012_012M,C27012_013E,C27012_013M,C27012_014E,C27012_014M,C27012_015E,C27012_015M,C27012_016E,C27012_016M,C27012_017E,C27012_017M,C27012_018E,C27012_018M,C27012_019E,C27012_019M,C27012_020E,C27012_020M,C27012_021E,C27012_021M,C27012_022E,C27012_022M,NAME,C27012_001MA,C27012_001EA,C27012_002EA,C27012_002MA,C27012_003MA,C27012_003EA,C27012_004EA,C27012_004MA,C27012_005MA,C27012_005EA,C27012_006MA,C27012_006EA,C27012_007EA,C27012_007MA,C27012_008MA,C27012_008EA,C27012_009EA,C27012_009MA,C27012_010MA,C27012_010EA,C27012_011EA,C27012_011MA,C27012_012EA,C27012_012MA,C27012_013MA,C27012_013EA,C27012_014MA,C27012_014EA,C27012_015EA,C27012_015MA,C27012_016EA,C27012_016MA,C27012_017EA,C27012_017MA,C27012_018MA,C27012_018EA,C27012_019MA,C27012_019EA,C27012_020EA,C27012_020MA,C27012_021MA,C27012_021EA,C27012_022EA,C27012_022MA,state
0400000US01,2841107,6352,1451944,15409,1312578,16496,1156470,14722,144627,7202,7916,1613,39654,3528,139366,8493,619865,14081,488930,12840,332059,10749,98906,5552,17186,2911,66868,5294,130935,6529,769298,14894,629807,14422,244216,8343,102720,6027,175899,6762,238415,9282,139491,8240,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,440283,2719,221226,5653,190896,5734,156206,5775,16482,2741,609,410,15652,2509,30330,3590,136136,5272,104350,4508,61840,3790,11320,2233,1391,508,28275,2987,31786,2878,82921,4697,66945,4084,27756,2752,4326,1136,8470,1589,29852,3024,15976,2046,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3989659,5587,2131681,16258,1881970,18199,1571563,20651,174976,8228,8336,1839,170896,7159,249711,8957,966774,13538,802050,13978,459892,10991,126523,6960,17612,2074,223621,8919,164724,7477,891204,14363,753564,13321,275390,7927,107931,6835,114641,6415,341511,12096,137640,6562,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1717192,4011,922507,12616,835079,12384,696653,12156,98332,5741,5631,1442,68664,5115,87428,6055,365823,9608,308570,8635,167899,6352,57352,4490,9972,1702,87762,5197,57253,4181,428862,10386,376388,10112,102721,5329,58430,4548,106607,5705,186395,8025,52474,4736,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24069284,13917,12320255,44822,11293660,48681,9067632,46705,1238453,23015,67543,4979,1247489,21780,1026595,17188,6530630,41091,5735878,43447,3181718,34179,976973,14743,100074,5903,1725454,26921,794752,17204,5218399,39935,4601363,36862,1723043,22173,699542,14914,509383,15656,2158501,28486,617036,15888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3421064,4580,1971112,14873,1791417,14459,1478304,14701,195254,6792,10975,2190,138487,8057,179695,8834,905578,12353,797088,11424,456398,8962,145484,6653,15414,2461,197328,8147,108490,6249,544374,11637,481656,10264,192455,7265,84554,5311,68234,4087,183805,6544,62718,4790,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2164155,3906,1174664,13998,1105551,13888,952487,13430,106565,5270,4129,1056,77494,5593,69113,5574,594174,12381,531094,12313,330500,9662,75543,4649,13056,1920,138355,7454,63080,5711,395317,11141,362113,10985,153173,6028,55344,4764,55437,4455,149541,7852,33204,3715,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,559655,2350,301043,6922,281724,6816,245444,6989,24937,2733,1119,569,16009,2365,19319,3110,125473,5311,114354,4846,74889,4038,15846,2668,3141,1078,26376,2892,11119,2303,133139,5344,121581,5381,67261,4469,11628,2129,19308,2547,41090,3785,11558,2028,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,468689,1815,275104,5654,263439,5678,225365,6398,32215,3736,1421,707,19907,2536,11665,2851,107983,5002,100977,4737,53221,3865,23238,2431,2388,732,30491,3093,7006,1473,85602,5585,80327,4870,21904,3009,14373,2446,11693,1897,47920,3567,5275,2085,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12081518,9969,6460274,36991,5499489,40264,4436404,42002,869240,18346,31719,3613,263357,11502,960785,24044,2889186,32240,2164069,29648,1260536,23971,576586,14115,48097,4278,339847,13147,725117,19114,2732058,28648,2116001,26978,758119,15410,497049,17265,416304,11123,729550,17366,616057,16681,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
