GEO_ID,B12501_001E,B12501_001M,B12501_002E,B12501_002M,B12501_003E,B12501_003M,B12501_004E,B12501_004M,B12501_005E,B12501_005M,B12501_006E,B12501_006M,B12501_007E,B12501_007M,B12501_008E,B12501_008M,B12501_009E,B12501_009M,B12501_010E,B12501_010M,B12501_011E,B12501_011M,NAME,B12501_001EA,B12501_001MA,B12501_002MA,B12501_002EA,B12501_003EA,B12501_003MA,B12501_004MA,B12501_004EA,B12501_005EA,B12501_005MA,B12501_006MA,B12501_006EA,B12501_007EA,B12501_007MA,B12501_008MA,B12501_008EA,B12501_009MA,B12501_009EA,B12501_010EA,B12501_010MA,B12501_011EA,B12501_011MA,state
0400000US13,8349724,5029,4009958,5500,1489940,17838,2520018,17166,76816,5518,2443202,16689,4339766,5289,1382082,14959,2957684,15269,74997,4671,2882687,15571,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1167820,763,582993,1022,224290,5636,358703,5586,11323,1791,347380,6015,584827,867,167608,4051,417219,3939,10229,1520,406990,4151,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1349449,1444,673450,2568,209896,5978,463554,6213,14999,2039,448555,6264,675999,2312,164824,5983,511175,6034,15472,2118,495703,5619,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10413077,3234,5075158,4009,1963505,15728,3111653,15882,83333,5002,3028320,15461,5337919,3881,1743472,13909,3594447,14214,84816,5059,3509631,14699,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5364611,3364,2615670,4239,916799,10045,1698871,9788,49777,4498,1649094,9155,2748941,4345,769583,11310,1979358,10432,54127,4155,1925231,9370,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2537862,2815,1252885,3375,420617,6194,832268,6589,22748,2235,809520,6444,1284977,2723,338142,5715,946835,6337,22644,2177,924191,6515,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2318621,2961,1148850,3682,380487,7392,768363,7151,23789,2197,744574,7254,1169771,2571,297144,6016,872627,5700,24283,2335,848344,5611,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3612529,3254,1761269,3706,567973,8850,1193296,8679,39309,3620,1153987,9291,1851260,3849,471878,8154,1379382,8050,39326,3509,1340056,8840,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3760394,3299,1815900,3690,720240,12281,1095660,11634,28745,2989,1066915,11527,1944494,3580,655409,9692,1289085,9340,27538,2913,1261547,8822,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1128297,1518,548428,1757,178793,4548,369635,4288,7440,1450,362195,4018,579869,1372,148266,4450,431603,4525,7837,1420,423766,4591,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4936544,1855,2365357,2651,893377,9662,1471980,9839,44791,3260,1427189,9769,2571187,2066,847453,11853,1723734,11250,44612,3327,1679122,10916,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5738766,1372,2758162,1824,1095888,10574,1662274,10347,46746,3445,1615528,10223,2980604,1603,1024437,10034,1956167,9903,46167,3639,1910000,9841,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8180585,2787,3994283,3158,1456213,10587,2538070,10617,67680,4086,2470390,10236,4186302,3078,1276295,9605,2910007,9365,67503,3824,2842504,9569,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4493286,2695,2226162,3086,785172,8444,1440990,8568,34662,2064,1406328,8162,2267124,2493,657960,8101,1609164,8097,35016,2120,1574148,7842,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2393019,3295,1144988,3982,431084,9809,713904,9460,18864,2696,695040,9073,1248031,3951,401354,7793,846677,7845,20401,2752,826276,8037,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4963584,4544,2414301,4215,820053,11144,1594248,10539,47241,3683,1547007,11071,2549283,4634,703590,10442,1845693,10499,47112,3935,1798581,10020,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,859328,1534,428973,2134,138775,3985,290198,4379,6933,1663,283265,4146,430355,1843,107702,3977,322653,3714,7540,1686,315113,3718,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1521245,1978,753862,2329,250410,4970,503452,5053,13326,1873,490126,4892,767383,2148,208681,4605,558702,4644,12469,1621,546233,4516,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2429800,1210,1214411,1666,449027,7800,765384,7835,24773,3241,740611,7713,1215389,1596,358076,5850,857313,5771,22659,2537,834654,6177,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1133744,1431,557566,1941,180342,4549,377224,4270,9908,1794,367316,4117,576178,1707,154991,3678,421187,3620,9055,1664,412132,3531,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7377448,1623,3566444,2282,1343357,12413,2223087,12286,52350,3505,2170737,11976,3811004,1827,1205625,15171,2605379,14869,52582,3772,2552797,15085,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1681966,2490,826549,3295,323388,6666,503161,7084,11256,1916,491905,7061,855417,2485,274047,6903,581370,6344,12962,2273,568408,5925,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16410547,3217,7879694,3758,3276777,20386,4602917,19912,133485,6919,4469432,19002,8530853,3537,3068890,21324,5461963,20876,130312,5814,5331651,20947,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8377139,4897,4026594,5095,1397131,14947,2629463,15158,73501,4431,2555962,14073,4350545,4723,1264733,14023,3085812,14111,74922,4858,3010890,13407,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,606716,1469,311799,1771,115490,3985,196309,3959,6746,1378,189563,3698,294917,1627,79553,3439,215364,3186,6774,1311,208590,2849,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9515823,3065,4613739,4488,1647158,13843,2966581,13489,83849,4692,2882732,13311,4902084,4230,1454920,11935,3447164,12160,84776,4524,3362388,11789,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3129329,2729,1536080,3286,500161,6563,1035919,6849,31396,2455,1004523,6480,1593249,2604,406013,6497,1187236,6639,32077,2677,1155159,6669,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3416916,2848,1681085,3252,588866,9088,1092219,9049,30763,2811,1061456,9210,1735831,2733,481117,8596,1254714,7839,30671,3150,1224043,7694,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10611437,2642,5148815,3463,1908802,13193,3240013,12938,85287,4875,3154726,13099,5462622,3384,1701934,13910,3760688,13546,85831,5236,3674857,12394,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,890333,1149,426468,1684,166848,4976,259620,5225,6121,1441,253499,4898,463865,1712,162729,4091,301136,3974,5075,1198,296061,3952,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4110098,3170,1971172,4325,723315,12287,1247857,11243,32506,3102,1215351,10800,2138926,3817,646109,9409,1492817,9040,34628,3587,1458189,8701,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,690282,1560,347676,2432,118435,3708,229241,3643,6577,1356,222664,3401,342606,2181,92173,3259,250433,3539,6175,1109,244258,3475,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5466987,4027,2637308,4973,874661,11674,1762647,11486,53954,4528,1708693,11501,2829679,4484,785847,11209,2043832,11947,55517,4528,1988315,11410,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22164607,5753,10923789,7085,3952095,24475,6971694,25244,229661,8612,6742033,24031,11240818,6691,3372702,22447,7868116,22682,224915,8327,7643201,21792,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2327933,1818,1164596,2326,388566,7315,776030,6859,32506,3061,743524,6996,1163337,2309,317723,6924,845614,6988,31711,3151,813903,6658,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,526751,1115,257783,1020,91627,2806,166156,2842,3981,876,162175,2965,268968,1011,77049,2501,191919,2579,4008,900,187911,2512,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6919620,4752,3370061,5433,1179996,13177,2190065,13551,65344,4689,2124721,13732,3549559,4332,1060259,13381,2489300,13494,63509,4520,2425791,12703,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6028802,2666,2996661,3241,1046481,12568,1950180,12046,58637,4224,1891543,11782,3032141,2884,828719,10726,2203422,10425,54377,4388,2149045,11566,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1505831,2112,736517,2714,235076,6801,501441,6444,12306,1478,489135,6358,769314,2631,190630,5470,578684,5058,12127,1698,566557,5181,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4739661,3007,2341660,3420,832075,8365,1509585,8722,39469,2784,1470116,8633,2398001,2880,702077,8451,1695924,8898,38717,2674,1657207,8415,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,462614,1705,235576,1982,73917,3646,161659,3284,5248,1339,156411,3470,227038,1685,52802,3314,174236,3352,5493,1406,168743,3042,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2812219,1573,1314422,2998,583563,11113,730859,11063,10386,2479,720473,10864,1497797,2963,551459,11795,946338,11172,9385,1964,936953,10971,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
