GEO_ID,C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,NAME,C25093_001EA,C25093_001MA,C25093_002EA,C25093_002MA,C25093_003EA,C25093_003MA,C25093_004EA,C25093_004MA,C25093_005MA,C25093_005EA,C25093_006EA,C25093_006MA,C25093_007EA,C25093_007MA,C25093_008EA,C25093_008MA,C25093_009EA,C25093_009MA,C25093_010MA,C25093_010EA,C25093_011MA,C25093_011EA,C25093_012EA,C25093_012MA,C25093_013MA,C25093_013EA,C25093_014EA,C25093_014MA,C25093_015EA,C25093_015MA,C25093_016EA,C25093_016MA,C25093_017EA,C25093_017MA,state
0400000US16,435493,6933,4192,935,3108,909,832,466,252,275,45999,2955,36594,2553,9151,1628,254,239,248636,5990,197959,5805,47705,3825,2972,1004,136666,3530,105121,3577,30141,2584,1404,690,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3182232,18239,25697,2566,18361,2058,6893,1360,443,328,301303,7707,239855,6807,60306,4299,1142,491,1905316,15652,1491057,14050,399190,9714,15069,1746,949916,7790,675796,7878,264714,6728,9406,1582,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1765500,14956,22094,2805,15701,2063,5861,1380,532,451,189370,6930,164828,6380,23263,2756,1279,693,1034306,10119,884357,10792,142152,5600,7797,1161,519730,6229,408997,6388,106731,4677,4002,928,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,900362,9741,15727,2173,12422,1954,2889,860,416,432,108660,3664,92999,3479,15260,1657,401,354,511286,6262,437590,6771,70562,3466,3134,808,264689,4486,210281,4081,52427,2901,1981,521,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,743508,8948,8460,1335,5743,1015,2430,776,287,304,84250,3474,72275,3373,11808,1288,167,146,432018,7085,365017,6134,63715,3141,3286,987,218780,3965,171479,3963,45624,2682,1677,443,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1146668,12735,10543,1572,7069,1378,3298,807,176,199,113479,5162,97377,4479,15335,2068,767,399,660346,8602,546108,8706,105799,4983,8439,1465,362300,5502,290135,5960,69853,3326,2312,545,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1132229,12824,12012,2083,7576,1527,3911,1436,525,422,114045,5881,93223,5614,18635,2292,2187,926,649374,9606,521388,9900,117758,5883,10228,2139,356798,4706,288406,5464,65074,4309,3318,926,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,395809,5987,3468,903,2269,791,1185,553,14,23,32524,2304,27021,2171,5329,1173,174,206,228630,4195,182904,4511,43837,2813,1889,667,131187,2813,96383,2523,34328,2376,476,199,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1472500,10315,8381,1534,4807,1126,3295,1021,279,252,131060,4745,101399,4359,29225,2745,436,330,908628,9715,716386,9601,186858,6673,5384,1275,424431,5111,299556,5391,122678,5450,2197,717,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1623515,11340,5624,1338,2994,936,2305,835,325,289,130850,5041,100239,4721,30189,2778,422,308,993450,10225,760193,9996,228860,6871,4397,980,493591,6857,321050,6402,168920,5229,3621,745,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2803372,15813,30892,2623,21871,2283,8340,1342,681,358,271302,6081,223308,5265,46206,3061,1788,528,1632615,11015,1339658,10912,276665,7904,16292,1843,868563,7341,661470,5942,199847,5427,7246,950,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1547594,10546,14804,1834,10359,1478,4441,858,4,8,180048,5198,150477,4598,29162,2632,409,329,933824,8049,781503,8676,147946,5553,4375,883,418918,4910,319240,5109,97097,4168,2581,529,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,748055,10139,6623,1514,5056,1317,1292,624,275,261,65375,4176,53234,3688,11702,2162,439,348,427598,8374,346142,7789,74733,5044,6723,1767,248459,5041,199551,4623,46602,2975,2306,690,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1596870,15553,15105,2251,11484,1905,3327,990,294,268,167126,6819,140452,5624,24888,2764,1786,748,915128,10407,766216,10112,141943,5755,6969,1093,499511,5847,388862,5376,106891,4612,3758,898,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,292585,4359,3493,1029,2266,856,1227,606,0,174,28839,2090,22956,1907,5725,1005,158,172,165178,3838,130737,3957,32853,2994,1588,520,95075,2235,74406,2478,20004,1665,665,281,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,500086,6928,6017,1118,3706,872,2205,699,106,127,59586,2996,50346,2706,9042,1520,198,290,290791,4997,246531,4601,42942,2618,1318,501,143692,2785,110651,2215,31967,2169,1074,287,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,619309,7889,5972,1334,3078,859,2791,923,103,132,61440,3778,48198,3413,13151,2093,91,107,357346,6459,276962,6107,76809,3425,3575,806,194551,3402,138201,4016,54835,3049,1515,505,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369037,5901,2144,784,1439,669,665,334,40,75,28738,2556,23620,2182,5029,1022,89,126,228473,3966,178067,4045,49312,2987,1094,474,109682,3173,74851,3022,34214,2265,617,258,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2053929,12820,5828,1144,2293,613,3400,1056,135,132,136783,5598,99891,4353,36667,2906,225,194,1277454,10600,919372,9647,351218,7925,6864,1365,633864,6657,380785,6947,248514,6551,4565,1040,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,521450,7322,6262,1658,4711,1421,1251,548,300,311,44924,3747,34082,3318,9782,1657,1060,555,290345,6848,223101,6230,60109,3982,7135,1507,179919,3729,137314,3801,39577,2746,3028,892,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3930033,20800,22158,2472,11733,1625,9515,1673,910,437,287895,7725,216183,6328,69771,5026,1941,980,2361653,16831,1738510,16258,607103,11707,16040,2258,1258327,12243,851662,11277,395798,7694,10867,1596,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2586616,16311,22422,2705,14499,1763,7781,1982,142,128,224757,6531,186570,6307,36371,3543,1816,727,1525413,13035,1251500,14699,258917,9446,14996,2158,814024,7951,617442,8331,190711,5925,5871,1121,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,200554,4137,4400,947,3237,784,1163,537,0,161,27224,1976,23097,1864,4103,1029,24,39,112922,3435,100796,3136,11347,1617,779,386,56008,1902,44810,2023,10575,1295,623,340,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3070181,16573,28296,2879,21669,2470,6176,1229,451,241,292871,6920,253736,7162,37906,3676,1229,533,1775352,12969,1494869,13132,267554,7173,12929,1557,973662,7844,748676,8535,217684,5861,7302,945,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,962483,6980,12360,1453,9039,1181,3200,808,121,110,103809,3898,86842,3549,16015,1617,952,548,541595,6250,443994,6241,91675,3594,5926,856,304719,4100,246155,3872,57032,2600,1532,428,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1007015,9420,8376,1688,5031,1458,3260,883,85,142,88064,4796,65293,4198,22464,2790,307,280,568915,7546,428007,7993,135673,5962,5235,1125,341660,5793,233985,5795,105104,4415,2571,688,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3421017,18098,20839,2057,15247,1769,5071,1063,521,399,301613,6110,247555,5383,51757,3268,2301,1027,2011098,13254,1630678,11974,362340,8198,18080,2269,1087467,9273,801979,9788,276452,6725,9036,1295,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,248723,5299,1286,658,439,347,847,555,0,217,20389,2315,15086,1871,5303,1268,0,217,151682,3886,114263,4085,36993,3217,426,338,75366,2854,48242,2539,26509,2278,615,472,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1309670,12305,9357,1679,6915,1390,2212,649,230,301,113873,5069,92484,4524,19843,2521,1546,704,736888,9038,601389,8986,125686,6716,9813,1573,449552,5656,343605,6352,102388,4604,3559,841,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,233092,4186,3403,792,2678,731,621,481,104,133,30274,2069,26373,1894,3816,817,85,102,131737,3034,112384,2940,18165,1914,1188,486,67678,1941,54619,2000,12605,1438,454,246,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1693790,16621,16253,2327,12499,2029,3236,1009,518,280,157501,6533,131614,5976,24873,2372,1014,463,971485,11216,795781,10780,165511,6194,10193,1718,548551,6702,432386,6207,111162,4778,5003,1127,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5964183,30479,49834,4380,33515,3774,13763,1975,2556,1104,600091,12516,463738,11463,133088,7075,3265,1009,3699228,24433,2974353,21541,692746,15851,32129,3564,1615030,13798,1244881,14557,355854,9644,14295,2005,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,681563,7026,11217,1611,7176,1348,3989,1091,52,85,92610,3650,74740,3615,17763,2129,107,109,408507,5876,332310,5854,74685,3842,1512,511,169229,3549,134767,3309,33839,2186,623,301,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,178405,3788,1861,645,1227,503,634,358,0,157,12548,1284,9368,1170,3180,600,0,157,105389,2969,77854,2821,27102,2524,433,210,58607,1799,39703,1814,18271,1509,633,281,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2077417,16923,13856,1977,9299,1586,4266,953,291,215,185781,6141,142990,5480,41512,3362,1279,479,1251800,12888,997613,12785,246247,7490,7940,1297,625980,7150,478400,6990,142594,4725,4986,1006,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1783549,14805,12400,1886,7086,1587,4911,1179,403,292,178616,5829,135371,5432,42426,3435,819,508,1065735,11690,824774,11497,233697,8274,7264,1384,526798,5510,379517,6123,143502,4553,3779,1012,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,518882,7414,5151,1261,3995,1150,848,482,308,424,43047,3042,34505,2854,7702,1428,840,470,281555,5157,239225,5603,38964,2859,3366,948,189129,4089,156361,4311,31528,2899,1240,479,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1565599,10504,15547,1769,11005,1496,4327,861,215,214,152795,3877,129380,3993,22989,2206,426,288,938924,8337,786698,8239,148118,4884,4108,701,458333,4484,336525,5023,118580,3844,3228,667,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,159792,4280,3043,1200,2456,1055,587,362,0,201,21576,2090,16168,1509,4944,1263,464,628,88364,3065,73256,3083,14783,1680,325,185,46809,1963,37223,2098,9347,1271,239,211,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,802024,10541,3346,1181,2574,1062,634,448,138,166,35054,3116,22180,2512,11806,1767,1068,600,430764,9092,306593,7882,104588,6364,19583,2846,332860,5570,262181,5648,63532,3772,7147,1305,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
