GEO_ID,C27018_001E,C27018_001M,C27018_002E,C27018_002M,C27018_003E,C27018_003M,C27018_004E,C27018_004M,C27018_005E,C27018_005M,C27018_006E,C27018_006M,C27018_007E,C27018_007M,C27018_008E,C27018_008M,C27018_009E,C27018_009M,C27018_010E,C27018_010M,C27018_011E,C27018_011M,C27018_012E,C27018_012M,C27018_013E,C27018_013M,C27018_014E,C27018_014M,C27018_015E,C27018_015M,C27018_016E,C27018_016M,C27018_017E,C27018_017M,C27018_018E,C27018_018M,C27018_019E,C27018_019M,C27018_020E,C27018_020M,C27018_021E,C27018_021M,C27018_022E,C27018_022M,C27018_023E,C27018_023M,C27018_024E,C27018_024M,C27018_025E,C27018_025M,C27018_026E,C27018_026M,C27018_027E,C27018_027M,C27018_028E,C27018_028M,C27018_029E,C27018_029M,C27018_030E,C27018_030M,C27018_031E,C27018_031M,C27018_032E,C27018_032M,C27018_033E,C27018_033M,C27018_034E,C27018_034M,C27018_035E,C27018_035M,C27018_036E,C27018_036M,C27018_037E,C27018_037M,C27018_038E,C27018_038M,C27018_039E,C27018_039M,C27018_040E,C27018_040M,C27018_041E,C27018_041M,C27018_042E,C27018_042M,C27018_043E,C27018_043M,C27018_044E,C27018_044M,C27018_045E,C27018_045M,C27018_046E,C27018_046M,C27018_047E,C27018_047M,C27018_048E,C27018_048M,C27018_049E,C27018_049M,C27018_050E,C27018_050M,C27018_051E,C27018_051M,NAME,C27018_001EA,C27018_001MA,C27018_002EA,C27018_002MA,C27018_003MA,C27018_003EA,C27018_004EA,C27018_004MA,C27018_005EA,C27018_005MA,C27018_006EA,C27018_006MA,C27018_007EA,C27018_007MA,C27018_008MA,C27018_008EA,C27018_009MA,C27018_009EA,C27018_010EA,C27018_010MA,C27018_011MA,C27018_011EA,C27018_012EA,C27018_012MA,C27018_013EA,C27018_013MA,C27018_014EA,C27018_014MA,C27018_015EA,C27018_015MA,C27018_016EA,C27018_016MA,C27018_017EA,C27018_017MA,C27018_018EA,C27018_018MA,C27018_019MA,C27018_019EA,C27018_020MA,C27018_020EA,C27018_021EA,C27018_021MA,C27018_022EA,C27018_022MA,C27018_023EA,C27018_023MA,C27018_024MA,C27018_024EA,C27018_025MA,C27018_025EA,C27018_026EA,C27018_026MA,C27018_027EA,C27018_027MA,C27018_028EA,C27018_028MA,C27018_029MA,C27018_029EA,C27018_030MA,C27018_030EA,C27018_031MA,C27018_031EA,C27018_032EA,C27018_032MA,C27018_033EA,C27018_033MA,C27018_034MA,C27018_034EA,C27018_035MA,C27018_035EA,C27018_036MA,C27018_036EA,C27018_037EA,C27018_037MA,C27018_038EA,C27018_038MA,C27018_039EA,C27018_039MA,C27018_040MA,C27018_040EA,C27018_041MA,C27018_041EA,C27018_042MA,C27018_042EA,C27018_043EA,C27018_043MA,C27018_044EA,C27018_044MA,C27018_045MA,C27018_045EA,C27018_046MA,C27018_046EA,C27018_047MA,C27018_047EA,C27018_048EA,C27018_048MA,C27018_049EA,C27018_049MA,C27018_050EA,C27018_050MA,C27018_051MA,C27018_051EA,state
0400000US01,4740475,3228,802563,24860,279379,13571,241594,13414,37785,4698,445307,14814,179940,8765,265367,10775,77877,3958,74203,3779,3674,1105,378637,14343,110180,8092,88770,7063,21410,3503,197844,8802,65580,4509,132264,8027,70613,3831,69959,3723,654,353,585858,23319,149928,9876,83349,7699,66579,7464,329720,14510,75443,6178,254277,11743,106210,5831,105086,5811,1124,649,1463369,26625,337863,10599,87154,6683,250709,9936,864383,19131,120486,6550,743897,17762,261123,7803,255973,7847,5150,1328,1510048,26531,265239,9494,22822,3671,242417,9092,977716,17819,68413,4834,909303,17632,267093,7379,259677,7410,7416,1242,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,709548,2461,79877,7298,28747,4836,23843,4509,4904,1796,45087,3592,25077,2900,20010,2178,6043,1250,5853,1267,190,100,36094,3770,11335,1881,7750,1667,3585,1346,19685,2315,9810,1560,9875,1695,5074,968,5074,968,0,153,70491,8169,23794,4185,14462,2875,9332,2725,39543,4649,13602,2367,25941,3695,7154,1341,7016,1325,138,102,210501,11380,62584,5327,19851,3445,42733,4635,127409,7323,25310,3811,102099,6444,20508,1913,19293,1841,1215,498,312585,10102,62466,4515,6991,1638,55475,4576,207386,6796,21066,2429,186320,6248,42733,2083,39412,2190,3321,905,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6841639,4503,1018856,28416,347782,15390,276416,13876,71366,7534,563551,16638,303452,12533,260099,10762,107523,5692,99197,5289,8326,1367,502119,23796,173317,14354,122810,11943,50507,6126,248838,11719,123179,8306,125659,8292,79964,4361,78729,4314,1235,580,830041,26751,243943,13488,119161,9994,124782,9591,449056,14937,137424,6865,311632,12843,137042,6635,134001,6549,3041,962,2148130,37256,519315,16179,116149,9509,403166,14682,1242171,23892,204137,10222,1038034,20080,386644,8194,377122,7923,9522,1525,2342493,27747,400901,12952,25297,3099,375604,12047,1463743,18582,109349,6672,1354394,19300,477849,8852,458968,8903,18881,1744,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2911683,3113,478365,17030,164749,9766,147050,9398,17699,3019,264804,9875,157986,7465,106818,6884,48812,3074,48269,3079,543,300,257369,11686,77745,6465,66477,6602,11268,2911,135076,6386,70462,4996,64614,5030,44548,3404,44398,3388,150,140,408229,20098,120508,9065,83910,7497,36598,4890,217466,12207,68447,6276,149019,9073,70255,4293,69623,4342,632,504,939827,25798,226578,9297,77417,6090,149161,8379,544814,17201,94018,6758,450796,14150,168435,6346,164816,6277,3619,1138,827893,21404,144652,7284,14164,2463,130488,6822,534972,14288,47708,4368,487264,13994,148269,5712,142957,5477,5312,1493,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38718989,10195,5158143,71932,1704731,36747,1441121,34487,263610,14737,2902538,40434,1638571,31217,1263967,25924,550874,13483,520115,12820,30759,3379,2604901,59622,839521,27516,667477,23632,172044,11758,1371477,33081,754287,24017,617190,17651,393903,12900,382832,12496,11071,2059,4228576,75019,1220179,34659,807574,28341,412605,18200,2446273,46510,966376,26469,1479897,32407,562124,12341,542273,12815,19851,2602,10752391,84937,2577434,33914,925252,23817,1652182,29034,6686243,56379,1490362,26595,5195881,47288,1488714,19508,1422848,19624,65866,4844,15974978,82433,3032419,30064,262952,10822,2769467,27406,10528096,57530,823059,18351,9705037,54443,2414463,22472,2243024,20504,171439,6842,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5458913,4153,564050,17234,157750,10029,127422,8891,30328,4486,347372,10385,171403,6794,175969,7743,58928,3825,55790,3480,3138,1258,290488,14205,95451,8508,73407,7650,22044,3680,149350,7199,74161,5738,75189,5417,45687,3370,44548,3272,1139,601,541913,17662,161744,9223,97497,8802,64247,5894,311688,10711,98505,6982,213183,7990,68481,4234,66842,4284,1639,714,1614894,25510,407787,11592,127934,8802,279853,11834,973834,16924,172665,7746,801169,15128,233273,6222,227148,6358,6125,1626,2447568,25802,480721,12221,39628,4840,441093,11915,1614445,18257,108529,6690,1505916,17038,352402,6814,331718,6535,20684,2033,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3477454,1756,333979,18738,98901,9524,82324,9094,16577,3266,194035,10328,119884,8576,74151,6075,41043,3435,38966,3346,2077,903,159933,12657,52485,6286,42534,5970,9951,2758,79066,6275,47349,4321,31717,4096,28382,3139,27890,3132,492,416,287625,15786,82265,7263,52745,6174,29520,4913,155721,9368,65018,6153,90703,7256,49639,3317,49056,3286,583,366,905221,26360,201462,10519,71938,6915,129524,8110,531645,17782,111292,7363,420353,14887,172114,5921,167858,5597,4256,1112,1790696,26263,338524,7774,20066,2677,318458,8062,1163864,18684,71333,6379,1092531,17976,288308,6310,268747,6122,19561,2422,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,932232,1691,126849,9339,37416,5005,28825,4529,8591,2356,75075,5229,33788,3603,41287,4483,14358,2192,13677,2111,681,398,56744,7438,17785,3888,11377,2937,6408,2302,29233,4260,14280,3012,14953,3507,9726,1443,9384,1440,342,334,82462,9013,25212,4440,13206,2974,12006,2852,44547,4819,11820,2248,32727,4057,12703,1777,12620,1777,83,93,262277,13759,61369,6241,16741,3105,44628,6118,150197,8908,25727,3397,124470,8555,50711,2971,49620,2936,1091,478,403900,12779,68242,5071,5203,1271,63039,4868,254025,9101,17676,2566,236349,9098,81633,3601,78725,3484,2908,903,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,658491,842,109920,7135,32581,3750,28604,3844,3977,1851,65780,4635,40178,3353,25602,3115,11559,1914,11103,1930,456,369,32301,5132,8863,2660,7855,2533,1008,916,17857,2520,10491,2291,7366,1509,5581,1443,5562,1442,19,32,47575,6660,12950,2801,9237,2584,3713,1463,28463,4277,14325,2858,14138,2597,6162,1297,5637,1225,525,485,121938,8490,21189,3975,10691,2672,10498,2874,85364,5277,23067,3345,62297,4072,15385,1938,14167,1971,1218,534,346757,8689,51002,3378,6697,2279,44305,2940,252958,6317,17601,3032,235357,6146,42797,2226,39482,1949,3315,981,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20530378,6648,2888572,57812,884458,26572,709106,24312,175352,9530,1580591,31816,566404,19766,1014187,23606,423523,12827,391145,12227,32378,3843,1557012,41118,443114,17249,320413,15074,122701,9476,794589,24861,235341,11566,559248,18978,319309,10484,312095,10231,7214,1893,2671457,44200,667752,20228,386318,16424,281434,13638,1482756,29076,280964,10879,1201792,24685,520949,15920,505294,15417,15655,2525,6524962,66860,1306698,25257,390924,15214,915774,22949,3884834,45408,448861,14439,3435973,42129,1333430,18719,1288520,18410,44910,5600,6888375,58637,1062894,19770,92699,5349,970195,20278,4275949,42396,268587,11432,4007362,39958,1549532,16408,1475188,15868,74344,5728,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
