GEO_ID,C15003_001E,C15003_001M,C15003_002E,C15003_002M,C15003_003E,C15003_003M,C15003_004E,C15003_004M,C15003_005E,C15003_005M,C15003_006E,C15003_006M,C15003_007E,C15003_007M,C15003_008E,C15003_008M,C15003_009E,C15003_009M,C15003_010E,C15003_010M,C15003_011E,C15003_011M,C15003_012E,C15003_012M,C15003_013E,C15003_013M,C15003_014E,C15003_014M,C15003_015E,C15003_015M,C15003_016E,C15003_016M,C15003_017E,C15003_017M,C15003_018E,C15003_018M,NAME,C15003_001MA,C15003_001EA,C15003_002MA,C15003_002EA,C15003_003EA,C15003_003MA,C15003_004EA,C15003_004MA,C15003_005EA,C15003_005MA,C15003_006MA,C15003_006EA,C15003_007MA,C15003_007EA,C15003_008EA,C15003_008MA,C15003_009EA,C15003_009MA,C15003_010EA,C15003_010MA,C15003_011MA,C15003_011EA,C15003_012MA,C15003_012EA,C15003_013MA,C15003_013EA,C15003_014EA,C15003_014MA,C15003_015EA,C15003_015MA,C15003_016MA,C15003_016EA,C15003_017MA,C15003_017EA,C15003_018MA,C15003_018EA,state
0400000US13,6896026,7876,87336,6324,35292,4172,83867,6931,106530,6502,121782,6456,168449,6513,169478,8760,120702,5851,1607824,25483,328677,11108,373094,10743,1020953,17177,540564,13524,1311611,19917,585455,14496,147724,6921,86688,5177,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,997744,1487,10204,1755,6339,1793,9411,1621,8541,1410,7799,1996,11843,2160,8825,1647,14169,2000,258133,7160,22361,2522,56498,3970,147954,6417,106987,4425,216993,6938,77325,5259,21497,2037,12865,1604,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1111788,2996,8931,1777,5892,1444,12851,2450,9007,1666,12071,2649,15107,1968,18533,2488,19347,2784,248246,7935,64783,4801,93270,6391,198587,6808,107505,5708,202800,6832,66560,4250,14146,1978,14152,1961,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8707057,4107,116388,6036,47565,3823,123906,7950,136635,6058,96303,5247,127206,6459,148665,6077,153212,6281,1956954,21746,315220,8389,557926,12770,1236600,17136,692672,13641,1829903,18718,857509,15987,195094,6962,115299,5680,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4435317,5484,42269,3362,15925,2226,26038,2803,76906,4789,65961,4234,101876,4961,104483,5800,71404,4169,1216294,14727,234473,8277,288975,9415,607163,14084,394092,11562,753268,13970,320548,8855,65072,4763,50570,3910,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2093909,4112,17134,1813,5417,1148,11134,2015,31893,2705,19177,2423,25264,2702,34250,2519,21336,2161,554936,8998,84294,3886,153863,6180,286653,8167,242738,7470,406630,8590,141796,5114,32274,2699,25120,2483,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1904528,4714,16975,2254,7228,1342,14553,1928,27749,2679,20841,2310,26458,2553,33465,2742,23994,2048,418378,8404,72391,3767,146845,4758,285361,7515,167548,5899,403542,8004,180331,6208,35827,2951,23042,2025,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3018953,4219,30971,3341,12104,1847,21392,2386,99768,5849,63543,3845,74448,4565,66433,3751,43827,3310,794365,13691,202695,8512,193533,7636,450737,11167,241585,8983,423916,10015,213672,8277,56806,4240,29158,2942,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3120277,5335,36669,2762,13162,1797,31672,3318,71268,5303,60824,4061,85150,5129,110758,6014,54316,4596,896962,17068,164564,6757,173073,6825,493925,13090,185409,7926,482439,11918,178692,8592,53635,3500,27759,2659,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,971740,1752,5432,1480,1301,522,2440,758,16401,2008,10761,1437,14313,1744,13523,2086,10616,1886,252708,8506,48008,3004,59969,3814,124447,5554,100214,4145,193860,5884,84719,4533,20094,1821,12934,1865,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4167604,3603,51818,4279,27316,3795,37191,4001,49180,3770,52335,4451,61874,4421,67058,5585,73237,5144,891835,14229,128993,5296,243873,8018,544935,13120,285379,7347,889090,13074,534613,11605,123599,5072,105278,4325,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4788573,2290,66368,4883,36338,3896,38226,4036,66208,4705,47659,3694,62796,5024,57386,4702,67477,4518,1033358,16702,130168,6212,231470,7645,511748,12683,360700,9740,1146586,15427,653567,11646,146185,5996,132333,4995,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6819310,4660,69818,4048,16309,1831,33122,3185,73635,3964,67378,4990,109961,5262,141147,5748,108596,4107,1705561,18452,264278,6490,509987,9681,1084038,13373,649916,10958,1201375,16053,588250,11085,119225,4902,76714,3852,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3778416,3685,51708,3930,10435,1960,15008,2196,37286,3435,20543,2185,33508,2940,45426,2849,47720,3709,821473,13278,117435,4795,252166,8214,536822,9185,426760,8069,888880,12034,330787,7214,86812,4273,55647,3854,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1959341,5822,22270,2696,9125,1377,17975,2313,45120,3746,44001,4294,61731,4612,64315,4238,41431,3324,474462,11709,121149,6376,115046,5976,316139,10654,198080,7386,265220,9234,117007,6605,27568,2968,18702,2327,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4150275,6313,35670,3240,8489,1769,14850,1903,70063,4591,53926,3619,83794,4107,96881,5373,63866,4413,1085755,18205,191750,7671,286651,8113,626311,11821,326430,8282,743797,13029,333121,9451,74909,4292,54012,3566,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,723666,2332,4045,1317,612,405,1587,962,9911,1569,4864,917,8763,1486,11882,1529,9065,1576,169931,6006,33210,2524,48038,3099,122169,5042,65772,4226,157326,5731,53533,3861,13596,1747,9362,1467,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1259254,3118,15571,2360,8110,1697,11841,1886,13233,1646,13242,1792,15101,1784,17319,2281,15006,1719,287016,6327,44065,3195,94422,4236,197001,6164,128547,4616,263330,7089,95439,4473,23353,2115,16658,1864,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2063180,2367,26851,3392,16917,2672,41677,3913,21909,2321,36427,3709,29646,3377,45955,4466,53635,3924,511692,12715,81154,5073,144751,5669,373778,8726,165508,6838,340110,9439,120878,5016,34858,2776,17434,1971,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,958005,2078,5197,1186,1096,543,2370,888,9501,1392,10069,1902,13194,1890,11626,1684,13507,1844,227076,6882,41488,3124,59536,3774,111475,6166,97978,5219,216750,6656,104196,5687,18725,2136,14221,1717,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6234538,2703,83040,5144,42340,3921,81840,5533,90889,6147,63774,4343,78817,5127,83163,5707,104322,5335,1542650,19141,154208,5033,300563,7868,714077,13064,418148,9946,1506899,18697,712061,9977,161480,6008,96267,4633,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1391475,3298,16865,2129,11576,1976,28576,3085,23788,2907,26949,2756,28704,2892,35014,3794,22093,2731,306790,8388,63809,4768,86940,5133,246340,7740,117531,5836,211995,6750,115804,4818,25580,2649,23121,2465,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13821132,5048,269908,9939,112288,6553,227001,9870,233089,10289,214552,9918,223129,7788,257088,8957,317890,8608,3078045,25810,556020,12471,637249,12596,1496579,22505,1218132,18772,2794920,26765,1592075,19765,391553,11247,201614,7129,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6991185,8361,78384,5224,37269,3850,74389,5423,124692,6954,140211,7524,151857,7328,155138,7955,91849,3470,1508979,18511,291576,9973,427470,10152,1060468,17658,658224,13640,1406739,17830,571243,10296,121058,6047,91639,4747,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,495904,1865,2752,696,1137,564,589,371,9458,1527,2569,794,6811,1563,6687,1045,5020,1041,111058,4691,19842,2134,30031,2395,81275,3835,66236,3734,108045,4628,30784,3011,7948,1473,5662,1366,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7981885,4550,62145,4198,18178,2597,24005,3110,113904,6140,88234,4982,153546,5942,185771,7016,131905,6230,2350637,19034,310572,9542,532897,11606,1079921,15271,698820,14563,1381934,17454,626841,11145,134913,5757,87662,4494,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2586414,3402,25347,2203,13203,1792,27161,2504,39264,2493,41646,2897,50568,2488,66535,3789,45290,2708,677688,11375,126557,4733,187202,6158,416700,8185,208717,5295,437243,8868,161597,4908,35948,2652,25748,2044,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2901195,4079,28566,3548,12301,2341,28962,4351,32624,3125,26758,2939,40224,3018,46688,4584,46258,4091,547333,12934,126477,5472,223542,8516,507262,11391,255783,8450,609160,10201,260431,6861,63263,4125,45563,4121,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8960842,4623,96327,5217,24805,2765,39206,3663,123048,5526,100532,5398,156225,5835,177907,7371,126246,5171,2789937,22499,344560,9282,479282,10636,937534,15536,747997,14883,1697397,16085,800211,14807,184166,6893,135462,5555,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,736969,1733,10826,2454,9033,2005,5809,1567,11633,1889,10169,2028,12488,1832,13101,2107,13233,1858,185518,6114,35095,2938,39926,3097,84738,5356,58876,3992,149699,5754,68812,4377,14606,1779,13407,1629,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3443851,5552,37883,3812,15477,2471,25534,2752,60415,5045,55875,4555,87039,5268,86701,5060,65924,4467,861201,15321,154871,6495,199848,8541,498590,13160,330153,10013,607024,11807,262659,8899,53525,4184,41132,2871,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,574559,1740,3090,811,1010,417,1624,811,11107,1709,4994,958,8670,1685,10007,1457,7124,1176,152075,5809,24634,2388,38089,2963,88193,4203,62204,3855,109803,4940,35691,2949,10754,1418,5490,1389,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4588453,6112,43578,3510,17359,2735,42751,3654,96848,6281,75472,4824,106898,5747,110130,5399,66848,4024,1220422,17620,267658,9577,292456,9453,661278,10791,332593,8648,790840,14517,327029,11198,78860,5067,57433,4255,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18149346,10783,359423,12559,236313,10319,523446,16255,353822,11200,455290,14244,335862,11967,390920,11651,313947,10115,3765663,43479,787013,14679,1093468,17767,2838733,29864,1323957,21807,3510311,35839,1371324,24099,290221,9345,199633,8030,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1827035,2825,15564,2384,5716,1422,15457,2965,13385,2314,15341,2597,18200,2651,29712,3079,30160,3351,354114,11456,53964,3480,138241,5323,331740,9024,172999,5896,416804,9087,157207,5747,33505,2478,24926,2195,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,439267,1408,3198,1192,634,476,460,255,5354,969,3488,950,6773,1229,7261,1360,5252,893,113275,4826,14151,1667,24114,2285,49781,3245,37360,2661,98774,4432,48963,2824,11366,1443,9063,1421,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5779221,7685,71240,4504,25577,3478,52916,4795,90527,5117,72565,4041,98883,6138,102391,5082,79278,5437,1171892,18422,224595,7983,342500,9495,753431,13596,456210,10095,1270190,18538,712006,13071,145034,6899,109986,4927,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5101968,4672,58122,4242,32116,3861,52646,4757,46450,4153,50735,4222,58816,4493,64615,3857,80463,4486,939483,16319,188801,7291,376181,10735,827434,15860,514987,11273,1130392,15951,492107,9402,112889,5311,75731,5090,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1279350,3222,8708,1770,2894,765,9330,1557,37260,2970,26542,3245,34258,3487,30346,3721,15923,1959,443031,8652,83621,5094,75084,5033,163403,7227,90494,5147,156378,7086,77079,3917,15623,1839,9376,1460,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3958231,3518,34272,2734,9798,1699,15228,2426,42208,2828,30912,2790,45438,3323,64356,3780,59759,3621,1077466,12008,137448,5767,258668,7134,546824,10605,433324,7548,782676,14060,301195,7112,70544,3540,48115,2775,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,387700,2182,2026,1012,546,283,1062,624,4070,969,3072,853,4157,1024,6965,1619,5455,1126,93973,5034,20766,2393,29457,2643,68714,4182,40340,3377,67312,4431,30847,2840,5754,1128,3184,765,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2343675,3831,62483,5579,102203,4845,100460,6570,105556,5803,91024,5649,34561,3084,45174,4447,18112,2838,593528,15111,60261,5635,35698,3597,249320,9298,242776,10524,428558,12172,121293,6814,28569,4107,24099,2751,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
