GEO_ID,B25098_001E,B25098_001M,B25098_002E,B25098_002M,B25098_003E,B25098_003M,B25098_004E,B25098_004M,B25098_005E,B25098_005M,B25098_006E,B25098_006M,B25098_007E,B25098_007M,B25098_008E,B25098_008M,B25098_009E,B25098_009M,B25098_010E,B25098_010M,B25098_011E,B25098_011M,B25098_012E,B25098_012M,B25098_013E,B25098_013M,B25098_014E,B25098_014M,B25098_015E,B25098_015M,B25098_016E,B25098_016M,B25098_017E,B25098_017M,B25098_018E,B25098_018M,B25098_019E,B25098_019M,NAME,B25098_001MA,B25098_001EA,B25098_002MA,B25098_002EA,B25098_003EA,B25098_003MA,B25098_004EA,B25098_004MA,B25098_005EA,B25098_005MA,B25098_006MA,B25098_006EA,B25098_007MA,B25098_007EA,B25098_008EA,B25098_008MA,B25098_009EA,B25098_009MA,B25098_010EA,B25098_010MA,B25098_011MA,B25098_011EA,B25098_012MA,B25098_012EA,B25098_013MA,B25098_013EA,B25098_014EA,B25098_014MA,B25098_015EA,B25098_015MA,B25098_016EA,B25098_016MA,B25098_017MA,B25098_017EA,B25098_018MA,B25098_018EA,B25098_019EA,B25098_019MA,state
0400000US13,2354922,19925,1529558,18602,39021,3369,99530,5389,89928,4650,155557,7148,284625,9487,243037,8605,319362,9058,298498,8476,825364,11595,58627,3820,145311,6208,91763,5478,117465,5520,149147,6001,88925,4592,94113,4940,80013,4352,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,268078,4714,172214,4524,3784,840,5457,984,5180,944,11534,1686,22778,2117,25243,2244,44537,3017,53701,2923,95864,3693,6026,1411,11700,1407,6815,1274,12287,1876,15745,1483,12559,1620,15202,1459,15530,1605,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,435493,6933,280297,6541,5982,1488,17983,2159,20164,2641,38478,3283,66691,4156,48567,3169,52944,3745,29488,2576,155196,5564,8580,1557,26831,2561,20882,2516,23920,2547,30153,2687,17656,2029,15394,1977,11780,1856,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3182232,18239,2007439,17715,39223,3145,95075,4294,94222,4680,186557,6833,352198,8667,326784,8809,450051,10156,463329,8686,1174793,12243,59751,3805,168097,6396,124743,5545,156934,5569,211032,6191,145796,5401,160460,5726,147980,5146,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1765500,14956,1156805,14021,22628,2574,77260,4075,75115,3991,136144,4977,244184,7358,207800,7647,237940,7315,155734,6311,608695,10157,35086,3064,100141,4878,75810,3602,97154,4232,117279,4389,73539,3357,63335,3676,46351,3338,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,900362,9741,554182,8106,8117,1177,27868,2292,28891,2673,61018,3351,115429,4954,104827,4131,128948,4202,79084,3927,346180,7299,15618,1720,56143,2956,40424,2641,55011,3219,64071,3724,43910,2278,42490,2677,28513,2043,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,743508,8948,438620,8776,6203,1217,19443,1757,23257,1981,45624,2945,89903,4765,76745,4016,105423,4688,72022,3431,304888,6701,14560,1706,46704,2624,35892,2364,46246,2565,63856,2977,36674,2637,35635,2639,25321,1949,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1146668,12735,667936,11058,18067,2181,49801,2923,46117,3182,77137,3767,135224,5640,115417,4971,137924,5281,88249,4208,478732,9559,40719,3140,100411,4679,59082,3464,74182,4122,80670,4186,48516,3520,44149,3031,31003,2730,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1132229,12824,596545,11143,18778,2455,46909,3607,43115,3430,63247,4178,108862,5521,95783,5287,126337,5728,93514,4412,535684,8994,50110,3829,111750,5783,65214,4059,74845,3822,91269,4542,48775,3178,54664,3209,39057,3220,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,395809,5987,243301,5727,3942,899,15713,1798,16991,1913,25296,2413,50172,3856,45735,2781,53298,3516,32154,2465,152508,4340,7228,1092,28730,2462,19929,1720,23454,1830,28944,2500,16722,1630,15457,1655,12044,1401,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1472500,10315,1073033,11268,17205,1833,40420,3279,35815,2915,69163,3857,147045,6576,148281,6187,267473,7704,347631,7792,399467,7518,17539,2194,45000,2889,36054,2743,48602,2891,69493,3827,48666,3292,61182,3452,72931,3950,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1623515,11340,1135557,12226,13368,1529,39969,3326,36272,3309,68697,3857,142394,5670,157405,6174,275233,7818,402219,9299,487958,9103,17732,1830,63096,3547,42839,3221,61947,2825,76653,4265,59759,3606,73721,3850,92211,3825,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2803372,15813,1688608,13609,33649,2410,101127,4373,106759,4054,193727,6513,331261,7919,289719,7484,358918,8544,273448,6317,1114764,11369,71066,3283,188761,6691,132993,4249,182868,5567,213687,6101,123082,4771,114748,4523,87559,3837,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1547594,10546,1038893,8908,13291,1352,38070,2176,44757,2676,88227,3998,187138,5408,176508,4544,259728,6058,231174,6072,508701,7224,19836,1597,66124,2968,49774,2661,75581,2788,101476,3494,65694,2787,69465,2980,60751,2738,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,748055,10139,367369,8559,13338,1998,34315,2824,26651,3005,46776,3795,77208,5108,64544,4053,65359,3839,39178,3091,380686,8803,39021,3373,82123,4400,47444,3500,56948,3761,65170,4478,37874,3376,32466,3114,19640,2097,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1596870,15553,988869,13629,19090,2121,61568,3560,59173,3660,114585,4885,202556,7890,174122,6493,209363,5464,148412,5282,608001,8964,37191,2883,106235,4281,73443,4082,99566,3884,114501,4622,68174,3721,62749,3658,46142,2588,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,292585,4359,167138,4205,4141,1083,9908,1341,10838,1611,16822,1638,35770,2678,30328,2458,37358,2457,21973,2382,125447,4303,7773,1319,22028,1855,17650,1596,18431,1882,24147,1858,12440,1397,13447,1583,9531,1225,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,500086,6928,304828,5909,4521,964,14293,1782,13982,1653,29995,2200,62095,3046,56707,3216,73850,3200,49385,2841,195258,4259,8728,1090,29139,2058,19451,1712,31166,1780,38938,2111,26075,1861,24195,2048,17566,1574,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,619309,7889,427386,8032,7424,1215,24926,2525,24897,2419,47404,3425,87965,4756,70696,3770,92457,4540,71617,4140,191923,5278,11727,1778,28614,2200,20998,2069,26910,2497,35295,3119,23980,2183,24237,2217,20162,1888,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369037,5901,242670,6055,2842,885,8057,1354,8847,1415,16906,2036,38831,2933,36815,2702,65412,4112,64960,3724,126367,4254,4387,875,15032,1897,13899,1728,15325,1868,24162,2192,17229,1881,18030,1880,18303,1921,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2053929,12820,1375400,14148,20563,2267,46525,3313,45988,3701,78058,4221,169818,5712,185096,7035,331370,8962,497982,8699,678529,9304,27144,2482,78570,3842,60577,3620,74298,4054,104522,4491,81834,3593,111032,4642,140552,5665,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,521450,7322,279646,7017,11355,2046,23429,2829,20839,2192,35448,3003,55504,4268,44006,3438,52730,3677,36335,2648,241804,5299,23085,2699,51662,3520,31796,2865,33539,2385,39213,2852,21928,2393,23702,2316,16879,1787,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3930033,20800,2394424,20242,42386,3450,104588,4679,94135,4433,180919,6979,361200,9237,353245,9113,544158,12380,713793,10204,1535609,16031,70006,4026,200385,7316,140629,5839,189979,5739,260493,7165,192457,6325,224184,7177,257476,7757,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2586616,16311,1631800,14221,36576,3316,106691,5040,104572,6289,184615,6230,326572,7233,267593,8388,325906,9019,279275,6764,954816,12748,62876,4660,191678,7305,115452,5194,145028,5369,174920,6853,98880,4506,93744,4540,72238,3690,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,200554,4137,109310,3979,1110,425,4057,1076,4290,1161,8189,1371,20889,2168,21243,2348,29059,2275,20473,1964,91244,2950,5874,1143,11204,1214,8378,1083,12748,1464,17257,1444,12451,1294,12158,1449,11174,1291,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3070181,16573,1927336,15922,32670,2562,112453,4855,117631,5146,211928,6156,387230,8733,341785,7530,422719,7431,300920,7271,1142845,13661,63285,2627,192721,6179,139734,5788,181833,5896,215804,6728,128941,5125,125126,4803,95401,3837,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,962483,6980,526995,6176,10995,1346,38010,2471,36092,2553,61672,3103,110657,4358,93460,3762,105092,4780,71017,3316,435488,5710,28379,1836,83167,3459,57824,2916,65746,2730,77803,3603,46462,2500,42842,2655,33265,1975,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1007015,9420,672491,9812,14334,2017,35880,2956,31751,2770,68391,3980,123576,6269,116338,5157,148411,4656,133810,4199,334524,7454,21690,2213,54548,3516,37740,3142,48173,2897,64046,3838,36796,2935,38595,3019,32936,2763,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3421017,18098,2063564,14201,38286,2985,102821,4306,103858,4683,186798,6044,389635,9164,359660,8872,467110,8558,415396,8232,1357453,12895,71871,3866,228852,6227,159807,5301,198110,6001,253629,6136,157599,5176,156186,5006,131399,4780,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,248723,5299,172375,5652,2268,651,9170,1764,7358,1401,12620,1732,30412,2865,29268,2712,43276,2710,38003,2734,76348,3698,3228,814,10414,1457,7381,1204,10480,1342,11847,1369,10249,1460,11548,1523,11201,1663,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1309670,12305,754533,12807,21048,2711,55951,3831,49313,3852,89267,5174,152016,6339,126787,5790,149495,6510,110656,4923,555137,10297,44864,3839,111269,5755,73512,3582,82519,4944,101123,5122,54912,3712,49276,3011,37662,2786,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,233092,4186,129049,3887,2126,719,5427,1104,7487,1344,13740,1467,28255,2238,25838,2120,29674,2253,16502,1797,104043,3298,5126,900,15754,1641,11069,1256,15503,1591,19844,1708,13023,1593,14449,1617,9275,1279,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1693790,16621,997085,15499,23393,2369,74482,3893,68935,5034,116425,4668,210671,8906,163932,6804,192503,7023,146744,5439,696705,11845,46217,3396,129520,5099,85592,5170,106635,4619,125498,4676,77449,4087,70664,4313,55130,3067,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5964183,30479,3439280,28551,68206,4580,177864,8894,170042,8369,305691,9081,593456,14883,542758,13325,792025,14023,789238,16220,2524903,24079,153735,6813,402615,11724,267848,8551,351600,8877,452798,13161,291957,8848,315349,8429,289001,8585,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,681563,7026,484330,6914,6066,1061,18627,1996,20855,2274,43228,2951,98513,4182,90913,4240,121602,4746,84526,4004,197233,4618,7919,1238,23680,2143,17948,1789,27765,2339,39440,2807,27170,2141,29659,2351,23652,1854,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,178405,3788,110296,3854,1775,553,7227,1041,7219,1349,10521,1537,21758,2140,20446,1946,25369,1934,15981,1501,68109,2841,4099,706,11239,1364,7888,1038,9858,1092,12738,1479,8229,1034,7166,1022,6892,1000,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2077417,16923,1431413,16182,24030,2312,59586,3944,59043,3792,110849,5535,230738,7230,219202,7609,321495,8956,406470,8505,646004,11227,33148,2545,97600,4731,64706,3515,86721,4130,114024,5439,77396,3739,85380,3988,87029,3973,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1783549,14805,1227493,14419,20045,2035,47480,3227,47815,3139,95848,5122,198254,7749,198004,7190,301437,8433,318610,7226,556056,7822,27934,2668,74218,4092,48045,2861,74360,3420,106580,4299,68946,3644,79677,3426,76296,3977,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,518882,7414,238355,5958,6160,1322,21375,2434,19252,2123,29624,2668,51987,3182,39064,2784,42736,3239,28157,2503,280527,5949,22052,2213,65946,3711,36495,3000,42121,3118,51423,3257,27938,2489,22069,2032,12483,1712,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1565599,10504,1003815,10465,15614,1781,51008,2971,52402,2875,102309,3910,195481,5463,186340,5830,238675,6214,161986,4343,561784,7901,23113,1844,80665,3198,64866,2525,88721,3338,112270,3504,72991,2959,67453,2802,51705,2587,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,159792,4280,92857,3929,1787,872,4707,1137,4488,1100,8907,1690,18461,2245,18176,1958,24393,2238,11938,1757,66935,3494,3695,960,11045,1778,8641,1614,8726,1357,12874,1469,8231,1188,8086,1234,5637,1166,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,802024,10541,312180,8596,27833,3076,71254,4581,41474,3643,55453,5156,61986,4996,26842,2884,18207,2667,9131,1439,489844,7665,135475,5781,176083,7166,60880,3366,53090,3754,36828,3268,12947,1914,8485,1587,6056,1140,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
