GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,NAME,B08513_001MA,B08513_001EA,B08513_002EA,B08513_002MA,B08513_003EA,B08513_003MA,B08513_004MA,B08513_004EA,B08513_005MA,B08513_005EA,B08513_006MA,B08513_006EA,B08513_007EA,B08513_007MA,B08513_008EA,B08513_008MA,B08513_009EA,B08513_009MA,B08513_010MA,B08513_010EA,B08513_011MA,B08513_011EA,B08513_012MA,B08513_012EA,B08513_013EA,B08513_013MA,B08513_014EA,B08513_014MA,B08513_015MA,B08513_015EA,B08513_016MA,B08513_016EA,B08513_017MA,B08513_017EA,B08513_018EA,B08513_018MA,B08513_019EA,B08513_019MA,B08513_020EA,B08513_020MA,B08513_021MA,B08513_021EA,B08513_022MA,B08513_022EA,B08513_023MA,B08513_023EA,B08513_024EA,B08513_024MA,B08513_025EA,B08513_025MA,B08513_026MA,B08513_026EA,B08513_027MA,B08513_027EA,B08513_028MA,B08513_028EA,B08513_029MA,B08513_029EA,B08513_030MA,B08513_030EA,B08513_031EA,B08513_031MA,B08513_032MA,B08513_032EA,B08513_033MA,B08513_033EA,B08513_034EA,B08513_034MA,B08513_035EA,B08513_035MA,B08513_036EA,B08513_036MA,B08513_037MA,B08513_037EA,B08513_038MA,B08513_038EA,B08513_039MA,B08513_039EA,B08513_040MA,B08513_040EA,B08513_041EA,B08513_041MA,B08513_042EA,B08513_042MA,B08513_043EA,B08513_043MA,B08513_044MA,B08513_044EA,B08513_045MA,B08513_045EA,B08513_046EA,B08513_046MA,B08513_047EA,B08513_047MA,B08513_048EA,B08513_048MA,B08513_049MA,B08513_049EA,B08513_050MA,B08513_050EA,B08513_051EA,B08513_051MA,B08513_052EA,B08513_052MA,B08513_053EA,B08513_053MA,B08513_054MA,B08513_054EA,B08513_055MA,B08513_055EA,B08513_056MA,B08513_056EA,state
0400000US01,1998361,17735,1889065,17471,61377,4330,30915,2886,30462,3388,47919,4234,33296,3718,14623,2239,1714031,19366,1629809,18852,46931,4006,25627,2758,21304,2729,37291,3661,26307,3065,10984,1987,167513,7476,149539,6843,12211,2712,3898,1076,8313,2388,5763,1602,3377,1274,2386,822,7109,1483,6754,1464,148,133,50,51,98,121,207,253,207,253,0,198,23537,3467,21701,3101,480,277,363,261,117,112,1356,694,889,628,467,272,17299,2716,16214,2625,140,184,140,184,0,198,945,733,612,535,333,335,68872,5117,65048,4967,1467,615,837,479,630,384,2357,892,1904,861,453,362,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357793,6276,297959,6159,14035,2254,10673,1892,3362,1208,45799,3447,30287,2801,15512,2119,244976,6359,213582,6317,8850,2056,6866,1742,1984,1044,22544,2527,15552,2107,6992,1354,42156,4237,30158,3165,1938,904,1294,647,644,413,10060,2527,4973,1245,5087,1744,6095,1567,4570,1189,657,529,629,526,28,50,868,533,194,184,674,482,26312,2388,18322,2117,1346,545,873,478,473,296,6644,1326,4986,1116,1658,687,22270,1943,18011,1813,446,392,433,392,13,23,3813,655,3298,627,515,219,15984,2030,13316,1856,798,374,578,317,220,239,1870,647,1284,635,586,316,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3058066,17683,2191073,17709,666909,12303,441351,10601,225558,8383,200084,7486,150949,6439,49135,4124,2342418,18961,1698170,17226,496785,10761,336664,9892,160121,7576,147463,6532,112193,5818,35270,3921,335213,10743,198943,7926,111928,6999,65239,5045,46689,4543,24342,2797,18369,2328,5973,1347,54740,5185,36768,4149,13248,2364,8069,1873,5179,1469,4724,1179,3629,991,1095,598,60711,4013,42816,3493,11362,1930,7849,1719,3513,1098,6533,1754,4028,1326,2505,912,71069,5076,55214,4648,11749,2178,7742,1657,4007,1114,4106,1074,3234,936,872,391,193915,7427,159162,6892,21837,3405,15788,2784,6049,1526,12916,2115,9496,1705,3420,1144,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1279217,13273,1173262,13168,77289,4118,38315,3760,38974,3718,28666,3223,17276,2558,11390,2420,1065999,12780,986937,13474,58921,4650,30947,3454,27974,3556,20141,2436,12696,2123,7445,1510,126071,6447,108180,6111,12650,2287,4811,1129,7839,1895,5241,1433,3004,1089,2237,1035,3835,1032,3307,1068,447,405,365,388,82,129,81,142,0,198,81,142,22585,3067,18601,2366,2431,1315,539,278,1892,1258,1553,930,432,274,1121,936,13571,2381,11920,2329,928,541,620,450,308,324,723,571,347,285,376,399,47156,3936,44317,3739,1912,797,1033,564,879,595,927,467,797,437,130,151,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18327531,48960,10039206,39654,5338394,36785,3103565,30573,2234829,23679,2949931,26865,1896609,27719,1053322,19037,13544216,56744,7535665,41921,3918848,34390,2379752,28566,1539096,21450,2089703,27786,1372704,25458,716999,16635,1840872,27432,778555,14006,716546,18215,358371,11647,358175,14155,345771,13134,188913,8943,156858,8774,918989,16819,448326,12608,281530,9950,132809,7702,148721,7118,189133,7724,124280,6464,64853,4453,471968,12825,263816,9328,124102,6229,67656,4502,56446,4438,84050,5748,53021,4523,31029,3454,458599,12672,265100,8917,123829,6956,60205,4674,63624,4998,69670,5919,45076,4055,24594,3987,1092887,19780,747744,16245,173539,8214,104772,6037,68767,4975,171604,6650,112615,5145,58989,4371,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2877189,17960,2405834,18514,316691,11914,202308,9877,114383,6786,154664,7176,107623,6420,47041,4090,2158675,16124,1813450,16857,238302,10422,154397,8171,83905,5786,106923,6371,78136,5750,28787,3269,245867,8636,184514,7693,42544,4205,24384,3156,18160,2326,18809,2687,9062,1527,9747,2136,91772,5885,68639,4971,12012,2237,6984,1774,5028,1349,11121,2298,6839,1705,4282,1245,77203,4887,68989,4781,4738,1147,3465,896,1273,576,3476,970,2529,772,947,523,59569,4090,51148,3895,5056,1257,3285,1016,1771,669,3365,902,2135,622,1230,632,244103,8996,219094,7981,14039,2670,9793,2040,4246,1590,10970,1790,8922,1578,2048,668,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739235,16004,1351239,14458,205429,6431,115509,6438,89920,6723,182567,7378,120211,5683,62356,4375,1384005,15380,1100574,15436,147203,6281,86104,6051,61099,5969,136228,6226,91408,5126,44820,3589,139839,7585,89405,6191,29416,3688,13502,2515,15914,2470,21018,2888,10790,2105,10228,1934,53225,4477,35609,3545,11950,2269,7874,2023,4076,1243,5666,1389,3758,1056,1908,696,49117,4150,34836,3378,6775,1626,3508,1053,3267,1272,7506,1808,4980,1254,2526,1035,21875,3104,14391,2305,4111,1425,1364,640,2747,1301,3373,983,2654,955,719,427,91174,4559,76424,4429,5974,1398,3157,1206,2817,987,8776,1476,6621,1274,2155,823,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437567,7390,376911,7040,25896,2685,17054,2723,8842,1512,34760,3308,25431,2858,9329,1986,361055,7691,313147,7500,21078,2249,14074,2403,7004,1411,26830,2734,20808,2480,6022,1578,31175,3436,24905,2812,2576,940,1417,737,1159,583,3694,1097,1660,690,2034,861,8022,1567,6342,1293,402,415,302,380,100,160,1278,724,714,599,564,448,9542,1492,7912,1399,355,316,306,251,49,109,1275,627,1090,584,185,161,5546,1521,4484,1339,749,610,219,208,530,563,313,246,225,224,88,107,22227,2459,20121,2340,736,412,736,412,0,198,1370,541,934,419,436,285,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,844345,11107,628498,11007,94113,6010,50697,4283,43416,4427,121734,6692,94215,5618,27519,3730,358317,10218,264601,8543,39339,3427,22174,2791,17165,2417,54377,4867,40589,4007,13788,2399,72227,5042,46208,3924,14182,2411,6746,1550,7436,1693,11837,2184,9029,1759,2808,942,299423,7322,227871,6405,30582,3809,14304,1730,16278,3246,40970,3189,32649,2938,8321,1635,47868,3864,37633,3522,4945,1350,4062,1235,883,568,5290,1171,4409,1037,881,447,38843,3654,29420,3170,3750,1156,2437,884,1313,791,5673,1482,5060,1467,613,327,27667,2948,22765,2540,1315,564,974,513,341,311,3587,1019,2479,863,1108,639,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9300635,36915,6277772,37199,2256381,23077,1283336,18845,973045,19933,766482,16905,513184,14034,253298,12529,7392830,40790,5084935,34045,1727867,24390,1029031,19879,698836,17511,580028,15641,396654,13224,183374,10087,846056,20556,482750,13729,277356,14463,129706,8613,147650,10408,85950,5775,49700,4129,36250,4383,160963,8893,76238,6496,58999,5323,22921,3178,36078,4503,25726,4160,13168,2622,12558,2806,129359,8353,84316,6235,31515,3721,15533,2784,15982,2894,13528,2752,8660,1947,4868,1591,196921,10175,126782,7077,48715,5833,20091,2823,28624,5036,21424,3166,13900,2558,7524,1835,574506,15223,422751,11022,111929,8530,66054,5470,45875,5339,39826,4521,31102,3648,8724,1983,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
