GEO_ID,B28009G_001E,B28009G_001M,B28009G_002E,B28009G_002M,B28009G_003E,B28009G_003M,B28009G_004E,B28009G_004M,B28009G_005E,B28009G_005M,B28009G_006E,B28009G_006M,NAME,B28009G_001MA,B28009G_001EA,B28009G_002EA,B28009G_002MA,B28009G_003EA,B28009G_003MA,B28009G_004MA,B28009G_004EA,B28009G_005MA,B28009G_005EA,B28009G_006MA,B28009G_006EA,state
0400000US01,91776,6726,84815,6146,0,200,77199,5737,7616,1942,6961,2005,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,60856,5335,59946,5343,160,147,56438,5309,3348,1364,910,435,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,261421,11848,252277,11733,637,839,238730,11238,12910,3080,9144,2395,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,84531,5738,80955,5723,8,16,72841,5289,8106,2378,3576,939,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1893623,38144,1862331,37696,2374,1377,1795642,37099,64315,6708,31292,2711,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,189810,10635,185385,10743,463,310,177441,10887,7481,1767,4425,1282,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,113003,7682,109291,7821,88,155,103170,8175,6033,1761,3712,1248,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28746,3637,27887,3578,9,17,27448,3575,430,279,859,623,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,19750,3187,19128,3168,43,73,18608,3242,477,392,622,543,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,545055,21576,524311,19905,72,131,493092,19957,31147,4727,20744,4498,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,279435,15042,270987,14494,310,248,248792,14138,21885,5092,8448,2013,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,324153,12458,310174,12169,340,459,293457,12286,16377,3605,13979,2780,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,52025,6054,49766,5905,0,201,47387,5821,2379,933,2259,1538,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,329175,13112,318072,13356,456,440,300107,13292,17509,3465,11103,2085,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,172048,8141,166075,7708,173,181,158105,7311,7797,2224,5973,2028,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,65467,5550,62508,5441,0,163,59686,5413,2822,1062,2959,1207,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,96628,6109,91556,5896,15,30,83948,5828,7593,2105,5072,1241,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,97539,6412,92705,6320,76,131,86801,6189,5828,1950,4834,1683,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,84594,7105,80555,6773,61,101,71120,6446,9374,2681,4039,1704,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,28895,2187,28365,2139,0,175,26677,2176,1688,618,530,342,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,200153,11706,197453,11603,186,226,190588,11135,6679,2244,2700,957,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,201377,13018,197089,12791,168,176,188718,12369,8203,2362,4288,1353,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,286576,10157,274706,10168,367,526,252018,9621,22321,3740,11870,2336,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,154223,8776,151388,8789,49,51,143232,9161,8107,2264,2835,809,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,39340,5164,36540,4971,0,217,35121,5091,1419,1011,2800,1169,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,158310,8597,152140,8683,200,194,140671,8152,11269,2660,6170,1837,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
