GEO_ID,B07010_001E,B07010_001M,B07010_002E,B07010_002M,B07010_003E,B07010_003M,B07010_004E,B07010_004M,B07010_005E,B07010_005M,B07010_006E,B07010_006M,B07010_007E,B07010_007M,B07010_008E,B07010_008M,B07010_009E,B07010_009M,B07010_010E,B07010_010M,B07010_011E,B07010_011M,B07010_012E,B07010_012M,B07010_013E,B07010_013M,B07010_014E,B07010_014M,B07010_015E,B07010_015M,B07010_016E,B07010_016M,B07010_017E,B07010_017M,B07010_018E,B07010_018M,B07010_019E,B07010_019M,B07010_020E,B07010_020M,B07010_021E,B07010_021M,B07010_022E,B07010_022M,B07010_023E,B07010_023M,B07010_024E,B07010_024M,B07010_025E,B07010_025M,B07010_026E,B07010_026M,B07010_027E,B07010_027M,B07010_028E,B07010_028M,B07010_029E,B07010_029M,B07010_030E,B07010_030M,B07010_031E,B07010_031M,B07010_032E,B07010_032M,B07010_033E,B07010_033M,B07010_034E,B07010_034M,B07010_035E,B07010_035M,B07010_036E,B07010_036M,B07010_037E,B07010_037M,B07010_038E,B07010_038M,B07010_039E,B07010_039M,B07010_040E,B07010_040M,B07010_041E,B07010_041M,B07010_042E,B07010_042M,B07010_043E,B07010_043M,B07010_044E,B07010_044M,B07010_045E,B07010_045M,B07010_046E,B07010_046M,B07010_047E,B07010_047M,B07010_048E,B07010_048M,B07010_049E,B07010_049M,B07010_050E,B07010_050M,B07010_051E,B07010_051M,B07010_052E,B07010_052M,B07010_053E,B07010_053M,B07010_054E,B07010_054M,B07010_055E,B07010_055M,B07010_056E,B07010_056M,B07010_057E,B07010_057M,B07010_058E,B07010_058M,B07010_059E,B07010_059M,B07010_060E,B07010_060M,B07010_061E,B07010_061M,B07010_062E,B07010_062M,B07010_063E,B07010_063M,B07010_064E,B07010_064M,B07010_065E,B07010_065M,B07010_066E,B07010_066M,NAME,B07010_001MA,B07010_001EA,B07010_002MA,B07010_002EA,B07010_003MA,B07010_003EA,B07010_004MA,B07010_004EA,B07010_005EA,B07010_005MA,B07010_006MA,B07010_006EA,B07010_007MA,B07010_007EA,B07010_008EA,B07010_008MA,B07010_009MA,B07010_009EA,B07010_010EA,B07010_010MA,B07010_011MA,B07010_011EA,B07010_012MA,B07010_012EA,B07010_013EA,B07010_013MA,B07010_014MA,B07010_014EA,B07010_015EA,B07010_015MA,B07010_016EA,B07010_016MA,B07010_017MA,B07010_017EA,B07010_018EA,B07010_018MA,B07010_019EA,B07010_019MA,B07010_020EA,B07010_020MA,B07010_021EA,B07010_021MA,B07010_022MA,B07010_022EA,B07010_023EA,B07010_023MA,B07010_024EA,B07010_024MA,B07010_025EA,B07010_025MA,B07010_026EA,B07010_026MA,B07010_027EA,B07010_027MA,B07010_028MA,B07010_028EA,B07010_029EA,B07010_029MA,B07010_030EA,B07010_030MA,B07010_031MA,B07010_031EA,B07010_032MA,B07010_032EA,B07010_033MA,B07010_033EA,B07010_034EA,B07010_034MA,B07010_035EA,B07010_035MA,B07010_036MA,B07010_036EA,B07010_037MA,B07010_037EA,B07010_038EA,B07010_038MA,B07010_039MA,B07010_039EA,B07010_040EA,B07010_040MA,B07010_041EA,B07010_041MA,B07010_042MA,B07010_042EA,B07010_043MA,B07010_043EA,B07010_044MA,B07010_044EA,B07010_045EA,B07010_045MA,B07010_046EA,B07010_046MA,B07010_047MA,B07010_047EA,B07010_048MA,B07010_048EA,B07010_049EA,B07010_049MA,B07010_050MA,B07010_050EA,B07010_051MA,B07010_051EA,B07010_052MA,B07010_052EA,B07010_053MA,B07010_053EA,B07010_054MA,B07010_054EA,B07010_055MA,B07010_055EA,B07010_056MA,B07010_056EA,B07010_057MA,B07010_057EA,B07010_058MA,B07010_058EA,B07010_059MA,B07010_059EA,B07010_060EA,B07010_060MA,B07010_061MA,B07010_061EA,B07010_062MA,B07010_062EA,B07010_063EA,B07010_063MA,B07010_064MA,B07010_064EA,B07010_065EA,B07010_065MA,B07010_066MA,B07010_066EA,state
0400000US01,3972124,3503,580195,12502,3391929,12452,680935,14646,401057,9935,611205,14321,432999,10684,449970,10441,315561,9631,117938,6368,382264,8466,3443202,15231,494862,12097,2948340,16504,567049,13213,346713,9289,525839,12488,378281,9703,396870,9591,277901,8896,106063,5801,349624,7761,297156,13108,43846,4342,253310,11033,57552,5003,32750,3190,52562,5217,34192,4049,31546,3023,21314,3014,6896,1706,16498,2433,126526,6790,20762,2456,105764,5941,31342,3114,11993,1787,19919,3016,11751,2323,12685,2593,8916,1847,1945,634,7213,1443,93170,6451,17216,2632,75954,5109,23265,2278,8362,1766,12299,2576,7576,1369,7945,1772,6289,1578,2061,775,8157,1359,12070,2016,3509,949,8561,1711,1727,748,1239,599,586,472,1199,564,924,554,1141,901,973,740,772,370,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,583639,1229,36332,3100,547307,3429,117045,4965,37226,3011,69761,4574,67257,4219,70019,4185,55577,3628,28595,2380,101827,4636,478023,6546,27302,2524,450721,7013,96215,4370,31658,2852,55490,3951,50256,3662,55206,3802,46559,3536,24597,2259,90740,4388,62594,5583,3747,1139,58847,5374,11432,1838,3237,715,7548,1513,12184,2580,9980,1983,6074,1428,2338,799,6054,1398,13535,2159,1427,721,12108,1848,4311,1353,1027,366,1832,602,868,401,1122,512,851,418,325,215,1772,832,24342,2867,2930,1101,21412,2643,3172,976,1033,358,4198,1158,3243,1110,3529,993,2003,740,1220,725,3014,997,5145,1587,926,451,4219,1385,1915,1138,271,216,693,443,706,419,182,194,90,108,115,142,247,191,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5663228,2008,856475,14491,4806753,14436,831389,15018,468889,10944,818653,14630,653193,14584,724039,13225,456522,9894,186635,7564,667433,10328,4676492,19337,716086,12633,3960406,22372,651155,15209,387437,9599,675844,13044,526946,13364,599833,12545,386698,8659,156106,7156,576387,10153,616117,16106,78805,5087,537312,14513,103185,6288,48523,3750,97293,6040,86484,5965,83889,4518,46363,4749,19318,2447,52257,3915,107109,7237,20904,2323,86205,6749,26329,2837,10454,2341,11643,2076,11374,2073,10600,2125,6339,1769,2069,765,7397,1654,223861,8805,27141,2924,196720,7928,41984,3602,19529,2544,30725,2910,25163,2656,26530,3057,15932,2118,8400,1463,28457,2838,39649,4839,13539,3187,26110,3356,8736,2042,2946,919,3148,1117,3226,1044,3187,1037,1190,678,742,473,2935,941,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2418049,3055,330383,9983,2087666,9567,407482,10498,254097,8445,389054,9821,290580,8323,294196,9985,181356,5829,73986,4205,196915,7154,2051490,11886,271718,9402,1779772,12720,328244,9816,213044,7876,330836,9000,248779,8593,256429,8974,159664,6047,65910,4118,176866,7201,194661,9462,24209,3075,170452,8809,41250,3566,22872,2873,34624,3178,22555,2303,21406,2679,12855,1999,4757,1601,10133,1636,99523,6399,18123,2408,81400,5739,22542,2735,12123,1818,14433,2197,12141,2181,9843,1919,4307,1020,1098,585,4913,1495,64115,5206,13103,2252,51012,4310,13792,1954,5114,1201,8417,1727,6223,1305,5994,1483,4405,1360,2142,797,4925,1248,8260,1830,3230,1119,5030,1571,1654,754,944,542,744,553,882,480,524,593,125,108,79,113,78,128,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32009857,3422,5241781,33950,26768076,34379,4495967,38503,2731490,25601,4125401,33545,3079989,27735,3352929,27912,2432239,26139,1146889,18377,5403172,32557,27811712,52265,4528255,31243,23283457,54612,3812501,36615,2392811,25585,3613371,32167,2668933,24464,2920396,25143,2104134,24173,1005868,17036,4765443,33911,2548136,42145,377978,14024,2170158,34989,384298,10729,220557,9133,327960,12828,272598,9261,285090,10147,213103,9905,84216,5198,382336,12874,933268,22631,170750,7665,762518,18909,175760,6525,69215,4713,104804,5392,84057,4888,91242,5199,67056,4866,29614,3034,140770,7116,449549,14848,56678,4592,392871,13259,76924,5345,31778,3099,57538,3997,39754,2774,42531,3424,36676,3602,19000,2333,88670,5232,267192,13202,108120,7373,159072,7737,46484,3912,17129,2538,21728,3280,14647,2440,13670,2129,11270,1722,8191,2026,25953,2905,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4558575,2194,509868,12449,4048707,12670,638118,10943,332013,7971,562075,11797,493943,10647,611265,11420,461901,10623,197669,7235,751723,11959,3727610,18705,423965,10833,3303645,18338,495224,10487,266613,7375,452055,10421,395246,9473,494592,10183,381378,9613,166290,7179,652247,10867,367847,13990,34377,3829,333470,13245,59671,4764,29701,3553,51581,4579,46266,3641,56223,4595,34391,3447,14026,2210,41611,3564,241117,9278,22909,2335,218208,8871,42185,3319,17169,2456,30969,3136,28087,2823,37885,3507,25310,2715,8629,1417,27974,2522,192485,9025,20038,2989,172447,8470,34318,3468,16358,2216,25003,3205,22137,2748,20623,3179,19436,2837,7536,1601,27036,3085,29516,4169,8579,1799,20937,3122,6720,1624,2172,874,2467,848,2207,726,1942,955,1386,582,1188,882,2855,683,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2986837,1938,353346,10055,2633491,10187,419938,10927,208572,7822,357171,8371,300521,8431,343751,10148,291269,8697,130748,5717,581521,9881,2638807,12766,306769,9287,2332038,13291,357374,10000,184640,7722,312983,8642,262059,7684,301932,9785,261137,8299,115783,5492,536130,10008,196950,9142,24500,2993,172450,7895,31037,3222,13779,2192,26645,2695,22496,2630,24679,2941,19315,2389,8913,1626,25586,2931,59836,5473,9273,1432,50563,5138,14223,2593,3028,1032,6126,1180,7314,2306,6144,1336,4940,1416,2833,915,5955,1407,71559,5333,5763,1400,65796,4850,12537,1949,5545,1442,10324,1713,7840,1606,9028,1977,5053,1158,2734,901,12735,2067,19685,3109,7041,1542,12644,2597,4767,1685,1580,711,1093,463,812,506,1968,811,824,663,485,442,1115,482,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,792511,507,120044,4748,672467,4907,109190,5134,57900,3724,96016,5090,90687,4880,94940,4637,74027,4378,32508,3152,117199,5370,691831,6748,103176,4794,588655,6910,90497,5098,50010,3123,83214,4619,78792,4593,83721,4486,66137,3978,28797,2879,107487,4910,55071,5308,10313,2398,44758,4341,8868,1309,4439,1377,6678,1555,7719,1558,6638,1599,3828,1200,2019,749,4569,1211,8151,2060,1069,505,7082,1944,2156,772,571,321,755,499,972,696,865,687,920,649,556,577,287,183,33513,4156,3670,933,29843,3911,7131,1440,2647,1167,4880,1207,3010,850,3515,1102,2880,1075,1096,420,4684,1631,3945,1272,1816,1088,2129,644,538,320,233,181,489,296,194,166,201,199,262,278,40,66,172,140,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,585161,295,66040,4977,519121,5033,84780,4363,33915,3018,48668,4010,42502,2850,51762,3906,59503,4385,33924,3003,164067,4535,465389,6444,54279,4261,411110,7373,59144,3741,28176,2767,41283,3752,32890,2758,40836,3509,46390,3831,25138,2066,137253,4704,57085,5198,4988,1217,52097,4741,8636,1949,3201,1169,3662,936,4942,1222,5355,1219,7368,1471,4362,1479,14571,2265,0,208,0,208,0,208,0,208,0,208,0,208,0,208,0,208,0,208,0,208,0,208,53335,3776,5227,1286,48108,3592,14640,1988,2104,709,3101,825,4207,1075,4898,962,5092,1420,3513,966,10553,1725,9352,1743,1546,762,7806,1520,2360,920,434,282,622,404,463,318,673,437,653,371,911,594,1690,705,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17514198,4283,2537635,27891,14976563,28178,2610484,26638,1602520,21127,2813927,34714,2085998,25375,2144649,20731,1333611,19887,530299,13539,1855075,19746,14838142,36289,2081888,26145,12756254,38527,2165559,24268,1364981,19971,2384581,32191,1777390,23388,1837667,19894,1149807,19022,464259,12627,1612010,17942,1410678,31671,192737,9098,1217941,28250,221616,11596,126409,6782,250185,11744,177944,8016,184505,8132,101586,6565,34396,2733,121300,5186,566684,18557,126351,8646,440333,15178,100632,6408,45950,4562,81418,6167,63043,4973,57465,5428,35524,3990,11768,2060,44533,4480,494730,15779,60336,5318,434394,14811,80313,6209,49894,4734,73310,5830,54776,4792,54165,4028,38650,3526,17726,2252,65560,4232,203964,12416,76323,6381,127641,8798,42364,5672,15286,2278,24433,3565,12845,2652,10847,1839,8044,1751,2150,862,11672,1842,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
