GEO_ID,B07410_001E,B07410_001M,B07410_002E,B07410_002M,B07410_003E,B07410_003M,B07410_004E,B07410_004M,B07410_005E,B07410_005M,B07410_006E,B07410_006M,B07410_007E,B07410_007M,B07410_008E,B07410_008M,B07410_009E,B07410_009M,B07410_010E,B07410_010M,B07410_011E,B07410_011M,B07410_012E,B07410_012M,B07410_013E,B07410_013M,B07410_014E,B07410_014M,B07410_015E,B07410_015M,B07410_016E,B07410_016M,B07410_017E,B07410_017M,B07410_018E,B07410_018M,B07410_019E,B07410_019M,B07410_020E,B07410_020M,B07410_021E,B07410_021M,B07410_022E,B07410_022M,B07410_023E,B07410_023M,B07410_024E,B07410_024M,B07410_025E,B07410_025M,B07410_026E,B07410_026M,B07410_027E,B07410_027M,B07410_028E,B07410_028M,B07410_029E,B07410_029M,B07410_030E,B07410_030M,B07410_031E,B07410_031M,B07410_032E,B07410_032M,B07410_033E,B07410_033M,B07410_034E,B07410_034M,B07410_035E,B07410_035M,B07410_036E,B07410_036M,B07410_037E,B07410_037M,B07410_038E,B07410_038M,B07410_039E,B07410_039M,B07410_040E,B07410_040M,B07410_041E,B07410_041M,B07410_042E,B07410_042M,B07410_043E,B07410_043M,B07410_044E,B07410_044M,B07410_045E,B07410_045M,B07410_046E,B07410_046M,B07410_047E,B07410_047M,B07410_048E,B07410_048M,B07410_049E,B07410_049M,B07410_050E,B07410_050M,B07410_051E,B07410_051M,B07410_052E,B07410_052M,B07410_053E,B07410_053M,B07410_054E,B07410_054M,B07410_055E,B07410_055M,NAME,B07410_001MA,B07410_001EA,B07410_002MA,B07410_002EA,B07410_003MA,B07410_003EA,B07410_004MA,B07410_004EA,B07410_005EA,B07410_005MA,B07410_006MA,B07410_006EA,B07410_007MA,B07410_007EA,B07410_008MA,B07410_008EA,B07410_009MA,B07410_009EA,B07410_010EA,B07410_010MA,B07410_011EA,B07410_011MA,B07410_012MA,B07410_012EA,B07410_013MA,B07410_013EA,B07410_014MA,B07410_014EA,B07410_015MA,B07410_015EA,B07410_016EA,B07410_016MA,B07410_017MA,B07410_017EA,B07410_018MA,B07410_018EA,B07410_019MA,B07410_019EA,B07410_020MA,B07410_020EA,B07410_021EA,B07410_021MA,B07410_022EA,B07410_022MA,B07410_023MA,B07410_023EA,B07410_024MA,B07410_024EA,B07410_025MA,B07410_025EA,B07410_026MA,B07410_026EA,B07410_027EA,B07410_027MA,B07410_028MA,B07410_028EA,B07410_029MA,B07410_029EA,B07410_030MA,B07410_030EA,B07410_031MA,B07410_031EA,B07410_032EA,B07410_032MA,B07410_033EA,B07410_033MA,B07410_034MA,B07410_034EA,B07410_035MA,B07410_035EA,B07410_036MA,B07410_036EA,B07410_037EA,B07410_037MA,B07410_038EA,B07410_038MA,B07410_039MA,B07410_039EA,B07410_040MA,B07410_040EA,B07410_041MA,B07410_041EA,B07410_042EA,B07410_042MA,B07410_043EA,B07410_043MA,B07410_044EA,B07410_044MA,B07410_045MA,B07410_045EA,B07410_046MA,B07410_046EA,B07410_047EA,B07410_047MA,B07410_048EA,B07410_048MA,B07410_049EA,B07410_049MA,B07410_050MA,B07410_050EA,B07410_051MA,B07410_051EA,B07410_052EA,B07410_052MA,B07410_053EA,B07410_053MA,B07410_054EA,B07410_054MA,B07410_055EA,B07410_055MA,state
0400000US01,3952736,9968,572988,13604,3379748,13223,673941,14536,398447,9784,610428,14183,431708,10483,450809,10947,314700,8971,117855,6255,381860,8657,3443202,15231,494862,12097,2948340,16504,567049,13213,346713,9289,525839,12488,378281,9703,396870,9591,277901,8896,106063,5801,349624,7761,297156,13108,43846,4342,253310,11033,57552,5003,32750,3190,52562,5217,34192,4049,31546,3023,21314,3014,6896,1706,16498,2433,126526,6790,20762,2456,105764,5941,31342,3114,11993,1787,19919,3016,11751,2323,12685,2593,8916,1847,1945,634,7213,1443,85852,6995,13518,2297,72334,6518,17998,2387,6991,1582,12108,2059,7484,1600,9708,1958,6569,1706,2951,1350,8525,1479,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,589846,5323,37200,3067,552646,6191,118620,4992,39744,3203,69017,4603,66757,4480,70685,4078,56840,4047,28485,2231,102498,4468,478023,6546,27302,2524,450721,7013,96215,4370,31658,2852,55490,3951,50256,3662,55206,3802,46559,3536,24597,2259,90740,4388,62594,5583,3747,1139,58847,5374,11432,1838,3237,715,7548,1513,12184,2580,9980,1983,6074,1428,2338,799,6054,1398,13535,2159,1427,721,12108,1848,4311,1353,1027,366,1832,602,868,401,1122,512,851,418,325,215,1772,832,35694,4157,4724,1075,30970,3785,6662,1569,3822,1466,4147,1010,3449,1076,4377,1211,3356,938,1225,548,3932,1020,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5536575,11797,831658,13910,4704917,17866,808867,15356,457827,10878,805112,14398,640285,15349,707721,13293,449802,9646,182702,7333,652601,10835,4676492,19337,716086,12633,3960406,22372,651155,15209,387437,9599,675844,13044,526946,13364,599833,12545,386698,8659,156106,7156,576387,10153,616117,16106,78805,5087,537312,14513,103185,6288,48523,3750,97293,6040,86484,5965,83889,4518,46363,4749,19318,2447,52257,3915,107109,7237,20904,2323,86205,6749,26329,2837,10454,2341,11643,2076,11374,2073,10600,2125,6339,1769,2069,765,7397,1654,136857,8050,15863,2215,120994,7318,28198,3309,11413,2124,20332,3099,15481,2460,13399,2265,10402,1766,5209,1461,16560,2307,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2405764,9045,321811,10167,2083953,11535,404583,10851,254075,8996,390050,9928,291239,8820,295628,9993,179804,5765,72931,4271,195643,7313,2051490,11886,271718,9402,1779772,12720,328244,9816,213044,7876,330836,9000,248779,8593,256429,8974,159664,6047,65910,4118,176866,7201,194661,9462,24209,3075,170452,8809,41250,3566,22872,2873,34624,3178,22555,2303,21406,2679,12855,1999,4757,1601,10133,1636,99523,6399,18123,2408,81400,5739,22542,2735,12123,1818,14433,2197,12141,2181,9843,1919,4307,1020,1098,585,4913,1495,60090,5494,7761,1633,52329,5069,12547,2009,6036,1763,10157,1911,7764,1936,7950,1591,2978,862,1166,538,3731,1049,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31853505,24883,5162194,32957,26691311,43844,4487314,39688,2726650,25487,4116356,32877,3082387,27347,3350670,27810,2426652,25643,1136355,18174,5364927,35081,27811712,52265,4528255,31243,23283457,54612,3812501,36615,2392811,25585,3613371,32167,2668933,24464,2920396,25143,2104134,24173,1005868,17036,4765443,33911,2548136,42145,377978,14024,2170158,34989,384298,10729,220557,9133,327960,12828,272598,9261,285090,10147,213103,9905,84216,5198,382336,12874,933268,22631,170750,7665,762518,18909,175760,6525,69215,4713,104804,5392,84057,4888,91242,5199,67056,4866,29614,3034,140770,7116,560389,13410,85211,5080,475178,12911,114755,6311,44067,3859,70221,4576,56799,4223,53942,4230,42359,3267,16657,2266,76378,4848,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4502266,15910,500254,12093,4002012,16525,631639,11444,325893,8209,558191,11681,486695,10889,607941,12312,453092,10194,196152,7354,742409,11854,3727610,18705,423965,10833,3303645,18338,495224,10487,266613,7375,452055,10421,395246,9473,494592,10183,381378,9613,166290,7179,652247,10867,367847,13990,34377,3829,333470,13245,59671,4764,29701,3553,51581,4579,46266,3641,56223,4595,34391,3447,14026,2210,41611,3564,241117,9278,22909,2335,218208,8871,42185,3319,17169,2456,30969,3136,28087,2823,37885,3507,25310,2715,8629,1417,27974,2522,165692,9936,19003,2358,146689,9241,34559,3015,12410,2120,23586,2589,17096,2330,19241,3127,12013,1720,7207,1385,20577,2691,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2983243,9031,353161,9849,2630082,12055,423594,10378,206759,7718,356854,9281,298644,8894,341468,9595,291820,8538,130745,5753,580198,10292,2638807,12766,306769,9287,2332038,13291,357374,10000,184640,7722,312983,8642,262059,7684,301932,9785,261137,8299,115783,5492,536130,10008,196950,9142,24500,2993,172450,7895,31037,3222,13779,2192,26645,2695,22496,2630,24679,2941,19315,2389,8913,1626,25586,2931,59836,5473,9273,1432,50563,5138,14223,2593,3028,1032,6126,1180,7314,2306,6144,1336,4940,1416,2833,915,5955,1407,87650,6051,12619,1761,75031,5543,20960,2571,5312,1158,11100,2055,6775,1575,8713,1437,6428,1445,3216,885,12527,1913,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,785107,5447,117803,4999,667304,6794,107492,5163,56600,3472,94128,5007,90921,5217,96345,5087,73174,4322,32678,3103,115966,5387,691831,6748,103176,4794,588655,6910,90497,5098,50010,3123,83214,4619,78792,4593,83721,4486,66137,3978,28797,2879,107487,4910,55071,5308,10313,2398,44758,4341,8868,1309,4439,1377,6678,1555,7719,1558,6638,1599,3828,1200,2019,749,4569,1211,8151,2060,1069,505,7082,1944,2156,772,571,321,755,499,972,696,865,687,920,649,556,577,287,183,30054,3578,3245,826,26809,3364,5971,1278,1580,607,3481,935,3438,1074,5121,1645,2289,917,1306,670,3623,977,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,579266,5789,65006,4589,514260,6849,74916,4149,33459,3049,49945,3848,43621,3153,53095,4116,61060,4229,31912,2690,166252,5232,465389,6444,54279,4261,411110,7373,59144,3741,28176,2767,41283,3752,32890,2758,40836,3509,46390,3831,25138,2066,137253,4704,57085,5198,4988,1217,52097,4741,8636,1949,3201,1169,3662,936,4942,1222,5355,1219,7368,1471,4362,1479,14571,2265,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,56792,4713,5739,1710,51053,4173,7136,1134,2082,800,5000,1225,5789,1260,6904,1270,7302,1683,2412,686,14428,2532,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17195067,24340,2447714,27526,14747353,34143,2557857,24766,1572578,22362,2779761,33597,2059801,26635,2121837,21391,1315926,19612,519945,13571,1819648,20623,14838142,36289,2081888,26145,12756254,38527,2165559,24268,1364981,19971,2384581,32191,1777390,23388,1837667,19894,1149807,19022,464259,12627,1612010,17942,1410678,31671,192737,9098,1217941,28250,221616,11596,126409,6782,250185,11744,177944,8016,184505,8132,101586,6565,34396,2733,121300,5186,566684,18557,126351,8646,440333,15178,100632,6408,45950,4562,81418,6167,63043,4973,57465,5428,35524,3990,11768,2060,44533,4480,379563,14458,46738,3921,332825,12728,70050,4811,35238,3128,63577,3831,41424,4093,42200,3775,29009,2916,9522,1792,41805,4128,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
