GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001MA,B01001_001EA,B01001_002EA,B01001_002MA,B01001_003EA,B01001_003MA,B01001_004EA,B01001_004MA,B01001_005MA,B01001_005EA,B01001_006MA,B01001_006EA,B01001_007MA,B01001_007EA,B01001_008EA,B01001_008MA,B01001_009EA,B01001_009MA,B01001_010EA,B01001_010MA,B01001_011MA,B01001_011EA,B01001_012MA,B01001_012EA,B01001_013EA,B01001_013MA,B01001_014EA,B01001_014MA,B01001_015EA,B01001_015MA,B01001_016MA,B01001_016EA,B01001_017MA,B01001_017EA,B01001_018MA,B01001_018EA,B01001_019EA,B01001_019MA,B01001_020EA,B01001_020MA,B01001_021EA,B01001_021MA,B01001_022MA,B01001_022EA,B01001_023MA,B01001_023EA,B01001_024EA,B01001_024MA,B01001_025EA,B01001_025MA,B01001_026EA,B01001_026MA,B01001_027MA,B01001_027EA,B01001_028MA,B01001_028EA,B01001_029MA,B01001_029EA,B01001_030EA,B01001_030MA,B01001_031EA,B01001_031MA,B01001_032EA,B01001_032MA,B01001_033MA,B01001_033EA,B01001_034MA,B01001_034EA,B01001_035EA,B01001_035MA,B01001_036EA,B01001_036MA,B01001_037EA,B01001_037MA,B01001_038MA,B01001_038EA,B01001_039MA,B01001_039EA,B01001_040MA,B01001_040EA,B01001_041EA,B01001_041MA,B01001_042EA,B01001_042MA,B01001_043EA,B01001_043MA,B01001_044MA,B01001_044EA,B01001_045MA,B01001_045EA,B01001_046EA,B01001_046MA,B01001_047EA,B01001_047MA,B01001_048EA,B01001_048MA,B01001_049MA,B01001_049EA,state
0400000US01,4874747,-555555555,2359896,5397,147385,3027,153942,5530,162755,5438,95912,2623,71934,2942,32641,3308,31439,3052,98644,4210,161111,3196,148466,3114,147518,5367,144096,5587,151684,2998,154471,2265,158562,4757,62161,3878,88328,4102,52960,3252,71056,3176,98156,3504,61269,2578,37401,1967,28005,2504,2514851,5397,141512,2877,145175,5784,151854,5761,95526,2766,72804,4205,39143,3970,34961,3732,89513,4794,162584,3172,156717,3273,158138,5704,146254,5089,158683,2429,165492,2166,171250,4942,68976,3905,101900,4308,59087,3424,85615,3732,114039,4198,79961,3629,61004,3469,54663,2977,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,739795,-555555555,385776,2177,26064,1147,27390,1842,25234,1565,15373,1214,10731,1466,5167,1298,7294,1642,17918,2104,33805,1247,29715,1308,28346,2200,21871,2195,22454,854,24117,1220,25189,1569,10980,1174,12589,1140,7785,1203,9857,1146,11896,1159,5770,829,3728,666,2503,561,354019,2177,26855,1276,27101,2014,23512,1912,13652,1197,8002,1154,4931,1104,4427,952,14583,1320,28902,1321,25727,1375,27420,2057,19487,1720,19454,897,23027,1371,23814,1522,9336,1401,12287,1213,6495,1024,10367,1281,10438,1235,6322,1032,4343,637,3537,815,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,7016270,-555555555,3487722,3229,222039,1311,224107,5807,243916,5971,142264,1835,100172,2359,52004,4368,52308,3933,144561,4642,259569,1679,234570,1892,222764,6516,211221,5968,214534,1618,205987,1464,210338,5345,79757,3268,114055,4411,75489,3402,110042,4537,143396,4790,107276,3843,66287,3739,51066,2905,3528548,3229,213002,1526,215055,6563,234923,6399,137422,1456,96556,2369,50142,4126,46211,3683,130226,4858,239876,1828,219312,1462,219460,5547,206012,5466,214635,1553,215285,1903,223519,5388,86652,3618,132966,4387,84790,4406,124212,4579,163236,4950,122734,4457,72450,3626,79872,3895,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,3004279,-555555555,1479682,4363,96956,2561,99597,4394,104116,4476,65005,2352,43306,2685,22595,2983,22171,3277,57523,4118,101781,3178,93296,2726,94581,3763,88615,4521,92045,2582,94130,2059,93518,4051,35698,2839,53425,3558,34043,2750,45969,2667,57186,2672,43105,2083,23075,1858,17946,1687,1524597,4363,89684,2435,100333,4842,95544,4234,57198,2257,43916,2951,20290,2067,20372,2476,57275,3260,95699,2432,92010,2543,95719,4412,92081,3591,93014,2199,96698,1898,100854,3679,41119,2858,57091,3605,33923,2789,48779,2785,71695,3196,53442,2744,32113,2171,35748,2134,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39536653,-555555555,19650051,4631,1259243,2975,1268641,13847,1319558,14022,785048,2560,530927,4078,301298,10830,288283,9426,838944,11318,1614085,3753,1486487,2897,1376199,14065,1256668,14302,1299620,3202,1269514,2891,1221043,12281,457270,10567,633796,10165,371916,8543,489738,7485,625834,10060,415310,6742,278625,6172,262004,6985,19886602,4631,1201182,3382,1199867,14945,1278305,14925,745542,2835,507970,3710,266764,9672,271544,9769,794264,11307,1510143,3019,1407510,2838,1330195,13441,1269815,13851,1307190,2844,1283423,2476,1274712,11157,493327,10648,683459,9606,410797,9605,563425,9827,736845,8424,512493,7992,379244,8167,458586,9213,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5607154,-555555555,2820169,3314,170238,1930,178075,4786,189901,5177,109358,1777,77374,2601,38895,3083,38337,3524,119194,4861,226530,2812,223207,1896,206480,5999,186291,5664,186365,2180,173957,1824,179692,4277,66221,3357,96846,3935,55069,3333,80323,3868,94173,3548,58080,2545,34435,2499,31128,2197,2786985,3314,162355,2094,168190,5368,179820,5222,104422,1757,70426,2184,34948,3616,37604,3476,105949,4210,209646,2288,207787,2244,193380,5189,176005,5527,181834,1861,172600,1716,187936,4567,72588,3811,101004,4287,62018,3341,81386,3584,108375,3645,69234,2687,46442,2758,53036,2169,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3588184,-555555555,1750647,2313,94460,1388,98653,3659,115030,3857,72093,1182,52754,1358,24671,2859,25833,2850,76478,4113,115464,1407,110225,1329,105405,4070,101681,3887,120250,1211,129713,1312,127381,3816,52085,3376,67286,3653,37132,2751,53757,2913,67284,2523,41547,2195,28618,2061,32847,2256,1837537,2313,87734,1211,96418,3743,109052,3826,68838,1246,50572,1446,27339,2670,22525,2001,71880,2949,106725,1226,111727,1460,111953,4106,102341,4166,127395,1301,137967,897,140642,4706,48508,2978,76012,4296,39109,2802,59222,3248,82574,3433,55838,2880,43676,2758,59490,3026,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,961939,-555555555,465510,1455,28071,798,29483,2099,28803,2140,17726,976,12512,986,6850,1335,5981,1285,16699,1941,34469,1027,30893,1035,28720,1935,25454,2209,28360,944,31559,646,31051,2181,14028,1504,17837,2019,10998,1480,15531,1567,21349,1510,14960,1147,7545,946,6631,1048,496429,1455,26836,823,27441,1958,28794,1965,17159,893,12529,837,7497,1688,6252,1514,15620,1820,34870,1141,30717,1008,31436,2108,25458,2165,30395,428,34218,679,36078,1794,13898,1559,21028,1696,14573,1766,17517,1601,24390,1882,16541,1487,10909,1362,12273,1413,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,693972,-555555555,329078,543,22795,4,19128,1404,12822,1400,8061,475,9229,1144,5616,1337,5677,1227,13587,1639,38517,120,37635,57,29383,1845,21074,1851,19421,374,18915,413,17974,1765,6615,1316,8428,1277,5187,899,6798,1080,8874,1137,6592,910,3190,740,3560,730,364894,543,22270,114,17780,1619,14016,1615,7726,528,11237,1298,6715,1474,6086,1278,16613,1600,44787,79,41415,225,29613,1773,22058,1752,19318,121,18623,119,17606,1585,7706,1356,11534,1366,5422,913,9846,1218,12062,1444,9373,1301,5657,1072,7431,1265,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20984400,-555555555,10254267,6257,576007,3848,578437,10339,616836,10320,368765,3558,257292,5160,142768,7958,130687,7396,379472,8991,706210,4537,658699,3648,635079,12118,624815,12252,661220,4509,693342,3352,694157,11127,275872,8885,356467,8772,238242,7439,346485,7677,498436,8769,365991,8372,234654,7869,214334,7284,10730133,6257,553315,3303,562080,11225,583527,11669,361813,3674,240207,4538,120823,7195,131782,7195,360412,7642,691901,4002,651027,4363,660352,9976,615521,9991,683178,4098,723597,3531,762390,11723,286586,8202,424532,10508,282245,7289,405477,8480,573984,9129,430324,10082,293882,8754,331178,8907,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
