B27003_001E,GEO_ID,B27003_001M,B27003_002E,B27003_002M,B27003_003E,B27003_003M,B27003_004E,B27003_004M,B27003_005E,B27003_005M,B27003_006E,B27003_006M,B27003_007E,B27003_007M,B27003_008E,B27003_008M,B27003_009E,B27003_009M,B27003_010E,B27003_010M,B27003_011E,B27003_011M,B27003_012E,B27003_012M,B27003_013E,B27003_013M,B27003_014E,B27003_014M,B27003_015E,B27003_015M,B27003_016E,B27003_016M,B27003_017E,B27003_017M,B27003_018E,B27003_018M,B27003_019E,B27003_019M,B27003_020E,B27003_020M,B27003_021E,B27003_021M,B27003_022E,B27003_022M,B27003_023E,B27003_023M,B27003_024E,B27003_024M,B27003_025E,B27003_025M,B27003_026E,B27003_026M,B27003_027E,B27003_027M,B27003_028E,B27003_028M,B27003_029E,B27003_029M,B27003_030E,B27003_030M,B27003_031E,B27003_031M,B27003_032E,B27003_032M,B27003_033E,B27003_033M,B27003_034E,B27003_034M,B27003_035E,B27003_035M,B27003_036E,B27003_036M,B27003_037E,B27003_037M,B27003_038E,B27003_038M,B27003_039E,B27003_039M,B27003_040E,B27003_040M,B27003_041E,B27003_041M,B27003_042E,B27003_042M,B27003_043E,B27003_043M,B27003_044E,B27003_044M,B27003_045E,B27003_045M,B27003_046E,B27003_046M,B27003_047E,B27003_047M,B27003_048E,B27003_048M,B27003_049E,B27003_049M,B27003_050E,B27003_050M,B27003_051E,B27003_051M,B27003_052E,B27003_052M,B27003_053E,B27003_053M,B27003_054E,B27003_054M,B27003_055E,B27003_055M,B27003_056E,B27003_056M,B27003_057E,B27003_057M,B27003_001EA,B27003_001MA,NAME,B27003_002EA,B27003_002MA,B27003_003MA,B27003_003EA,B27003_004MA,B27003_004EA,B27003_005MA,B27003_005EA,B27003_006MA,B27003_006EA,B27003_007EA,B27003_007MA,B27003_008EA,B27003_008MA,B27003_009EA,B27003_009MA,B27003_010EA,B27003_010MA,B27003_011MA,B27003_011EA,B27003_012EA,B27003_012MA,B27003_013MA,B27003_013EA,B27003_014MA,B27003_014EA,B27003_015MA,B27003_015EA,B27003_016MA,B27003_016EA,B27003_017MA,B27003_017EA,B27003_018EA,B27003_018MA,B27003_019EA,B27003_019MA,B27003_020EA,B27003_020MA,B27003_021MA,B27003_021EA,B27003_022MA,B27003_022EA,B27003_023MA,B27003_023EA,B27003_024MA,B27003_024EA,B27003_025MA,B27003_025EA,B27003_026MA,B27003_026EA,B27003_027MA,B27003_027EA,B27003_028EA,B27003_028MA,B27003_029EA,B27003_029MA,B27003_030EA,B27003_030MA,B27003_031MA,B27003_031EA,B27003_032MA,B27003_032EA,B27003_033MA,B27003_033EA,B27003_034EA,B27003_034MA,B27003_035EA,B27003_035MA,B27003_036EA,B27003_036MA,B27003_037MA,B27003_037EA,B27003_038MA,B27003_038EA,B27003_039MA,B27003_039EA,B27003_040EA,B27003_040MA,B27003_041EA,B27003_041MA,B27003_042MA,B27003_042EA,B27003_043MA,B27003_043EA,B27003_044MA,B27003_044EA,B27003_045EA,B27003_045MA,B27003_046EA,B27003_046MA,B27003_047EA,B27003_047MA,B27003_048MA,B27003_048EA,B27003_049MA,B27003_049EA,B27003_050MA,B27003_050EA,B27003_051EA,B27003_051MA,B27003_052EA,B27003_052MA,B27003_053EA,B27003_053MA,B27003_054EA,B27003_054MA,B27003_055EA,B27003_055MA,B27003_056EA,B27003_056MA,B27003_057EA,B27003_057MA,state
10241594,0400000US13,3158,4921118,8847,402109,6904,183527,8489,218582,7404,953059,8818,346616,11921,606443,13233,480924,8165,34759,3986,446165,7972,585478,8406,52423,3856,533055,8040,639401,6259,59866,4481,579535,6325,672391,5576,81111,5010,591280,7223,591409,3064,125928,5397,465481,5580,389353,3693,370028,3982,19325,2631,206994,3225,204132,3183,2862,901,5320476,8017,380627,7492,175224,8123,205403,7871,935082,7863,338512,11898,596570,11715,488404,6884,59559,4563,428845,7618,640563,6881,85042,5321,555521,7953,710016,5326,78476,5713,631540,7459,724904,4711,79613,5488,645291,6846,665091,3333,123017,5731,542074,6097,470275,3336,447292,3893,22983,2841,305514,2955,300736,3093,4778,1393,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1373202,0400000US15,2427,671429,2782,55225,1569,21489,2111,33736,2502,110051,1899,34927,2932,75124,3323,53933,2128,7256,1354,46677,2374,82709,2168,15245,1815,67464,2409,83980,2098,10687,1824,73293,2438,83264,1166,15870,1746,67394,1970,89261,717,17716,1851,71545,1940,69404,747,64191,1303,5213,1081,43602,822,43049,901,553,259,701773,1666,53768,1601,17769,1897,35999,2542,101905,2091,33301,2582,68604,2551,54907,2050,10728,1557,44179,2275,88096,1990,18220,2148,69876,2543,87822,1265,13667,1810,74155,2044,86714,1033,13117,1614,73597,1757,92140,596,15852,1854,76288,1966,74428,669,68626,1290,5802,1140,61993,804,61088,882,905,397,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1695273,0400000US16,1260,846431,2702,71135,2358,31022,2604,40113,2782,171873,3155,62259,4583,109614,4856,79923,3084,8043,2057,71880,3039,94976,3567,10909,1628,84067,3563,106065,2445,17419,2689,88646,3734,96548,1913,12303,1996,84245,2299,103542,1711,20242,2301,83300,2352,77519,1058,74084,1384,3435,1201,44850,717,44429,802,421,347,848842,2797,66844,2512,29449,2838,37395,2670,161887,3069,59574,4500,102313,4738,73770,2740,10843,2077,62927,3191,96334,2591,14512,2055,81822,2849,106152,1867,12016,1849,94136,2489,99416,1592,11090,2279,88326,2364,108270,1224,15751,1928,92519,2217,81553,1240,79179,1544,2374,813,54616,1082,54113,1104,503,354,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
12620126,0400000US17,1888,6173024,4831,466542,5424,193271,7602,273271,6285,1100968,7080,394972,9375,705996,11147,589816,5768,87412,5006,502404,6991,779210,5416,116077,6106,663133,6203,799750,3053,113942,4916,685808,5829,814976,2805,125257,5426,689719,5872,796675,2149,161632,5356,635043,5677,513903,2469,476343,3941,37560,2919,311184,2175,305320,2339,5864,1114,6447102,4671,443475,5052,187081,6284,256394,6919,1058433,6700,384504,11114,673929,10796,587016,6657,125854,6433,461162,8038,779285,5445,175978,6380,603307,7006,823766,3111,160739,5583,663027,6420,845124,2379,133652,5984,711472,6087,853616,2677,164680,5289,688936,5519,592051,2363,554146,4164,37905,3440,464336,2236,453957,2658,10379,1834,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
6568434,0400000US18,898,3223272,5239,259054,3770,106664,5600,152390,5288,602478,6035,196727,7734,405751,9412,323518,4534,36443,2996,287075,5062,372855,4855,52061,4223,320794,5741,392687,3316,56201,3722,336486,4743,418333,3183,63483,3491,354850,4735,416231,2535,90030,4143,326201,4454,276714,1762,262837,2533,13877,1742,161402,1729,159771,1844,1631,754,3345162,5188,246181,4117,99185,5542,146996,5612,562704,6079,173704,6856,389000,7214,317999,5526,58037,4206,259962,5972,385170,4670,76690,4792,308480,6374,410853,3075,74308,4399,336545,4715,428409,2712,66898,4243,361511,4678,444299,2188,88074,4094,356225,4543,314470,2086,303864,2654,10606,1406,235077,1982,232986,1870,2091,674,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
3102179,0400000US19,690,1537348,3690,120390,3062,48318,2964,72072,2793,276912,3573,87917,4878,188995,5189,154862,3647,18224,2167,136638,3988,178619,3686,26467,2598,152152,3745,187106,2437,25721,2324,161385,3246,188171,2096,28545,2311,159626,2977,206126,1609,36782,2858,169344,3536,137427,1266,131151,1527,6276,1054,87735,1135,87301,1167,434,255,1564831,3550,118580,3369,43541,3099,75039,3376,260047,3756,83048,4459,176999,4973,152161,3448,30847,2424,121314,3791,171979,3394,36352,2772,135627,3469,183609,2413,31131,2350,152478,3231,192382,2323,27767,2129,164615,2989,210752,1571,37003,2333,173749,2660,149029,1111,144242,1266,4787,996,126292,1403,125757,1418,535,292,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2855454,0400000US20,1638,1411724,4183,118940,3310,42571,3272,76369,3719,268076,3760,78399,3929,189677,4720,142119,3772,7603,1328,134516,3843,167596,3840,18429,2409,149167,4432,171722,2141,15018,2326,156704,3017,168753,2454,19365,2157,149388,2936,180816,1724,30478,2506,150338,2749,120774,1196,115003,1508,5771,1064,72928,1209,72637,1191,291,247,1443730,3964,117904,3591,42687,2949,75217,3157,250521,4454,75743,3903,174778,4995,137577,3454,15678,2102,121899,3380,165429,3096,19158,1908,146271,3167,175975,2439,17904,1922,158071,3011,170778,1928,17494,2007,153284,2705,191056,1443,26746,1797,164310,2070,131265,1701,126822,1843,4443,970,103225,1485,102687,1517,538,289,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
4370940,0400000US21,1538,2138621,4275,173585,3667,82292,4596,91293,4002,379838,5265,161333,7072,218505,6696,206944,4677,47782,3272,159162,4849,243946,3451,67383,3872,176563,4865,262742,2575,62551,3702,200191,4260,282263,2266,72573,3705,209690,4086,283668,1791,96366,4164,187302,3830,194844,1372,188184,1689,6660,1046,110791,1406,110060,1427,731,397,2232319,3960,156614,4068,76764,4146,79850,4576,368805,4806,154179,7178,214626,6637,197587,3519,61086,3594,136501,4304,249702,3410,81602,4163,168100,5005,277790,2603,76930,4702,200860,4868,294482,1904,76790,4523,217692,4158,308040,2038,102991,4428,205049,4652,223340,1510,217424,1912,5916,1239,155959,1535,154049,1609,1910,532,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
4580258,0400000US22,1767,2209005,5998,181981,4632,102167,5454,79814,4854,420198,5940,211304,7929,208894,6611,218928,5131,43828,3795,175100,6146,266303,5026,53555,3772,212748,5789,273887,3690,52369,4744,221518,5241,270533,3758,62646,3854,207887,4562,280578,1936,83068,4247,197510,4342,192623,2507,182660,2675,9963,1541,103974,2192,102343,2232,1631,602,2371253,5656,178038,4475,103606,4714,74432,4795,394983,5309,195936,7230,199047,7058,221152,5138,71251,4538,149901,5471,294784,5245,90814,5807,203970,7274,294854,4115,77295,4637,217559,5020,294651,3299,67920,4135,226731,4845,314291,1964,90072,4236,224219,4208,221223,1898,208015,2652,13208,1842,157277,2050,153513,2218,3764,961,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1321649,0400000US23,577,646260,1882,39475,1445,14864,1599,24611,1612,99442,2182,32539,2669,66903,3261,54440,1824,7543,1420,46897,1943,70529,1554,9406,1442,61123,1909,72764,1348,12189,1546,60575,1995,89688,1121,16351,1733,73337,1839,100623,737,24013,1999,76610,2085,76102,869,73269,1170,2833,781,43197,807,42539,872,658,321,675389,1856,37209,1679,12739,1280,24470,1807,95620,2209,25721,2465,69899,3027,51177,2107,8554,1355,42623,2276,71079,1588,13910,1629,57169,2073,77148,943,15168,1877,61980,2083,93873,956,14060,1810,79813,1971,108690,920,19628,1883,89062,1986,81107,828,77401,1103,3706,851,59486,850,58561,945,925,437,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
5957871,0400000US24,2105,2866331,4274,217746,3287,79630,4700,138116,4867,508282,5076,158621,7057,349661,7845,265347,4836,43440,3659,221907,5847,353833,3383,58010,3722,295823,4340,362960,3055,47166,3445,315794,3669,397791,2600,61628,4445,336163,4740,379016,1651,75606,3775,303410,3727,238070,1407,217141,2301,20929,2109,143286,1500,140194,1729,3092,879,3091540,3956,215011,3888,79462,4438,135549,4437,478501,4484,146473,6982,332028,8138,267639,4603,50060,3875,217579,5418,376012,3759,80854,5144,295158,5621,394657,2299,64361,4005,330296,4613,436585,2054,63955,4071,372630,4598,426037,1451,81310,3906,344727,3926,287324,1301,266747,2111,20577,1648,209774,1626,203212,2006,6562,1324,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
6785622,0400000US25,1021,3288881,3288,221230,3199,81474,4912,139756,5086,533368,4487,179116,6883,354252,7249,344997,3929,64367,4344,280630,4605,422772,4516,96053,5517,326719,6022,404192,2576,90106,5224,314086,5651,452589,1823,87591,4344,364998,4701,442717,1216,106436,5319,336281,5286,289400,1407,265226,2196,24174,1828,177616,1460,174423,1629,3193,1139,3496741,3066,211539,3708,81119,4921,130420,4769,512824,4980,169359,5741,343465,6551,340477,4602,73941,4913,266536,5551,437861,3762,117422,5803,320439,5923,425342,2005,113097,5383,312245,5518,483851,1698,102792,4347,381059,4529,480445,1483,112794,4628,367651,4704,338262,1543,313379,3399,24883,2827,266140,1915,260555,2267,5585,1222,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
9853156,0400000US26,970,4830752,4066,350413,4137,158662,4034,191751,4611,831426,6094,291252,8518,540174,7989,487511,5841,89352,4504,398159,6524,552598,5410,109488,4856,443110,6111,559729,2771,112126,5056,447603,5547,645228,3090,129163,4752,516065,4587,673212,2001,166878,5136,506334,4543,456771,1630,436504,2560,20267,2048,273864,1721,270611,1798,3253,845,5022404,4066,331411,3712,151056,4689,180355,4814,799442,4851,287577,8120,511865,8194,464161,5678,117912,4782,346249,6683,559476,5184,162267,5210,397209,5304,582270,2513,135470,5070,446800,5067,670991,2596,139179,5197,531812,4872,718684,1852,167214,4725,551470,4980,512686,1866,496093,2489,16593,1604,383283,1972,378398,2251,4885,1135,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
5519199,0400000US27,675,2746565,3827,219046,3512,75096,4298,143950,3769,482676,4456,139472,5333,343204,5076,250548,4351,39823,3191,210725,4705,344049,3866,61294,2754,282755,4772,351915,2625,51806,3230,300109,3896,351726,2264,56130,3105,295596,3277,368816,1949,77850,2775,290966,3412,235179,1337,224356,1794,10823,1234,142610,1501,141491,1529,1119,414,2772634,3819,206574,3429,69549,3052,137025,3596,464692,3838,131052,4772,333640,5406,239665,4000,48989,3076,190676,4372,337044,3349,78081,4100,258963,4316,344101,2363,61954,2970,282147,3211,352215,1864,52390,2842,299825,3343,376986,1491,70871,3322,306115,3383,252870,1298,243755,1798,9115,1247,198487,1660,196404,1871,2083,663,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
2920808,0400000US28,1463,1398217,5846,110093,3707,59895,3798,50198,3084,284158,5420,141894,5823,142264,6445,143366,4810,14221,2249,129145,4447,144347,5982,15091,2634,129256,5933,166603,4804,25190,2757,141413,4000,175853,3886,34369,2999,141484,4112,178253,1806,52361,3382,125892,3420,124691,2324,119852,2526,4839,1128,70853,2015,70365,1939,488,285,1522591,5669,105830,3544,59732,3995,46098,3196,263375,4701,129626,6346,133749,5463,146493,4844,25379,3055,121114,5318,164642,4794,32769,3531,131873,4653,198847,3658,33826,3285,165021,4348,188634,3204,30952,2819,157682,3740,198827,1842,51292,3196,147535,3577,150184,2155,145208,2763,4976,1306,105759,1416,105147,1489,612,304,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
6000326,0400000US29,1538,2926378,5137,229658,4381,92175,5143,137483,5236,520213,5690,163208,7608,357005,7469,279587,5691,19997,2462,259590,5773,351654,4606,37672,3613,313982,5505,351640,3722,40204,3403,311436,4735,371004,3624,49872,3802,321132,4497,390440,2236,86441,4001,303999,4258,266979,2094,254483,2495,12496,1640,165203,1683,163529,1791,1674,656,3073948,5070,216645,4391,85307,4920,131338,4581,498209,5586,159117,7588,339092,7954,270317,4424,35159,2674,235158,5041,368575,4130,55136,3777,313439,4744,364271,2856,46382,3762,317889,4368,391448,2861,50831,3643,340617,4418,422630,2443,77579,4133,345051,4364,307443,1931,295573,2737,11870,1624,234410,1903,230874,1947,3536,777,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1036245,0400000US30,559,516864,2153,38349,1571,19034,2189,19315,1941,82679,1834,30237,2788,52442,2973,52602,1771,8571,1499,44031,1995,57602,1610,11382,1557,46220,1914,61212,1294,10162,1656,51050,2080,61159,1375,10697,1506,50462,1461,73805,1052,17037,1787,56768,2000,56707,639,55178,732,1529,575,32749,937,32234,1007,515,335,519381,2172,34991,1408,15816,2077,19175,1566,84745,1950,34441,3377,50304,3627,44221,2042,8486,1571,35735,2187,59482,1852,15525,1847,43957,2269,61707,1539,12923,1824,48784,1978,60999,1412,7993,1427,53006,1479,77713,944,16353,1789,61360,1638,56167,792,54747,846,1420,392,39356,693,38770,652,586,365,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1891453,0400000US31,931,942886,2799,82661,2457,27821,2345,54840,2978,174282,2768,45325,2833,128957,3796,93309,2407,6081,1094,87228,2424,113724,2811,8364,1223,105360,3203,118646,2191,8071,1190,110575,2306,112078,1633,10287,1280,101791,2156,118884,1106,16688,1582,102196,1972,80363,1016,76310,1187,4053,807,48939,913,48387,891,552,287,948567,2827,76032,1952,25234,2416,50798,2237,167029,2547,44693,3745,122336,3667,90524,2529,10111,1601,80413,2854,113523,2861,11975,1618,101548,3036,113448,1397,9917,1607,103531,1919,111499,1571,11423,1519,100076,1940,123517,911,15768,1729,107749,1885,86203,841,82102,1254,4101,883,66792,907,66341,962,451,249,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
2962236,0400000US32,1424,1477770,2694,112548,3123,48045,3992,64503,4164,255420,3781,86583,5496,168837,5183,132121,3318,19797,2164,112324,3455,190191,2824,29584,3089,160607,3518,193747,1946,24918,2734,168829,3307,197908,1484,33686,2858,164222,3152,180377,963,41151,2849,139226,2962,137509,1258,129668,2045,7841,1527,77949,776,76242,1000,1707,657,1484466,2711,106934,2637,41781,2995,65153,3834,243934,2953,77466,4789,166468,4773,123620,2960,26525,2388,97095,3132,189633,3755,40468,3926,149165,4858,198534,1729,32688,3018,165846,3138,194431,1418,33694,2901,160737,3146,188354,1040,43791,3200,144563,3289,147484,850,137982,1687,9502,1397,91542,721,88397,1070,3145,907,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1325016,0400000US33,952,654960,2444,41812,1685,13738,1901,28074,1806,100442,2518,30536,3367,69906,3638,61387,2270,7428,1330,53959,2575,73944,2065,10049,1615,63895,2686,74022,1390,9665,1828,64357,2094,96121,1082,12803,1628,83318,1775,102301,991,17267,2060,85034,2224,68294,700,63672,1202,4622,933,36637,649,36537,676,100,123,670056,2278,36527,1585,13472,1857,23055,1852,97196,2125,27484,2594,69712,2959,60267,2079,7366,1456,52901,2282,71826,2136,12402,1766,59424,2434,76140,1541,11545,1718,64595,2004,98683,1320,12164,1833,86519,2082,106969,991,16543,1791,90426,2007,72515,867,68822,1074,3693,897,49933,846,49413,888,520,364,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
8902432,0400000US34,1561,4327369,3265,316624,4189,113462,5134,203162,5670,751024,5802,227130,7365,523894,7928,398381,6229,56920,4263,341461,6098,511165,4953,63986,4703,447179,6395,563486,2726,60153,3995,503333,4700,612048,2563,79765,4243,532283,4779,580244,1807,100571,4488,479673,4624,361658,1769,330948,2951,30710,2526,232739,2061,228323,2222,4416,1003,4575063,2882,306322,3865,105465,5308,200857,6601,719699,4983,222588,7030,497111,8329,382716,5452,66490,4586,316226,6018,515259,4599,92134,4672,423125,6407,584160,2034,92098,5451,492062,5265,656102,1686,92714,4534,563388,4768,627801,1134,113814,5061,513987,4921,429944,1836,400056,3316,29888,2784,353060,2008,346032,2473,7028,1535,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
