GEO_ID,C18108_001E,C18108_001M,C18108_002E,C18108_002M,C18108_003E,C18108_003M,C18108_004E,C18108_004M,C18108_005E,C18108_005M,C18108_006E,C18108_006M,C18108_007E,C18108_007M,C18108_008E,C18108_008M,C18108_009E,C18108_009M,C18108_010E,C18108_010M,C18108_011E,C18108_011M,C18108_012E,C18108_012M,C18108_013E,C18108_013M,NAME,C18108_001EA,C18108_001MA,C18108_002MA,C18108_002EA,C18108_003MA,C18108_003EA,C18108_004EA,C18108_004MA,C18108_005EA,C18108_005MA,C18108_006EA,C18108_006MA,C18108_007MA,C18108_007EA,C18108_008MA,C18108_008EA,C18108_009EA,C18108_009MA,C18108_010EA,C18108_010MA,C18108_011EA,C18108_011MA,C18108_012MA,C18108_012EA,C18108_013MA,C18108_013EA,state
0400000US01,4793512,2005,1092445,1664,35772,3827,13088,2257,1043585,5192,2918151,3866,214821,9025,203608,7187,2499722,13801,782916,3004,143382,5207,178644,5279,460890,6791,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,184822,204,3802,909,1953,839,179067,1339,449844,2644,30194,2915,22893,2935,396757,4133,81512,1039,17858,1887,13698,1321,49956,1901,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,1630091,1366,48352,4612,16379,2664,1565360,5493,4089008,3089,237741,8240,190457,7949,3660810,11023,1189022,1729,202898,6119,203990,7116,782134,7790,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,706490,1843,32544,3258,11406,2472,662540,4577,1762496,2848,146807,7576,138216,7391,1477473,11407,480319,2445,89383,3871,112284,3966,278652,5168,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,9042605,2479,201955,8475,93548,6248,8747102,11396,24594152,7458,1087468,19487,893209,18033,22613475,28812,5410078,4040,795797,12309,1079067,13587,3535214,17847,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,1260078,1587,33878,3083,13070,2120,1213130,4030,3495221,4023,181243,7491,130206,6621,3183772,11101,758771,2088,122546,5099,122661,4618,513564,6439,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,740929,871,23175,2464,7502,1402,710252,2842,2216107,2107,111747,6717,77672,4617,2026688,8567,579486,1389,81076,3800,90690,4873,407720,5123,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,203908,393,3962,970,2225,878,197721,1255,574220,1361,27095,2684,25852,2854,521273,4149,169131,788,24326,2144,24303,2159,120502,2701,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,124372,482,3916,1271,1522,790,118934,1646,477952,839,35546,3820,18270,2516,424136,4487,81484,478,15053,1950,17080,1853,49351,1975,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,4191214,3119,142032,7113,45920,4530,4003262,9247,12340747,6613,669078,14681,589283,15430,11082386,23624,4146743,5008,648021,12549,717144,12551,2781578,16442,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10241594,3158,2512044,3213,73451,5224,24860,2613,2413733,7213,6357414,5254,364982,9392,296516,11689,5695916,16471,1372136,4076,222537,7756,268613,7614,880986,9401,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1373202,2427,305651,431,5954,1111,2195,642,297502,1462,818124,2680,35130,3053,24339,2913,758655,5154,249427,864,38444,2383,42797,2891,168186,3378,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1695273,1260,442756,1361,17433,2422,4642,1138,420681,2845,993979,2551,66766,4810,58977,4430,868236,7374,258538,1852,46195,3095,46131,3317,166212,4091,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12620126,1888,2891256,2406,68196,4386,24564,2450,2798496,5741,7847396,4448,383063,10040,308390,9988,7155943,15629,1881474,3204,286965,6458,332837,8038,1261672,9563,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6568434,898,1570198,2679,60850,5087,21954,2535,1487394,5750,4010573,4341,253729,8195,223931,7938,3532913,12544,987663,3468,172804,5488,181784,5343,633075,7215,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3102179,690,728139,2575,21171,2674,6551,1175,700417,4149,1873557,2833,97322,4057,72864,4184,1703371,6470,500483,1796,78761,3193,72367,3642,349355,4574,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2855454,1638,710902,2766,19810,2042,8319,1667,682773,3685,1716360,3346,106321,5665,85448,4790,1524591,6387,428192,2189,74735,3590,79069,3908,274388,4982,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4370940,1538,1012577,3354,41387,3387,16039,2066,955151,4814,2673429,3938,211770,7585,218495,8620,2243164,13069,684934,2637,122084,3833,155500,5647,407350,6139,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4580258,1767,1107790,2018,43599,4443,13397,2228,1050794,5609,2797371,3664,195241,7341,166401,7781,2435729,11744,675097,2832,116146,4648,144739,5704,414212,6761,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1321649,577,253526,1087,11840,2001,4443,1067,237243,2455,808231,1601,56608,3969,55834,4018,695789,6241,259892,1188,44876,2893,45071,3023,169945,3798,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5957871,2105,1344986,1121,38316,3775,12691,1838,1293979,4119,3734431,3209,191924,7427,143537,6945,3398970,9634,878454,2031,129005,5215,144670,5128,604779,6845,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6785622,1021,1367225,832,43369,4656,14882,2181,1308974,5727,4346979,2315,221603,8678,174994,6886,3950382,12544,1071418,1776,160033,6015,189096,6574,722289,8374,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9853156,970,2172314,2467,76390,5310,27011,2231,2068913,6462,6054238,3230,387148,9699,340303,8929,5326787,13321,1626604,2485,265039,5558,294419,6612,1067146,7552,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5519199,675,1295527,1957,34745,3141,17168,2453,1243614,4454,3394526,2573,172745,6455,132337,5988,3089444,9780,829146,1887,132641,4164,126210,5198,570295,5874,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2920808,1463,711480,1754,25254,3421,8863,1695,677363,4089,1757841,3367,132723,5801,132621,7391,1492497,9964,451487,2877,77682,4268,114453,4682,259352,7084,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6000326,1538,1381929,4630,51016,4911,17290,2515,1313623,7556,3644362,4639,249061,9113,214903,9098,3180398,11911,974035,3109,175308,5640,186500,6554,612227,7922,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1036245,559,228828,1304,7336,1341,2063,682,219429,1985,622438,1771,40803,3050,28750,2520,552885,4814,184979,1409,32863,2285,30447,2658,121669,2976,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1891453,931,473384,1287,13630,1955,4528,850,455226,2131,1135772,1862,67022,4391,45396,3537,1023354,5372,282297,1414,48190,2598,48734,2692,185373,3412,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2962236,1424,683134,815,16548,2984,6577,1417,660009,3572,1824618,2136,103565,5884,80353,5192,1640700,7722,454484,1278,77856,3848,77970,3843,298658,5489,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1325016,952,257773,1190,10542,2012,3161,768,244070,2526,839864,1838,47889,3387,36345,3346,755630,4963,227379,1134,37552,2644,36115,3071,153712,3901,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8902432,1561,1973758,1252,50820,4194,19740,2566,1903198,5213,5551273,2895,232698,7672,196234,6673,5122341,10757,1377401,1983,189973,6590,224927,6984,962501,8313,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2054301,1433,488802,1984,15857,2355,5487,1290,467458,3216,1220658,3143,92160,6014,77104,4664,1051394,7139,344841,1777,61372,3252,70376,4654,213093,5097,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19608066,2106,4143232,2641,121936,6593,51826,4227,3969470,8389,12398302,4052,608045,13532,491529,11356,11298728,17897,3066532,3287,437096,9744,555975,10009,2073461,13588,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10070781,3392,2297569,3645,69534,4962,25452,2849,2202583,6928,6183951,6148,363512,10542,326100,9146,5494339,15146,1589261,4331,256399,6676,302298,7276,1030564,10006,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,738177,1431,172861,1504,4640,1031,1474,565,166747,2061,458720,2187,22373,1621,14947,1964,421400,3291,106596,945,17328,1528,15039,1375,74229,2240,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11485078,1447,2598052,2587,95586,5610,37022,3607,2465444,6903,7016838,3946,456286,12008,383913,10932,6176639,15684,1870188,3716,306044,7193,334244,8334,1229900,9375,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3851302,1847,959708,1653,38244,2975,12418,1521,909046,3862,2307313,3553,180904,6528,158869,6794,1967540,10835,584281,2431,109363,3895,135278,4938,339640,5296,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4102901,1020,871951,2083,28207,2772,10788,2362,832956,4071,2533302,3465,157852,6614,130641,6077,2244809,10015,697648,2765,122881,5234,122547,5153,452220,6380,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12602472,1128,2656411,2121,104557,5676,37949,3393,2513905,6767,7749003,4161,467555,12010,413244,9751,6868204,15877,2197058,3420,355318,7962,396023,9222,1445717,10954,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1044111,858,206670,691,7558,1727,3165,1151,195947,2070,667383,1752,40219,3269,35587,3536,591577,4972,170058,1259,27128,2343,27286,2668,115644,3002,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4928260,2320,1099204,2258,38766,3467,15506,2387,1044932,4536,2980713,4086,202628,6787,174261,8947,2603824,11603,848343,2462,135210,4987,161330,5177,551803,7035,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,851826,955,212019,1056,4893,1056,1331,465,205795,1574,504059,1788,29977,2966,19569,2084,454513,4119,135748,1232,24114,2176,18763,1835,92871,2842,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6612552,2386,1505309,3379,59585,4024,17200,2040,1428524,5462,4065984,4475,280492,9445,257569,8890,3527923,13066,1041259,3202,182500,5962,221933,6579,636826,8595,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27836924,4153,7355803,4658,217187,10441,75035,5306,7063581,11907,17111410,7535,905514,15889,717448,15870,15488448,24440,3369711,5345,561126,10790,696489,12493,2112096,14631,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3076318,925,923163,1107,26413,3378,9694,1724,887056,3482,1823020,2082,89808,4386,61156,4104,1672056,5828,330135,1582,51063,3262,58430,3590,220642,4231,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,617556,273,117504,1069,4078,870,1538,526,111888,1611,386325,1183,29671,2944,17442,1948,339212,3573,113727,767,19735,1555,16693,1765,77299,2105,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8256810,4827,1865094,3635,50953,3939,21807,3063,1792334,7108,5147753,6989,281325,9265,219446,8638,4646982,13376,1243963,3802,193042,7120,212466,6369,838455,9535,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7299812,2782,1645321,1879,49540,4188,19082,2374,1576699,5140,4556506,4121,272102,8266,208726,8487,4075678,12253,1097985,3098,190948,6127,201920,5933,705117,7602,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1787126,719,372103,1655,16773,2000,5221,1128,350109,2804,1073113,2110,93504,4809,95192,5173,884417,7328,341910,1579,68769,3549,82029,3465,191112,4235,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5723963,784,1278933,2221,39924,2781,12649,1437,1226360,4161,3516933,3276,190123,7199,149144,6097,3177666,10051,928097,2452,142804,4344,143305,5052,641988,6711,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,568891,1060,137556,981,5508,1521,879,537,131169,1917,343179,1522,24570,2995,17255,2966,301354,3902,88156,1038,18247,2068,15597,1795,54312,2857,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3309977,1047,656129,188,41812,4125,11856,2717,602461,4354,2000572,1188,168605,8493,172112,9520,1659855,12361,653276,514,102393,5729,216697,7988,334186,7368,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
