GEO_ID,B17001I_001E,B17001I_001M,B17001I_002E,B17001I_002M,B17001I_003E,B17001I_003M,B17001I_004E,B17001I_004M,B17001I_005E,B17001I_005M,B17001I_006E,B17001I_006M,B17001I_007E,B17001I_007M,B17001I_008E,B17001I_008M,B17001I_009E,B17001I_009M,B17001I_010E,B17001I_010M,B17001I_011E,B17001I_011M,B17001I_012E,B17001I_012M,B17001I_013E,B17001I_013M,B17001I_014E,B17001I_014M,B17001I_015E,B17001I_015M,B17001I_016E,B17001I_016M,B17001I_017E,B17001I_017M,B17001I_018E,B17001I_018M,B17001I_019E,B17001I_019M,B17001I_020E,B17001I_020M,B17001I_021E,B17001I_021M,B17001I_022E,B17001I_022M,B17001I_023E,B17001I_023M,B17001I_024E,B17001I_024M,B17001I_025E,B17001I_025M,B17001I_026E,B17001I_026M,B17001I_027E,B17001I_027M,B17001I_028E,B17001I_028M,B17001I_029E,B17001I_029M,B17001I_030E,B17001I_030M,B17001I_031E,B17001I_031M,B17001I_032E,B17001I_032M,B17001I_033E,B17001I_033M,B17001I_034E,B17001I_034M,B17001I_035E,B17001I_035M,B17001I_036E,B17001I_036M,B17001I_037E,B17001I_037M,B17001I_038E,B17001I_038M,B17001I_039E,B17001I_039M,B17001I_040E,B17001I_040M,B17001I_041E,B17001I_041M,B17001I_042E,B17001I_042M,B17001I_043E,B17001I_043M,B17001I_044E,B17001I_044M,B17001I_045E,B17001I_045M,B17001I_046E,B17001I_046M,B17001I_047E,B17001I_047M,B17001I_048E,B17001I_048M,B17001I_049E,B17001I_049M,B17001I_050E,B17001I_050M,B17001I_051E,B17001I_051M,B17001I_052E,B17001I_052M,B17001I_053E,B17001I_053M,B17001I_054E,B17001I_054M,B17001I_055E,B17001I_055M,B17001I_056E,B17001I_056M,B17001I_057E,B17001I_057M,B17001I_058E,B17001I_058M,B17001I_059E,B17001I_059M,NAME,B17001I_001EA,B17001I_001MA,B17001I_002EA,B17001I_002MA,B17001I_003MA,B17001I_003EA,B17001I_004MA,B17001I_004EA,B17001I_005MA,B17001I_005EA,B17001I_006EA,B17001I_006MA,B17001I_007EA,B17001I_007MA,B17001I_008EA,B17001I_008MA,B17001I_009MA,B17001I_009EA,B17001I_010MA,B17001I_010EA,B17001I_011EA,B17001I_011MA,B17001I_012EA,B17001I_012MA,B17001I_013EA,B17001I_013MA,B17001I_014MA,B17001I_014EA,B17001I_015MA,B17001I_015EA,B17001I_016MA,B17001I_016EA,B17001I_017EA,B17001I_017MA,B17001I_018MA,B17001I_018EA,B17001I_019MA,B17001I_019EA,B17001I_020EA,B17001I_020MA,B17001I_021MA,B17001I_021EA,B17001I_022MA,B17001I_022EA,B17001I_023MA,B17001I_023EA,B17001I_024MA,B17001I_024EA,B17001I_025EA,B17001I_025MA,B17001I_026MA,B17001I_026EA,B17001I_027MA,B17001I_027EA,B17001I_028MA,B17001I_028EA,B17001I_029MA,B17001I_029EA,B17001I_030MA,B17001I_030EA,B17001I_031MA,B17001I_031EA,B17001I_032MA,B17001I_032EA,B17001I_033EA,B17001I_033MA,B17001I_034MA,B17001I_034EA,B17001I_035MA,B17001I_035EA,B17001I_036MA,B17001I_036EA,B17001I_037MA,B17001I_037EA,B17001I_038EA,B17001I_038MA,B17001I_039MA,B17001I_039EA,B17001I_040MA,B17001I_040EA,B17001I_041EA,B17001I_041MA,B17001I_042MA,B17001I_042EA,B17001I_043EA,B17001I_043MA,B17001I_044EA,B17001I_044MA,B17001I_045MA,B17001I_045EA,B17001I_046EA,B17001I_046MA,B17001I_047MA,B17001I_047EA,B17001I_048MA,B17001I_048EA,B17001I_049MA,B17001I_049EA,B17001I_050EA,B17001I_050MA,B17001I_051EA,B17001I_051MA,B17001I_052EA,B17001I_052MA,B17001I_053MA,B17001I_053EA,B17001I_054MA,B17001I_054EA,B17001I_055MA,B17001I_055EA,B17001I_056EA,B17001I_056MA,B17001I_057EA,B17001I_057MA,B17001I_058MA,B17001I_058EA,B17001I_059MA,B17001I_059EA,state
0400000US01,197000,2484,60420,6888,29101,4130,4633,963,692,494,7167,1484,2880,1022,1052,479,582,378,2171,1093,2828,952,4612,1308,1264,666,786,530,268,269,166,171,31319,3515,4737,1045,568,413,5596,1280,2984,1043,650,489,809,422,4128,1179,4966,1420,3745,1126,1941,875,755,487,236,244,204,214,136580,6924,74672,5005,6733,1413,1789,936,10771,2479,3039,1001,923,432,1949,647,8462,1716,14134,2020,12499,2105,6741,1381,4091,832,2909,1020,632,352,61908,3995,7336,1339,931,384,7041,1224,4617,1197,1090,612,2047,627,8043,1863,9588,1652,8051,1689,5611,1584,3790,1017,2210,804,1553,619,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50078,531,4433,1484,2194,1069,294,253,15,26,337,360,182,186,25,27,0,153,891,742,229,178,59,96,11,19,131,200,0,153,20,38,2239,820,258,307,17,29,145,135,56,100,488,499,64,107,225,191,431,315,223,198,102,142,190,181,40,52,0,153,45645,1465,21992,1381,1580,518,515,563,2131,637,828,351,636,459,762,352,2988,776,3828,770,4074,953,2462,765,1114,447,1004,460,70,80,23653,1438,3493,595,582,482,2473,553,1222,544,116,116,677,455,3306,521,3694,913,3823,763,1823,666,959,324,1057,470,428,237,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2146596,3558,428910,21188,191411,10567,24876,2985,3288,954,37459,3943,14719,2171,5152,1159,9768,1426,22680,2603,18362,2658,20404,2505,14476,2051,10618,1423,5786,1218,3823,1021,237499,12269,28693,2899,5536,1449,34521,3104,14358,2285,4505,1142,10431,1906,28482,3323,34904,3505,30986,3015,18782,2370,15004,2145,6974,1378,4323,1023,1717686,21922,873452,11388,73848,3193,12528,1918,89260,4353,46093,3772,13955,1647,30638,2087,110529,3488,149386,3803,121359,3209,100086,2476,69508,1439,37182,1233,19080,1122,844234,12268,65372,2950,10486,2063,86504,4333,44113,3622,15078,1893,29263,2464,102031,3331,126400,3842,116568,3245,104562,2439,73056,2158,43538,1626,27263,1096,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,220754,1564,51167,6310,24679,3617,4496,1433,281,253,5112,1244,2008,621,1077,656,1870,769,2395,944,2469,1034,2370,881,1400,729,926,533,134,140,141,145,26488,3572,3982,939,1236,699,4684,1317,1793,697,493,357,1060,510,3448,943,3113,1098,3238,881,2287,982,549,380,457,284,148,166,169587,6443,88863,4161,7436,1244,2295,731,10950,1502,4660,1157,1532,624,2745,727,11935,1528,15562,1871,13297,1845,10231,1541,4516,890,3185,1130,519,378,80724,3876,8280,1515,2393,859,9676,1518,4644,1270,2380,860,2456,835,9077,1233,12171,1631,11335,1600,9217,1268,5297,943,2909,795,889,455,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15211283,7900,2653621,51589,1193752,24807,168174,7980,29388,3205,206675,8356,90298,6111,26404,2650,55714,3854,133405,5972,128957,5858,135848,5813,93854,5263,65922,4421,36285,3051,22828,2276,1459869,31182,146022,7142,30849,2976,192191,8933,92121,4905,28094,3285,55245,4461,169679,7900,224053,8229,204312,7014,128469,5933,90652,4968,56269,3424,41913,2662,12557662,52451,6416653,24825,472930,8123,91362,5266,606374,10883,308250,7654,98802,4813,209980,4911,760247,6719,1137751,6541,938375,5848,834035,5482,549404,4446,262493,3368,146650,2483,6141009,32358,465441,7883,87582,5161,584793,11206,298142,7978,100754,4696,195798,4822,695998,8409,968942,8512,862979,7057,793386,6180,569450,5112,306462,3646,211282,2871,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1182429,2255,185046,13041,80558,6673,12506,2168,1410,650,13053,2146,6142,1621,2054,854,3143,1014,10278,1625,10160,2269,7480,1691,5340,1345,5652,1171,2384,659,956,394,104488,7957,9619,1869,2720,975,13641,2392,6555,2034,1770,747,4881,1186,13904,2191,16450,2155,12996,1753,7534,1494,7768,1404,3448,890,3202,829,997383,13026,514997,7042,38560,2416,8877,1686,56858,3322,28894,2716,9347,1529,17846,1933,59408,2295,87760,3037,79439,2153,59235,2019,37096,1245,20648,1026,11029,936,482386,7873,38766,2550,6733,1426,54756,3172,24672,2938,7428,1244,18596,1514,51585,2406,77060,3019,68570,2174,57753,2241,39049,1542,23780,1310,13638,1147,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,566659,1388,119085,10651,50223,5419,6549,1486,852,520,7976,1826,3428,1137,1031,498,2046,721,6233,1333,5945,1590,5977,1549,4128,1039,3835,1116,1622,629,601,400,68862,6454,5568,1455,1170,586,9249,1813,3297,961,1708,724,2312,833,7598,1310,10513,1818,10917,1826,5961,1272,5510,1240,2615,768,2444,622,447574,10662,231385,5527,18222,1649,3228,891,21410,2385,14264,2173,4479,1323,7753,974,27099,1438,40733,1686,35957,1650,28932,1397,17063,1188,8431,878,3814,606,216189,6625,16791,1621,2821,926,21983,2068,10844,1771,3955,1083,5802,1241,23132,1515,34460,1720,32568,2014,30355,1636,17999,1129,10072,1008,5407,588,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,86856,1544,18740,3843,8628,2294,1836,908,127,125,1477,737,421,389,326,262,227,296,538,375,870,667,1044,481,852,536,513,598,397,403,0,198,10112,2057,1265,689,531,503,1495,836,324,266,165,205,238,188,767,444,1457,601,2380,852,878,491,116,136,373,288,123,116,68116,3550,36569,2048,2665,799,428,383,5177,921,1627,595,355,289,1568,436,4155,581,6011,1036,6589,1141,4055,1040,2315,638,1268,576,356,338,31547,2143,2023,669,598,501,3583,797,2366,840,214,193,1568,429,3535,773,5905,897,4056,890,3384,639,2580,314,1162,360,573,188,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,73440,848,9648,2780,2948,1214,470,494,57,98,71,122,48,79,0,208,78,130,566,508,916,505,238,253,106,178,190,195,115,148,93,153,6700,1863,1332,832,220,378,328,506,82,133,0,208,0,208,894,423,1420,837,1145,635,393,275,149,207,538,382,199,213,63792,2926,34879,1371,3201,523,285,329,3540,693,1333,583,747,586,549,509,2280,733,7691,515,6846,254,4429,178,2475,195,1029,350,474,315,28913,2049,2634,832,642,464,2979,596,776,506,359,339,590,423,1068,501,6983,839,4942,635,3266,276,2716,206,1101,382,857,213,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5299726,3994,936804,33477,418836,17454,44650,4512,10320,1953,57812,5701,27003,3460,8989,2093,14390,2177,35499,3608,42349,4591,49835,4464,44260,4653,35425,4271,26979,2487,21325,2800,517968,19386,46779,4437,7383,1724,53980,4846,23141,3564,7585,1656,14611,2425,46443,4017,70853,4876,71078,5843,54678,4088,46005,3766,35647,3320,39785,3308,4362922,33309,2182991,17673,136408,4490,24731,3578,159726,6140,88245,5606,26279,2871,58258,2956,225452,4136,353646,5408,355884,4828,322871,4681,218834,4447,125122,2955,87535,3273,2179931,19646,127839,4653,23334,2838,165144,6287,80734,5199,26869,3095,57685,3264,190144,4481,311963,5586,332671,6257,324298,4595,244704,4326,161987,3819,132559,3399,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
