GEO_ID,B27017_001E,B27017_001M,B27017_002E,B27017_002M,B27017_003E,B27017_003M,B27017_004E,B27017_004M,B27017_005E,B27017_005M,B27017_006E,B27017_006M,B27017_007E,B27017_007M,B27017_008E,B27017_008M,B27017_009E,B27017_009M,B27017_010E,B27017_010M,B27017_011E,B27017_011M,B27017_012E,B27017_012M,B27017_013E,B27017_013M,B27017_014E,B27017_014M,B27017_015E,B27017_015M,B27017_016E,B27017_016M,B27017_017E,B27017_017M,B27017_018E,B27017_018M,B27017_019E,B27017_019M,B27017_020E,B27017_020M,B27017_021E,B27017_021M,B27017_022E,B27017_022M,B27017_023E,B27017_023M,B27017_024E,B27017_024M,B27017_025E,B27017_025M,B27017_026E,B27017_026M,B27017_027E,B27017_027M,B27017_028E,B27017_028M,B27017_029E,B27017_029M,B27017_030E,B27017_030M,B27017_031E,B27017_031M,B27017_032E,B27017_032M,B27017_033E,B27017_033M,B27017_034E,B27017_034M,B27017_035E,B27017_035M,B27017_036E,B27017_036M,B27017_037E,B27017_037M,B27017_038E,B27017_038M,B27017_039E,B27017_039M,B27017_040E,B27017_040M,B27017_041E,B27017_041M,B27017_042E,B27017_042M,B27017_043E,B27017_043M,B27017_044E,B27017_044M,B27017_045E,B27017_045M,B27017_046E,B27017_046M,B27017_047E,B27017_047M,B27017_048E,B27017_048M,B27017_049E,B27017_049M,B27017_050E,B27017_050M,B27017_051E,B27017_051M,B27017_052E,B27017_052M,B27017_053E,B27017_053M,B27017_054E,B27017_054M,B27017_055E,B27017_055M,B27017_056E,B27017_056M,B27017_057E,B27017_057M,B27017_058E,B27017_058M,B27017_059E,B27017_059M,B27017_060E,B27017_060M,B27017_061E,B27017_061M,B27017_062E,B27017_062M,B27017_063E,B27017_063M,B27017_064E,B27017_064M,B27017_065E,B27017_065M,B27017_066E,B27017_066M,B27017_067E,B27017_067M,B27017_068E,B27017_068M,B27017_069E,B27017_069M,B27017_070E,B27017_070M,B27017_071E,B27017_071M,B27017_072E,B27017_072M,B27017_073E,B27017_073M,B27017_074E,B27017_074M,B27017_075E,B27017_075M,B27017_076E,B27017_076M,B27017_077E,B27017_077M,B27017_078E,B27017_078M,B27017_079E,B27017_079M,B27017_080E,B27017_080M,B27017_081E,B27017_081M,B27017_082E,B27017_082M,B27017_083E,B27017_083M,B27017_084E,B27017_084M,B27017_085E,B27017_085M,B27017_086E,B27017_086M,B27017_087E,B27017_087M,B27017_088E,B27017_088M,B27017_089E,B27017_089M,B27017_090E,B27017_090M,B27017_091E,B27017_091M,NAME,B27017_001MA,B27017_001EA,B27017_002EA,B27017_002MA,B27017_003EA,B27017_003MA,B27017_004MA,B27017_004EA,B27017_005MA,B27017_005EA,B27017_006EA,B27017_006MA,B27017_007EA,B27017_007MA,B27017_008EA,B27017_008MA,B27017_009EA,B27017_009MA,B27017_010MA,B27017_010EA,B27017_011MA,B27017_011EA,B27017_012MA,B27017_012EA,B27017_013MA,B27017_013EA,B27017_014EA,B27017_014MA,B27017_015MA,B27017_015EA,B27017_016EA,B27017_016MA,B27017_017EA,B27017_017MA,B27017_018EA,B27017_018MA,B27017_019EA,B27017_019MA,B27017_020EA,B27017_020MA,B27017_021MA,B27017_021EA,B27017_022MA,B27017_022EA,B27017_023MA,B27017_023EA,B27017_024EA,B27017_024MA,B27017_025EA,B27017_025MA,B27017_026EA,B27017_026MA,B27017_027EA,B27017_027MA,B27017_028EA,B27017_028MA,B27017_029EA,B27017_029MA,B27017_030EA,B27017_030MA,B27017_031MA,B27017_031EA,B27017_032MA,B27017_032EA,B27017_033MA,B27017_033EA,B27017_034MA,B27017_034EA,B27017_035EA,B27017_035MA,B27017_036EA,B27017_036MA,B27017_037MA,B27017_037EA,B27017_038MA,B27017_038EA,B27017_039MA,B27017_039EA,B27017_040EA,B27017_040MA,B27017_041EA,B27017_041MA,B27017_042EA,B27017_042MA,B27017_043MA,B27017_043EA,B27017_044MA,B27017_044EA,B27017_045MA,B27017_045EA,B27017_046EA,B27017_046MA,B27017_047EA,B27017_047MA,B27017_048MA,B27017_048EA,B27017_049MA,B27017_049EA,B27017_050MA,B27017_050EA,B27017_051EA,B27017_051MA,B27017_052EA,B27017_052MA,B27017_053EA,B27017_053MA,B27017_054MA,B27017_054EA,B27017_055MA,B27017_055EA,B27017_056MA,B27017_056EA,B27017_057EA,B27017_057MA,B27017_058EA,B27017_058MA,B27017_059MA,B27017_059EA,B27017_060MA,B27017_060EA,B27017_061MA,B27017_061EA,B27017_062EA,B27017_062MA,B27017_063EA,B27017_063MA,B27017_064EA,B27017_064MA,B27017_065MA,B27017_065EA,B27017_066MA,B27017_066EA,B27017_067MA,B27017_067EA,B27017_068EA,B27017_068MA,B27017_069EA,B27017_069MA,B27017_070MA,B27017_070EA,B27017_071MA,B27017_071EA,B27017_072MA,B27017_072EA,B27017_073EA,B27017_073MA,B27017_074EA,B27017_074MA,B27017_075EA,B27017_075MA,B27017_076MA,B27017_076EA,B27017_077MA,B27017_077EA,B27017_078MA,B27017_078EA,B27017_079EA,B27017_079MA,B27017_080EA,B27017_080MA,B27017_081MA,B27017_081EA,B27017_082MA,B27017_082EA,B27017_083MA,B27017_083EA,B27017_084EA,B27017_084MA,B27017_085EA,B27017_085MA,B27017_086EA,B27017_086MA,B27017_087MA,B27017_087EA,B27017_088MA,B27017_088EA,B27017_089EA,B27017_089MA,B27017_090EA,B27017_090MA,B27017_091EA,B27017_091MA,state
0400000US01,4740475,3228,352069,17765,128141,10188,14272,3059,113869,9844,204248,10257,67491,5257,136757,8031,19680,1970,9707,1418,9973,1668,450494,17096,151238,10291,19291,3345,131947,9898,241059,9552,77634,5840,163425,8589,58197,3709,21847,2471,36350,2905,378637,14343,110180,8092,26366,4137,83814,6975,197844,8802,87888,6402,109956,6639,70613,3831,31100,2804,39513,3169,101395,9705,23062,4009,7573,1972,15489,3642,57209,6560,30269,4041,26940,3968,21124,2451,11111,1809,10013,1527,484463,21400,126866,9979,63296,7796,63570,7240,272511,12442,175694,9518,96817,7511,85086,5385,46236,4063,38850,3174,420234,16993,100360,7426,63884,6702,36476,4298,243487,11293,176978,9813,66509,6016,76387,4238,45676,3156,30711,2967,375350,17218,88114,7328,64628,6692,23486,4071,216163,10827,173292,9929,42871,4224,71073,5063,46006,3771,25067,3132,667785,20157,149389,7677,127183,7413,22206,3300,404733,14369,345547,12682,59186,6593,113663,5280,77129,4360,36534,3382,1510048,26531,265239,9494,242901,9125,22338,3927,977716,17819,909099,17671,68617,6197,267093,7379,206460,7589,60633,4358,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,709548,2461,41036,3678,13897,2093,1954,937,11943,1985,25365,2343,5821,1475,19544,1990,1774,604,859,531,915,345,38841,6202,14850,4212,1902,1284,12948,4034,19722,2482,3415,848,16307,2359,4269,1143,1370,619,2899,953,36094,3770,11335,1881,2451,1013,8884,1709,19685,2315,6679,1597,13006,1834,5074,968,1561,613,3513,811,15618,4394,6180,2365,2608,1510,3572,1772,7521,2134,2925,1198,4596,1504,1917,942,806,595,1111,482,54873,6869,17614,3616,6666,2158,10948,2551,32022,4049,13272,2511,18750,2930,5237,752,1788,455,3449,662,59159,6498,18267,2951,9244,2289,9023,2223,35303,4400,18270,2732,17033,3114,5589,962,2406,505,3183,778,50125,5512,16303,2728,10430,2417,5873,1698,29350,3117,18558,2795,10792,1766,4472,1073,2466,804,2006,699,101217,7548,28014,3614,20474,3246,7540,2008,62756,4916,44835,4061,17921,2657,10447,1385,6642,1033,3805,844,312585,10102,62466,4515,52629,4215,9837,2576,207386,6796,177939,6554,29447,3760,42733,2083,32829,2020,9904,1670,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6841639,4503,468888,19143,148929,11633,24185,4439,124744,11300,276851,10588,85565,5935,191286,9545,43108,4058,18603,2697,24505,2831,549968,23802,198853,13100,27761,4100,171092,12465,286700,13074,71786,4906,214914,11459,64415,4188,22622,2210,41793,3423,502119,23796,173317,14354,43230,6096,130087,12135,248838,11719,79842,5827,168996,10695,79964,4361,32944,3058,47020,3306,161300,14135,56600,6956,19378,4220,37222,5792,80222,7331,34786,4639,45436,5346,24478,3174,12039,2104,12439,2044,668741,27136,187343,13409,90139,9538,97204,8710,368834,15097,192522,10393,176312,8928,112564,6020,48823,3816,63741,4529,621280,26024,165083,12105,104555,9761,60528,7248,351564,16249,222928,11352,128636,9838,104633,4764,53454,3990,51179,4063,546121,21734,129279,9411,96883,7542,32396,5438,310428,13444,220763,10111,89665,7568,106414,5812,57800,3885,48614,3955,980729,27546,224953,11984,183809,10916,41144,5118,580179,18818,458052,14859,122127,8925,175597,6590,103960,4851,71637,4673,2342493,27747,400901,12952,371793,11917,29108,4213,1463743,18582,1317281,18889,146462,9427,477849,8852,312529,8070,165320,6546,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2911683,3113,199669,12396,71521,7069,6156,1560,65365,7241,114041,7375,32898,4018,81143,6033,14107,1850,5701,1245,8406,1322,278696,11917,93228,7380,10947,2423,82281,6984,150763,7344,43371,4248,107392,6371,34705,2642,12212,1786,22493,2052,257369,11686,77745,6465,10996,2330,66749,6297,135076,6386,49812,4368,85264,5843,44548,3404,18042,2176,26506,2618,80121,8023,26297,4089,5969,2308,20328,3684,40154,4356,18316,3136,21838,2943,13670,2167,5634,1042,8036,1891,328108,17732,94211,7956,32817,4327,61394,6193,177312,11581,105921,8037,71391,7040,56585,3665,27297,2457,29288,2849,297245,13665,78800,6309,42273,5057,36527,4869,163744,9453,116876,8073,46868,4788,54701,3888,29700,2952,25001,2947,252636,14368,59995,5810,38873,4527,21122,3384,144781,9153,108861,7596,35920,4020,47860,4024,29375,3127,18485,2657,389946,18182,87783,6674,67317,5212,20466,3752,236289,11281,191796,9952,44493,4489,65874,4303,42342,3794,23532,2958,827893,21404,144652,7284,131859,6799,12793,2741,534972,14288,488553,13450,46419,4497,148269,5712,108460,5304,39809,3698,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38718989,10195,2250085,45607,683515,24394,114066,8057,569449,22637,1393045,28661,476060,13658,916985,22862,173525,7666,59099,3586,114426,7229,2908058,53989,1021216,29088,142142,12815,879074,28054,1509493,29446,362565,12373,1146928,27340,377349,10933,88636,5356,288713,9059,2604901,59622,839521,27516,175305,12277,664216,24496,1371477,33081,415895,13716,955582,28190,393903,12900,105900,5689,288003,10943,793324,34373,260556,15351,66697,7897,193859,13396,424310,19983,152638,8744,271672,16263,108458,6188,34138,3041,74320,5142,3435252,63812,959623,30901,368800,17753,590823,23370,2021963,38106,979820,22160,1042143,28562,453666,12241,172678,7431,280988,9145,3194884,54883,837641,22535,427061,16179,410580,17125,1924044,38167,1138911,27208,785133,20620,433199,10462,182103,6900,251096,8485,2716440,58753,670728,23961,427453,19419,243275,14376,1666296,36078,1115533,28313,550763,19058,379416,12005,177275,7551,202141,9743,4841067,59896,1069065,23130,830060,18347,239005,12020,3095903,39362,2364269,33794,731634,20537,676099,13239,351303,10315,324796,9338,15974978,82433,3032419,30064,2795938,28239,236481,10403,10528096,57530,9534464,52707,993632,21852,2414463,22472,1545682,18461,868781,16685,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5458913,4153,261149,12546,69345,5887,13745,3201,55600,5592,168953,7990,71342,5365,97611,6189,22851,2880,9354,1628,13497,2010,302901,15079,88405,8391,14314,3249,74091,7506,178419,8608,59393,5120,119026,7731,36077,2512,12515,1692,23562,2498,290488,14205,95451,8508,20659,3619,74792,7858,149350,7199,54550,4189,94800,5901,45687,3370,18773,2013,26914,2812,86765,8954,30629,5802,9250,2426,21379,4865,44462,4462,20297,2999,24165,3478,11674,1893,4974,1294,6700,1333,455148,18972,131115,9254,53440,5695,77675,7995,267226,11084,150359,7073,116867,8243,56807,3969,29003,2628,27804,2568,447557,20071,126762,9064,67852,7224,58910,6738,255468,11951,160611,8470,94857,8341,65327,4607,32251,2769,33076,3532,386078,15542,97343,6322,67344,5695,29999,3894,227861,9823,163581,7442,64280,5962,60874,3922,34785,3134,26089,2719,781259,22904,183682,10051,143833,8742,39849,3951,490505,15295,387651,13323,102854,6337,107072,4495,63063,3829,44009,3027,2447568,25802,480721,12221,440187,11750,40534,4997,1614445,18257,1481048,16259,133397,7169,352402,6814,239474,6703,112928,5920,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3477454,1756,160158,10781,46401,6319,8983,2242,37418,6078,99032,6038,30023,3925,69009,5241,14725,2157,6507,1133,8218,1864,173821,11619,52500,5760,9898,2689,42602,5193,95003,6773,22066,3342,72937,5934,26318,2632,9529,1725,16789,2120,159933,12657,52485,6286,10607,2668,41878,5772,79066,6275,21387,2832,57679,5821,28382,3139,10677,1844,17705,2421,56330,7641,18980,4120,5268,1767,13712,3562,28391,3689,9428,2078,18963,3280,8959,1673,4249,1263,4710,1299,231295,14513,63285,6280,29082,4742,34203,4748,127330,8917,62933,6150,64397,6634,40680,2878,20352,1871,20328,2643,236991,16254,58302,6657,28651,4557,29651,4775,133484,9833,83975,7030,49509,6298,45205,3846,25409,2917,19796,2608,225710,14422,48920,5336,29387,3870,19533,3973,133521,9937,89405,6668,44116,6371,43269,3330,22991,2078,20278,2876,442520,19593,94240,7637,74425,7120,19815,3181,264640,13020,209530,10816,55110,5880,83640,5406,49074,4179,34566,3412,1790696,26263,338524,7774,316504,8175,22020,3035,1163864,18684,1078063,17937,85801,6453,288308,6310,206222,6001,82086,5025,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,932232,1691,64617,5498,15145,2766,4292,1780,10853,2409,43302,3596,24078,2777,19224,2504,6170,1417,2624,666,3546,1268,62232,7642,22271,4339,5163,1882,17108,4301,31773,3767,11766,2467,20007,2999,8188,1648,2368,792,5820,1426,56744,7438,17785,3888,7100,2416,10685,2867,29233,4260,13213,3419,16020,3007,9726,1443,4555,996,5171,1210,13997,4128,5258,2099,1560,1209,3698,1676,6922,2204,3126,1187,3796,1836,1817,617,730,357,1087,518,68465,8114,19954,3996,10704,2238,9250,2996,37625,4363,23897,3205,13728,2644,10886,1610,5692,1027,5194,1221,70652,7397,18391,3385,11815,2939,6576,2361,37335,4721,26617,3632,10718,2138,14926,2301,9551,1749,5375,1408,64584,7803,18007,3675,12863,2971,5144,2058,34046,4557,26186,3593,7860,2455,12531,1723,9428,1539,3103,1032,127041,9610,24971,3764,20877,3620,4094,1238,78816,6548,64893,6202,13923,2210,23254,2459,14858,1715,8396,1927,403900,12779,68242,5071,65190,4983,3052,1108,254025,9101,238892,8975,15133,2134,81633,3601,62991,3202,18642,2616,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,658491,842,59021,6123,17558,3387,1895,1109,15663,3270,36953,3574,14945,2088,22008,2614,4510,1388,2052,890,2458,910,50899,6200,15023,3438,3772,2346,11251,3040,28827,3450,9852,1734,18975,2915,7049,1446,2380,873,4669,1216,32301,5132,8863,2660,1062,918,7801,2531,17857,2520,6173,1427,11684,2482,5581,1443,1778,616,3803,1112,6989,2575,1751,1222,928,1092,823,618,4533,1582,1556,731,2977,1439,705,405,291,265,414,288,40586,6492,11199,3040,3283,1294,7916,2622,23930,3994,10728,2333,13202,2927,5457,1176,2745,770,2712,883,32246,5411,6588,2494,3341,1554,3247,1948,20759,3348,10438,1745,10321,2572,4899,1081,3107,943,1792,605,29841,5286,6229,2110,3008,1642,3221,1434,19477,3446,11044,2334,8433,2198,4135,928,2621,759,1514,603,59851,6797,8372,2718,4699,1853,3673,1995,45128,4428,36423,3623,8705,2263,6351,1358,3697,961,2654,893,346757,8689,51002,3378,45758,3008,5244,1977,252958,6317,233719,6087,19239,3158,42797,2226,34457,2174,8340,1615,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20530378,6648,1277799,38608,382461,20864,56949,7844,325512,18467,747184,22035,261039,13776,486145,16540,148154,7668,54577,4767,93577,6294,1610773,41700,501997,21588,70686,8144,431311,19538,833407,22292,265566,9845,567841,20380,275369,10444,74795,4642,200574,9674,1557012,41118,443114,17249,94723,9653,348391,16106,794589,24861,326531,13779,468058,18316,319309,10484,98034,5564,221275,9092,497720,21986,143559,10264,40926,4965,102633,8799,257861,13957,128792,9774,129069,8680,96300,5779,34372,3183,61928,5403,2173737,38923,524193,18359,212962,13412,311231,15115,1224895,24997,717078,19560,507817,17542,424649,14096,174946,8386,249703,10689,1977050,42824,440159,16363,237619,12896,202540,12373,1130330,28617,739410,22297,390920,14917,406561,13378,179917,8314,226644,10317,1714500,41531,353161,15089,235809,13728,117352,8136,1010491,27284,721475,22364,289016,12029,350848,11775,173548,7794,177300,9731,2833412,50019,513378,18948,393861,15442,119517,9293,1744013,33986,1362282,28843,381731,15633,576021,13766,310232,9614,265789,10744,6888375,58637,1062894,19770,947870,19156,115024,7987,4275949,42396,3815608,42704,460341,16846,1549532,16408,1003796,16136,545736,13045,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
