GEO_ID,B07004G_001E,B07004G_001M,B07004G_002E,B07004G_002M,B07004G_003E,B07004G_003M,B07004G_004E,B07004G_004M,B07004G_005E,B07004G_005M,B07004G_006E,B07004G_006M,NAME,B07004G_001EA,B07004G_001MA,B07004G_002EA,B07004G_002MA,B07004G_003MA,B07004G_003EA,B07004G_004MA,B07004G_004EA,B07004G_005MA,B07004G_005EA,B07004G_006MA,B07004G_006EA,state
0400000US01,90162,6499,70316,5890,9108,2533,4671,1486,5255,1759,812,551,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,61661,5158,48882,4324,9549,2480,1213,419,1693,916,324,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,259293,11757,205518,10931,36769,5358,4939,1625,9061,1976,3006,1428,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,82325,5443,65490,4967,10525,2685,4050,1028,1499,633,761,737,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1886666,38457,1578097,35897,188123,11614,70300,5425,30621,4007,19525,4391,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,187658,10516,143592,9393,20369,3227,11104,1925,10831,2659,1762,957,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115285,7507,95509,6960,13339,3698,3715,1769,2446,946,276,325,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28623,3644,25068,3526,2133,1024,368,301,1054,503,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20342,3245,15928,2772,1833,766,0,208,2379,1051,202,186,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,539879,21443,431596,19382,62440,7099,21869,4129,17908,3030,6066,2434,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,276685,14942,225542,13448,22133,4173,15592,2831,11035,2829,2383,1069,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,325541,12209,290153,11491,23869,3670,2071,858,7883,2372,1565,849,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,51215,5878,39031,5363,5050,1893,2790,1039,4272,2545,72,125,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,325122,13107,268220,11500,34528,4478,9963,2238,9683,2028,2728,1199,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,171179,8122,137280,7762,19282,2772,7746,1717,5741,1650,1130,612,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,65497,5455,49814,4927,9642,2159,2240,616,3089,1507,712,587,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,97454,5990,77976,5983,10400,1962,4089,1033,4384,1310,605,452,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,96916,6351,73898,5678,12574,2369,4824,1138,5345,2210,275,214,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,83678,6950,68239,6120,7671,2025,3322,1260,3990,1816,456,357,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,29698,2206,20327,2048,5190,1300,2676,815,1014,570,491,476,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
