GEO_ID,C17010A_001E,C17010A_001M,C17010A_002E,C17010A_002M,C17010A_003E,C17010A_003M,C17010A_004E,C17010A_004M,C17010A_005E,C17010A_005M,C17010A_006E,C17010A_006M,C17010A_007E,C17010A_007M,C17010A_008E,C17010A_008M,C17010A_009E,C17010A_009M,C17010A_010E,C17010A_010M,C17010A_011E,C17010A_011M,C17010A_012E,C17010A_012M,C17010A_013E,C17010A_013M,C17010A_014E,C17010A_014M,C17010A_015E,C17010A_015M,C17010A_016E,C17010A_016M,C17010A_017E,C17010A_017M,NAME,C17010A_001EA,C17010A_001MA,C17010A_002EA,C17010A_002MA,C17010A_003MA,C17010A_003EA,C17010A_004MA,C17010A_004EA,C17010A_005EA,C17010A_005MA,C17010A_006EA,C17010A_006MA,C17010A_007EA,C17010A_007MA,C17010A_008MA,C17010A_008EA,C17010A_009MA,C17010A_009EA,C17010A_010EA,C17010A_010MA,C17010A_011EA,C17010A_011MA,C17010A_012EA,C17010A_012MA,C17010A_013MA,C17010A_013EA,C17010A_014MA,C17010A_014EA,C17010A_015EA,C17010A_015MA,C17010A_016EA,C17010A_016MA,C17010A_017EA,C17010A_017MA,state
0400000US13,1590594,12473,120503,5991,58932,4740,33153,3573,61571,3910,11961,1884,8964,1648,49610,3766,40319,3586,1470091,13061,1224902,13222,487978,10117,245189,8055,83426,5284,40828,4309,161763,6425,85345,5324,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,98502,3783,6677,1434,2463,702,914,389,4214,1202,820,535,590,488,3394,1049,3358,1053,91825,3413,77498,3262,31426,2266,14327,1915,5899,1278,3404,1218,8428,1304,4877,1175,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,384590,6997,30899,2780,14664,1789,7822,1422,16235,2012,2451,834,2101,773,13784,1778,12595,1702,353691,6788,298508,6110,124084,4334,55183,4392,21167,2949,11685,1915,34016,2697,19305,2159,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2321108,14655,150753,6889,65116,4549,34577,3183,85637,4557,16487,1856,11578,1630,69150,4284,59623,3836,2170355,15174,1782073,14008,697540,9078,388282,7971,132549,5139,67792,4161,255733,6613,135177,5061,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1440645,10614,108075,5571,39584,2989,20532,2343,68491,4840,12482,1818,8716,1424,56009,4119,49140,3877,1332570,11160,1082974,10557,414282,7450,249596,6868,89036,5018,51597,3663,160560,5129,90325,5132,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,738325,7439,41767,2784,17829,1940,8055,1328,23938,2079,4489,1075,3726,992,19449,1837,17388,1741,696558,7339,583145,7225,222373,5548,113413,5092,42088,3545,27766,3214,71325,3537,45156,2719,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,645053,6685,43206,2493,17663,1577,10072,1334,25543,2355,4600,1142,3726,1002,20943,2066,18616,2049,601847,6718,499381,6498,201614,5403,102466,4501,36195,2672,22065,2260,66271,3776,40831,3520,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1012455,10581,122015,5079,53925,3687,27770,2598,68090,3779,12634,1960,8880,1580,55456,3643,45277,3305,890440,11260,723826,10462,281180,7655,166614,6302,56045,3770,31139,3115,110569,4606,59868,3697,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,739299,9321,61820,4746,23594,3066,12848,1968,38226,3377,7668,1794,5968,1642,30558,2935,24965,2678,677479,9334,551089,8777,212732,6150,126390,6005,44554,3743,23182,2855,81836,4816,42920,3774,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,318954,6192,19028,2231,7946,1223,3310,867,11082,1820,2959,928,2454,861,8123,1362,7450,1367,299926,5672,249314,5861,79753,3369,50612,3609,17115,1842,10443,1527,33497,2878,17924,2019,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,872761,7555,34024,2467,14750,1659,5841,1183,19274,2234,4382,1165,2469,798,14892,2029,11720,1914,838737,7875,691233,7894,271291,5939,147504,5748,47174,3685,23004,2731,100330,4852,51101,3229,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1340695,13102,71797,3551,21224,2528,8246,1799,50573,3769,5681,1291,3636,1059,44892,3689,36882,3134,1268898,13082,1013234,12216,385130,8179,255664,9515,76905,5280,34706,3606,178759,7682,88563,4752,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2066713,12196,153653,5770,64308,3571,33553,2666,89345,4391,20401,2227,14924,2080,68944,3921,57403,3516,1913060,11549,1566889,12397,564488,6686,346171,7518,120723,4191,64961,3844,225448,7360,113144,5081,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1204405,9358,44889,3279,18590,2031,8592,1324,26299,2330,5077,854,4000,780,21222,2075,17927,1980,1159516,9026,979777,8449,376541,5215,179739,5147,65200,3445,39143,2701,114539,4324,68184,3505,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,446485,7288,35944,2991,16529,2281,8199,1721,19415,2345,3235,1083,2600,928,16180,2102,13954,1912,410541,7409,341620,7420,129861,4834,68921,4044,24229,2736,13310,2285,44692,3532,23140,2484,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1303624,12776,100106,4820,40435,3372,18885,2151,59671,4137,11727,2099,9077,1773,47944,3557,41543,3186,1203518,12418,985424,11313,372641,7721,218094,7478,75140,4109,41278,3283,142954,5640,80547,3975,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,240894,4974,15203,2133,8288,1773,4324,1330,6915,1182,1484,497,934,405,5431,1091,4870,1043,225691,5062,191670,5756,66454,3515,34021,3118,13089,1828,7302,1645,20932,2269,10738,1554,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,438410,5796,26109,2528,10989,1437,6219,1079,15120,1999,2818,866,2193,731,12302,1763,11466,1722,412301,6087,347461,5540,141556,4162,64840,3272,24956,2133,15382,1686,39884,2753,26651,2352,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,482554,7662,30160,2775,13219,1860,6796,1307,16941,2239,4015,1163,2643,810,12926,1981,11168,1865,452394,8052,350250,7930,135283,5656,102144,4968,38020,2938,20054,2367,64124,4147,33379,3388,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,326744,5308,15620,2164,5256,1173,2065,754,10364,1675,2219,845,1803,749,8145,1470,7461,1418,311124,5294,256276,5405,90195,3991,54848,4153,21155,2335,11199,1729,33693,3146,18017,2181,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1577670,11670,83332,4753,37647,3000,21260,2246,45685,3549,7037,1432,4589,1257,38648,3476,31541,3125,1494338,11432,1202704,12906,483834,8773,291634,8225,94419,5133,40062,2870,197215,6306,89529,4824,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,377818,8252,49692,3690,20052,2683,9147,1734,29640,3236,5733,1293,4288,1113,23907,3071,20072,2851,328126,7413,251886,6557,88331,4414,76240,3870,25348,3345,13684,2259,50892,3372,28740,2349,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3062264,17736,206727,6437,93469,5099,50770,3631,113258,5063,21358,2291,15282,2100,91900,4638,74482,4412,2855537,18037,2288025,17269,853458,11335,567512,12410,184717,7798,85339,4931,382795,10010,181810,5512,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1879504,13854,145640,6919,67560,4617,36109,3732,78080,4604,17569,2352,13364,2075,60511,4142,51596,4036,1733864,13795,1449510,15445,539237,10417,284354,8937,94982,5112,53089,3973,189372,6914,100557,5376,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,170120,3629,8252,1239,3451,846,858,357,4801,1029,1054,509,802,439,3747,1013,3256,917,161868,3610,138067,3493,53150,2634,23801,2176,9784,1767,5962,1215,14017,1587,8415,1216,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2498582,14048,191071,6581,65871,3577,35242,2797,125200,6706,22638,2439,15342,2235,102562,5958,88498,5640,2307511,13187,1859756,12735,683514,11227,447755,9596,157150,5116,82340,4448,290605,7342,153903,5527,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,744047,7251,70947,3126,30188,2242,16588,1768,40759,2158,7534,1041,5940,1055,33225,1957,28338,1974,673100,7014,545298,6803,210430,4892,127802,4522,42767,2857,22849,2066,85035,3799,49474,3183,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,886392,10651,70713,4709,30900,3019,16247,2366,39813,3501,8414,1369,6639,1327,31399,3336,25525,3001,815679,10552,664075,9898,242060,6195,151604,7141,53297,4507,28728,2941,98307,5873,54786,4269,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2692747,14908,166985,6431,62050,3348,29338,2505,104935,5442,18336,2009,13883,1948,86599,4836,71760,4625,2525762,13499,2066069,13048,732232,10153,459693,10864,157179,6114,77869,4768,302514,8279,149129,5981,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,213327,5398,13503,2186,4797,1299,2653,1071,8706,1573,1499,666,962,547,7207,1479,6355,1425,199824,5480,162066,5066,62225,4000,37758,2948,10523,1509,4584,1046,27235,2705,12917,1690,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,892436,10375,66038,3628,29211,2662,13754,1888,36827,2929,7289,1388,5142,1201,29538,2864,24599,2730,826398,10740,690876,10623,238303,6711,135522,5443,43272,3342,23030,2588,92250,4666,48667,3977,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,192044,3428,9982,1316,4682,836,1556,484,5300,1170,600,314,495,270,4700,1134,4200,1059,182062,3440,154686,3830,58949,2972,27376,2340,10185,1384,5510,1061,17191,1897,10941,1446,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1389290,13544,126812,4887,54431,3376,29345,2624,72381,4317,13111,2237,9241,1984,59270,3972,49439,3693,1262478,13498,1037528,13242,378227,8274,224950,6749,75134,4586,43940,3834,149816,5861,78294,4884,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5099068,20880,526148,11547,232019,7774,144883,6160,294129,10592,49014,3824,34848,3203,245115,10234,218582,9547,4572920,21586,3640694,25301,1628910,20863,932226,14527,303056,9660,152628,7619,629170,12416,361058,10385,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,641133,7486,38069,2968,20372,2137,12499,1960,17697,1991,2360,745,1755,635,15337,1899,13578,1850,603064,7592,516130,7072,257462,5551,86934,4345,30216,3409,18487,2612,56718,3221,32813,2994,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,147719,3429,10150,1514,3960,968,2180,761,6190,1103,1108,527,877,512,5082,1006,4234,864,137569,3364,111736,3041,35808,2181,25833,2329,8619,1162,4768,947,17214,2038,9022,1401,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1489954,11112,79219,5174,33799,2984,15563,2230,45420,3486,7837,1532,5392,1357,37583,3205,32058,3177,1410735,11445,1179707,12561,462095,9274,231028,7278,78172,4421,41310,3059,152856,5615,83916,4506,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1460538,13163,86133,5466,34896,2696,17527,2049,51237,5244,11458,2388,8473,2038,39779,4210,33897,3645,1374405,12825,1125300,12127,434315,8518,249105,8104,85236,5313,45818,3923,163869,6171,90377,5259,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,439708,6475,59565,4040,24826,2595,12812,1868,34739,3276,7791,1625,5512,1330,26948,2851,21410,2432,380143,6527,311051,6246,103652,4592,69092,3987,26263,2399,14146,1728,42829,3525,20464,2524,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1316208,9730,71790,4187,28505,1833,12835,1602,43285,3660,8682,1511,7046,1434,34603,3031,29628,2727,1244418,9605,1030254,11031,369428,7015,214164,6602,78512,4082,46259,3164,135652,5064,79437,3875,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,135662,3523,9710,1726,4691,1217,2792,1102,5019,1340,680,492,383,285,4339,1239,3832,1251,125952,3561,105411,3897,40265,3234,20541,2449,7665,1465,4337,1207,12876,1722,8254,1508,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,529865,11752,207628,6843,85741,5266,28254,3339,121887,5778,21357,2595,12321,2025,100530,5535,65775,4784,322237,10930,223981,8628,62512,4468,98256,5485,25713,2882,10291,1930,72543,4420,23868,2747,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
