GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001EA,B10057_001MA,B10057_002EA,B10057_002MA,B10057_003MA,B10057_003EA,B10057_004MA,B10057_004EA,B10057_005MA,B10057_005EA,B10057_006EA,B10057_006MA,B10057_007EA,B10057_007MA,B10057_008MA,B10057_008EA,B10057_009MA,B10057_009EA,B10057_010EA,B10057_010MA,B10057_011EA,B10057_011MA,state
0400000US13,252880,11088,150728,9452,64268,6125,37684,4444,26584,3289,86460,6897,102152,5957,32737,2776,18687,2391,14050,2139,69415,5457,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,57545,4246,39773,3343,7634,1409,3592,1004,4042,1029,32139,3353,17772,2525,2670,625,803,315,1867,568,15102,2184,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29879,3330,18205,3179,7943,2086,4347,1570,3596,1263,10262,2350,11674,1894,2973,930,2124,879,849,359,8701,1762,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,260192,11008,162404,8766,45876,4563,26325,3317,19551,2325,116528,7678,97788,5373,26537,2932,13067,2070,13470,2056,71251,4885,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,119824,8293,72955,6237,36410,3669,22376,2824,14034,2442,36545,4765,46869,4251,15503,1882,8158,1370,7345,1254,31366,3452,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,34226,3446,21358,2975,9528,1740,5883,1242,3645,927,11830,2107,12868,1625,2854,648,1628,472,1226,390,10014,1623,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,43678,3733,27960,3292,13121,1766,6991,1522,6130,1277,14839,2821,15718,2054,4311,849,2313,650,1998,663,11407,1731,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,109663,6478,70768,5746,36104,4193,22836,3512,13268,1979,34664,3515,38895,2971,15769,1963,9079,1418,6690,1119,23126,2452,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111451,7403,62169,6092,32656,3885,18777,2708,13879,2180,29513,4158,49282,3667,18291,2048,9700,1444,8591,1543,30991,3153,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19812,2588,12080,1996,3441,848,1877,611,1564,631,8639,1784,7732,1626,1717,617,913,391,804,459,6015,1487,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149727,8759,89413,6821,30982,4315,18075,2939,12907,2781,58431,4951,60314,4704,18246,2473,9308,1838,8938,1887,42068,3871,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124335,7790,75240,6891,20296,3786,11115,2402,9181,2235,54944,5697,49095,3884,11261,1498,4971,1239,6290,1319,37834,3716,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,172905,6790,107730,6148,40400,3575,22432,2855,17968,2064,67330,4725,65175,3941,20551,2133,12939,2026,7612,1123,44624,3060,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67203,4754,41378,3723,13343,1960,6923,1391,6420,1212,28035,3197,25825,2347,7606,1170,3671,753,3935,842,18219,1977,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77051,4589,42977,3693,21708,2631,10723,2155,10985,1824,21269,2827,34074,3019,14521,2433,8787,1628,5734,1427,19553,2298,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,116474,7404,71107,5846,35235,3906,20954,2811,14281,2433,35872,3642,45367,4045,18565,2299,11155,1845,7410,1434,26802,3127,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16160,2199,11696,2027,6292,1365,3341,1152,2951,821,5404,1487,4464,843,2187,577,747,375,1440,513,2277,739,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26369,2654,16957,2109,6219,1404,3874,956,2345,953,10738,1699,9412,1630,3300,802,1289,461,2011,692,6112,1382,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,76563,4685,46930,4072,14998,2713,8585,2014,6413,1779,31932,3469,29633,2958,7894,1659,3680,916,4214,1325,21739,2498,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25368,3510,17525,2930,6417,1621,4285,1315,2132,669,11108,2204,7843,1525,1850,768,950,578,900,519,5993,1125,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204358,9010,126348,8205,34124,4832,16747,3058,17377,3225,92224,6404,78010,4655,19275,2747,10724,1995,8551,1683,58735,3911,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58002,5633,38614,5161,19729,3487,11713,2625,8016,1857,18885,3510,19388,2158,7585,1703,3681,1163,3904,1082,11803,1964,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,445242,13099,267450,12548,65273,5353,33297,4144,31976,3331,202177,10345,177792,6534,46373,3739,23947,2731,22426,2595,131419,6684,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219800,9608,136419,7278,65766,5303,36745,3965,29021,3693,70653,5264,83381,5015,30170,3385,15733,2336,14437,2203,53211,3979,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7394,1392,5229,1357,2728,877,2151,839,577,314,2501,1015,2165,494,793,327,202,127,591,289,1372,420,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,211168,9312,125098,8583,61663,5625,34969,3929,26694,3202,63435,5290,86070,5189,31518,3298,17507,2525,14011,1907,54552,3783,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88620,4507,53762,4279,27259,3151,14762,2036,12497,1828,26503,2879,34858,2545,13595,1586,7208,1217,6387,961,21263,2165,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,76578,5676,51178,4596,17388,2843,8917,1970,8471,1691,33790,3766,25400,2799,6403,1335,2855,910,3548,889,18997,2451,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,228411,8841,137320,6899,52362,4221,28191,3055,24171,2835,84958,5314,91091,5315,23643,2489,13351,1821,10292,1666,67448,4696,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20569,3107,12524,2522,3223,1119,1457,666,1766,854,9301,2267,8045,1947,1912,914,1044,753,868,478,6133,1928,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119531,6500,75045,5723,36464,3670,20829,2780,15635,2345,38581,4176,44486,3186,19085,2353,9866,1651,9219,1746,25401,2721,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10984,1419,4741,1128,2612,667,1506,551,1106,401,2129,907,6243,1082,3036,776,1678,813,1358,367,3207,917,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,158449,8662,105582,7577,53700,4674,29634,3215,24066,2978,51882,5120,52867,3912,21092,2489,11546,1821,9546,1628,31775,3399,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760803,19182,497799,16435,190438,9903,113668,7263,76770,5995,307361,13478,263004,10482,81380,5190,46207,4183,35173,3097,181624,10023,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65598,5092,45428,4608,13326,2349,8002,2007,5324,1095,32102,3282,20170,2493,4412,1126,1983,737,2429,819,15758,2092,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7312,1536,4788,1391,2043,987,1296,784,747,467,2745,1006,2524,640,691,312,379,223,312,224,1833,534,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,183894,9109,112010,7973,40316,4621,21535,3183,18781,2952,71694,5820,71884,4791,21633,2765,12170,1886,9463,1845,50251,4382,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,143401,7103,91426,6463,33092,3873,17723,2829,15369,2559,58334,4795,51975,3973,13429,1615,7655,1437,5774,1063,38546,3325,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44341,4604,28595,3797,14626,2223,7303,1520,7323,1708,13969,2659,15746,2339,5896,1318,3743,942,2153,831,9850,1882,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69450,4192,45022,3609,17825,2178,11187,1778,6638,1245,27197,2833,24428,2189,7817,1427,4683,1196,3134,879,16611,1643,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8381,1767,5513,1660,3397,1338,1145,610,2252,1161,2116,900,2868,747,777,377,430,281,347,223,2091,719,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,81464,6842,42576,5196,16224,2830,8194,1811,8030,1966,26352,3745,38888,3551,12085,2463,7503,2299,4582,1009,26803,3201,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
