GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001MA,B15002_001EA,B15002_002MA,B15002_002EA,B15002_003EA,B15002_003MA,B15002_004EA,B15002_004MA,B15002_005EA,B15002_005MA,B15002_006MA,B15002_006EA,B15002_007MA,B15002_007EA,B15002_008EA,B15002_008MA,B15002_009MA,B15002_009EA,B15002_010EA,B15002_010MA,B15002_011MA,B15002_011EA,B15002_012MA,B15002_012EA,B15002_013EA,B15002_013MA,B15002_014EA,B15002_014MA,B15002_015EA,B15002_015MA,B15002_016EA,B15002_016MA,B15002_017MA,B15002_017EA,B15002_018MA,B15002_018EA,B15002_019EA,B15002_019MA,B15002_020EA,B15002_020MA,B15002_021EA,B15002_021MA,B15002_022MA,B15002_022EA,B15002_023MA,B15002_023EA,B15002_024EA,B15002_024MA,B15002_025EA,B15002_025MA,B15002_026EA,B15002_026MA,B15002_027EA,B15002_027MA,B15002_028MA,B15002_028EA,B15002_029MA,B15002_029EA,B15002_030EA,B15002_030MA,B15002_031EA,B15002_031MA,B15002_032EA,B15002_032MA,B15002_033MA,B15002_033EA,B15002_034MA,B15002_034EA,B15002_035EA,B15002_035MA,state
0400000US01,3309607,5907,1565244,3842,19227,2231,5325,1444,13190,1875,34006,2921,31776,3328,42593,3491,47677,3964,33191,3020,509811,10820,86874,4583,240927,8254,111785,5091,242582,6751,92653,4434,31764,2465,21863,1969,1744363,4468,18629,2126,5612,1261,11330,1779,30067,2806,32428,3457,43098,3535,48714,3337,30080,2728,520171,10710,107584,5440,273715,7661,167093,7255,285437,7602,135661,4761,20055,2759,14689,1690,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,481561,2194,250605,1870,2163,716,560,283,615,269,2693,616,1542,376,5332,1659,4504,922,3269,977,80671,3552,17386,2170,48179,2831,20307,2240,39090,2403,16033,1750,5279,1000,2982,722,230956,1629,2946,1060,1042,377,1821,757,2406,679,1089,371,3832,1101,3294,823,2928,730,52461,2882,19121,2128,42299,3426,22417,2398,47354,3488,20972,2156,5394,1350,1580,535,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4711362,2707,2306351,2193,34536,2850,16807,2506,36060,3641,44980,3770,43910,3419,41185,3546,46768,4169,50444,3773,564349,10490,160917,5998,399651,9704,185702,6720,421514,9221,173571,6819,53390,3799,32567,2588,2405011,1884,32204,2807,15379,2464,37532,3271,37202,3744,39502,3781,35247,4065,44937,4123,48205,3585,572144,10965,190377,6386,427864,9606,222368,8653,441548,10143,199508,6541,37067,3033,23927,2415,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2008398,4671,968413,4025,10473,1709,6195,1657,12405,1995,20183,2267,16216,2306,23209,2609,31994,2923,19343,2322,354410,7123,60196,3522,142403,5179,54286,3605,141893,5545,45327,3468,17679,2439,12201,1610,1039985,3133,9479,1569,5089,1243,9136,1708,19775,2462,15941,1915,23884,2883,29550,3406,14670,1925,328875,8598,73239,4120,168097,7227,89236,4998,159401,5153,71496,4227,13093,1692,9024,1681,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26679273,5961,13058109,4754,319664,7962,183049,7524,436442,12683,211130,8665,243527,9026,174112,6462,255369,7478,371720,10874,2804668,25005,711684,15249,2054714,24275,929539,14972,2693031,23118,1069117,16836,346456,8212,253887,6766,13621164,3804,390615,9675,209627,6855,487394,11618,222072,8510,240505,8626,165141,7203,217703,8171,321232,8876,2736514,23364,778228,13723,2097255,24305,1141122,15771,2923418,27469,1216892,14956,302563,9392,170883,6152,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3822068,3950,1898797,2831,18844,2421,7739,1585,23056,3316,17113,2260,20124,3113,24120,3024,26921,2890,28338,3351,425029,10391,109205,5557,287216,9023,140223,5435,484314,8421,197722,6377,50803,2879,38030,2991,1923271,3200,21652,2446,5338,1345,18541,2295,17068,2139,18777,2060,21743,2750,22566,2363,27696,3026,390566,8456,119845,5188,282565,8085,173086,6199,510580,9054,224038,6462,41115,2875,28095,2407,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2493854,1813,1190675,1882,13903,2202,7452,1348,13532,2298,17755,2090,12776,2074,20992,2591,16869,2266,21292,2662,340717,10357,59243,3940,132820,5503,82023,5544,253151,6592,132666,4558,41481,2539,24003,2127,1303179,1607,12552,1776,8272,1895,11122,1661,17476,2122,12074,2000,20757,2617,15141,1997,17324,1990,336194,9313,72627,4158,147164,7487,119170,5601,280640,6802,178377,5852,35334,2694,18955,2195,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,673686,1263,319385,1075,4141,1641,1264,587,2211,742,4738,1103,4458,1293,6066,1340,6737,1369,5727,1363,107629,4731,15939,1857,43296,3360,18515,2237,58029,3116,26689,2599,6860,1426,7086,1234,354301,1013,3724,1068,634,377,2696,943,4052,1193,3542,1113,4185,864,5830,1237,3546,818,110680,4932,20127,2030,48604,3641,33262,2826,63413,3524,39134,2749,5668,1244,5204,1273,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,494614,192,232163,280,3170,1307,2252,1124,2321,1125,3376,951,2833,1035,2984,875,3223,1056,3678,1093,39518,3558,7110,1452,20168,2278,6772,1851,55931,3604,46488,3512,21279,2056,11060,1677,262451,223,3941,1215,1920,882,2087,853,2052,697,2603,806,3725,1216,5124,1195,3042,909,45515,3380,10334,1487,24397,2789,8950,1658,62241,3510,56656,3566,18614,1864,11250,1669,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15020177,8023,7204003,6566,108061,5796,49755,4637,97195,6286,101388,6266,105826,5128,129530,7322,132583,6845,161335,8895,2117800,24447,424653,10547,999736,17550,640108,12048,1335158,17780,516468,12026,187491,5803,96916,4159,7816174,5540,112749,6594,50808,4156,97382,7427,93553,5563,100048,6654,125009,6963,126664,7395,154047,8187,2212240,26613,503062,11647,1054827,18649,867326,16526,1504342,22650,610903,12884,128253,5579,74961,4160,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
