GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001MA,B05008_001EA,B05008_002EA,B05008_002MA,B05008_003EA,B05008_003MA,B05008_004MA,B05008_004EA,B05008_005MA,B05008_005EA,B05008_006MA,B05008_006EA,B05008_007EA,B05008_007MA,B05008_008EA,B05008_008MA,B05008_009MA,B05008_009EA,B05008_010MA,B05008_010EA,B05008_011MA,B05008_011EA,B05008_012EA,B05008_012MA,B05008_013EA,B05008_013MA,B05008_014EA,B05008_014MA,B05008_015MA,B05008_015EA,B05008_016MA,B05008_016EA,B05008_017EA,B05008_017MA,B05008_018EA,B05008_018MA,B05008_019EA,B05008_019MA,B05008_020MA,B05008_020EA,B05008_021MA,B05008_021EA,B05008_022EA,B05008_022MA,B05008_023EA,B05008_023MA,B05008_024EA,B05008_024MA,B05008_025EA,B05008_025MA,B05008_026MA,B05008_026EA,B05008_027EA,B05008_027MA,B05008_028EA,B05008_028MA,B05008_029EA,B05008_029MA,B05008_030EA,B05008_030MA,B05008_031MA,B05008_031EA,B05008_032MA,B05008_032EA,B05008_033MA,B05008_033EA,B05008_034MA,B05008_034EA,B05008_035EA,B05008_035MA,B05008_036EA,B05008_036MA,B05008_037MA,B05008_037EA,B05008_038MA,B05008_038EA,B05008_039MA,B05008_039EA,B05008_040MA,B05008_040EA,B05008_041EA,B05008_041MA,B05008_042MA,B05008_042EA,B05008_043MA,B05008_043EA,B05008_044MA,B05008_044EA,B05008_045MA,B05008_045EA,B05008_046EA,B05008_046MA,B05008_047EA,B05008_047MA,B05008_048MA,B05008_048EA,B05008_049MA,B05008_049EA,B05008_050MA,B05008_050EA,B05008_051MA,B05008_051EA,B05008_052EA,B05008_052MA,B05008_053MA,B05008_053EA,B05008_054MA,B05008_054EA,B05008_055MA,B05008_055EA,B05008_056MA,B05008_056EA,B05008_057EA,B05008_057MA,B05008_058EA,B05008_058MA,B05008_059MA,B05008_059EA,B05008_060MA,B05008_060EA,B05008_061MA,B05008_061EA,B05008_062EA,B05008_062MA,B05008_063EA,B05008_063MA,B05008_064MA,B05008_064EA,B05008_065MA,B05008_065EA,B05008_066MA,B05008_066EA,B05008_067EA,B05008_067MA,B05008_068EA,B05008_068MA,B05008_069EA,B05008_069MA,state
0400000US01,169066,6916,84457,3965,7909,1672,1737,737,1736,728,4436,1087,26747,1938,8319,1847,7859,1369,10569,1281,42518,2841,8917,2101,18509,2345,15092,1915,2046,786,422,316,745,493,879,502,37703,2463,26820,2570,3885,1635,12754,2045,10181,1662,10883,1958,3458,1146,4399,1246,3026,993,2769,1168,1152,948,611,374,1006,414,7283,1727,2269,1072,1990,900,3024,944,84609,4335,11038,2025,2036,849,1859,876,7143,1587,29239,2037,8169,1591,8096,1847,12974,1459,37807,3400,6504,1548,16765,2563,14538,1969,3864,1676,347,311,1396,869,2121,1051,29804,2739,19563,2764,1525,785,10356,1923,7682,1668,10241,2034,4126,1452,3368,1143,2747,822,4139,1608,506,354,1645,1345,1988,981,6525,1644,1325,602,2889,1155,2311,692,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,58187,4466,25803,2816,2625,875,617,523,594,370,1414,523,15408,1540,2927,827,4102,1418,8379,1232,3972,1100,593,388,1039,513,2340,784,856,438,296,278,281,216,279,231,2198,794,1748,676,149,146,293,263,1306,633,450,440,0,153,103,162,347,393,918,557,148,214,362,302,408,286,3798,1659,1611,1165,771,596,1416,766,32384,2765,4725,1268,940,436,437,215,3348,1112,18063,1615,4041,1379,5217,1614,8805,1125,4690,1197,1440,707,818,558,2432,775,985,623,355,460,170,160,460,367,2549,683,2044,702,626,395,82,146,1336,542,505,570,83,88,422,579,0,153,1156,578,376,357,144,128,636,382,4906,1764,2737,1488,879,451,1290,572,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,924900,18307,440125,10570,35196,3357,5959,1758,6631,1461,22606,2348,90870,4960,33879,4502,20587,2482,36404,2333,276502,8801,32769,3427,71091,5223,172642,6684,7189,1602,1477,568,2594,1194,3118,860,261475,8810,244718,8407,25637,3018,62372,4884,156709,6718,16757,3637,2745,1075,4822,2344,9190,2070,7838,1803,2910,1220,1303,617,3625,1147,37557,3415,14961,2310,7674,1771,14922,2305,484775,11757,49780,4081,6047,1333,9252,2006,34481,2925,102417,4110,30518,3195,27647,3098,44252,2579,293511,8899,35106,5333,75436,5262,182969,6933,7540,1834,2758,1650,1973,916,2809,931,273189,8525,257612,8097,27101,4074,65828,5029,164683,6655,15577,2518,2268,1233,4202,1538,9107,1701,12782,2408,2979,1219,3433,1131,6370,1249,39067,3674,14657,2495,7954,1557,16456,1965,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,140078,5172,72181,4028,2884,860,460,316,576,346,1848,713,16282,1670,6846,1333,2929,903,6507,1320,45777,3182,5800,1625,15386,2418,24591,2542,1147,544,118,195,420,363,609,390,42521,3390,31793,3177,3283,1180,11490,2186,17020,2312,10728,2547,1853,1035,3019,940,5856,1749,2109,952,546,323,457,405,1106,728,7238,1425,4551,1591,1471,806,1216,518,67897,3190,5351,1285,1342,836,629,340,3380,901,19490,2058,6855,1581,4456,1049,8179,1245,38115,2537,4872,1250,12376,1954,20867,2285,794,455,169,214,62,110,563,363,35550,2417,26364,2579,2409,784,9474,2028,14481,2208,9186,1800,1606,882,2404,840,5176,1401,1771,829,688,668,436,392,647,378,4941,1263,2024,998,1510,873,1407,659,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10653414,47294,5113242,31847,327839,10613,73103,6004,57198,4154,197538,7548,1937068,16630,431124,13194,406992,11737,1098952,12380,2649119,26659,234902,10742,610242,15472,1803975,20242,36428,3773,3731,1102,4231,1048,28466,3322,2487588,24455,2064508,24734,150302,8241,469677,14516,1444529,17940,423080,13145,59855,5715,108723,7405,254502,8449,125103,6798,21014,3283,27611,3422,76478,5204,199216,7406,51499,3947,46735,3937,100982,5143,5540172,28026,358654,9492,65916,4509,60505,4671,232233,6779,2296968,15868,492305,12818,512938,13226,1291725,15241,2674721,20794,241135,10512,624541,12862,1809045,17008,35184,3419,3363,926,5717,1480,26104,2718,2486066,20086,2033783,20877,149397,8663,480155,10776,1404231,16616,452283,11058,63397,6190,100997,5861,287889,8744,153471,6894,24978,3107,37672,4162,90821,4534,209829,8760,51346,4565,49136,4541,109347,5097,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,550768,12818,273806,7511,29966,2663,4875,945,6400,1332,18691,2087,66330,3944,23154,3361,14907,1984,28269,2119,147496,6174,21140,3388,45653,4528,80703,4790,6723,1964,1985,998,2009,1052,2729,1049,132146,5954,120881,6343,14606,3498,37569,4521,68706,4165,11265,2550,2483,1224,3651,1155,5131,1528,8627,1608,2066,869,2424,963,4137,1091,30014,3584,10441,2671,7588,1620,11985,1677,276962,8607,40247,3563,5429,1384,7503,1411,27315,2730,75692,3696,20809,3166,19703,2000,35180,2642,130405,6226,22626,3382,42087,3278,65692,4703,6253,1510,2065,1141,1530,702,2658,928,113007,5615,103668,5901,15356,3158,34022,3383,54290,3909,9339,2097,1797,1155,2773,942,4769,1392,11145,1979,3408,1198,3762,1047,3975,1205,30618,3336,8965,2318,10159,1912,11494,1975,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,530245,12137,252265,7337,56624,3463,8217,1370,9922,1442,38485,2782,60452,2615,19624,2432,14527,1843,26301,1984,117040,6157,23488,3748,39105,3992,54447,4140,35902,3405,8191,2092,9068,1536,18643,2268,36582,4644,18750,3855,2924,974,7174,2494,8652,2105,17832,3680,5051,1934,5750,1390,7031,2176,44556,4930,7322,2434,17113,3587,20121,2864,18149,2249,3012,1043,6192,1742,8945,1629,277980,7970,68285,4268,7427,1563,10762,1779,50096,3741,67608,2704,20171,2258,17147,1780,30290,2442,122330,6726,24527,3614,40029,3759,57774,5367,51980,4946,11852,2765,11210,2056,28918,3820,28691,3913,13326,2825,1600,887,6347,1778,5379,1763,15365,2813,3707,1464,5693,1514,5965,1414,41659,3942,7368,1992,16779,2598,17512,2186,19757,2493,3982,1125,5308,1179,10467,2005,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,98493,6244,46799,3634,4079,1016,327,203,1256,653,2496,665,15647,1378,6012,1196,3597,885,6038,1242,22351,2749,5681,2186,8312,1740,8358,1722,6344,2358,3306,2005,1534,710,1504,684,13937,1794,9154,1583,1350,829,4742,1353,3062,961,4783,1460,549,501,1665,1148,2569,1170,2070,705,476,326,371,365,1223,577,4722,1509,824,617,2070,1018,1828,852,51694,3912,5521,1309,993,527,1065,554,3463,1100,18346,1615,6105,1041,5662,1178,6579,1124,22586,2691,4191,1273,8622,1863,9773,1809,6598,1804,1743,933,1819,897,3036,1164,13118,1799,9220,1705,1209,670,4188,1421,3823,1029,3898,1281,489,499,2097,1013,1312,590,2870,1356,750,475,518,298,1602,1105,5241,1467,1072,529,1688,935,2481,880,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101860,5844,50217,3078,7793,1281,2950,731,2165,772,2678,664,9729,1660,4313,1349,1194,611,4222,989,22418,2016,4746,1318,9930,1684,7742,1143,3321,1160,699,510,625,500,1997,756,14681,1988,4659,1653,788,542,2939,1297,932,579,10022,2025,2053,1027,4522,1158,3447,1094,4416,1080,1206,715,1844,733,1366,568,10277,2201,4435,1674,3115,1191,2727,896,51643,3959,10469,2178,5250,1683,1867,825,3352,872,12338,1434,4952,1480,2541,663,4845,840,21155,2042,6173,1736,6875,1646,8107,1274,3875,1059,607,354,728,458,2540,835,11870,2038,1899,797,794,513,498,309,607,569,9971,2143,2821,1427,4111,1525,3039,944,5410,1333,1951,692,1538,686,1921,727,7681,1577,3252,1069,2075,799,2354,857,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4379341,36643,2048935,20602,184729,8609,38048,4277,33614,3942,113067,5560,208379,8188,54244,5371,43314,3688,110821,6275,1559835,18113,366802,14502,426967,13625,766066,16231,844877,19092,186216,9061,215667,10263,442994,13482,336151,15055,148367,9767,29959,4418,46904,4882,71504,6169,187784,12204,38634,5196,58069,6367,91081,7389,378807,11122,111993,8210,106327,7381,160487,7897,95992,5516,29214,3697,17044,2210,49734,3954,2330406,24578,217507,10004,41186,3966,38792,3900,137529,7127,256339,7963,62871,5546,64556,4055,128912,4774,1750245,21037,405133,16946,467429,14099,877683,15290,955323,19250,216046,11190,239806,11825,499471,11233,314780,10945,116845,7235,19059,3813,44233,5150,53553,4045,197935,10592,37492,4738,49175,5407,111268,7529,480142,15914,132536,8760,134215,7599,213391,10033,106315,7026,34224,3494,16997,2681,55094,4685,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
