GEO_ID,C27017_001E,C27017_001M,C27017_002E,C27017_002M,C27017_003E,C27017_003M,C27017_004E,C27017_004M,C27017_005E,C27017_005M,C27017_006E,C27017_006M,C27017_007E,C27017_007M,C27017_008E,C27017_008M,C27017_009E,C27017_009M,C27017_010E,C27017_010M,C27017_011E,C27017_011M,C27017_012E,C27017_012M,C27017_013E,C27017_013M,C27017_014E,C27017_014M,C27017_015E,C27017_015M,C27017_016E,C27017_016M,C27017_017E,C27017_017M,C27017_018E,C27017_018M,C27017_019E,C27017_019M,C27017_020E,C27017_020M,C27017_021E,C27017_021M,C27017_022E,C27017_022M,C27017_023E,C27017_023M,C27017_024E,C27017_024M,C27017_025E,C27017_025M,C27017_026E,C27017_026M,C27017_027E,C27017_027M,C27017_028E,C27017_028M,C27017_029E,C27017_029M,C27017_030E,C27017_030M,C27017_031E,C27017_031M,C27017_032E,C27017_032M,C27017_033E,C27017_033M,C27017_034E,C27017_034M,C27017_035E,C27017_035M,C27017_036E,C27017_036M,C27017_037E,C27017_037M,C27017_038E,C27017_038M,C27017_039E,C27017_039M,C27017_040E,C27017_040M,C27017_041E,C27017_041M,C27017_042E,C27017_042M,C27017_043E,C27017_043M,C27017_044E,C27017_044M,C27017_045E,C27017_045M,C27017_046E,C27017_046M,C27017_047E,C27017_047M,C27017_048E,C27017_048M,C27017_049E,C27017_049M,C27017_050E,C27017_050M,C27017_051E,C27017_051M,NAME,C27017_001EA,C27017_001MA,C27017_002EA,C27017_002MA,C27017_003EA,C27017_003MA,C27017_004MA,C27017_004EA,C27017_005MA,C27017_005EA,C27017_006EA,C27017_006MA,C27017_007MA,C27017_007EA,C27017_008EA,C27017_008MA,C27017_009EA,C27017_009MA,C27017_010EA,C27017_010MA,C27017_011EA,C27017_011MA,C27017_012MA,C27017_012EA,C27017_013EA,C27017_013MA,C27017_014EA,C27017_014MA,C27017_015EA,C27017_015MA,C27017_016MA,C27017_016EA,C27017_017EA,C27017_017MA,C27017_018EA,C27017_018MA,C27017_019EA,C27017_019MA,C27017_020MA,C27017_020EA,C27017_021MA,C27017_021EA,C27017_022EA,C27017_022MA,C27017_023EA,C27017_023MA,C27017_024EA,C27017_024MA,C27017_025MA,C27017_025EA,C27017_026MA,C27017_026EA,C27017_027MA,C27017_027EA,C27017_028EA,C27017_028MA,C27017_029EA,C27017_029MA,C27017_030MA,C27017_030EA,C27017_031MA,C27017_031EA,C27017_032EA,C27017_032MA,C27017_033EA,C27017_033MA,C27017_034EA,C27017_034MA,C27017_035EA,C27017_035MA,C27017_036EA,C27017_036MA,C27017_037MA,C27017_037EA,C27017_038MA,C27017_038EA,C27017_039EA,C27017_039MA,C27017_040EA,C27017_040MA,C27017_041EA,C27017_041MA,C27017_042EA,C27017_042MA,C27017_043MA,C27017_043EA,C27017_044MA,C27017_044EA,C27017_045EA,C27017_045MA,C27017_046EA,C27017_046MA,C27017_047EA,C27017_047MA,C27017_048MA,C27017_048EA,C27017_049MA,C27017_049EA,C27017_050EA,C27017_050MA,C27017_051EA,C27017_051MA,state
0400000US01,4740475,3228,802563,24860,279379,13571,33563,4421,245816,12863,445307,14814,145125,7823,300182,12212,77877,3958,31554,2777,46323,3434,378637,14343,110180,8092,26366,4137,83814,6975,197844,8802,87888,6402,109956,6639,70613,3831,31100,2804,39513,3169,585858,23319,149928,9876,70869,7904,79059,7905,329720,14510,205963,10952,123757,8117,106210,5831,57347,4390,48863,3431,1463369,26625,337863,10599,255695,10386,82168,6961,864383,19131,695817,17074,168566,10198,261123,7803,168811,5978,92312,5314,1510048,26531,265239,9494,242901,9125,22338,3927,977716,17819,909099,17671,68617,6197,267093,7379,206460,7589,60633,4358,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,709548,2461,79877,7298,28747,4836,3856,1735,24891,4490,45087,3592,9236,1721,35851,3355,6043,1250,2229,846,3814,959,36094,3770,11335,1881,2451,1013,8884,1709,19685,2315,6679,1597,13006,1834,5074,968,1561,613,3513,811,70491,8169,23794,4185,9274,2674,14520,3015,39543,4649,16197,2899,23346,3310,7154,1341,2594,785,4560,900,210501,11380,62584,5327,40148,4462,22436,3394,127409,7323,81663,5680,45746,4468,20508,1913,11514,1544,8994,1234,312585,10102,62466,4515,52629,4215,9837,2576,207386,6796,177939,6554,29447,3760,42733,2083,32829,2020,9904,1670,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6841639,4503,1018856,28416,347782,15390,51946,5966,295836,14673,563551,16638,157351,7875,406200,14875,107523,5692,41225,3458,66298,4411,502119,23796,173317,14354,43230,6096,130087,12135,248838,11719,79842,5827,168996,10695,79964,4361,32944,3058,47020,3306,830041,26751,243943,13488,109517,9487,134426,10375,449056,14937,227308,11251,221748,9317,137042,6635,60862,4543,76180,4409,2148130,37256,519315,16179,385247,14435,134068,10664,1242171,23892,901743,17814,340428,13387,386644,8194,215214,7303,171430,7111,2342493,27747,400901,12952,371793,11917,29108,4213,1463743,18582,1317281,18889,146462,9427,477849,8852,312529,8070,165320,6546,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2911683,3113,478365,17030,164749,9766,17103,3104,147646,9500,264804,9875,76269,6080,188535,8891,48812,3074,17913,2181,30899,2325,257369,11686,77745,6465,10996,2330,66749,6297,135076,6386,49812,4368,85264,5843,44548,3404,18042,2176,26506,2618,408229,20098,120508,9065,38786,5019,81722,6998,217466,12207,124237,8527,93229,7564,70255,4293,32931,2696,37324,3369,939827,25798,226578,9297,148463,8582,78115,7002,544814,17201,417533,15516,127281,8032,168435,6346,101417,5895,67018,4321,827893,21404,144652,7284,131859,6799,12793,2741,534972,14288,488553,13450,46419,4497,148269,5712,108460,5304,39809,3698,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38718989,10195,5158143,71932,1704731,36747,256208,14714,1448523,34737,2902538,40434,838625,21068,2063913,36045,550874,13483,147735,6545,403139,12008,2604901,59622,839521,27516,175305,12277,664216,24496,1371477,33081,415895,13716,955582,28190,393903,12900,105900,5689,288003,10943,4228576,75019,1220179,34659,435497,19362,784682,27725,2446273,46510,1132458,24954,1313815,34556,562124,12341,206816,7728,355308,9446,10752391,84937,2577434,33914,1684574,27879,892860,22613,6686243,56379,4618713,43301,2067530,34849,1488714,19508,710681,14477,778033,16225,15974978,82433,3032419,30064,2795938,28239,236481,10403,10528096,57530,9534464,52707,993632,21852,2414463,22472,1545682,18461,868781,16685,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5458913,4153,564050,17234,157750,10029,28059,4669,129691,9142,347372,10385,130735,7282,216637,9052,58928,3825,21869,2368,37059,3105,290488,14205,95451,8508,20659,3619,74792,7858,149350,7199,54550,4189,94800,5901,45687,3370,18773,2013,26914,2812,541913,17662,161744,9223,62690,5799,99054,8366,311688,10711,170656,7579,141032,8110,68481,4234,33977,2997,34504,2822,1614894,25510,407787,11592,279029,11532,128758,8884,973834,16924,711843,15757,261991,10876,233273,6222,130099,5344,103174,4189,2447568,25802,480721,12221,440187,11750,40534,4997,1614445,18257,1481048,16259,133397,7169,352402,6814,239474,6703,112928,5920,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3477454,1756,333979,18738,98901,9524,18881,3411,80020,8337,194035,10328,52089,5231,141946,8891,41043,3435,16036,2241,25007,2820,159933,12657,52485,6286,10607,2668,41878,5772,79066,6275,21387,2832,57679,5821,28382,3139,10677,1844,17705,2421,287625,15786,82265,7263,34350,5222,47915,6094,155721,9368,72361,6772,83360,7138,49639,3317,24601,2068,25038,2850,905221,26360,201462,10519,132463,8231,68999,6646,531645,17782,382910,13207,148735,9398,172114,5921,97474,4968,74640,5165,1790696,26263,338524,7774,316504,8175,22020,3035,1163864,18684,1078063,17937,85801,6453,288308,6310,206222,6001,82086,5025,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,932232,1691,126849,9339,37416,5005,9455,2594,27961,4904,75075,5229,35844,3905,39231,3714,14358,2192,4992,945,9366,1892,56744,7438,17785,3888,7100,2416,10685,2867,29233,4260,13213,3419,16020,3007,9726,1443,4555,996,5171,1210,82462,9013,25212,4440,12264,2713,12948,3257,44547,4819,27023,3515,17524,2893,12703,1777,6422,1178,6281,1283,262277,13759,61369,6241,45555,5758,15814,3722,150197,8908,117696,7914,32501,3754,50711,2971,33837,2625,16874,2247,403900,12779,68242,5071,65190,4983,3052,1108,254025,9101,238892,8975,15133,2134,81633,3601,62991,3202,18642,2616,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,658491,842,109920,7135,32581,3750,5667,2076,26914,3598,65780,4635,24797,2713,40983,3459,11559,1914,4432,1070,7127,1454,32301,5132,8863,2660,1062,918,7801,2531,17857,2520,6173,1427,11684,2482,5581,1443,1778,616,3803,1112,47575,6660,12950,2801,4211,1499,8739,2668,28463,4277,12284,2321,16179,3264,6162,1297,3036,838,3126,935,121938,8490,21189,3975,11048,2880,10141,2694,85364,5277,57905,4082,27459,3808,15385,1938,9425,1535,5960,1180,346757,8689,51002,3378,45758,3008,5244,1977,252958,6317,233719,6087,19239,3158,42797,2226,34457,2174,8340,1615,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20530378,6648,2888572,57812,884458,26572,127635,10584,756823,25592,1580591,31816,526605,16786,1053986,26062,423523,12827,129372,6881,294151,11429,1557012,41118,443114,17249,94723,9653,348391,16106,794589,24861,326531,13779,468058,18316,319309,10484,98034,5564,221275,9092,2671457,44200,667752,20228,253888,14167,413864,17605,1482756,29076,845870,21369,636886,20328,520949,15920,209318,9135,311631,12415,6524962,66860,1306698,25257,867289,21606,439409,14473,3884834,45408,2823167,36034,1061667,22655,1333430,18719,663697,13768,669733,14016,6888375,58637,1062894,19770,947870,19156,115024,7987,4275949,42396,3815608,42704,460341,16846,1549532,16408,1003796,16136,545736,13045,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
