GEO_ID,B05003A_001E,B05003A_001M,B05003A_002E,B05003A_002M,B05003A_003E,B05003A_003M,B05003A_004E,B05003A_004M,B05003A_005E,B05003A_005M,B05003A_006E,B05003A_006M,B05003A_007E,B05003A_007M,B05003A_008E,B05003A_008M,B05003A_009E,B05003A_009M,B05003A_010E,B05003A_010M,B05003A_011E,B05003A_011M,B05003A_012E,B05003A_012M,B05003A_013E,B05003A_013M,B05003A_014E,B05003A_014M,B05003A_015E,B05003A_015M,B05003A_016E,B05003A_016M,B05003A_017E,B05003A_017M,B05003A_018E,B05003A_018M,B05003A_019E,B05003A_019M,B05003A_020E,B05003A_020M,B05003A_021E,B05003A_021M,B05003A_022E,B05003A_022M,B05003A_023E,B05003A_023M,NAME,B05003A_001MA,B05003A_001EA,B05003A_002MA,B05003A_002EA,B05003A_003EA,B05003A_003MA,B05003A_004EA,B05003A_004MA,B05003A_005MA,B05003A_005EA,B05003A_006MA,B05003A_006EA,B05003A_007MA,B05003A_007EA,B05003A_008EA,B05003A_008MA,B05003A_009EA,B05003A_009MA,B05003A_010MA,B05003A_010EA,B05003A_011MA,B05003A_011EA,B05003A_012MA,B05003A_012EA,B05003A_013EA,B05003A_013MA,B05003A_014EA,B05003A_014MA,B05003A_015EA,B05003A_015MA,B05003A_016MA,B05003A_016EA,B05003A_017MA,B05003A_017EA,B05003A_018EA,B05003A_018MA,B05003A_019EA,B05003A_019MA,B05003A_020EA,B05003A_020MA,B05003A_021EA,B05003A_021MA,B05003A_022MA,B05003A_022EA,B05003A_023MA,B05003A_023EA,state
0400000US13,6122956,19518,3027491,11511,677338,6369,665080,6534,12258,2377,3708,1163,8550,2100,2350153,7255,2141432,6852,208721,7550,74369,5258,134352,6851,3095465,11172,649542,6269,637974,6906,11568,2376,2112,952,9456,2033,2445923,7020,2251270,7149,194653,6223,81226,4871,113427,5537,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,357113,4528,192370,2766,28240,1581,27749,1598,491,520,0,187,491,520,164130,2091,152344,2732,11786,1778,7016,1353,4770,1300,164743,2721,26660,1744,26283,1786,377,357,22,36,355,357,138083,1788,125930,2172,12153,1760,6464,1204,5689,1386,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1546011,8292,774336,4514,198243,2804,196778,2901,1465,819,41,56,1424,820,576093,2871,550745,3488,25348,2959,10805,2236,14543,2154,771675,5211,187925,2913,186228,2931,1697,912,391,527,1306,766,583750,3200,556409,3242,27341,2970,12255,1885,15086,2439,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9119912,26997,4507429,15080,968888,7758,953145,7898,15743,2212,4313,1062,11430,2026,3538541,10935,3105765,11602,432776,11836,223670,7646,209106,8745,4612483,14323,924283,6914,907959,7603,16324,2687,4450,1106,11874,2376,3688200,9204,3250781,10308,437419,11099,244185,7793,193234,8635,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5577897,9067,2756121,6300,636209,4194,630719,4098,5490,1822,942,450,4548,1726,2119912,3676,2045290,5439,74622,4964,29946,2574,44676,4515,2821776,5416,595832,3600,591037,3661,4795,1348,1613,801,3182,1189,2225944,3784,2155033,5340,70911,5290,29260,2900,41651,4518,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2831066,5732,1403940,3430,320087,2351,317820,2382,2267,877,409,255,1858,840,1083853,2316,1052668,2929,31185,2638,13552,1953,17633,1929,1427126,3688,301371,2480,300170,2420,1201,507,372,273,829,410,1125755,2397,1095348,3494,30407,3171,14072,2217,16335,1975,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2462215,8017,1219535,4761,292660,3002,290099,3054,2561,919,414,312,2147,869,926875,2978,879473,2989,47402,2731,18578,1959,28824,2214,1242680,4804,278467,3084,276320,3004,2147,695,519,306,1628,616,964213,2741,921530,3606,42683,3014,17279,2167,25404,2654,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3872670,6224,1906588,4554,430590,3174,427171,3212,3419,1065,1276,901,2143,824,1475998,2934,1440143,3638,35855,3464,15236,1942,20619,2985,1966082,3907,402545,2971,400768,2915,1777,730,900,521,877,465,1563537,2447,1528588,3295,34949,3361,16511,2380,18438,2658,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2890818,7827,1431488,5034,313361,3486,310773,3458,2588,866,554,422,2034,733,1118127,3433,1076329,3203,41798,3072,15162,2072,26636,2645,1459330,5098,292893,3053,291291,3023,1602,679,257,215,1345,639,1166437,3471,1130822,3711,35615,3298,17511,2272,18104,2613,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1261611,1419,618166,1091,117727,890,117431,920,296,261,174,216,122,119,500439,960,491107,1785,9332,1712,4990,1162,4342,1154,643445,1202,110503,788,110209,738,294,242,56,93,238,272,532942,868,518464,2081,14478,1933,10188,1662,4290,1019,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3322483,13226,1632651,7964,330110,4108,320960,4341,9150,2065,1680,710,7470,2038,1302541,5110,1196183,4522,106358,4969,57019,3863,49339,3893,1689832,6920,313323,3931,306896,3784,6427,1557,1875,988,4552,1068,1376509,4182,1258665,4841,117844,6334,67617,3944,50227,4350,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5387411,16190,2616088,9594,505575,4517,491736,5066,13839,2255,3444,1127,10395,2223,2110513,6978,1879220,9064,231293,9200,126094,5341,105199,7243,2771323,8937,476585,4519,464233,5054,12352,2063,3667,1082,8685,1764,2294738,6211,2051881,8250,242857,7853,147205,5937,95652,5228,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7814775,9756,3870930,5757,811454,3421,797564,4406,13890,2342,4745,1169,9145,1866,3059476,3619,2887319,7150,172157,7271,96078,4930,76079,4937,3943845,5643,766757,3163,755051,3666,11706,2109,3442,790,8264,1969,3177088,3642,3000363,7556,176725,7263,102688,4804,74037,4581,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4610465,7477,2291393,4524,490755,2773,486270,2627,4485,1211,1412,470,3073,1131,1800638,3014,1742555,3577,58083,3216,26785,2348,31298,2732,2319072,4370,465287,2726,460960,2942,4327,1057,1325,478,3002,991,1853785,2870,1796799,3499,56986,3417,31725,2621,25261,2474,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1735887,4826,853296,3948,187680,2669,186804,2728,876,553,434,410,442,360,665616,2092,650598,2786,15018,2687,5347,1359,9671,2218,882591,3649,177677,3050,177158,3076,519,358,206,207,313,258,704914,1689,693102,1993,11812,1585,6189,1377,5623,1086,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5013597,7917,2471315,5794,546675,3948,543863,4013,2812,774,865,430,1947,718,1924640,4024,1878254,4799,46386,3821,26364,3220,20022,2624,2542282,4684,514372,3330,511968,3364,2404,835,624,341,1780,813,2027910,3065,1976682,4108,51228,3763,29438,3009,21790,2348,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,930548,2488,469141,1920,95919,1357,95664,1382,255,240,136,193,119,131,373222,1303,367099,1882,6123,1587,3397,1057,2726,1149,461407,1852,91879,1424,91858,1430,21,35,21,35,0,174,369528,1142,362293,1862,7235,1523,4384,1144,2851,830,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1677092,5326,834261,3194,199135,2170,196642,2340,2493,781,795,482,1698,722,635126,2113,596250,2261,38876,2377,15199,1785,23677,2332,842831,3727,190851,2655,188509,2607,2342,759,396,299,1946,765,651980,1900,618377,2470,33603,2559,13408,2162,20195,1984,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1936859,16580,987662,9521,202516,4947,196795,5076,5721,1649,882,706,4839,1575,785146,6464,669646,6543,115500,6301,50273,4101,65227,5074,949197,9205,192568,4314,188247,4278,4321,1232,800,396,3521,1177,756629,6952,644879,6951,111750,5507,55395,4003,56355,4274,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1249751,2780,617197,1851,119700,1213,118519,1401,1181,644,225,288,956,590,497497,1569,476440,2644,21057,2529,11675,1796,9382,1740,632554,1728,112658,1317,111618,1523,1040,919,192,200,848,903,519896,1276,498088,2704,21808,2497,13169,2170,8639,1394,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6112238,22177,2991409,12531,639074,6191,617481,6077,21593,3069,5576,1630,16017,2514,2352335,8903,1940718,9804,411617,12466,234582,7427,177035,9737,3120829,12400,609925,6183,587201,6035,22724,2981,5254,1495,17470,2635,2510904,8661,2070808,9892,440096,9652,262614,7648,177482,6476,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1582020,11641,779489,6204,175959,4091,173481,4094,2478,785,465,405,2013,801,603530,4608,542186,5497,61344,4116,23989,2589,37355,3353,802531,7554,171417,4795,165944,5053,5473,1698,1465,1114,4008,1244,631114,5204,560592,6836,70522,5427,29818,3305,40704,4246,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12523357,35841,6146001,20137,1217656,9270,1186961,9721,30695,3890,8497,1720,22198,3078,4928345,15472,4231489,16941,696856,14489,397810,9097,299046,10202,6377356,19203,1167294,8464,1137159,8855,30135,3714,8119,1858,22016,3201,5210062,14285,4460478,15122,749584,15866,472482,12223,277102,10379,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7066745,16775,3469439,10005,729041,6303,716934,6711,12107,2485,2508,967,9599,2329,2740398,6539,2558676,6497,181722,7441,67182,4150,114540,6743,3597306,10489,691518,6675,679089,6931,12429,2306,3150,1096,9279,2074,2905788,5932,2724773,7206,181015,7654,74612,5477,106403,5967,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,654116,2352,334371,1795,70647,1085,69871,1056,776,495,626,478,150,124,263724,1264,258387,1249,5337,1391,3008,1169,2329,700,319745,1634,68706,1198,68493,1202,213,135,160,125,53,48,251039,961,245897,1186,5142,973,2238,663,2904,797,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9480074,9073,4652826,6712,1003182,4410,996386,4875,6796,1729,1977,753,4819,1516,3649644,3706,3550500,7282,99144,6345,58920,4177,40224,3880,4827248,4893,954909,3035,948640,3563,6269,1587,1393,659,4876,1441,3872339,3369,3768686,6032,103653,5992,66858,4281,36795,3459,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2837492,6995,1404118,4053,315949,2748,313324,2755,2625,871,410,305,2215,784,1088169,2879,1033429,3826,54740,3431,14871,1738,39869,3266,1433374,4766,298009,2868,294694,3106,3315,1003,440,379,2875,995,1135365,2624,1087691,3307,47674,2967,16776,1771,30898,2377,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3497242,14004,1733324,8001,351957,4154,347190,4219,4767,1829,1275,1086,3492,1408,1381367,5290,1279901,6758,101466,6859,41822,3907,59644,5450,1763918,7672,332676,4161,329003,4177,3673,1207,611,384,3062,1134,1431242,4619,1334321,6097,96921,5983,43482,3816,53439,5009,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10339488,16063,5064938,9586,1006931,5351,994401,5779,12530,2266,3793,1095,8737,2013,4058007,6573,3889018,8499,168989,7243,94233,4847,74756,5396,5274550,9155,959887,5730,946531,5076,13356,2808,3912,1307,9444,2262,4314663,5697,4140984,8755,173679,7848,104356,6415,69323,5086,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,866258,7073,419022,4160,76835,2378,75164,2399,1671,729,424,401,1247,620,342187,2765,307591,3412,34596,3492,19885,2235,14711,2750,447236,4071,75515,2157,73839,2172,1676,692,358,418,1318,599,371721,2870,333902,3471,37819,3703,22348,2518,15471,2560,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3380219,8607,1658671,5419,339032,3832,334302,3784,4730,1979,1242,761,3488,1774,1319639,3935,1257152,4270,62487,3890,25470,2575,37017,3289,1721548,6253,324910,4057,320706,4118,4204,1411,1047,547,3157,1210,1396638,3467,1340567,3800,56071,3960,28274,3129,27797,2305,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,736581,2594,370592,1967,83650,1694,83382,1696,268,199,88,86,180,189,286942,1047,281789,1532,5153,1169,2566,919,2587,849,365989,2445,78394,1901,77714,1691,680,810,16,27,664,797,287595,1097,281675,1263,5920,1166,2719,863,3201,820,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5221591,8339,2556686,6398,554219,4571,545237,4846,8982,1963,2089,816,6893,1740,2002467,4069,1918989,4740,83478,5010,30305,3353,53173,3890,2664905,4856,533574,3527,524632,3717,8942,1907,1461,719,7481,1884,2131331,3320,2052491,5152,78840,4800,33413,4082,45427,3740,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20929140,49248,10417062,27635,2694537,16185,2596883,17428,97654,8685,10988,2324,86666,8759,7722525,20311,6355971,21833,1366554,23776,449508,13910,917046,23219,10512078,27021,2583950,12767,2496493,12836,87457,7454,9612,2356,77845,6792,7928128,18402,6566126,21197,1362002,20151,490507,14124,871495,18938,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2657013,9210,1330706,5637,393639,3183,390999,3004,2640,841,298,205,2342,831,937067,3592,886994,3727,50073,2929,22014,2395,28059,2363,1326307,5880,373211,3386,369760,3370,3451,1202,599,477,2852,1121,953096,3469,895227,4180,57869,3980,28071,3092,29798,3263,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,587265,1192,289457,946,54919,563,54674,558,245,224,151,167,94,149,234538,840,228382,1167,6156,999,3844,775,2312,710,297808,949,51683,631,51419,565,264,243,201,236,63,54,246125,662,236700,1598,9425,1506,6093,1222,3332,789,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5714699,15261,2832399,9008,589695,5056,574870,4813,14825,2776,2258,916,12567,2577,2242704,6556,2063402,6927,179302,7320,86317,4586,92985,5756,2882300,8686,558727,4946,546735,5493,11992,2400,2814,1019,9178,2152,2323573,5743,2123007,7676,200566,9192,102318,6043,98248,6614,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5582361,14609,2791723,7997,571919,4537,559186,4994,12733,1915,3217,1089,9516,1641,2219804,5081,2045458,7519,174346,6937,81386,4652,92960,5342,2790638,9292,541444,5282,529055,5997,12389,2037,3389,1066,9000,1742,2249194,5777,2063741,6793,185453,6850,100924,5848,84529,5462,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1684321,4026,828471,3628,170038,2648,169788,2669,250,181,187,148,63,114,658433,2030,652372,2189,6061,1192,3850,1053,2211,603,855850,2712,161122,2174,160840,2214,282,270,0,200,282,270,694728,1619,687808,1785,6920,1322,4040,990,2880,735,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4942176,10663,2458551,6415,511377,3787,507773,3998,3604,1080,1466,594,2138,869,1947174,3738,1890519,4682,56655,3762,27149,2497,29506,3048,2483625,5511,482128,3336,478686,3414,3442,932,938,366,2504,831,2001497,3283,1944249,4777,57248,4009,31734,2654,25514,2790,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,528414,3065,267622,2271,60168,1791,59962,1746,206,157,8,16,198,156,207454,1442,199888,1856,7566,1800,2901,1052,4665,1533,260792,2337,59820,1661,59536,1695,284,247,167,205,117,138,200972,1516,195033,1796,5939,1483,1984,680,3955,1287,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
