GEO_ID,B14007A_001E,B14007A_001M,B14007A_002E,B14007A_002M,B14007A_003E,B14007A_003M,B14007A_004E,B14007A_004M,B14007A_005E,B14007A_005M,B14007A_006E,B14007A_006M,B14007A_007E,B14007A_007M,B14007A_008E,B14007A_008M,B14007A_009E,B14007A_009M,B14007A_010E,B14007A_010M,B14007A_011E,B14007A_011M,B14007A_012E,B14007A_012M,B14007A_013E,B14007A_013M,B14007A_014E,B14007A_014M,B14007A_015E,B14007A_015M,B14007A_016E,B14007A_016M,B14007A_017E,B14007A_017M,B14007A_018E,B14007A_018M,B14007A_019E,B14007A_019M,NAME,B14007A_001EA,B14007A_001MA,B14007A_002MA,B14007A_002EA,B14007A_003MA,B14007A_003EA,B14007A_004MA,B14007A_004EA,B14007A_005MA,B14007A_005EA,B14007A_006EA,B14007A_006MA,B14007A_007MA,B14007A_007EA,B14007A_008EA,B14007A_008MA,B14007A_009MA,B14007A_009EA,B14007A_010MA,B14007A_010EA,B14007A_011MA,B14007A_011EA,B14007A_012EA,B14007A_012MA,B14007A_013MA,B14007A_013EA,B14007A_014EA,B14007A_014MA,B14007A_015MA,B14007A_015EA,B14007A_016MA,B14007A_016EA,B14007A_017EA,B14007A_017MA,B14007A_018EA,B14007A_018MA,B14007A_019EA,B14007A_019MA,state
0400000US13,5922486,18247,1430719,14966,90971,4427,68971,4991,73941,4426,71347,4874,74211,4420,73205,4853,81082,4732,73777,4934,77543,5244,77665,4628,77747,4555,76121,3786,78427,4480,85961,4979,283924,9084,65826,4459,4491767,15373,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,344732,4361,63715,3650,5388,1056,4326,848,2896,882,2607,795,2561,746,3049,762,2470,750,3103,763,2605,753,2001,677,2285,530,1398,389,2310,800,1927,675,18265,2322,6524,1211,281017,3818,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1487548,8522,395981,6906,22657,2622,18813,2277,21257,2398,21845,2572,19892,2389,22322,2339,23057,2682,24440,2390,24215,2741,19425,2157,19953,2251,23672,2265,21938,2078,22867,2413,75095,4260,14533,2206,1091567,6293,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8826549,26220,2111947,16444,142038,5666,95447,5644,96442,4474,100200,4510,105903,4802,110524,5194,105263,4779,115065,5481,109118,4352,107154,4781,110100,5627,110765,4364,113835,5228,120729,5456,453957,10663,115407,5363,6714602,21863,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5384899,9362,1302866,9949,79186,4127,65306,4159,65388,3735,63788,4178,68770,4145,69479,4337,68950,3585,69302,3559,71467,4344,69763,4156,72343,3911,71227,3293,71416,3615,66430,3805,274709,8177,55342,4769,4082033,10158,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2730619,6473,682232,7645,43924,2791,34620,2623,29798,2534,33808,2388,35347,2185,35399,2432,35347,2339,36461,2346,35514,2231,37422,2438,32801,2395,33497,2022,37301,2357,36164,2701,154124,5501,30705,3094,2048387,8160,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2374470,7775,621242,7709,46615,3568,30793,2335,31270,2189,33247,2758,33098,2429,31408,2438,32285,2552,28726,2315,32208,2400,32156,2690,30263,2492,32972,2209,31968,2388,30768,2659,130359,5837,33106,2279,1753228,7291,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3743989,6397,866536,8010,51930,3716,42718,3385,42371,3315,45637,2947,47043,3437,47015,2906,44937,3371,48430,3620,45861,3077,45884,2895,43845,3482,48816,2779,44819,2747,48764,3284,177251,6080,41215,3172,2877453,8580,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2795759,8129,642811,10019,41862,3456,30692,3043,36508,3952,35432,3502,34978,2770,36570,3496,30729,2665,33621,3205,32394,2762,35476,3804,35037,2979,33007,2568,36153,2639,32829,2853,130216,6234,27307,2917,2152948,9395,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1226874,1885,259355,4198,13248,1474,12090,1580,13272,1470,12645,1451,11778,1423,14190,1536,12107,1467,13088,1678,13101,1836,13165,1763,13905,2097,13111,1415,14912,1416,14669,1617,58850,3085,15224,1874,967519,4022,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3220913,13164,742774,9372,47030,3598,32646,2926,33399,2491,32723,2734,36587,2514,34521,2510,35286,2755,35308,2460,38247,2790,35382,2842,37711,3194,42902,2914,35991,2578,38500,2927,169194,6172,57347,3364,2478139,10546,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5240339,15430,1231985,10843,79965,4313,49955,4085,51778,4114,48397,3147,52638,3569,54956,3504,55687,3593,57508,3742,58913,4008,56674,4118,63828,4120,60807,3529,62147,3909,68102,4269,316644,8103,93986,4994,4008354,13024,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7571668,10293,1798390,11712,104221,4440,84547,3832,83128,3720,78342,4132,86237,4061,91874,3422,89233,3650,86931,3657,91999,3889,92878,3866,99005,3976,95707,3676,95656,3552,99204,3929,431944,7444,87484,4380,5773278,10026,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4457438,7136,1041535,9616,72589,3389,49124,2994,50561,2751,52615,2520,54352,2650,51567,2522,56594,3006,51533,2638,55518,2870,53476,3185,53822,3160,52394,2438,54738,2678,62036,3264,217993,5646,52623,3782,3415903,8057,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1682156,5107,400286,7065,21169,1806,22269,2330,19117,1967,22173,2607,19231,2427,23323,2616,21031,2489,20946,2716,20747,3076,22473,2581,20623,2698,19193,2323,24354,2394,20188,2572,88002,5056,15447,2245,1281870,7262,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4846827,8031,1139051,9433,71245,3896,53550,3368,55375,3433,55382,3650,59512,3923,59715,2787,59406,2968,60512,3909,60737,3633,62003,3500,63664,3853,61023,2813,60794,3035,59848,3744,238505,7246,57780,3834,3707776,10042,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,901055,3127,197203,4733,12168,1530,10422,1369,11359,1729,10014,1400,10095,1349,10963,1320,11032,1610,9868,1505,10575,1535,9713,1677,10534,1813,9622,1413,10917,1345,9755,1369,42005,3634,8161,1232,703852,4430,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1612528,5618,420834,5252,30935,2270,21295,2018,19361,1809,20744,2098,21622,1800,22656,1859,21763,1907,21001,1707,21584,1724,24670,2207,19017,1610,21830,1599,20565,1487,21575,1623,89222,3823,22994,2130,1191694,6414,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1874380,16407,410828,9159,22075,2598,20217,2400,19363,2521,22661,2534,24792,2688,23555,2368,23316,2425,22148,2571,21427,2532,20226,2433,22888,2425,22386,2261,21728,2100,23956,2311,80779,4412,19311,2109,1463552,11660,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1216547,3184,267692,4042,15135,1748,10998,1802,11329,1627,10413,1685,11920,1872,13360,2025,15752,1894,13397,1623,14065,1747,12836,1729,14462,1684,14177,1579,15504,1704,15313,1561,65540,3570,13491,2003,948855,4404,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5922529,21553,1413215,14732,101724,4137,66211,3558,59571,3811,68321,4026,69099,4341,71268,4116,67350,3371,74530,3963,75641,4712,70981,3900,73522,4003,71861,3967,81980,4580,83043,4433,301543,9378,76570,4169,4509314,18832,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1526265,11171,385939,9862,19124,2476,19226,2386,19015,2703,19240,2595,22326,2493,18363,2128,19317,2636,21481,2447,20282,2429,19509,2551,18273,2221,20704,1849,18744,2611,21090,2882,88949,5360,20296,2626,1140326,9596,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12141074,34302,2754301,23172,170650,5711,130990,6231,128770,6212,126613,4951,132089,5877,124737,5500,130898,5855,128156,5912,140300,5100,137335,5218,139526,5509,136563,5530,144827,4821,150336,5574,648337,11567,184174,7335,9386773,24803,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6847298,16830,1574137,15532,83498,4828,75596,4610,72771,4246,79861,4249,80043,3674,81869,4953,80439,4518,83963,4469,74674,4688,81659,4842,82243,5299,85645,4407,86150,4890,91679,4904,360227,10222,73820,4510,5273161,16959,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,627567,2649,147139,3252,7370,1203,7429,1189,6170,1077,8527,1300,7489,1504,7514,1161,7251,1288,7532,1182,6164,1172,7058,1221,8067,1206,7155,981,6338,956,7171,1408,38504,2894,7400,1571,480428,3804,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9170833,9422,2128873,13354,129925,5330,96614,4832,98018,4514,105593,4713,112057,4457,102550,4193,111643,5665,118218,5299,115733,5104,111716,5324,112282,5126,116746,4729,117123,4075,120888,4614,452834,9509,106933,5112,7041960,12207,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2735486,7326,653307,7217,43201,2933,36150,2935,29942,2583,34613,2733,37613,2420,34236,2450,34818,2415,34782,2693,34571,2510,35499,2513,35156,2318,33776,2287,34212,2171,34038,2572,131833,4748,28867,2660,2082179,6083,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3390491,14262,738286,11624,43860,3365,36271,3147,34729,2859,38722,3351,39031,2938,38976,2902,37863,3105,42384,2882,36644,2896,37477,2531,38075,3451,37453,2510,44762,2859,40268,3339,156074,6713,35697,2841,2652205,11095,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10038176,14859,2182797,14662,133044,5588,96223,4403,95886,4464,102737,5063,106366,5055,115957,5113,110718,4675,115715,5174,113749,5161,118221,5371,113567,4734,114172,4349,115705,4173,122785,4454,482286,8585,125666,5022,7855379,13126,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,842317,6894,192729,5759,9374,1343,6573,1173,9528,1776,9577,1594,7082,1617,7575,1340,10427,1984,9764,1678,7786,1234,7627,1577,7267,1351,9589,1436,7528,1294,10873,1456,62896,3630,9263,1653,649588,5766,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3276668,9470,724363,8623,38340,2742,40503,3345,36687,3419,36681,3241,38039,3015,38201,3044,36110,2855,38984,3021,38217,2975,36513,3166,39833,3634,39830,2934,34286,2897,38436,3303,163304,5647,30399,2807,2552305,7915,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,708841,3120,167300,3493,12323,1574,9234,1269,8265,1371,8385,1145,8594,1253,8997,1148,8935,1178,9122,1089,9016,1115,8089,1235,8512,1258,9325,1182,8448,1282,9145,1439,34041,2256,6869,1400,541541,3263,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5051726,8655,1140419,10031,61332,3887,55992,3637,53415,3141,58322,4066,59690,3771,59717,3379,60525,3507,62680,3708,60350,4343,67906,4223,64955,4286,61221,3320,63409,3170,66374,4296,232338,6296,52193,4450,3911307,11506,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20079670,47806,5435063,33375,324858,10160,284360,10224,285289,10075,284863,9973,299012,8079,305672,9705,300137,10874,307717,10074,306803,9599,284755,10350,300621,10884,305080,9583,274099,8273,315796,9512,1056185,17838,199816,8434,14644607,37877,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2535889,9756,825178,9187,48991,2971,40755,2923,43196,2603,40678,2830,45972,3175,44901,3024,44858,3305,44880,2973,42358,2763,42025,3475,42083,2210,39806,2416,42597,2782,44932,2745,182348,5452,34798,3126,1710711,9822,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,572132,1574,130582,3410,8889,1322,5246,928,4252,896,4179,740,7315,1042,5611,892,6659,1064,7304,845,6338,852,6721,866,5593,916,7103,1122,6615,866,7603,1088,32041,2532,9113,1915,441550,3406,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5529627,15084,1324776,11425,79875,4155,65246,4021,59312,3783,58785,3671,64169,3743,69394,3715,65129,3768,62990,4216,63926,4219,65244,3347,67243,3759,66807,3522,67205,3656,62602,3780,315746,7701,91103,5713,4204851,15077,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5403267,14690,1190789,12916,74990,4152,60682,3692,62753,3980,64169,4224,59797,4170,61655,3793,65452,3702,64937,4470,58286,3223,56732,3865,61823,3749,59205,3218,61181,3610,66558,4946,254905,7442,57664,3643,4212478,13254,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1635733,4418,348177,5789,19260,2415,17619,1936,18268,1819,17740,2362,18032,1946,20069,2167,20235,1801,16625,2044,19335,2134,20364,2341,21027,2685,15987,1771,17102,1918,20621,2382,69171,3795,16722,2526,1287556,6211,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4791421,10056,1120109,10576,60541,2892,59579,3676,50650,2988,53944,3299,53682,2530,56523,3088,58625,2831,57852,2975,56370,3457,57227,3003,58206,3200,59976,2950,57320,2984,61683,2973,264328,7046,53603,3763,3671312,7872,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,510432,2789,127976,3076,7442,1204,5753,1457,8526,1457,6922,1313,6771,1236,7441,1075,6757,1225,8042,1183,6094,1179,6382,1193,5786,1172,5822,1024,6365,1257,7898,1433,24350,2128,7625,1460,382456,3872,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2159027,24410,522680,14044,28109,3519,22981,4083,23526,3172,22426,2702,21242,3246,22408,2696,25947,3214,26382,3213,29636,3795,25865,3094,27313,2593,23773,3222,27922,2991,28210,2881,144912,7466,22028,3457,1636347,18001,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
