GEO_ID,C27007_001E,C27007_001M,C27007_002E,C27007_002M,C27007_003E,C27007_003M,C27007_004E,C27007_004M,C27007_005E,C27007_005M,C27007_006E,C27007_006M,C27007_007E,C27007_007M,C27007_008E,C27007_008M,C27007_009E,C27007_009M,C27007_010E,C27007_010M,C27007_011E,C27007_011M,C27007_012E,C27007_012M,C27007_013E,C27007_013M,C27007_014E,C27007_014M,C27007_015E,C27007_015M,C27007_016E,C27007_016M,C27007_017E,C27007_017M,C27007_018E,C27007_018M,C27007_019E,C27007_019M,C27007_020E,C27007_020M,C27007_021E,C27007_021M,NAME,C27007_001EA,C27007_001MA,C27007_002EA,C27007_002MA,C27007_003MA,C27007_003EA,C27007_004MA,C27007_004EA,C27007_005EA,C27007_005MA,C27007_006MA,C27007_006EA,C27007_007EA,C27007_007MA,C27007_008EA,C27007_008MA,C27007_009MA,C27007_009EA,C27007_010MA,C27007_010EA,C27007_011EA,C27007_011MA,C27007_012EA,C27007_012MA,C27007_013EA,C27007_013MA,C27007_014EA,C27007_014MA,C27007_015EA,C27007_015MA,C27007_016MA,C27007_016EA,C27007_017MA,C27007_017EA,C27007_018EA,C27007_018MA,C27007_019MA,C27007_019EA,C27007_020EA,C27007_020MA,C27007_021EA,C27007_021MA,state
0400000US01,4793512,2005,2300832,5674,596872,6090,272190,8919,324682,8276,1362854,4533,142121,6721,1220733,8174,341106,2341,39221,2791,301885,3327,2492680,5724,572617,5779,257734,7692,314883,7470,1478253,5740,202816,7883,1275437,9603,441810,2129,68526,4129,373284,4277,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,99960,2241,40533,2972,59427,3225,225192,2474,32056,2953,193136,4028,40962,697,4296,867,36666,1154,350064,2412,94423,2035,35958,3054,58465,3233,215091,1690,41723,2989,173368,3047,40550,840,8043,1172,32507,1412,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,880537,4315,341276,9151,539261,9297,1968862,4663,316317,10753,1652545,11843,547828,1407,58725,3541,489103,3572,3510894,3887,848903,3593,333758,9822,515145,9702,2020797,3707,419711,12279,1601086,12678,641194,1474,84632,4058,556562,4422,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,387964,4417,202594,7686,185370,6643,838765,3166,145930,6317,692835,7163,215692,2050,26642,2635,189050,3297,1506884,4657,363830,4000,190392,7011,173438,6078,878427,3532,196891,7305,681536,7744,264627,2089,43909,3128,220718,3463,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,4880853,9401,2112860,24061,2767993,24265,11982631,10162,2277841,26125,9704790,25912,2404335,3306,439661,8604,1964674,8904,19779016,6604,4686620,8614,2011758,23137,2674862,23364,12086653,8516,2853603,29045,9233050,30201,3005743,4174,686979,11019,2318764,11648,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,684900,3979,236040,9385,448860,9612,1715478,3981,233853,8375,1481625,9523,347910,1649,35976,2711,311934,3026,2765782,3756,649335,4154,236467,8495,412868,8961,1705586,3003,285767,8532,1419819,8103,410861,1605,49840,3372,361021,3313,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,406892,2742,146512,7151,260380,6585,1057211,3129,156219,7334,900992,8426,252876,1105,30700,2654,222176,2798,1819543,2573,385989,2926,126607,6063,259382,6368,1106944,3169,209171,7948,897773,8781,326610,1546,54788,4062,271822,4345,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,111791,1667,38153,3941,73638,3637,267044,1766,35709,3599,231335,4346,75626,668,4901,969,70725,1271,492798,1502,106682,1441,38606,3279,68076,3640,292611,1410,47766,3950,244845,4100,93505,702,10122,1280,83383,1400,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,66097,923,30843,2068,35254,2209,222199,1191,43348,3577,178851,3607,32639,367,7747,1149,24892,1137,362873,800,67538,1265,33105,2752,34433,2636,246490,1254,54970,3355,191520,3535,48845,453,14505,1681,34340,1660,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,2266960,7051,972012,18677,1294948,18644,5886588,8016,545212,13098,5341376,14434,1872603,3983,233684,7139,1638919,7586,10652553,6437,2183483,7531,943829,15367,1239654,16974,6194930,6660,787542,19539,5407388,20436,2274140,3678,367829,9547,1906311,10192,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
