GEO_ID,B25043_001E,B25043_001M,B25043_002E,B25043_002M,B25043_003E,B25043_003M,B25043_004E,B25043_004M,B25043_005E,B25043_005M,B25043_006E,B25043_006M,B25043_007E,B25043_007M,B25043_008E,B25043_008M,B25043_009E,B25043_009M,B25043_010E,B25043_010M,B25043_011E,B25043_011M,B25043_012E,B25043_012M,B25043_013E,B25043_013M,B25043_014E,B25043_014M,B25043_015E,B25043_015M,B25043_016E,B25043_016M,B25043_017E,B25043_017M,B25043_018E,B25043_018M,B25043_019E,B25043_019M,NAME,B25043_001EA,B25043_001MA,B25043_002EA,B25043_002MA,B25043_003EA,B25043_003MA,B25043_004MA,B25043_004EA,B25043_005MA,B25043_005EA,B25043_006MA,B25043_006EA,B25043_007EA,B25043_007MA,B25043_008EA,B25043_008MA,B25043_009EA,B25043_009MA,B25043_010MA,B25043_010EA,B25043_011MA,B25043_011EA,B25043_012EA,B25043_012MA,B25043_013EA,B25043_013MA,B25043_014EA,B25043_014MA,B25043_015MA,B25043_015EA,B25043_016MA,B25043_016EA,B25043_017MA,B25043_017EA,B25043_018EA,B25043_018MA,B25043_019EA,B25043_019MA,state
0400000US01,1841665,12421,1253199,12678,1240065,12618,127445,5181,701204,10067,411416,6448,13134,1677,1346,562,6937,1377,4851,863,588466,10414,571398,9932,203114,7593,286292,7074,81992,3602,17068,1867,2817,783,10959,1719,3292,921,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,159344,3559,158054,3532,17598,2064,101205,2676,39251,1721,1290,445,59,65,849,330,382,348,91397,3639,89948,3663,40115,2639,40916,2210,8917,1267,1449,402,579,340,481,234,389,238,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1652321,12356,1629532,12553,161964,5596,887934,9508,579634,6748,22789,2216,1133,387,12679,1842,8977,1300,900651,12842,875085,12289,310299,7801,442543,9977,122243,4748,25566,2621,7165,1433,11911,1709,6490,1307,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,752399,11287,741639,11214,82851,4758,413357,7201,245431,5046,10760,1486,1375,597,4863,1044,4522,976,400683,9039,386213,9323,146664,5528,186548,6641,53001,3345,14470,2052,3266,1033,8664,1651,2540,828,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7125090,26839,7079529,26621,549610,9757,4283660,24510,2246259,14159,45561,3202,4921,1092,25393,2074,15247,2162,5880007,28546,5767676,28047,1760867,18378,3197904,23752,808905,12740,112331,5802,21490,2221,59868,4153,30973,3623,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1394824,10847,1383011,10797,162500,5798,838816,9262,381695,4681,11813,1683,1449,648,6386,1152,3978,868,744383,11664,728001,11596,301683,7237,336063,10224,90255,5055,16382,2049,4268,1093,7943,1439,4171,1044,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,898234,7622,893273,7892,73726,3641,546829,6967,272718,4503,4961,1035,359,263,3026,716,1576,738,458528,7656,448483,7560,132340,5756,231452,6732,84691,3754,10045,1606,1861,724,5531,1292,2653,732,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,253948,5292,251861,5355,23885,2310,143147,4705,84829,2418,2087,702,97,164,1239,414,751,544,103989,4386,99747,4454,34921,3048,49434,3655,15392,1723,4242,1077,1392,660,2225,884,625,362,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,118805,3235,117664,3295,15138,1591,69142,2917,33384,1801,1141,498,256,236,608,378,277,218,162670,3861,155445,3711,66370,3236,68520,3841,20555,1646,7225,1169,1308,668,4402,937,1515,663,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5010187,26720,4954669,26816,357117,8501,2613968,19136,1983584,13671,55518,4365,3072,1086,28240,2763,24206,2779,2679777,21534,2607756,21808,778098,15327,1421153,16641,408505,10621,72021,5072,15101,1980,36650,3178,20270,3138,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3745074,16431,2354922,19925,2331341,19914,232826,8857,1424184,16391,674331,7397,23581,2522,1952,788,14138,1935,7491,1416,1390152,18759,1356523,19343,482558,10977,714236,15254,159729,5608,33629,2887,9646,1571,15586,2156,8397,1577,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,458078,4221,268078,4714,265265,4720,15972,1811,141982,3885,107311,2654,2813,919,475,448,1667,714,671,345,190000,4482,185708,4441,56092,2614,96426,3983,33190,2704,4292,1024,1296,454,1912,582,1084,693,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,625135,5980,435493,6933,430865,6764,49812,3211,245938,5917,135115,3610,4628,1038,379,335,2698,803,1551,612,189642,6433,183065,6320,73650,4152,86313,4246,23102,2611,6577,1294,1722,739,3107,878,1748,760,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4808672,14430,3182232,18239,3155694,18365,324046,8068,1889602,16096,942046,7983,26538,2028,2954,715,15714,1677,7870,1143,1626440,15529,1582097,15442,557472,10421,778537,13485,246088,6452,44343,3209,10607,1537,23043,2437,10693,1536,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2557299,10669,1765500,14956,1742367,14590,207493,7387,1020907,10063,513967,6226,23133,2303,3971,951,13399,1706,5763,1052,791799,11302,767898,11898,300857,8925,357275,8390,109766,4496,23901,2528,6234,1581,12297,1607,5370,1124,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1257505,6773,900362,9741,891385,9878,123101,4767,506408,6324,261876,4429,8977,1243,1286,372,4878,1029,2813,711,357143,7725,345995,7382,144096,5044,145308,5302,56591,3030,11148,1991,4054,1000,4742,1096,2352,868,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1128983,6821,743508,8948,735148,8893,92058,3541,426975,7142,216115,3830,8360,1311,652,360,5043,1072,2665,770,385475,6561,371335,6288,155494,5188,159132,6176,56709,3350,14140,2128,5230,1302,5884,1257,3026,815,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1725034,10346,1146668,12735,1133751,12627,122877,5418,652950,8524,357924,5360,12917,1745,1145,473,7396,1339,4376,960,578366,9268,560835,9178,202249,5681,279104,7232,79482,4424,17531,1973,3987,811,10291,1616,3253,893,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737123,11255,1132229,12824,1118606,12886,125020,6483,642378,9710,351208,4600,13623,1589,1037,515,6996,1298,5590,1254,604894,11475,584625,11488,211371,8582,292512,8494,80742,4485,20269,2410,4365,1118,12809,1888,3095,959,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
