GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,NAME,C08524_001EA,C08524_001MA,C08524_002EA,C08524_002MA,C08524_003EA,C08524_003MA,C08524_004MA,C08524_004EA,C08524_005MA,C08524_005EA,C08524_006MA,C08524_006EA,C08524_007MA,C08524_007EA,C08524_008EA,C08524_008MA,C08524_009MA,C08524_009EA,C08524_010MA,C08524_010EA,C08524_011MA,C08524_011EA,C08524_012MA,C08524_012EA,C08524_013EA,C08524_013MA,C08524_014EA,C08524_014MA,C08524_015MA,C08524_015EA,C08524_016MA,C08524_016EA,C08524_017MA,C08524_017EA,C08524_018EA,C08524_018MA,C08524_019EA,C08524_019MA,C08524_020MA,C08524_020EA,C08524_021MA,C08524_021EA,C08524_022MA,C08524_022EA,C08524_023EA,C08524_023MA,C08524_024EA,C08524_024MA,C08524_025EA,C08524_025MA,C08524_026MA,C08524_026EA,C08524_027MA,C08524_027EA,C08524_028EA,C08524_028MA,C08524_029EA,C08524_029MA,C08524_030EA,C08524_030MA,C08524_031MA,C08524_031EA,C08524_032MA,C08524_032EA,C08524_033EA,C08524_033MA,C08524_034EA,C08524_034MA,C08524_035EA,C08524_035MA,C08524_036EA,C08524_036MA,C08524_037MA,C08524_037EA,C08524_038EA,C08524_038MA,C08524_039EA,C08524_039MA,C08524_040EA,C08524_040MA,C08524_041EA,C08524_041MA,C08524_042MA,C08524_042EA,state
0400000US01,1998361,17735,696695,13159,335857,9739,464091,9971,186091,6204,309221,10900,6406,1487,1714031,19366,599920,12087,282840,10013,404495,9516,152396,6113,268720,9360,5660,1411,167513,7476,47653,3854,33047,3219,30982,3390,27036,3099,28639,4281,156,196,7109,1483,926,460,1824,751,2118,907,727,562,1514,666,0,198,40836,4011,13231,2150,9836,1605,9242,2069,2960,845,4977,1279,590,454,68872,5117,34965,3281,8310,2052,17254,2498,2972,930,5371,1530,0,198,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357793,6276,130356,5364,60000,3931,80201,4357,41129,3560,38652,3211,7455,1429,244976,6359,93026,4428,38041,3157,58269,3595,27578,3247,23252,2556,4810,1220,42156,4237,15074,2066,6366,1312,10013,2359,5317,1292,4223,1260,1163,531,6095,1567,1167,536,1941,927,1120,521,251,174,1596,923,20,39,48582,3270,14380,1733,10593,1360,8174,1409,6240,974,7733,1392,1462,659,15984,2030,6709,1196,3059,737,2625,690,1743,751,1848,831,0,198,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3058066,17683,1103572,17436,582178,11322,799792,15710,273274,11007,291286,10874,7964,1460,2342418,18961,861220,15554,426412,11437,614481,13634,204157,9386,229078,9634,7070,1381,335213,10743,95515,5464,73734,4342,82128,5199,47422,5338,36244,3722,170,152,54740,5185,11790,1888,18189,2941,14542,1955,3745,1096,6191,1212,283,216,131780,6031,37568,3562,39064,3198,33509,3457,8849,1621,12635,2090,155,131,193915,7427,97479,4861,24779,2651,55132,4001,9101,1831,7138,1469,286,308,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1279217,13273,433064,10605,215058,7952,290527,9263,126476,5857,211731,7539,2361,974,1065999,12780,362229,8994,171956,7617,247801,8554,102386,5001,179592,6844,2035,966,126071,6447,37309,3069,25382,3035,25978,2819,15869,1988,21425,2800,108,133,3835,1032,1248,658,1171,555,600,366,168,175,648,388,0,198,36156,4040,9761,1995,9620,1881,5771,1059,3821,1338,7106,1527,77,127,47156,3936,22517,2948,6929,1266,10377,1806,4232,1319,2960,1017,141,108,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18327531,48960,7079548,41918,3383159,31680,4117566,34867,1670826,21000,2010454,24049,65978,4588,13544216,56744,5227656,37843,2379386,27895,3085956,29591,1250654,17735,1562983,22320,37581,3935,1840872,27432,572434,12805,379943,12559,395248,11606,255929,11652,233483,8277,3835,884,918989,16819,378295,10573,214704,8896,204786,8439,37400,4202,81878,5374,1926,709,930567,18808,344660,10087,214026,8859,195148,8633,74975,5556,87823,5769,13935,3015,1092887,19780,556503,14354,195100,8073,236428,7611,51868,4663,44287,4191,8701,2734,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2877189,17960,1198193,14593,483029,12029,641500,14036,270347,7805,260480,10040,23640,2638,2158675,16124,886614,12972,361766,10661,484506,11882,205365,6839,206540,8673,13884,2389,245867,8636,76849,5014,50451,4282,50629,4206,37639,4112,27816,2939,2483,1012,91772,5885,37548,3399,22731,2877,20723,2683,5011,1437,5670,1826,89,103,136772,6113,56598,4037,25068,2946,28577,2973,9044,1368,10361,1680,7124,1139,244103,8996,140584,6044,23013,2578,57065,4255,13288,2169,10093,1657,60,91,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739235,16004,746501,12897,318346,11424,382644,11223,124807,6934,161010,7341,5927,909,1384005,15380,609938,12468,241989,9831,299490,9000,100736,6238,129513,6011,2339,769,139839,7585,43114,3552,34139,3436,28680,2700,15320,2299,18151,2399,435,355,53225,4477,16635,2365,14375,2471,15896,2453,1954,967,4168,1296,197,235,70992,4923,26483,2828,18256,2874,17362,2302,2407,812,5150,1467,1334,693,91174,4559,50331,3586,9587,1543,21216,2631,4390,1329,4028,1130,1622,1063,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437567,7390,189647,6735,67179,4733,100446,5558,35936,3200,43589,3351,770,457,361055,7691,156127,6115,52731,4149,83578,4971,31298,2790,36646,3201,675,416,31175,3436,13072,2262,5171,1170,6189,1195,2343,787,4305,1297,95,182,8022,1567,3104,935,1636,810,2412,730,404,339,466,284,0,198,15088,2055,5005,1270,5020,1133,2972,895,882,651,1209,473,0,198,22227,2459,12339,1621,2621,791,5295,1354,1009,701,963,661,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,844345,11107,529639,10362,115174,5592,122891,5187,38968,3991,34314,3829,3359,738,358317,10218,208259,7329,55669,3774,49632,3458,23126,2903,19704,3247,1927,583,72227,5042,40058,3444,9837,2124,10822,1804,6427,1559,4446,1641,637,383,299423,7322,201251,6307,36414,3457,46628,3047,7676,2316,6712,1467,742,397,86711,4949,60877,3923,9628,2033,12470,1951,980,473,2703,1288,53,89,27667,2948,19194,2211,3626,1665,3339,936,759,639,749,573,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9300635,36915,3259459,30831,1864238,30773,2408616,27140,878620,19256,862279,18314,27423,2582,7392830,40790,2624639,28483,1449500,25096,1928915,21779,671243,16480,698445,17234,20088,2275,846056,20556,233972,8272,202816,9294,205706,9983,123346,8166,78005,5912,2211,710,160963,8893,28401,3510,56962,5901,41291,4377,16620,2486,17545,3196,144,170,326280,13488,81443,5558,95939,7602,72871,4481,31612,4278,41061,4165,3354,1045,574506,15223,291004,9606,59021,4770,159833,7514,35799,3833,27223,3469,1626,482,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
