GEO_ID,C27004_001E,C27004_001M,C27004_002E,C27004_002M,C27004_003E,C27004_003M,C27004_004E,C27004_004M,C27004_005E,C27004_005M,C27004_006E,C27004_006M,C27004_007E,C27004_007M,C27004_008E,C27004_008M,C27004_009E,C27004_009M,C27004_010E,C27004_010M,C27004_011E,C27004_011M,C27004_012E,C27004_012M,C27004_013E,C27004_013M,C27004_014E,C27004_014M,C27004_015E,C27004_015M,C27004_016E,C27004_016M,C27004_017E,C27004_017M,C27004_018E,C27004_018M,C27004_019E,C27004_019M,C27004_020E,C27004_020M,C27004_021E,C27004_021M,NAME,C27004_001MA,C27004_001EA,C27004_002EA,C27004_002MA,C27004_003EA,C27004_003MA,C27004_004MA,C27004_004EA,C27004_005MA,C27004_005EA,C27004_006MA,C27004_006EA,C27004_007MA,C27004_007EA,C27004_008EA,C27004_008MA,C27004_009EA,C27004_009MA,C27004_010EA,C27004_010MA,C27004_011MA,C27004_011EA,C27004_012MA,C27004_012EA,C27004_013EA,C27004_013MA,C27004_014MA,C27004_014EA,C27004_015EA,C27004_015MA,C27004_016EA,C27004_016MA,C27004_017MA,C27004_017EA,C27004_018MA,C27004_018EA,C27004_019EA,C27004_019MA,C27004_020EA,C27004_020MA,C27004_021EA,C27004_021MA,state
0400000US01,4793512,2005,2300832,5674,596872,6090,280133,8830,316739,9482,1362854,4533,830145,10714,532709,10384,341106,2341,123510,4325,217596,4625,2492680,5724,572617,5779,272648,8745,299969,9013,1478253,5740,902600,12531,575653,11712,441810,2129,143220,4573,298590,4713,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,99960,2241,43792,2993,56168,3367,225192,2474,124870,4838,100322,4836,40962,697,19725,1402,21237,1530,350064,2412,94423,2035,40749,2962,53674,2750,215091,1690,120932,3609,94159,3893,40550,840,18165,1619,22385,1511,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,880537,4315,440228,10454,440309,11326,1968862,4663,1146371,13683,822491,13153,547828,1407,146724,4528,401104,4659,3510894,3887,848903,3593,410726,11350,438177,11450,2020797,3707,1160474,13598,860323,13930,641194,1474,155090,4522,486104,4727,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,387964,4417,156877,6871,231087,7436,838765,3166,473523,8602,365242,7974,215692,2050,50729,2584,164963,2970,1506884,4657,363830,4000,146020,5578,217810,6875,878427,3532,493750,8729,384677,8265,264627,2089,56264,3274,208363,3600,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,4880853,9401,2387755,21633,2493098,22126,11982631,10162,7046910,33141,4935721,33841,2404335,3306,781228,9478,1623107,9905,19779016,6604,4686620,8614,2285716,21714,2400904,20688,12086653,8516,6925483,34236,5161170,33597,3005743,4174,861017,12615,2144726,12757,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,684900,3979,364769,9208,320131,8894,1715478,3981,1071917,10605,643561,9853,347910,1649,104502,4080,243408,4108,2765782,3756,649335,4154,335638,8865,313697,9029,1705586,3003,1055240,9537,650346,9936,410861,1605,121536,3963,289325,4354,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,406892,2742,236597,6529,170295,7151,1057211,3129,701005,8328,356206,8057,252876,1105,100552,3859,152324,3761,1819543,2573,385989,2926,236144,5949,149845,5697,1106944,3169,735155,9346,371789,8392,326610,1546,114949,4027,211661,3915,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,111791,1667,67250,3808,44541,4129,267044,1766,183909,5184,83135,4649,75626,668,35640,1867,39986,1760,492798,1502,106682,1441,63073,3465,43609,3306,292611,1410,203685,4367,88926,4356,93505,702,36297,2391,57208,2356,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,66097,923,29351,2549,36746,2552,222199,1191,139579,4362,82620,4503,32639,367,16888,1366,15751,1373,362873,800,67538,1265,27297,2689,40241,2974,246490,1254,160911,4781,85579,4934,48845,453,24243,1610,24602,1659,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,2266960,7051,934584,15422,1332376,15641,5886588,8016,3145778,29899,2740810,30448,1872603,3983,500798,11080,1371805,11607,10652553,6437,2183483,7531,903404,17506,1280079,17630,6194930,6660,3309281,25308,2885649,24680,2274140,3678,515829,9885,1758311,9569,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
