GEO_ID,B17011_001E,B17011_001M,B17011_002E,B17011_002M,B17011_003E,B17011_003M,B17011_004E,B17011_004M,B17011_005E,B17011_005M,NAME,B17011_001MA,B17011_001EA,B17011_002MA,B17011_002EA,B17011_003MA,B17011_003EA,B17011_004MA,B17011_004EA,B17011_005MA,B17011_005EA,state
0400000US01,1503318000,82200881,376810300,38304982,1126507700,76104863,117521000,24151983,1008986800,66833284,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,138566100,20118275,56160700,13286236,82405400,15637789,23512600,8314129,58892800,14246202,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1864091600,92124890,707935400,44921940,1156156200,76901740,199115600,30300652,957040600,68915406,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,840875100,56560378,274678700,32733105,566196400,44919644,75304000,13910754,490892400,42791112,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8504021800,191920478,3403915800,105927230,5100106000,156604231,893700800,63261978,4206405300,130672804,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,904209400,59358824,345979400,36306825,558229900,52104642,87310700,21141883,470919300,48087578,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,575255200,58658120,175261900,25890957,399993300,49543606,59363600,15125852,340629700,46777605,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235095100,32079301,110524200,25869143,124570900,23123728,27613300,12810302,96957700,20620655,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,172774800,21098109,21195700,8431588,151579100,21815062,13395300,6403477,138183800,21927092,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4839811500,178240708,1844198600,97931281,2995612800,131792917,482501900,44753941,2513110900,128527302,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2830086800,141968009,877941400,79202436,1952145400,116585725,244783500,35545835,1707362000,106917674,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,247373800,32707638,76784800,14607525,170589100,29675035,27960000,10547935,142629100,25643629,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,331680200,41107683,148979800,27192449,182700400,29378207,25697900,11050195,157002500,26802514,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2827369800,110922647,892900400,62451728,1934469400,99734959,261611900,33270950,1672857500,93455575,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1559365600,89969654,434961900,42770280,1124403700,78191346,159638400,25208592,964765300,72043437,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,496406500,36592799,177487200,20670786,318919300,33756226,51345100,13648147,267574300,30554087,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,555109000,37549803,180888700,23895484,374220300,33894536,52085200,11944961,322135000,32964321,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1427384500,71054389,560761600,52386641,866622900,53788341,160833200,29475112,705789700,49260031,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1716396500,88074913,401770800,43287186,1314625800,78729304,160562900,30534381,1154062800,80030336,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,188503400,25752376,63866100,11899126,124637300,23596102,30147800,10887070,94489500,19408834,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,948875000,57829091,242638000,25307988,706237000,56588074,95095300,21970030,611141700,57396754,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1223179500,69930342,355219100,40289602,867960400,60023365,90656300,19133291,777304100,61812538,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2457234000,84918593,767373900,49374873,1689860100,71396591,335872900,37607584,1353987200,63510226,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,752108500,43024571,274738700,29943533,477369800,38746322,90507200,16142769,386862600,35706354,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1077347000,70880644,256624500,31993718,820722500,65112876,106592600,24202601,714129800,60857665,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1356147100,70974648,432114800,40668170,924032200,64748452,140095900,23542666,783936300,60236388,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,195362300,28329559,87566500,20719085,107795800,19648064,23761100,8482407,84034700,17248484,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,348458000,41221168,109490600,15666177,238967400,35872561,37766200,12466000,201201200,34847401,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,670481500,61128102,224346200,32840632,446135300,49902643,71957100,16770626,374178200,45252342,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,165804900,28124658,50271900,14638947,115533000,23514140,26905300,11023671,88627700,21031783,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1605717200,84749868,540358700,40248375,1065358500,69426037,142077000,28169612,923281600,65704817,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,730371700,62362390,258203000,39220412,472168700,51560099,109789600,21914148,362379000,44695342,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4836820600,136782337,1623031600,70830940,3213788900,118741569,453143100,48332721,2760645800,104887799,New York,null,null,null,null,null,null,null,null,null,null,36
