GEO_ID,B12505_001E,B12505_001M,B12505_002E,B12505_002M,B12505_003E,B12505_003M,B12505_004E,B12505_004M,B12505_005E,B12505_005M,B12505_006E,B12505_006M,B12505_007E,B12505_007M,B12505_008E,B12505_008M,B12505_009E,B12505_009M,B12505_010E,B12505_010M,B12505_011E,B12505_011M,B12505_012E,B12505_012M,B12505_013E,B12505_013M,NAME,B12505_001EA,B12505_001MA,B12505_002EA,B12505_002MA,B12505_003EA,B12505_003MA,B12505_004EA,B12505_004MA,B12505_005MA,B12505_005EA,B12505_006MA,B12505_006EA,B12505_007EA,B12505_007MA,B12505_008EA,B12505_008MA,B12505_009EA,B12505_009MA,B12505_010MA,B12505_010EA,B12505_011MA,B12505_011EA,B12505_012EA,B12505_012MA,B12505_013EA,B12505_013MA,state
0400000US01,3972124,3503,1895814,3709,657497,10366,1238317,9727,832022,10033,291479,7386,114816,5960,2076310,3989,609482,7910,1466828,8674,998517,10873,337823,8132,130488,5715,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,583639,1229,307088,1526,117253,4123,189835,4009,139752,4560,40403,3058,9680,1390,276551,1567,81422,3730,195129,3621,140786,3181,41635,3243,12708,1666,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5663228,2008,2797660,2475,1038238,11413,1759422,11665,1259829,12421,378492,9809,121101,5265,2865568,1852,858557,10273,2007011,10059,1430805,13834,433528,10014,142678,5647,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2418049,3055,1179013,3349,368758,7792,810255,8200,529323,8686,191056,5820,89876,4806,1239036,3521,304307,7050,934729,7078,600785,9812,228782,6685,105162,4367,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32009857,3422,15802609,4183,6457535,27984,9345074,27831,7560955,31480,1439938,17829,344181,9588,16207248,3926,5453614,27756,10753634,27485,8701596,32549,1682663,19230,369375,10018,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4558575,2194,2281955,2677,819807,10045,1462148,10323,1098448,10684,290719,7443,72981,3851,2276620,2384,647734,9193,1628886,8878,1202866,10587,337998,6989,88022,4143,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2986837,1938,1442504,2026,550228,6766,892276,6910,715854,9155,148369,6346,28053,2421,1544333,1981,497398,8104,1046935,7446,857472,8600,168297,6776,21166,2136,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,792511,507,379153,1265,135859,4520,243294,4433,179515,4347,50696,2618,13083,1757,413358,1113,133312,4559,280046,4185,211208,4581,56220,2699,12618,1421,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,585161,295,274333,549,161791,3736,112542,3742,91856,3936,17180,2130,3506,1021,310828,574,172944,3460,137884,3498,117799,3563,18003,2251,2082,805,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17514198,4283,8482987,5321,2989886,22852,5493101,22213,3826404,28399,1261313,17313,405384,9503,9031211,5206,2578311,24912,6452900,23889,4545474,28093,1476248,18319,431178,9846,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8349724,5029,4009958,5500,1489940,17838,2520018,17166,1816419,17704,531064,9621,172535,7514,4339766,5289,1382082,14959,2957684,15269,2134031,18167,622765,14054,200888,6367,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1167820,763,582993,1022,224290,5636,358703,5586,290022,5818,57283,3139,11398,1166,584827,867,167608,4051,417219,3939,339795,5370,65423,3284,12001,1700,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1349449,1444,673450,2568,209896,5978,463554,6213,327361,7217,99080,5061,37113,2897,675999,2312,164824,5983,511175,6034,355428,7560,114637,5147,41110,3338,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10413077,3234,5075158,4009,1963505,15728,3111653,15882,2472347,15559,514418,10795,124888,5281,5337919,3881,1743472,13909,3594447,14214,2864277,16915,585289,10502,144881,5348,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5364611,3364,2615670,4239,916799,10045,1698871,9788,1206555,10472,372405,6696,119911,5436,2748941,4345,769583,11310,1979358,10432,1407791,12195,426554,7818,145013,5436,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2537862,2815,1252885,3375,420617,6194,832268,6589,646591,6616,146780,4420,38897,2528,1284977,2723,338142,5715,946835,6337,726885,8129,174238,5318,45712,2685,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2318621,2961,1148850,3682,380487,7392,768363,7151,566567,7994,152015,4929,49781,2993,1169771,2571,297144,6016,872627,5700,639233,6892,176883,5463,56511,3058,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3612529,3254,1761269,3706,567973,8850,1193296,8679,831438,9903,265130,7418,96728,4733,1851260,3849,471878,8154,1379382,8050,956670,10886,307032,7322,115680,5711,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3760394,3299,1815900,3690,720240,12281,1095660,11634,797677,12064,228982,7493,69001,4569,1944494,3580,655409,9692,1289085,9340,952053,11116,260152,7112,76880,4421,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1128297,1518,548428,1757,178793,4548,369635,4288,267541,4890,79508,3766,22586,2074,579869,1372,148266,4450,431603,4525,311446,4773,93944,3417,26213,2205,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4936544,1855,2365357,2651,893377,9662,1471980,9839,1151543,10753,267250,6899,53187,3634,2571187,2066,847453,11853,1723734,11250,1373929,12142,294922,8024,54883,3533,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5738766,1372,2758162,1824,1095888,10574,1662274,10347,1377414,11458,246104,7563,38756,2558,2980604,1603,1024437,10034,1956167,9903,1644691,11926,274936,6689,36540,3056,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8180585,2787,3994283,3158,1456213,10587,2538070,10617,1920472,12242,494682,7973,122916,4425,4186302,3078,1276295,9605,2910007,9365,2202598,11494,566513,10053,140896,5510,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4493286,2695,2226162,3086,785172,8444,1440990,8568,1169043,9520,225577,5612,46370,3028,2267124,2493,657960,8101,1609164,8097,1312829,10220,250412,6593,45923,2311,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2393019,3295,1144988,3982,431084,9809,713904,9460,493872,10347,162209,5826,57823,3985,1248031,3951,401354,7793,846677,7845,592608,9535,194106,6434,59963,3839,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4963584,4544,2414301,4215,820053,11144,1594248,10539,1133010,11989,346582,7559,114656,4636,2549283,4634,703590,10442,1845693,10499,1309098,11526,402948,8328,133647,5538,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
