GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001MA,B18101H_001EA,B18101H_002EA,B18101H_002MA,B18101H_003MA,B18101H_003EA,B18101H_004MA,B18101H_004EA,B18101H_005EA,B18101H_005MA,B18101H_006EA,B18101H_006MA,B18101H_007EA,B18101H_007MA,B18101H_008EA,B18101H_008MA,B18101H_009MA,B18101H_009EA,B18101H_010MA,B18101H_010EA,state
0400000US17,7740892,5446,1482967,2085,50916,3276,1432051,3902,4821048,4726,434449,12096,4386599,13251,1436877,2420,461758,7998,975119,8665,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5207314,2950,1116835,1594,57876,4338,1058959,4519,3199363,2158,387119,10929,2812244,11050,891116,1371,317637,6308,573479,6291,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2664120,2115,570071,499,21211,2395,548860,2533,1612549,1972,149093,5875,1463456,6430,481500,708,145316,4575,336184,4654,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2171480,2148,473313,815,17068,2025,456245,2282,1311795,2115,148961,5511,1162834,5482,386372,738,136545,4828,249827,4829,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3706357,3019,792597,1116,44422,3242,748175,3322,2280854,2568,378880,11404,1901974,11362,632906,1016,256747,5752,376159,5715,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2691318,3875,561892,1443,27103,3238,534789,3338,1653029,3030,208455,8709,1444574,9123,476397,1045,179477,5543,296920,5618,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1235091,1237,223309,444,13746,2240,209563,2234,758853,1151,104809,5737,654044,5803,252929,482,87425,3647,165504,3627,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3021225,4168,563687,1658,21617,2488,542070,3155,1875673,3077,167819,6551,1707854,6874,581865,1192,178046,5311,403819,5353,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4854345,8170,834253,3570,31616,3398,802637,5128,3094057,5931,268980,10256,2825077,11023,926035,1656,289564,7393,636471,7350,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7413944,3385,1455327,1556,62312,4376,1393015,4662,4569836,2547,520586,9989,4049250,10456,1388781,1651,463533,6578,925248,6745,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4411286,1976,898066,866,29593,2881,868473,2889,2736033,1596,238477,7481,2497556,7664,777187,935,234962,4950,542225,5042,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1657972,2566,348321,1036,18051,2425,330270,2681,990190,2176,146634,7739,843556,8003,319461,1280,134382,5352,185079,5108,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4776429,4055,999078,2776,48057,4673,951021,5244,2916030,3287,365026,8830,2551004,9211,861321,1869,317545,6899,543776,7092,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,894782,1283,178670,341,6592,1230,172078,1356,541798,929,59888,3958,481910,3977,174314,582,59535,2884,114779,2887,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1496240,1380,327356,606,11891,1598,315465,1646,906311,1200,87227,4741,819084,4794,262573,441,89461,3178,173112,3159,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1445690,3088,237901,1779,8263,1528,229638,2072,884185,1963,101682,5443,782503,5449,323604,875,110180,3846,213424,3942,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1198566,1510,219579,568,11627,2011,207952,2026,759635,1167,77534,4758,682101,4886,219352,472,71549,3822,147803,3815,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4890322,4248,912625,1601,29153,3030,883472,3225,2982522,3297,235816,7398,2746706,7825,995175,1815,293613,6933,701562,7194,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767115,1938,117352,871,4918,1153,112434,1431,447145,1935,60504,3727,386641,4494,202618,826,69462,2938,133156,2893,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10817496,6194,1971980,1964,72729,4959,1899251,5541,6729060,5574,583610,11781,6145450,13329,2116456,2766,651373,10064,1465083,10045,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6353736,4687,1196523,1832,50016,3834,1146507,4365,3911883,3973,437913,12283,3473970,12403,1245330,1492,431737,7389,813593,7414,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,623641,1645,133497,686,4023,855,129474,1133,387444,1271,29771,2128,357673,2419,102700,339,30907,2167,71793,2172,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9087643,3776,1858230,1963,83957,4976,1774273,5243,5581842,3065,653790,13179,4928052,13724,1647571,2188,554446,8702,1093125,8712,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2533009,2705,510390,845,25720,2413,484670,2564,1535401,2509,230200,7716,1305201,8532,487218,1192,199981,4945,287237,4769,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3104353,2781,553497,971,27361,2952,526136,3032,1917659,2371,230573,8677,1687086,8658,633197,727,220267,5798,412930,5675,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9652761,4266,1778030,1854,83134,4251,1694896,4778,5934486,3053,640394,11540,5294092,11818,1940245,2067,646330,9868,1293915,9925,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,751994,1798,119903,596,6095,1385,113808,1433,480131,1479,54464,4134,425667,4039,151960,628,47338,2848,104622,2655,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3149300,3372,600213,1967,30341,3227,569872,3726,1899676,2551,234234,9621,1665442,9882,649411,967,215972,6326,433439,6352,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,704016,1405,154374,671,3926,855,150448,1000,421707,1026,39496,3295,382211,3344,127935,517,39845,2369,88090,2446,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4896624,3144,982843,1060,49580,3200,933263,3348,3013907,2921,416071,10060,2597836,10200,899874,1100,350263,6879,549611,6829,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11649304,9052,2316555,3140,85148,5036,2231407,5902,7205940,7496,731437,14255,6474503,15584,2126809,2964,749131,11658,1377678,11668,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2410836,3373,681207,1746,25241,2847,655966,3247,1431007,2063,122463,5513,1308544,5376,298622,572,101201,3640,197421,3622,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,573556,436,104151,83,5132,922,99019,930,359065,407,43323,3455,315742,3335,110340,254,35203,2080,75137,2108,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5106781,5049,993054,1813,38609,3833,954445,4371,3167397,4290,313499,9504,2853898,10364,946330,1311,303715,7165,642615,7347,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5009376,4242,927986,1743,38653,3367,889333,3851,3146613,3745,361218,10087,2785395,10650,934777,1326,334017,6929,600760,6864,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1650339,3610,326368,1822,18418,2283,307950,2726,995977,2190,178535,6916,817442,7585,327994,827,143731,3759,184263,3944,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4658774,4057,905076,1677,33824,2837,871252,3173,2889880,2790,271404,8259,2618476,8888,863818,944,260873,6041,602945,6252,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,479111,1186,104810,322,4802,1420,100008,1476,291673,1044,34537,3227,257136,3157,82628,149,31099,2672,51529,2690,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22202,3962,4981,2154,97,164,4884,2094,13248,2659,1835,792,11413,2419,3973,1038,1979,798,1994,740,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
