GEO_ID,B27001H_001E,B27001H_001M,B27001H_002E,B27001H_002M,B27001H_003E,B27001H_003M,B27001H_004E,B27001H_004M,B27001H_005E,B27001H_005M,B27001H_006E,B27001H_006M,B27001H_007E,B27001H_007M,B27001H_008E,B27001H_008M,B27001H_009E,B27001H_009M,B27001H_010E,B27001H_010M,B27001H_011E,B27001H_011M,B27001H_012E,B27001H_012M,B27001H_013E,B27001H_013M,B27001H_014E,B27001H_014M,B27001H_015E,B27001H_015M,B27001H_016E,B27001H_016M,B27001H_017E,B27001H_017M,B27001H_018E,B27001H_018M,B27001H_019E,B27001H_019M,B27001H_020E,B27001H_020M,B27001H_021E,B27001H_021M,B27001H_022E,B27001H_022M,B27001H_023E,B27001H_023M,B27001H_024E,B27001H_024M,B27001H_025E,B27001H_025M,B27001H_026E,B27001H_026M,B27001H_027E,B27001H_027M,B27001H_028E,B27001H_028M,NAME,B27001H_001EA,B27001H_001MA,B27001H_002EA,B27001H_002MA,B27001H_003EA,B27001H_003MA,B27001H_004MA,B27001H_004EA,B27001H_005MA,B27001H_005EA,B27001H_006EA,B27001H_006MA,B27001H_007EA,B27001H_007MA,B27001H_008EA,B27001H_008MA,B27001H_009EA,B27001H_009MA,B27001H_010MA,B27001H_010EA,B27001H_011MA,B27001H_011EA,B27001H_012EA,B27001H_012MA,B27001H_013EA,B27001H_013MA,B27001H_014EA,B27001H_014MA,B27001H_015MA,B27001H_015EA,B27001H_016MA,B27001H_016EA,B27001H_017EA,B27001H_017MA,B27001H_018EA,B27001H_018MA,B27001H_019EA,B27001H_019MA,B27001H_020EA,B27001H_020MA,B27001H_021MA,B27001H_021EA,B27001H_022MA,B27001H_022EA,B27001H_023EA,B27001H_023MA,B27001H_024EA,B27001H_024MA,B27001H_025MA,B27001H_025EA,B27001H_026MA,B27001H_026EA,B27001H_027MA,B27001H_027EA,B27001H_028EA,B27001H_028MA,state
0400000US01,3148898,3842,195631,2438,190893,2684,4738,1256,485158,4050,472725,4576,12433,2221,264042,5681,223043,6431,40999,3517,336838,4697,286967,5967,49871,4497,368662,2328,320168,4789,48494,4600,432167,1659,385713,3820,46454,3586,457389,860,421135,3721,36254,3629,360363,1292,359671,1317,692,389,248648,1287,248307,1320,341,254,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,435077,1913,30754,948,29336,1028,1418,642,63718,1375,59956,1542,3762,972,34220,1970,28505,2107,5715,1266,61076,1622,51162,2204,9914,1719,56259,720,47800,1891,8459,1845,59705,551,52291,1434,7414,1329,68752,309,63640,1043,5112,990,41891,386,41804,411,87,81,18702,334,18628,344,74,63,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3792585,5252,195868,3077,184813,3575,11055,2042,481984,3909,457544,4437,24440,3423,280749,5116,249840,5628,30909,3446,396514,4335,350988,5468,45526,3635,419274,2056,380537,4383,38737,3781,485028,1784,446492,4123,38536,3799,580434,1057,535943,3396,44491,3194,546799,1050,545422,1259,1377,543,405935,948,405206,1044,729,524,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2136043,2793,139214,2749,134796,2863,4418,1022,334112,3755,322520,3909,11592,2451,186475,3803,166266,4190,20209,2520,229410,3990,202831,4593,26579,3054,256593,2217,228763,3292,27830,3110,277005,1464,254758,2481,22247,2392,299019,983,281370,2307,17649,2239,241947,1137,241574,1185,373,261,172268,1133,172174,1146,94,127,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14421122,8504,749384,5952,733055,6890,16329,2983,1704939,8578,1665747,9711,39192,4004,1092955,10943,1023481,11088,69474,4793,1747971,8869,1612479,10722,135492,7296,1708463,3563,1617235,5293,91228,4535,2011496,2537,1910093,7105,101403,6627,2317503,2829,2220058,5965,97445,5065,1775521,2176,1767567,2986,7954,1654,1312890,2526,1308840,2784,4050,1215,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3763148,4450,226343,2826,220841,2887,5502,1305,526641,4212,507146,4875,19495,2366,314891,5708,290586,6019,24305,2958,504859,4717,453123,5965,51736,4177,493476,2916,459848,3902,33628,3044,508489,1224,478511,3326,29978,3441,557017,1104,525872,2645,31145,2542,395403,1304,393988,1350,1415,642,236029,1512,235822,1493,207,222,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2360024,3704,111530,2107,109077,2231,2453,922,328787,3266,323455,3729,5332,1255,200156,3439,189833,3588,10323,2146,225535,2374,211091,2859,14444,2281,247043,1331,233097,2611,13946,2286,358437,871,343759,2134,14678,1914,400270,725,387636,2353,12634,2150,277321,663,276355,851,966,516,210945,947,210695,999,250,279,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,590142,1214,31472,1326,29825,1529,1647,935,77085,1500,75719,1658,1366,696,43569,2011,40276,2085,3293,1210,65528,1793,61080,1746,4448,1329,60997,519,56590,1522,4407,1390,79520,231,75684,1003,3836,1049,96246,240,93762,820,2484,836,81449,534,81352,539,97,100,54276,567,54235,565,41,68,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250685,1574,14117,762,13895,802,222,235,16190,1373,16029,1394,161,202,33190,1816,32919,1804,271,229,71285,1653,69584,1687,1701,769,42531,382,41787,681,744,555,25305,258,24557,601,748,533,19946,110,18809,735,1137,710,16935,135,16849,192,86,138,11186,243,11130,273,56,97,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11141479,8898,549281,4991,518599,6398,30682,4705,1309773,6611,1224061,8854,85712,6748,785350,8543,657112,9400,128238,8093,1099084,8108,881293,11671,217791,10427,1123766,2958,946477,8757,177289,8479,1457652,2392,1256560,9052,201092,8927,1764266,1816,1569593,8851,194673,8747,1682532,2010,1671939,2869,10593,2207,1369775,1996,1364793,2435,4982,1458,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5403301,5848,333028,4215,316041,4449,16987,2556,837724,6754,793441,8673,44283,4551,455395,6381,385515,6722,69880,5492,595607,6359,481338,7463,114269,6285,658937,3521,561402,7544,97535,7025,775831,2608,675880,6038,99951,6073,774617,1154,698111,5551,76506,5228,593254,1522,590669,1861,2585,909,378908,1626,378380,1564,528,379,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,283473,1973,17284,873,17100,895,184,145,27054,1262,26142,1291,912,530,16389,1239,15345,1341,1044,579,35839,1626,32408,1799,3431,955,36337,960,34675,1021,1662,532,35712,627,33363,1025,2349,925,48080,557,46081,782,1999,691,43725,272,43577,316,148,124,23053,310,23040,317,13,22,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1391299,2002,101439,1930,98144,2286,3295,1065,251418,2975,241621,4212,9797,2451,117968,3840,102744,3926,15224,2234,152335,2940,126553,4184,25782,3155,172788,1533,150890,2632,21898,2340,165014,1216,146804,2664,18210,2217,187889,722,167756,3050,20133,3033,147370,674,147037,755,333,307,95078,714,94893,724,185,172,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7740892,5446,465599,4990,456928,5160,8671,1906,1111781,5708,1084399,6203,27382,2979,634337,6015,591179,6927,43158,4075,899141,6024,826848,7525,72293,4746,936733,1795,880153,4213,56580,3998,1073789,1369,1018711,4173,55078,3995,1182635,1691,1130330,4271,52305,3671,826370,1453,822493,1988,3877,1347,610507,2354,608641,2421,1866,678,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5207314,2950,355684,3802,333859,4838,21825,2838,832925,5356,784786,6434,48139,4792,480045,4808,429968,5308,50077,4474,577676,3953,500974,5891,76702,4954,620763,1219,562478,4369,58285,4119,700845,1168,650584,4451,50261,4230,748260,977,699650,3921,48610,3834,528581,1139,526575,1405,2006,894,362535,1398,361342,1382,1193,599,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2664120,2115,182232,2354,176450,2580,5782,1371,424849,2988,414384,3367,10465,1832,247962,4022,234346,4577,13616,1927,289421,3395,268261,3891,21160,2899,313284,1035,295456,2441,17828,2137,336137,921,320632,2301,15505,2213,388735,619,373952,1997,14783,1884,273977,855,273030,884,947,491,207523,1063,207420,1067,103,124,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2171480,2148,154793,2414,147976,2476,6817,1616,348905,3356,335015,4163,13890,2636,194521,3242,175047,3812,19474,2682,240360,2803,211872,3402,28488,2488,260284,1437,235815,3340,24469,2968,269160,1148,245803,3116,23357,2550,317085,695,294207,2435,22878,2367,224007,1039,223480,1147,527,422,162365,1138,162177,1116,188,198,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3706357,3019,256796,3217,248467,3814,8329,2212,588802,4690,567471,6691,21331,4236,329327,4454,305567,5145,23760,2952,409210,3811,377124,5140,32086,3437,455168,1727,421064,3889,34104,3625,506451,1149,479248,3037,27203,2829,527697,964,507544,2454,20153,2317,385157,1057,384213,1218,944,477,247749,1349,247416,1328,333,213,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2691318,3875,178371,2706,174193,2964,4178,1721,416206,4117,405610,4151,10596,1818,227137,4175,200632,4698,26505,3200,319175,4933,280550,5979,38625,3830,331542,2300,296295,4350,35247,3324,353570,2301,322364,4074,31206,3363,388920,941,363184,2770,25736,2638,284304,1247,283256,1421,1048,628,192093,1200,191939,1216,154,168,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1235091,1237,67903,1398,65050,1490,2853,908,171836,2151,162544,2373,9292,1748,94039,2514,81015,3018,13024,2055,130465,2025,109476,2759,20989,2506,139593,755,122938,2159,16655,2090,175450,906,157505,2088,17945,1900,202876,545,186448,2011,16428,1874,152519,606,152082,714,437,367,100410,740,100352,757,58,96,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3021225,4168,174762,2532,169561,2685,5201,1239,424051,3836,414328,4280,9723,2223,243599,3280,232809,3626,10790,1809,343535,3262,321114,3918,22421,2995,343297,1716,328920,2537,14377,2227,433436,865,412777,2959,20659,2842,476680,882,462409,2105,14271,1853,336135,798,335231,1053,904,599,245730,1108,245271,1157,459,319,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4854345,8170,248499,4222,245516,4305,2983,1087,659855,4542,653130,4670,6725,1222,442949,5367,429151,5774,13798,2264,565580,5254,539306,5678,26274,3210,548120,2027,530494,3204,17626,2692,706321,2324,691799,3148,14522,2066,756986,1774,742754,2715,14232,1887,537586,1351,536277,1393,1309,639,388449,1477,388037,1498,412,182,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7413944,3385,448008,3655,435286,4071,12722,1977,1103099,4457,1070277,5645,32822,3092,666899,5469,617456,6324,49443,3989,796645,4741,721381,6387,75264,4429,840132,1315,786099,3860,54033,3991,1022116,1142,965326,4095,56790,3894,1148264,895,1098017,3462,50247,3345,819739,890,817243,1065,2496,709,569042,1582,567731,1747,1311,746,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4411286,1976,290845,2798,283059,3046,7786,1451,662014,3870,645685,4425,16329,2104,367444,4080,350816,4291,16628,1881,505679,3508,476221,4146,29458,2374,538403,887,514495,2289,23908,2230,597439,961,575069,2292,22370,2184,672275,960,648942,2662,23333,2487,453902,867,453161,890,741,326,323285,1344,322870,1442,415,351,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1657972,2566,103368,2292,99432,2693,3936,1333,269122,3323,252567,4965,16555,3500,145587,4442,119454,4498,26133,3076,165953,4625,133399,4929,32554,3892,202962,3159,171016,4369,31946,3364,217060,2624,188593,3622,28467,3180,234459,941,209207,3102,25252,2977,188266,1562,187824,1588,442,343,131195,1184,131041,1176,154,176,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4776429,4055,320910,3659,305827,4200,15083,2233,739134,5558,707458,6317,31676,3741,408350,5194,352629,5697,55721,4623,558098,4319,472176,6750,85922,5269,571490,2431,506098,5691,65392,5079,622192,1943,554439,5211,67753,4944,694934,1098,640509,3511,54425,3616,501792,1682,500268,1851,1524,585,359529,2000,358688,2076,841,430,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
