GEO_ID,B05013_001E,B05013_001M,B05013_002E,B05013_002M,B05013_003E,B05013_003M,B05013_004E,B05013_004M,B05013_005E,B05013_005M,B05013_006E,B05013_006M,B05013_007E,B05013_007M,B05013_008E,B05013_008M,B05013_009E,B05013_009M,B05013_010E,B05013_010M,B05013_011E,B05013_011M,B05013_012E,B05013_012M,B05013_013E,B05013_013M,B05013_014E,B05013_014M,B05013_015E,B05013_015M,B05013_016E,B05013_016M,B05013_017E,B05013_017M,B05013_018E,B05013_018M,B05013_019E,B05013_019M,B05013_020E,B05013_020M,B05013_021E,B05013_021M,B05013_022E,B05013_022M,B05013_023E,B05013_023M,B05013_024E,B05013_024M,B05013_025E,B05013_025M,B05013_026E,B05013_026M,B05013_027E,B05013_027M,B05013_028E,B05013_028M,B05013_029E,B05013_029M,B05013_030E,B05013_030M,B05013_031E,B05013_031M,B05013_032E,B05013_032M,B05013_033E,B05013_033M,B05013_034E,B05013_034M,B05013_035E,B05013_035M,B05013_036E,B05013_036M,B05013_037E,B05013_037M,B05013_038E,B05013_038M,B05013_039E,B05013_039M,NAME,B05013_001MA,B05013_001EA,B05013_002MA,B05013_002EA,B05013_003EA,B05013_003MA,B05013_004MA,B05013_004EA,B05013_005MA,B05013_005EA,B05013_006MA,B05013_006EA,B05013_007MA,B05013_007EA,B05013_008EA,B05013_008MA,B05013_009EA,B05013_009MA,B05013_010MA,B05013_010EA,B05013_011MA,B05013_011EA,B05013_012MA,B05013_012EA,B05013_013MA,B05013_013EA,B05013_014EA,B05013_014MA,B05013_015MA,B05013_015EA,B05013_016MA,B05013_016EA,B05013_017MA,B05013_017EA,B05013_018MA,B05013_018EA,B05013_019EA,B05013_019MA,B05013_020EA,B05013_020MA,B05013_021MA,B05013_021EA,B05013_022MA,B05013_022EA,B05013_023MA,B05013_023EA,B05013_024EA,B05013_024MA,B05013_025EA,B05013_025MA,B05013_026MA,B05013_026EA,B05013_027MA,B05013_027EA,B05013_028MA,B05013_028EA,B05013_029EA,B05013_029MA,B05013_030EA,B05013_030MA,B05013_031EA,B05013_031MA,B05013_032MA,B05013_032EA,B05013_033MA,B05013_033EA,B05013_034EA,B05013_034MA,B05013_035EA,B05013_035MA,B05013_036EA,B05013_036MA,B05013_037MA,B05013_037EA,B05013_038MA,B05013_038EA,B05013_039EA,B05013_039MA,state
0400000US13,1065968,19136,534704,11986,2877,1102,6627,1817,13622,2165,19850,2556,31942,3237,50250,4263,59886,3383,69515,4491,60586,3909,55741,3770,51865,3812,36660,3232,30112,3534,19518,2214,10658,2217,7887,1322,4276,1154,2832,861,531264,10995,3602,1036,7461,1564,11521,2092,18608,3195,30913,3438,38024,3404,56671,3280,67417,4492,65866,4167,57783,4183,47551,3236,36162,3380,30564,2558,19172,2276,14930,2286,13768,1997,5565,1249,5686,1266,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,265565,10755,109141,6289,900,457,1044,490,2270,720,3371,910,4278,1009,6680,1360,8539,1373,8855,1709,10863,1856,10471,1424,10420,1265,10127,1354,9185,1365,7242,1453,5690,965,4501,1009,3004,829,1701,612,156424,6377,1101,660,776,401,1527,532,3743,1000,4736,1193,8510,1838,10815,1730,15352,1791,10789,1532,16032,1490,16101,1393,13475,1624,13291,1660,11508,1417,8959,1234,6924,1243,6929,1207,5856,1089,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,101140,7182,49033,4316,704,447,777,506,1201,664,1480,675,4799,1480,3269,783,5465,1302,5183,1641,4997,1387,3974,780,5474,1027,2875,889,3284,1006,1930,770,1758,832,1141,475,367,279,355,303,52107,4098,944,752,665,480,1095,651,2398,908,3252,919,3832,965,5854,1307,6122,1671,5211,1441,5325,1230,4479,1210,2731,875,3987,1072,1741,820,1508,571,1077,497,854,512,1032,455,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1832421,19648,903744,12881,4348,1258,10522,1637,13676,2083,26841,2461,43138,3531,65955,3930,94702,4704,96434,4650,104833,4912,97949,3654,86561,3580,70621,4061,61708,3636,46319,3040,32115,2892,23222,2313,14623,1824,10177,1708,928677,11110,4392,1309,9340,1357,14703,2222,23480,2182,46613,3477,66212,3965,85553,3914,97185,4533,99980,4338,96090,3587,81418,2996,70518,3171,69009,4080,53899,2969,39202,2818,30554,2801,21025,2449,19504,2014,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,351233,10753,177418,6909,2377,1316,3713,1151,5484,1311,9926,1844,17509,3010,18145,2372,20310,2479,19946,2449,20784,2520,15042,1933,13078,1787,9554,1500,6296,1298,7270,1650,3405,826,1987,777,1115,587,1477,575,173815,7246,1207,541,4320,1258,6436,1268,9145,1709,15177,2268,17032,2102,19919,2542,20027,2491,16366,2094,16507,2207,11022,1637,12105,2035,6707,1418,6016,1360,4069,848,3338,886,1940,607,2482,994,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,166728,6675,85684,4336,1151,475,1948,685,2648,1030,5535,1453,8880,1700,10162,1718,9159,1921,9221,1446,9259,1406,7000,1234,5206,845,5907,1233,3720,1031,2854,705,1365,473,1082,538,355,259,232,235,81044,3767,775,618,2359,846,2349,919,3110,829,7009,1546,6878,1137,9493,1867,10347,1795,7249,1438,8482,1370,7192,1399,4505,1027,2842,725,2996,851,2204,683,1524,730,844,434,886,391,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,200557,6935,103117,4294,679,402,1857,745,2233,682,3303,804,7550,1400,11985,1618,11186,1518,12219,1778,12261,1686,10126,1310,9475,1282,6185,958,5491,1164,3736,811,2428,647,862,355,1016,472,525,326,97440,4028,707,359,1709,531,2650,794,3887,940,6947,1380,7236,1114,10098,1134,12166,1710,11975,1546,10661,1103,7547,1099,5376,1014,6164,1014,3329,855,2764,813,1857,539,799,442,1568,655,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,169085,7898,86610,5003,611,339,2493,946,3654,1189,4717,1412,8105,1577,10262,1824,10622,1774,7666,1550,10067,1505,7456,1451,6035,909,5562,1118,3632,1061,2848,1014,1122,468,1082,505,393,258,283,240,82475,4451,659,387,2364,813,3372,932,3669,973,6832,1336,8527,1445,8362,1292,8538,1355,9378,1700,6526,1314,6892,1063,4477,903,3943,923,2966,867,2072,594,1570,569,1253,514,1075,479,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,191403,8271,100436,4586,860,652,1090,530,3535,876,4886,1487,8117,1572,10551,1463,11562,1594,12856,2044,9140,1720,10426,1846,6458,1159,5905,1171,6334,1351,3773,921,2333,795,1337,406,708,426,565,337,90967,5525,873,370,1890,816,1597,770,2996,813,4537,1499,6136,1564,11486,2495,9789,1710,10492,1749,7592,1478,7876,1548,6303,1124,4279,1031,4556,1044,3349,819,2850,838,2184,731,2182,687,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,45433,3032,18560,1948,25,47,501,397,513,310,1008,410,1605,778,1544,661,1987,725,1772,721,1176,580,933,387,1931,734,1494,683,1146,557,973,476,934,374,685,423,140,118,193,157,26873,2270,105,153,375,314,1093,546,1152,605,1046,461,1742,691,1899,605,1651,557,2789,828,2361,777,1736,629,1804,559,2329,808,1762,552,1773,476,1235,506,712,399,1309,475,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,927936,17540,446959,10148,3442,1144,7894,1631,12746,2221,18754,2351,24214,2884,33190,2432,44429,2736,55168,3655,49890,3791,48666,3017,36658,2136,33583,2497,27945,2451,19514,1674,11802,1426,9746,1177,5570,917,3748,935,480977,10476,4222,1249,8118,1710,9816,1755,18147,2207,25271,2657,33669,2900,48160,2561,54268,3595,51602,3405,45395,2789,40440,1960,39960,2773,28683,2034,24758,2065,16608,1747,13750,1743,9348,1567,8762,1450,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1156472,19090,556801,11425,5256,1287,9336,1927,14398,2415,22568,2588,34411,3313,49593,3166,55435,3434,60468,3892,55637,3770,47977,3015,51006,3126,46211,3069,30667,2673,24000,2256,19630,1925,12838,1887,8837,1437,8533,1313,599671,10496,4635,1365,8428,1832,13216,2233,24087,2441,37269,3471,45786,3289,57528,3332,58505,3603,56149,3688,51257,3206,53323,3286,45531,2964,39877,2609,28993,2297,25045,2434,19311,2248,16730,1962,14001,1902,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,703806,16780,347682,9768,4638,1259,8145,1632,9174,1512,18121,2099,27067,2720,31567,3039,32446,2582,32154,3006,29370,2275,33911,2195,29017,2137,22744,2179,21248,1892,16446,1681,11536,1271,9089,1192,6265,1088,4744,1011,356124,9036,3328,837,7518,1366,9935,1626,16996,2302,23638,2397,27594,2102,31476,2276,35197,2751,34720,2935,32730,2313,29415,1868,23396,2029,17992,1713,16594,1598,15802,1554,11870,1381,8661,1281,9262,1384,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,486243,10464,240500,7046,3427,1016,6677,1344,8684,1637,13584,1754,17172,2027,22746,2658,28782,2413,28853,3044,27297,2299,24066,1962,16754,1425,14745,1609,8752,1121,7214,1142,4489,912,3135,812,1749,659,2374,678,245743,5833,2496,1033,6543,1573,9198,1660,12586,1743,15190,1739,23628,2338,30865,2035,29484,2422,26819,2403,21305,1712,16850,1516,12151,1705,10326,1359,8821,1255,6491,1127,4492,1056,4956,1066,3542,779,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,65718,4949,34530,3634,153,198,265,308,1034,595,1670,791,2878,1071,2639,929,3725,785,4215,1329,3305,995,3675,1248,3168,961,2632,721,1643,667,1235,514,1140,552,255,231,516,320,382,386,31188,2662,141,172,280,241,1276,752,1837,636,2074,832,1748,793,3904,1229,2741,883,3298,921,2519,891,2259,853,2451,795,1141,545,2186,774,942,525,560,342,974,519,857,591,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,257102,9567,124449,6370,2173,985,2686,734,2876,883,5359,1131,11999,1962,11023,2122,14725,1813,12763,1622,12439,1729,10215,1503,10567,1365,7129,1249,8335,1425,4017,729,3498,813,2531,646,1148,461,966,387,132653,4955,765,484,1665,608,5078,1163,6732,1314,10467,1711,12500,1868,14523,1821,12757,1730,11906,1513,10970,1382,10555,1340,7249,1150,8213,1542,4853,931,6159,1115,3455,880,2760,843,2046,673,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23109,2677,9903,1816,0,174,304,330,269,350,488,278,742,532,934,453,381,249,746,427,698,589,778,433,1579,912,947,468,365,239,728,459,128,118,280,223,363,278,173,178,13206,1895,0,174,246,233,10,21,543,363,955,741,1538,891,1156,479,1196,657,945,467,1460,540,311,243,944,445,1150,596,683,370,407,268,753,444,576,332,333,182,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,143331,6167,74596,3620,356,270,1925,592,2967,732,3008,948,5437,1330,7247,1244,10192,1551,11400,1735,7484,1397,6663,1221,5306,993,3957,1022,2447,731,3256,864,1224,506,707,443,470,273,550,291,68735,3543,688,325,1348,528,2625,980,3216,911,4920,1213,8715,1639,8473,1162,6985,959,7040,1127,5464,984,5802,1172,4116,917,3331,611,2839,686,1239,448,820,359,537,258,577,305,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,596019,12835,286484,7474,1766,751,2726,775,4247,1112,9313,1727,11993,1668,21179,2159,30367,2390,32358,2740,32230,2603,34298,2154,28303,2178,25346,2155,15528,1803,13453,1344,9353,1543,7518,1480,3859,1101,2647,798,309535,7547,1076,510,2086,737,4275,1239,8148,1493,12372,1958,19267,1965,29719,2327,32399,2466,36775,2475,33198,1965,31613,1990,28168,2131,19396,2116,17639,1854,13949,1841,10141,1199,5302,991,4012,1134,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,83167,5297,39288,3137,89,131,801,537,854,475,1488,546,2844,947,3174,930,3522,872,3908,971,3496,913,3915,983,3842,953,3140,955,2092,642,2126,711,2425,675,626,323,521,334,425,318,43879,3449,654,577,854,527,871,588,1193,502,1692,653,3684,1013,4642,1062,2752,927,3974,1153,4698,1032,3699,978,3736,964,3154,725,2798,782,1291,464,1652,553,1049,503,1486,494,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
