GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001MA,B17012_001EA,B17012_002MA,B17012_002EA,B17012_003MA,B17012_003EA,B17012_004MA,B17012_004EA,B17012_005MA,B17012_005EA,B17012_006MA,B17012_006EA,B17012_007MA,B17012_007EA,B17012_008MA,B17012_008EA,B17012_009MA,B17012_009EA,B17012_010MA,B17012_010EA,B17012_011EA,B17012_011MA,B17012_012EA,B17012_012MA,B17012_013EA,B17012_013MA,B17012_014MA,B17012_014EA,B17012_015MA,B17012_015EA,B17012_016EA,B17012_016MA,B17012_017EA,B17012_017MA,B17012_018EA,B17012_018MA,B17012_019MA,B17012_019EA,B17012_020MA,B17012_020EA,B17012_021EA,B17012_021MA,B17012_022EA,B17012_022MA,B17012_023EA,B17012_023MA,B17012_024MA,B17012_024EA,B17012_025MA,B17012_025EA,B17012_026EA,B17012_026MA,B17012_027EA,B17012_027MA,B17012_028EA,B17012_028MA,B17012_029MA,B17012_029EA,B17012_030MA,B17012_030EA,B17012_031EA,B17012_031MA,B17012_032EA,B17012_032MA,B17012_033EA,B17012_033MA,B17012_034MA,B17012_034EA,B17012_035MA,B17012_035EA,state
0400000US01,1203689,13513,154370,6386,46628,2879,21526,2124,15664,2054,8089,1503,1349,483,107742,5689,12997,1904,4785,1196,5286,1178,2699,999,227,221,94745,5195,14416,2096,56534,4460,21694,2756,2101,1064,1049319,13531,810346,11402,511801,9528,243383,6597,51950,3826,3212,854,238973,8210,64559,3977,34922,3262,27088,2835,2387,931,162,260,174414,6972,78772,4966,85613,5378,9427,1930,602,455,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,12388,1464,5212,876,1860,393,1328,549,1069,379,955,625,7176,1230,2056,670,169,70,1541,652,288,144,58,38,5120,1123,588,288,2387,654,2023,812,122,53,155013,3917,118613,4050,63909,2594,40610,2466,11763,1835,2331,739,36400,2549,12946,1688,5095,1155,7349,1265,451,156,51,71,23454,2079,8702,1290,12439,1775,1853,703,460,428,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,176062,6641,74404,4198,32318,2436,22230,2353,16504,2138,3352,930,101658,5296,21609,2410,5788,1427,10086,1574,4320,1117,1415,686,80049,4515,10916,1429,41834,3222,22977,3060,4322,944,1476263,14537,1132114,14104,701250,10893,327081,8246,93990,5496,9793,1715,344149,9644,116465,6113,53770,3782,52712,4284,9378,1797,605,432,227684,7610,96911,4893,108235,5744,20631,2187,1907,763,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,87890,4894,31694,2922,12680,1607,9813,1626,7709,1545,1492,792,56196,3862,8966,1471,2684,852,5417,1197,820,428,45,75,47230,3488,5985,1104,27800,2604,11987,1958,1458,653,666809,11484,521158,9536,317975,6320,159132,5651,40708,3461,3343,877,145651,6741,44835,3793,19001,2254,22950,2447,2450,848,434,378,100816,5019,43495,3377,49353,3671,6921,1400,1047,735,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,858067,15922,373259,9802,131505,5974,138033,5801,90485,5563,13236,2224,484808,12165,98151,5701,28166,3064,47915,3747,19015,2773,3055,983,386657,9764,66013,4345,213141,8428,90579,5135,16924,2167,8052550,26039,6073706,28866,3328476,23108,2203984,20774,504843,9771,36403,3294,1978844,20951,675061,15412,338633,10011,284548,9656,48827,3656,3053,996,1303783,17677,645164,13492,567282,13168,83714,5378,7623,1393,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,91960,4848,38461,3259,16379,1901,12558,1763,7994,1916,1530,723,53499,4065,9483,1794,2559,899,5574,1490,1329,770,21,35,44016,3823,7974,1646,24947,3043,9941,1908,1154,548,1274847,10110,1023853,11173,592977,8769,336630,7478,87119,5563,7127,1413,250994,6370,91058,4575,36967,3778,46589,3538,6801,1320,701,660,159936,5822,69744,3715,78663,4196,10760,1746,769,669,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,55756,4613,17623,1988,8189,1513,6332,1076,2876,929,226,274,38133,3858,5613,1375,1485,680,2618,811,1510,844,0,207,32520,3518,5539,1233,19070,2584,7084,1819,827,438,821537,8644,631938,8173,379494,6794,210028,5684,39201,3350,3215,978,189599,7241,55704,3805,28745,2981,24089,2594,2741,871,129,156,133895,5727,62838,4508,63119,3981,7307,1557,631,460,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,21665,2390,9611,1790,4802,1220,2602,1038,2072,725,135,129,12054,1765,2402,945,853,684,1065,557,484,403,0,198,9652,1519,1669,727,5930,1367,1967,742,86,137,214130,5465,167336,5179,108663,4062,49955,3435,8314,1747,404,333,46794,3453,14114,1743,6654,1207,6712,1412,677,377,71,87,32680,3052,14107,1890,16812,2087,1571,698,190,181,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,15929,1763,2406,868,952,499,1257,708,197,186,0,208,13523,1678,1628,658,540,474,957,527,131,153,0,208,11895,1619,2787,796,6777,1474,2063,884,268,303,103428,3668,68170,3209,40823,2567,23630,1984,3607,848,110,176,35258,2731,8363,1370,4821,1195,3003,916,539,369,0,208,26895,2298,14101,1978,11025,1667,1277,549,492,463,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,499029,11818,213722,7908,112256,5709,64890,4808,31553,3324,5023,1372,285307,9019,50716,3727,14953,1853,26123,3185,7482,1724,2158,1130,234591,8437,40845,3619,135415,6073,49929,4222,8402,1839,4444477,28838,3374573,27825,2213615,18880,963467,17664,185938,7874,11553,1867,1069904,19401,326912,10597,166531,7521,145439,8050,14596,2527,346,256,742992,15642,366624,10921,332202,9892,42535,3885,1631,882,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
