GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001EA,B13004_001MA,B13004_002MA,B13004_002EA,B13004_003MA,B13004_003EA,B13004_004MA,B13004_004EA,B13004_005EA,B13004_005MA,B13004_006EA,B13004_006MA,B13004_007MA,B13004_007EA,B13004_008EA,B13004_008MA,B13004_009MA,B13004_009EA,B13004_010EA,B13004_010MA,B13004_011EA,B13004_011MA,state
0400000US18,1505042,5933,77029,4435,48294,3585,28735,2655,9593,1717,19142,2420,1428013,8226,643938,9520,784075,11750,122672,5721,661403,11959,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,675984,3305,40939,3048,30165,2602,10774,1795,4648,1082,6126,1282,635045,4578,297913,5946,337132,6260,64103,4421,273029,6393,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,641359,3684,38836,2824,28900,2540,9936,1846,4189,1084,5747,1516,602523,4439,294652,6553,307871,7230,46853,3669,261018,7366,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,989402,5143,53252,3417,34937,2812,18315,2450,6260,1687,12055,1846,936150,6295,441370,7870,494780,8550,76952,3768,417828,9532,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1090804,4777,58091,5069,31165,3085,26926,3698,7684,1802,19242,3385,1032713,7362,400378,8630,632335,9541,76548,5132,555787,10602,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,273574,2103,14945,1807,10430,1652,4515,1114,2573,919,1942,719,258629,2725,113950,3889,144679,4330,31166,2894,113513,5058,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1414798,4500,74631,4397,50514,3556,24117,2789,4781,956,19336,2648,1340167,6628,557601,9625,782566,10493,83641,4229,698925,10379,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1577145,4659,75157,5363,50293,3938,24864,3246,8139,2093,16725,2621,1501988,7187,617958,9834,884030,10567,116315,5422,767715,11265,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2215381,5802,117056,5189,75464,3969,41592,3259,14340,1598,27252,3002,2098325,7797,870233,10773,1228092,11104,187983,7612,1040109,11667,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1237419,4058,70674,3829,54010,3297,16664,1609,8158,1173,8506,1306,1166745,5768,534990,8078,631755,9058,110215,4836,521540,9244,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,684777,5995,38297,4123,18634,2625,19663,2887,3942,1082,15721,2498,646480,7225,267269,7021,379211,8378,32617,3420,346594,7906,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1352626,5449,79208,3869,50129,3148,29079,2417,8125,1213,20954,2404,1273418,6801,564359,10065,709059,10980,101267,5276,607792,10818,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,218749,2245,12819,1874,9536,1705,3283,924,1198,569,2085,766,205930,2937,97115,4128,108815,4426,19124,2229,89691,4242,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,418421,2652,29410,2555,21619,2073,7791,1217,3518,885,4273,992,389011,3918,189278,4479,199733,5401,32980,2385,166753,5314,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700741,2455,37435,3381,23341,2734,14094,2100,4800,1074,9294,1587,663306,4048,281028,7093,382278,7207,53014,3654,329264,7166,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,283955,3187,13808,1736,9093,1458,4715,1185,1844,801,2871,858,270147,3628,119801,3540,150346,4155,31399,2940,118947,4480,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2062069,4349,98187,5539,72466,4487,25721,3201,6083,1390,19638,2661,1963882,7043,862074,12255,1101808,13056,121557,5370,980251,12474,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,461316,3319,28099,3140,14804,1935,13295,2449,3740,1363,9555,1983,433217,4844,165605,4527,267612,6199,35851,3180,231761,5824,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4636816,9461,215782,7689,150896,6765,64886,5001,20495,2700,44391,4601,4421034,12814,1751656,17642,2669378,19287,300612,8138,2368766,21218,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2391273,7878,127351,5786,81668,4323,45683,4331,11933,2175,33750,3734,2263922,10103,1016974,13772,1246948,16159,166027,8580,1080921,17792,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,162562,1978,10767,1397,7747,1172,3020,832,871,435,2149,687,151795,2442,74004,3109,77791,3720,16321,2104,61470,3605,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2583913,6889,150124,6540,95510,5271,54614,4102,20831,2658,33783,3143,2433789,8577,1031498,11777,1402291,12647,228438,8386,1173853,13174,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,885509,3452,59738,3204,37999,2739,21739,2369,6657,1254,15082,2060,825771,4750,388577,6609,437194,6229,60176,3618,377018,7050,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,943772,4267,47867,3518,33130,2689,14737,2518,4781,1069,9956,2254,895905,5020,399784,8233,496121,10108,89093,5041,407028,10409,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2771707,6580,142169,6347,95899,4529,46270,3875,14746,1898,31524,3301,2629538,9128,1112364,11635,1517174,12716,229258,7258,1287916,12400,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,238340,2376,11460,1804,8203,1597,3257,1120,900,432,2357,913,226880,3059,88239,3761,138641,3847,17660,2227,120981,3916,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1128372,5806,66518,5111,37696,3410,28822,3429,5231,1251,23591,3233,1061854,6819,447196,9805,614658,9757,64862,4727,549796,9881,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,176558,2555,12659,1876,8700,1252,3959,1307,1417,725,2542,983,163899,2914,79343,2574,84556,3013,14993,1876,69563,3310,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1544241,6163,75611,5272,46482,4134,29129,2978,7908,1831,21221,2565,1468630,8018,665166,11544,803464,11080,102498,5809,700966,11072,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6874246,11275,394097,11289,269856,9900,124241,6794,28827,2960,95414,6834,6480149,14443,3001128,24948,3479021,24908,361605,12207,3117416,26854,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,759255,3242,50974,3998,44011,3228,6963,1615,2333,946,4630,1346,708281,4623,366314,6274,341967,7669,37341,3157,304626,7859,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,129455,1454,5052,1237,3543,1010,1509,572,616,433,893,375,124403,1725,54913,2557,69490,2576,13412,1904,56078,2811,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1972033,7018,100469,5336,71821,3880,28648,3107,7053,1370,21595,2892,1871564,8494,863859,11806,1007705,12081,113546,6042,894159,12218,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1716344,5440,96841,4502,69859,4026,26982,3597,11250,2193,15732,2461,1619503,7019,764510,10150,854993,12269,157128,6808,697865,11463,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,383990,3152,18678,2133,10745,1562,7933,1621,2554,834,5379,1412,365312,3777,166715,5472,198597,5552,31850,3535,166747,6520,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1266037,4196,67112,3439,46219,3032,20893,2393,9128,1406,11765,1648,1198925,5644,521220,7635,677705,8849,128579,4982,549126,8735,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,121873,2271,7000,1432,4982,1209,2018,906,488,320,1530,885,114873,2760,57968,3165,56905,2995,11960,2258,44945,3329,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,789905,4320,22117,3104,7551,1991,14566,2267,4713,1202,9853,1874,767788,5050,219552,7736,548236,9406,62726,5455,485510,9333,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
