GEO_ID,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M,NAME,B16004_001EA,B16004_001MA,B16004_002EA,B16004_002MA,B16004_003EA,B16004_003MA,B16004_004MA,B16004_004EA,B16004_005MA,B16004_005EA,B16004_006EA,B16004_006MA,B16004_007EA,B16004_007MA,B16004_008EA,B16004_008MA,B16004_009EA,B16004_009MA,B16004_010MA,B16004_010EA,B16004_011MA,B16004_011EA,B16004_012MA,B16004_012EA,B16004_013MA,B16004_013EA,B16004_014EA,B16004_014MA,B16004_015EA,B16004_015MA,B16004_016MA,B16004_016EA,B16004_017MA,B16004_017EA,B16004_018MA,B16004_018EA,B16004_019EA,B16004_019MA,B16004_020EA,B16004_020MA,B16004_021MA,B16004_021EA,B16004_022MA,B16004_022EA,B16004_023MA,B16004_023EA,B16004_024EA,B16004_024MA,B16004_025EA,B16004_025MA,B16004_026MA,B16004_026EA,B16004_027MA,B16004_027EA,B16004_028MA,B16004_028EA,B16004_029EA,B16004_029MA,B16004_030EA,B16004_030MA,B16004_031MA,B16004_031EA,B16004_032MA,B16004_032EA,B16004_033MA,B16004_033EA,B16004_034EA,B16004_034MA,B16004_035EA,B16004_035MA,B16004_036MA,B16004_036EA,B16004_037MA,B16004_037EA,B16004_038MA,B16004_038EA,B16004_039EA,B16004_039MA,B16004_040EA,B16004_040MA,B16004_041EA,B16004_041MA,B16004_042EA,B16004_042MA,B16004_043MA,B16004_043EA,B16004_044MA,B16004_044EA,B16004_045EA,B16004_045MA,B16004_046EA,B16004_046MA,B16004_047EA,B16004_047MA,B16004_048EA,B16004_048MA,B16004_049MA,B16004_049EA,B16004_050MA,B16004_050EA,B16004_051EA,B16004_051MA,B16004_052EA,B16004_052MA,B16004_053EA,B16004_053MA,B16004_054MA,B16004_054EA,B16004_055MA,B16004_055EA,B16004_056EA,B16004_056MA,B16004_057EA,B16004_057MA,B16004_058EA,B16004_058MA,B16004_059EA,B16004_059MA,B16004_060MA,B16004_060EA,B16004_061MA,B16004_061EA,B16004_062MA,B16004_062EA,B16004_063MA,B16004_063EA,B16004_064EA,B16004_064MA,B16004_065MA,B16004_065EA,B16004_066MA,B16004_066EA,B16004_067MA,B16004_067EA,state
0400000US01,4585850,2856,805164,2907,749304,4421,42032,3122,32196,3146,7343,1962,2100,674,393,416,5193,1385,4744,1337,438,459,11,18,0,200,6443,1656,4858,1493,1517,884,68,114,0,200,2192,1029,2005,988,104,168,83,139,0,200,2977470,3175,2816484,7606,92947,4935,46061,3457,20223,3042,18427,2361,8236,1835,26602,3392,21108,3210,4311,1157,1100,551,83,118,31620,3004,17832,2543,7949,1421,4954,1730,885,561,9817,2640,8212,2346,1154,561,451,393,0,200,803216,2822,785663,2524,6637,1655,4427,1420,1012,581,434,283,764,511,6487,1471,4051,860,1482,758,611,504,343,394,4077,1071,1264,576,1207,535,1077,776,529,373,352,191,273,189,11,17,68,81,0,200,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,686876,844,132262,851,114169,2828,2956,881,2432,819,304,282,220,247,0,153,2695,809,2468,818,114,123,113,117,0,153,6470,1936,3769,1473,1051,613,1409,1574,241,265,5972,1615,5489,1493,236,166,247,386,0,153,471573,1078,392691,4486,15403,2172,11681,1801,3069,1193,574,357,79,130,10840,2279,9119,1917,1401,709,238,196,82,111,30113,2382,15218,1883,8313,1508,4869,1682,1713,1221,22526,2586,18933,2067,2845,866,573,352,175,258,83041,1041,70562,1589,1533,644,1023,472,164,255,199,180,147,191,2294,761,1357,497,428,394,248,279,261,420,4161,771,1369,553,937,393,1306,547,549,401,4491,553,3211,591,879,194,377,139,24,31,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6581229,1331,1197687,1702,846238,10143,299616,9844,265412,9680,23601,3326,8939,1858,1664,810,13250,2387,12269,2450,572,377,409,372,0,208,14661,2135,12082,2113,1633,683,946,419,0,208,23922,3759,19137,2840,3387,1439,1398,734,0,208,4182692,1751,2928881,17560,947380,14543,597453,11859,143272,8080,126741,6520,79914,6232,83844,4960,65811,3596,13554,2444,3537,908,942,756,102871,5419,61422,4633,28714,3814,9403,1626,3332,1324,119716,7331,89203,5302,20943,2539,7494,2364,2076,732,1200850,1541,1003173,5214,128371,3593,67760,4230,18780,2440,21111,2540,20720,2451,28869,2967,19312,2206,5736,1144,2391,964,1430,734,16280,1438,5098,1269,5056,1103,3983,895,2143,924,24157,1628,13115,1396,4653,753,3976,699,2413,538,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2817639,2636,521793,2863,470611,4258,41701,3771,33450,3703,6634,1956,1270,758,347,428,2741,1134,2507,1089,234,218,0,201,0,201,5916,1502,3486,1452,1925,1074,377,313,128,149,824,893,824,893,0,201,0,201,0,201,1798822,2572,1653077,5931,103451,3971,50187,3992,25203,2793,20755,2714,7306,2037,14122,2848,11544,2741,2383,1310,103,123,92,150,23472,3056,9680,1595,8111,1560,4501,1659,1180,659,4700,1817,3657,1431,487,320,511,649,45,57,497024,2463,483960,2079,7480,1670,3147,805,1572,631,2191,1271,570,337,2714,857,2027,791,449,315,238,192,0,201,2523,875,838,588,844,461,455,397,386,291,347,266,262,244,0,201,85,102,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37076228,3179,6596961,4022,3690770,27264,2266229,23614,1881055,23073,301639,13084,74341,5224,9194,1987,202618,9984,173722,9232,19468,2874,8180,1960,1248,597,378474,9652,292282,8845,61772,4680,22482,3231,1938,659,58870,6526,47213,6247,8187,1929,3110,1165,360,464,24974450,3912,13364683,40543,7517602,38034,4269253,32563,1315741,22204,1302005,20076,630603,19411,1193861,23364,872730,20450,215884,9244,85848,6690,19399,3039,2625918,20766,1454096,20728,683698,15246,394829,12796,93295,6725,272386,15198,188286,10889,53590,4938,20717,2980,9793,2725,5504817,3250,3541121,15616,914306,9279,306539,8911,170677,6636,228893,7857,208197,8130,305435,9785,146139,5878,63572,4169,61077,4352,34647,3762,700710,7893,207806,7861,177254,6687,202010,8145,113640,6087,43245,3655,20315,2403,11825,1751,7117,1548,3988,1453,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5274561,2114,929766,2406,739797,6958,144828,6533,125021,6665,13697,2270,5023,1301,1087,685,15437,2709,12941,2442,1764,826,732,511,0,200,16541,2182,12541,2082,2606,996,1394,905,0,200,13163,2762,9966,2478,1179,656,1615,891,403,628,3571096,2585,2956560,13370,415062,12676,255129,9147,71188,5266,68100,5535,20645,3287,82836,5395,63916,4558,11645,2001,6395,1516,880,427,77119,4865,41770,3918,19759,1993,11333,1797,4257,1275,39519,4788,28363,3986,8007,1731,2756,1142,393,352,773699,2159,687337,3965,50054,2617,29975,2535,7049,1020,7780,1551,5250,1562,21266,2513,14364,1839,3011,821,2270,738,1621,775,11150,1462,3232,936,3878,911,2333,723,1707,629,3892,1029,2547,815,599,434,306,322,440,291,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405990,1224,560084,1205,437489,6406,79523,4330,67317,4116,8169,2140,3149,983,888,1229,25983,3795,24115,3716,945,373,798,625,125,114,11348,2027,9372,1808,1393,575,529,334,54,88,5741,1814,5032,1707,550,352,159,262,0,207,2244812,1475,1696780,9183,302499,5296,164376,6622,68247,4584,50943,4369,18933,2930,147192,8978,99937,6773,32204,3457,13001,2081,2050,956,67415,4303,38565,3140,20215,2352,7416,1794,1219,561,30926,4628,22293,3391,7078,2045,1525,722,30,50,601094,1271,507284,3983,32641,1561,8711,2161,6643,1466,11381,1638,5906,1250,49433,3612,24576,2486,12519,1831,7781,1555,4557,1248,7443,1102,3135,845,1514,741,1742,660,1052,459,4293,1059,2686,886,941,580,576,345,90,149,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907032,341,149406,450,124055,2750,18042,1852,16434,1761,1050,511,558,563,0,198,3763,1790,3415,1783,237,197,111,150,0,198,2826,888,2750,884,76,78,0,198,0,198,720,503,720,503,0,198,0,198,0,198,584409,843,495253,4827,44693,2745,25958,2984,9081,1740,8242,1665,1412,849,19914,2811,12880,2157,3647,1392,2698,1117,689,490,17488,2584,11463,1945,4067,973,1119,539,839,692,7061,2199,6146,2027,876,476,39,64,0,198,173217,766,161516,1308,3492,733,1817,712,672,401,616,352,387,313,4203,1025,3034,749,450,258,534,427,185,228,3240,914,1532,745,1105,569,160,200,443,434,766,539,470,463,247,232,49,84,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648907,115,79533,173,63676,1858,11601,1294,8578,1573,2856,1534,167,268,0,208,2178,1046,2153,1045,0,208,0,208,25,43,681,450,499,408,182,180,0,208,0,208,1397,744,985,583,346,308,66,113,0,208,485382,358,394920,4540,46066,2271,24762,2637,8498,1947,10609,2595,2197,949,22899,2879,19748,2579,2406,912,745,503,0,208,10273,1530,6665,1112,2619,933,923,678,66,123,11224,2704,6178,1292,3476,1408,1570,1609,0,208,83992,302,76173,1044,3337,603,1212,587,647,400,772,434,706,496,1834,694,1287,587,356,272,191,194,0,208,1244,379,394,234,210,253,531,374,109,176,1404,584,899,601,153,132,166,200,186,229,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19855078,4120,3071458,4585,2162181,15361,694813,12525,569168,14143,81762,7337,35262,4403,8621,2019,159861,9555,137221,8582,13153,2356,8190,2213,1297,857,38162,3633,32499,3305,4076,1310,1372,668,215,262,16441,3237,14013,3108,1900,841,412,330,116,194,12568388,5463,8467055,30052,3031956,19483,1699427,21280,568698,14592,503193,16255,260638,12112,730482,20715,475629,17012,158235,9566,76718,6852,19900,3568,243378,9411,141630,7168,62781,4786,33592,3734,5375,1537,95517,6937,70679,5889,18562,3138,4759,1369,1517,830,4215232,4692,3337640,11519,599517,5979,181881,7412,128064,6117,154876,7389,134696,7205,204640,9439,112299,6929,42865,4306,34568,3799,14908,2523,51930,3584,21659,2717,14160,2142,10792,2062,5319,1323,21505,3077,12015,1772,5193,1552,2189,849,2108,1322,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
