GEO_ID,B27002_001E,B27002_001M,B27002_002E,B27002_002M,B27002_003E,B27002_003M,B27002_004E,B27002_004M,B27002_005E,B27002_005M,B27002_006E,B27002_006M,B27002_007E,B27002_007M,B27002_008E,B27002_008M,B27002_009E,B27002_009M,B27002_010E,B27002_010M,B27002_011E,B27002_011M,B27002_012E,B27002_012M,B27002_013E,B27002_013M,B27002_014E,B27002_014M,B27002_015E,B27002_015M,B27002_016E,B27002_016M,B27002_017E,B27002_017M,B27002_018E,B27002_018M,B27002_019E,B27002_019M,B27002_020E,B27002_020M,B27002_021E,B27002_021M,B27002_022E,B27002_022M,B27002_023E,B27002_023M,B27002_024E,B27002_024M,B27002_025E,B27002_025M,B27002_026E,B27002_026M,B27002_027E,B27002_027M,B27002_028E,B27002_028M,B27002_029E,B27002_029M,B27002_030E,B27002_030M,B27002_031E,B27002_031M,B27002_032E,B27002_032M,B27002_033E,B27002_033M,B27002_034E,B27002_034M,B27002_035E,B27002_035M,B27002_036E,B27002_036M,B27002_037E,B27002_037M,B27002_038E,B27002_038M,B27002_039E,B27002_039M,B27002_040E,B27002_040M,B27002_041E,B27002_041M,B27002_042E,B27002_042M,B27002_043E,B27002_043M,B27002_044E,B27002_044M,B27002_045E,B27002_045M,B27002_046E,B27002_046M,B27002_047E,B27002_047M,B27002_048E,B27002_048M,B27002_049E,B27002_049M,B27002_050E,B27002_050M,B27002_051E,B27002_051M,B27002_052E,B27002_052M,B27002_053E,B27002_053M,B27002_054E,B27002_054M,B27002_055E,B27002_055M,B27002_056E,B27002_056M,B27002_057E,B27002_057M,NAME,B27002_001MA,B27002_001EA,B27002_002MA,B27002_002EA,B27002_003MA,B27002_003EA,B27002_004EA,B27002_004MA,B27002_005EA,B27002_005MA,B27002_006EA,B27002_006MA,B27002_007MA,B27002_007EA,B27002_008MA,B27002_008EA,B27002_009MA,B27002_009EA,B27002_010EA,B27002_010MA,B27002_011EA,B27002_011MA,B27002_012MA,B27002_012EA,B27002_013MA,B27002_013EA,B27002_014EA,B27002_014MA,B27002_015MA,B27002_015EA,B27002_016EA,B27002_016MA,B27002_017MA,B27002_017EA,B27002_018EA,B27002_018MA,B27002_019EA,B27002_019MA,B27002_020MA,B27002_020EA,B27002_021EA,B27002_021MA,B27002_022EA,B27002_022MA,B27002_023EA,B27002_023MA,B27002_024EA,B27002_024MA,B27002_025MA,B27002_025EA,B27002_026EA,B27002_026MA,B27002_027EA,B27002_027MA,B27002_028EA,B27002_028MA,B27002_029MA,B27002_029EA,B27002_030EA,B27002_030MA,B27002_031MA,B27002_031EA,B27002_032MA,B27002_032EA,B27002_033MA,B27002_033EA,B27002_034MA,B27002_034EA,B27002_035EA,B27002_035MA,B27002_036MA,B27002_036EA,B27002_037EA,B27002_037MA,B27002_038MA,B27002_038EA,B27002_039EA,B27002_039MA,B27002_040MA,B27002_040EA,B27002_041MA,B27002_041EA,B27002_042MA,B27002_042EA,B27002_043EA,B27002_043MA,B27002_044EA,B27002_044MA,B27002_045MA,B27002_045EA,B27002_046MA,B27002_046EA,B27002_047EA,B27002_047MA,B27002_048EA,B27002_048MA,B27002_049EA,B27002_049MA,B27002_050EA,B27002_050MA,B27002_051MA,B27002_051EA,B27002_052MA,B27002_052EA,B27002_053EA,B27002_053MA,B27002_054EA,B27002_054MA,B27002_055EA,B27002_055MA,B27002_056MA,B27002_056EA,B27002_057MA,B27002_057EA,state
0400000US01,4702769,1669,2264282,5426,188286,3666,93222,4214,95064,4264,392123,4605,229734,6467,162389,6809,236302,3998,141214,4412,95088,5079,276701,4038,164967,5397,111734,5274,292383,4241,197885,5107,94498,4712,327871,3597,231340,5297,96531,4821,278439,2068,215605,3907,62834,3923,167773,1670,113793,3148,53980,2756,104404,1650,74691,2362,29713,2074,2438487,5571,178951,3512,89268,3743,89683,4186,374278,4155,230211,5746,144067,6051,242582,2992,144902,5011,97680,5239,305380,3742,191415,5310,113965,5351,312342,3234,220496,5058,91846,4556,350702,2437,259404,4833,91298,4368,308834,1550,236410,3712,72424,3596,198107,1475,131397,3286,66710,3136,167311,1992,109502,3125,57809,2632,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,33667,1374,18937,1815,14730,1625,64400,2292,41249,2180,23151,2055,31899,1604,15681,1477,16218,1596,47996,1811,27383,2360,20613,1942,45510,1647,31968,1985,13542,1770,56100,1441,39331,1812,16769,1635,46546,828,33480,1544,13066,1417,17286,721,11321,932,5965,822,7716,531,4607,743,3109,665,338129,1869,30792,1532,19216,1836,11576,1779,59125,1729,36918,2495,22207,2170,33878,1226,18502,1597,15376,1610,47646,1232,30479,2295,17167,1964,44094,1124,32348,1466,11746,1410,54924,1223,40242,1732,14682,1506,40842,895,29089,1370,11753,1382,16632,733,9794,1039,6838,1004,10196,716,5811,809,4385,677,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,280992,4198,135753,6356,145239,6606,554357,3998,319299,8831,235058,8439,311034,2932,151859,5709,159175,5624,410783,3438,228668,5970,182115,6152,397024,2712,247988,5450,149036,5466,405281,2351,267724,4700,137557,4800,345382,1304,248914,4279,96468,4652,236711,1478,150302,3204,86409,3476,163821,1344,110526,3034,53295,2934,3204789,3753,266773,4076,131297,5377,135476,5539,527809,3948,292117,7201,235692,7424,301742,2276,147676,4855,154066,5416,419039,2229,239491,5694,179548,5919,403764,2259,262654,6117,141110,5821,427190,2282,295480,4605,131710,4894,383444,1067,285211,4229,98233,4011,262884,1449,163254,4364,99630,4404,212144,1791,133260,3445,78884,3293,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,123400,3855,48876,3338,74524,3882,236667,4150,120550,5050,116117,5156,141178,3650,71387,4029,69791,4195,176009,4209,97957,4004,78052,3971,176951,3383,115506,3400,61445,3610,194640,2628,129695,3493,64945,3511,167002,1479,113747,3464,53255,3154,110609,1659,69780,2326,40829,2277,69077,1312,47478,1964,21599,1520,1472078,6426,114999,2861,49433,3194,65566,3427,234308,3343,113448,4854,120860,4980,143662,3459,73669,3727,69993,3685,180206,3706,108445,4444,71761,4452,185609,2837,118530,3876,67079,4344,204804,2473,141205,3619,63599,3429,183372,1520,125133,3430,58239,3755,122305,1789,76853,2333,45452,2482,102813,1833,63867,2784,38946,2299,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1561392,7583,805147,11603,756245,11824,3187808,8503,1837276,17836,1350532,18514,1955217,5842,1006292,14821,948925,14896,2598957,6290,1454595,15686,1144362,16131,2529992,6352,1617549,14527,912443,13381,2548771,5249,1752308,11277,796463,11168,1945031,2998,1373023,10276,572008,10302,1048445,2855,603911,7701,444534,7397,776866,2601,462403,5539,314463,5266,18663090,7973,1485825,6604,769689,10581,716136,10172,3053666,6254,1740346,16357,1313320,16918,1877834,4146,1004499,13903,873335,14131,2591500,4970,1567005,11847,1024495,12500,2573727,4032,1709934,14090,863793,13458,2633301,3387,1838269,11778,795032,12057,2095577,3072,1483270,9687,612307,10125,1221552,2250,677225,7181,544327,7602,1130108,5102,624522,8161,505586,8672,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,211470,3516,125306,4752,86164,4241,418369,3965,279321,6184,139048,5843,238879,3036,142692,4509,96187,4853,355392,3429,220644,5853,134748,5858,343914,3236,253820,4553,90094,4084,360658,2825,270263,4698,90395,4319,293958,1614,230696,3236,63262,2854,146421,1406,101132,2623,45289,2556,93179,1394,66461,2099,26718,2012,2494633,6292,201887,3482,121899,3709,79988,3293,394482,3430,267725,6745,126757,6003,234438,2515,151860,4247,82578,4240,347950,3192,230058,5204,117892,5417,343257,2746,259307,5071,83950,4615,370437,2084,287973,4434,82464,4219,305647,1338,243977,3551,61670,3502,161686,1503,110109,2562,51577,2298,134849,1680,94866,2743,39983,2689,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,122941,2309,78286,3413,44655,3221,293204,2575,217590,4836,75614,4633,159817,1219,109854,3500,49963,3522,201014,1967,129886,3558,71128,3377,230998,1889,173953,3681,57045,4000,275921,1397,221742,3715,54179,3539,212900,922,177818,2615,35082,2453,118138,1194,84795,2295,33343,2260,89184,946,65614,2037,23570,2116,1815796,2076,119947,1900,76596,3212,43351,3108,278918,1811,204395,4209,74523,4014,158570,1138,110012,2566,48558,2805,210731,1611,141837,3465,68894,3633,246441,1323,190458,3492,55983,3514,293984,1363,239227,3364,54757,3268,229702,936,191855,2773,37847,2797,137034,1007,92824,2564,44210,2536,140469,1476,99590,2506,40879,2572,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,33808,1245,19132,2150,14676,1681,71675,1300,46758,2751,24917,2654,45213,1107,29145,1587,16068,1828,51130,1188,32245,2192,18885,1958,53961,1172,39312,2100,14649,2043,63102,1088,48597,1809,14505,1740,51844,537,43384,1403,8460,1361,33638,645,24824,1480,8814,1427,21834,430,17007,1027,4827,879,459027,1568,33216,1216,19516,1879,13700,1771,67347,1258,44972,2292,22375,2224,45443,839,30074,2037,15369,2125,55722,869,36703,1809,19019,1821,60068,1086,43903,2093,16165,1972,68267,1034,53361,1944,14906,1733,59019,642,47797,1706,11222,1674,38261,534,27610,1401,10651,1377,31684,603,23078,1083,8606,1102,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,19737,841,11144,1304,8593,1244,31482,1086,16367,2025,15115,2009,37037,748,25660,1955,11377,1795,58359,713,43516,2131,14843,2081,39492,482,30839,1378,8653,1369,36965,472,25457,1640,11508,1645,28562,707,20066,1528,8496,1465,16043,328,10819,951,5224,905,10693,299,8433,576,2260,616,315912,1126,18119,842,11524,1271,6595,1106,31652,1067,15047,1980,16605,1944,47566,165,35504,1729,12062,1724,66057,135,51519,1588,14538,1580,40470,649,29447,1507,11023,1351,37367,444,25580,1312,11787,1361,34300,418,25432,1350,8868,1337,20849,634,14508,1136,6341,1059,19532,939,13950,1161,5582,1134,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,656093,6433,303434,8232,352659,8929,1384332,6378,769081,13937,615251,12988,858468,6021,424131,9216,434337,8936,1081604,6473,528182,11121,553422,11624,1160503,5173,684871,11241,475632,11142,1306011,3636,824608,10384,481403,9918,1096600,3232,743131,8459,353469,8704,803499,3244,473036,6540,330463,7372,632400,2822,412338,5573,220062,5645,9554571,6409,631346,6717,305346,7631,326000,8680,1318476,7586,729162,11673,589314,11455,854559,4148,440341,9556,414218,9856,1118472,5184,621930,12068,496542,11470,1224525,5011,777061,9149,447464,9617,1394513,3995,941548,10039,452965,10403,1240024,2596,869202,9359,370822,9360,920438,2950,534233,6684,386205,6455,852218,3159,506661,7170,345557,6956,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
