GEO_ID,C23002H_001E,C23002H_001M,C23002H_002E,C23002H_002M,C23002H_003E,C23002H_003M,C23002H_004E,C23002H_004M,C23002H_005E,C23002H_005M,C23002H_006E,C23002H_006M,C23002H_007E,C23002H_007M,C23002H_008E,C23002H_008M,C23002H_009E,C23002H_009M,C23002H_010E,C23002H_010M,C23002H_011E,C23002H_011M,C23002H_012E,C23002H_012M,C23002H_013E,C23002H_013M,C23002H_014E,C23002H_014M,C23002H_015E,C23002H_015M,C23002H_016E,C23002H_016M,C23002H_017E,C23002H_017M,C23002H_018E,C23002H_018M,C23002H_019E,C23002H_019M,C23002H_020E,C23002H_020M,C23002H_021E,C23002H_021M,C23002H_022E,C23002H_022M,C23002H_023E,C23002H_023M,C23002H_024E,C23002H_024M,C23002H_025E,C23002H_025M,C23002H_026E,C23002H_026M,C23002H_027E,C23002H_027M,NAME,C23002H_001MA,C23002H_001EA,C23002H_002MA,C23002H_002EA,C23002H_003EA,C23002H_003MA,C23002H_004EA,C23002H_004MA,C23002H_005MA,C23002H_005EA,C23002H_006EA,C23002H_006MA,C23002H_007MA,C23002H_007EA,C23002H_008EA,C23002H_008MA,C23002H_009MA,C23002H_009EA,C23002H_010EA,C23002H_010MA,C23002H_011EA,C23002H_011MA,C23002H_012MA,C23002H_012EA,C23002H_013EA,C23002H_013MA,C23002H_014MA,C23002H_014EA,C23002H_015MA,C23002H_015EA,C23002H_016EA,C23002H_016MA,C23002H_017EA,C23002H_017MA,C23002H_018EA,C23002H_018MA,C23002H_019EA,C23002H_019MA,C23002H_020MA,C23002H_020EA,C23002H_021EA,C23002H_021MA,C23002H_022EA,C23002H_022MA,C23002H_023MA,C23002H_023EA,C23002H_024MA,C23002H_024EA,C23002H_025MA,C23002H_025EA,C23002H_026MA,C23002H_026EA,C23002H_027EA,C23002H_027MA,state
0400000US21,3022497,3688,1463326,2557,1230022,2459,911856,7731,16407,2566,895449,8370,791419,9233,104030,5589,318166,7295,233304,432,39248,2326,36544,2374,2704,578,194056,2408,1559171,2336,1250386,2344,814233,8018,1639,1241,812594,7959,736752,8418,75842,4178,436153,8131,308785,139,35025,2307,32995,2251,2030,675,273760,2312,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2219638,2810,1081656,2038,903054,2034,713635,6490,9467,1299,704168,6862,649773,6889,54395,4150,189419,6699,178602,201,41403,2506,39188,2478,2215,730,137199,2497,1137982,2057,904977,2067,597539,7794,581,291,596958,7763,554013,7571,42945,3710,307438,7779,233005,177,30524,2138,29099,2154,1425,432,202481,2140,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1039609,1298,501888,946,410956,947,323648,4065,1634,709,322014,4244,290061,4310,31953,2370,87308,4154,90932,58,18031,1609,16977,1553,1054,354,72901,1618,537721,988,421186,994,312754,3590,200,193,312554,3561,292926,3627,19628,1821,108432,3686,116535,44,15203,1414,14388,1378,815,344,101332,1412,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2610768,2753,1262194,1803,1043985,1771,872635,5359,16612,1978,856023,5844,791677,6743,64346,3827,171350,5444,218209,409,57654,2756,54593,2562,3061,888,160555,2716,1348574,1834,1061239,1850,798456,6794,3769,959,794687,6906,745819,7195,48868,3838,262783,6396,287335,203,43435,2417,40984,2324,2451,789,243900,2459,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4168136,4553,1989064,2910,1650110,2974,1368706,7978,3078,1122,1365628,8011,1221971,9461,143657,5759,281404,7923,338954,485,84799,3095,77234,3201,7565,1140,254155,3191,2179072,3007,1706540,2890,1297813,10388,460,280,1297353,10376,1203443,10502,93910,4246,408727,10025,472532,482,71250,3212,65204,3087,6046,1017,401282,3319,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6160579,4206,3006418,3398,2492863,3378,1947153,8007,3138,898,1944015,8084,1655948,10803,288067,7282,545710,8600,513555,336,81317,3786,72153,3675,9164,1351,432238,3762,3154161,2773,2486783,2781,1770049,9940,342,234,1769707,9953,1574000,10977,195707,6605,716734,9904,667378,355,67547,3188,61266,2978,6281,1051,599831,3213,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3584595,2176,1758592,1753,1473599,1761,1253158,5965,1896,628,1251262,5986,1139734,7231,111528,4978,220441,5956,284993,139,58666,2421,54789,2347,3877,811,226327,2405,1826003,1692,1458408,1670,1169574,7306,113,128,1169461,7315,1100469,7567,68992,3603,288834,7048,367595,177,47001,2217,44748,2275,2253,621,320594,2236,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1394093,2664,677195,2009,556196,2086,425910,5357,6312,1304,419598,5336,380817,5616,38781,3310,130286,5679,120999,373,24815,1861,23816,1851,999,477,96184,2012,716898,1845,554622,1836,354653,7217,1284,511,353369,7240,322942,7384,30427,2879,199969,7239,162276,447,18606,1649,17469,1678,1137,520,143670,1750,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3918898,3308,1903030,2365,1574499,2348,1252068,7854,13048,1620,1239020,7867,1112483,9667,126537,5076,322431,7487,328531,159,61664,2732,58078,2786,3586,856,266867,2713,2015868,2393,1587302,2378,1158895,7354,2430,852,1156465,7493,1072585,7393,83880,4586,428407,7293,428566,265,51016,2986,48215,2922,2801,774,377550,2990,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,712742,1390,356394,836,291122,842,228521,3500,2085,823,226436,3610,207849,3891,18587,1944,62601,3622,65272,47,14632,1362,13832,1364,800,371,50640,1361,356348,1068,281451,1067,206518,3264,587,376,205931,3279,196062,3414,9869,1423,74933,3258,74897,54,10991,1059,10764,1064,227,181,63906,1048,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1208930,1920,588896,1338,487895,1355,416554,3016,3700,847,412854,3188,386857,3872,25997,2637,71341,2913,101001,115,27961,1439,26462,1446,1499,520,73040,1442,620034,1303,485711,1676,387292,4097,277,189,387015,4141,369346,4223,17669,1780,98419,4231,134323,1319,22220,1759,21789,1786,431,284,112103,2286,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1232406,2065,625352,1553,505333,1557,405997,5044,6426,1466,399571,5002,346151,5663,53420,3625,99336,5027,120019,262,25470,2091,21743,2121,3727,891,94549,2060,607054,1557,477878,1558,335504,5717,876,419,334628,5823,294530,5522,40098,3388,142374,5586,129176,5,19476,1843,16436,1662,3040,812,109700,1843,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,995555,2197,485898,1445,408620,1448,342758,3250,747,412,342011,3262,312560,4395,29451,2923,65862,3218,77278,25,18072,1894,16973,1797,1099,470,59206,1898,509657,1328,412676,1329,317341,4073,61,101,317280,4069,297643,4173,19637,1997,95335,4130,96981,52,15347,1461,14236,1356,1111,463,81634,1461,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4284106,5065,2056467,2781,1674005,2710,1388378,6699,3676,937,1384702,6829,1245413,8361,139289,5612,285627,6868,382462,357,97291,4188,87710,4106,9581,1299,285171,4149,2227639,3197,1695434,3089,1241449,7681,532,265,1240917,7706,1131674,8424,109243,4947,453985,7881,532205,598,82326,3773,75689,3607,6637,1191,449879,3853,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,716060,1521,350618,1534,274362,1665,212784,3021,4040,930,208744,3177,192246,3350,16498,1978,61578,3202,76256,517,15473,1655,14846,1650,627,383,60783,1673,365442,1423,275231,1433,186401,4575,1345,402,185056,4524,172632,4432,12424,1759,88830,4320,90211,294,11938,1453,11321,1444,617,344,78273,1494,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9369114,5988,4514121,4534,3704769,4292,2946677,10716,14969,1850,2931708,10443,2670046,11997,261662,7713,758092,11654,809352,679,178186,5114,163109,5024,15077,1447,631166,5155,4854993,3658,3749391,3503,2695571,12705,2118,673,2693453,12566,2503676,13296,189777,6550,1053820,12833,1105602,715,144052,5146,134728,5099,9324,1354,961550,5180,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5115482,5708,2465357,4169,2032839,4218,1628763,9881,53740,3215,1575023,9959,1397699,10823,177324,7543,404076,9681,432518,505,87860,4212,80925,4011,6935,1320,344658,4261,2650125,3256,2081639,3267,1457436,11711,5218,1207,1452218,11584,1309465,11723,142753,6887,624203,11592,568486,263,62249,3270,57146,3434,5103,1135,506237,3320,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,491934,947,248067,669,206678,670,176411,2318,2646,513,173765,2407,167738,2648,6027,942,30267,2438,41389,10,10429,923,10027,914,402,223,30960,923,243867,683,190311,681,155439,2278,133,111,155306,2289,150466,2484,4840,1074,34872,2302,53556,11,7740,696,7517,693,223,161,45816,695,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7575444,4177,3661841,3760,3045970,3754,2442459,11524,6801,2800,2435658,11248,2151506,10756,284152,7935,603511,11589,615871,280,115773,4532,106846,4452,8927,1302,500098,4524,3913603,2749,3081215,2729,2225029,13271,2138,1426,2222891,12949,2029268,13299,193623,7256,856186,13247,832388,238,98844,3560,92527,3285,6317,1068,733544,3571,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2121192,2315,1031930,1847,841836,1848,660705,5067,12449,1813,648256,5300,593626,5755,54630,3436,181131,5329,190094,111,40872,2243,39435,2229,1437,429,149222,2226,1089262,1470,844908,1446,579235,7381,2242,675,576993,7316,539681,6803,37312,2805,265673,7513,244354,157,29758,2175,28237,2124,1521,609,214596,2182,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2504481,3665,1217059,2834,995777,2794,774126,7168,2578,819,771548,7142,658341,7781,113207,5148,221651,7410,221282,272,39098,2493,34949,2385,4149,987,182184,2501,1287422,1995,1012193,1983,719277,6434,344,274,718933,6438,645531,7590,73402,4330,292916,6872,275229,200,32333,2204,29779,2203,2554,838,242896,2227,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8368035,4056,4034337,2898,3288255,2926,2643487,10495,4944,1149,2638543,10361,2389968,12875,248575,8705,644768,10622,746082,217,155466,4964,145293,4758,10173,1299,590616,4931,4333698,3147,3311663,3154,2399783,13752,375,245,2399408,13730,2225826,14326,173582,5445,911880,13781,1022035,318,124796,4281,117255,4032,7541,1173,897239,4280,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,679845,2014,322165,1225,264924,1181,210885,3188,2521,856,208364,3144,185080,3994,23284,2366,54039,3060,57241,218,11922,1119,11330,1150,592,281,45319,1156,357680,1262,275859,1202,208778,3438,323,217,208455,3441,190730,3321,17725,2209,67081,3624,81821,303,9947,1332,8806,1278,1141,515,71874,1344,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2441824,2864,1181790,2109,962794,2108,757014,7268,19315,1896,737699,7321,661137,8545,76562,5231,205780,7763,218996,78,42474,2680,37747,2656,4727,1132,176522,2693,1260034,2079,985295,2084,671230,6977,2759,940,668471,7049,602403,7503,66068,3406,314065,7027,274739,93,31159,2390,27932,2254,3227,730,243580,2404,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,555933,1412,274558,986,225436,995,192399,2503,2515,545,189884,2524,181051,2482,8833,1434,33037,2575,49122,167,12135,1159,11689,1182,446,336,36987,1175,281375,865,218415,864,172973,2549,124,149,172849,2547,166814,2888,6035,1176,45442,2407,62960,149,8783,1051,8698,1048,85,63,54177,1056,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3907891,3049,1884449,2881,1557396,2845,1200909,10226,9694,1776,1191215,10500,1060543,10924,130672,6180,356487,9770,327053,184,60225,3347,55353,3208,4872,1013,266828,3357,2023442,2416,1597556,2451,1065278,9578,786,542,1064492,9655,966011,9821,98481,5314,532278,9732,425886,227,49351,3062,45930,2741,3421,902,376535,3058,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
