GEO_ID,C23002H_001E,C23002H_001M,C23002H_002E,C23002H_002M,C23002H_003E,C23002H_003M,C23002H_004E,C23002H_004M,C23002H_005E,C23002H_005M,C23002H_006E,C23002H_006M,C23002H_007E,C23002H_007M,C23002H_008E,C23002H_008M,C23002H_009E,C23002H_009M,C23002H_010E,C23002H_010M,C23002H_011E,C23002H_011M,C23002H_012E,C23002H_012M,C23002H_013E,C23002H_013M,C23002H_014E,C23002H_014M,C23002H_015E,C23002H_015M,C23002H_016E,C23002H_016M,C23002H_017E,C23002H_017M,C23002H_018E,C23002H_018M,C23002H_019E,C23002H_019M,C23002H_020E,C23002H_020M,C23002H_021E,C23002H_021M,C23002H_022E,C23002H_022M,C23002H_023E,C23002H_023M,C23002H_024E,C23002H_024M,C23002H_025E,C23002H_025M,C23002H_026E,C23002H_026M,C23002H_027E,C23002H_027M,NAME,C23002H_001MA,C23002H_001EA,C23002H_002MA,C23002H_002EA,C23002H_003EA,C23002H_003MA,C23002H_004EA,C23002H_004MA,C23002H_005MA,C23002H_005EA,C23002H_006EA,C23002H_006MA,C23002H_007MA,C23002H_007EA,C23002H_008EA,C23002H_008MA,C23002H_009MA,C23002H_009EA,C23002H_010EA,C23002H_010MA,C23002H_011EA,C23002H_011MA,C23002H_012MA,C23002H_012EA,C23002H_013EA,C23002H_013MA,C23002H_014MA,C23002H_014EA,C23002H_015MA,C23002H_015EA,C23002H_016EA,C23002H_016MA,C23002H_017EA,C23002H_017MA,C23002H_018EA,C23002H_018MA,C23002H_019EA,C23002H_019MA,C23002H_020MA,C23002H_020EA,C23002H_021EA,C23002H_021MA,C23002H_022EA,C23002H_022MA,C23002H_023MA,C23002H_023EA,C23002H_024MA,C23002H_024EA,C23002H_025MA,C23002H_025EA,C23002H_026MA,C23002H_026EA,C23002H_027EA,C23002H_027MA,state
0400000US01,2612741,2829,1264059,2151,1035396,2282,800632,7457,10027,1212,790605,7584,714692,7681,75913,4884,234764,8197,228663,426,45761,2840,42834,2836,2927,783,182902,2797,1348682,1973,1048339,1991,673568,8708,1371,482,672197,8714,609103,8878,63094,4527,374771,8613,300343,335,31089,2219,29150,2181,1939,575,269254,2238,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,369778,1295,196262,939,175900,930,148238,2356,12614,1499,135624,2418,123779,3039,11845,1547,27662,2485,20362,178,5796,805,5381,881,415,293,14566,829,173516,854,153203,872,110482,3158,945,393,109537,3121,102817,3028,6720,1322,42721,3108,20313,207,4401,836,4401,836,0,246,15912,833,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3105306,3007,1525285,2410,1187666,2411,938880,7540,11209,1368,927671,7645,831258,8615,96413,5704,248786,7947,337619,214,55976,3193,50285,2925,5691,958,281643,3198,1580021,2367,1184743,2342,816842,8234,1162,577,815680,8328,741038,9551,74642,4716,367901,8642,395278,236,44299,2763,40584,2663,3715,857,350979,2755,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1763984,2595,856427,2300,692422,2288,522569,6079,5211,1133,517358,6179,472969,6978,44389,3289,169853,5997,164005,88,30183,2600,28250,2469,1933,728,133822,2606,907557,2039,698858,2042,471730,6549,485,367,471245,6524,433904,6806,37341,3089,227128,6525,208699,126,26107,2288,24480,2177,1627,662,182592,2303,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12744310,7274,6313075,5336,5145457,5268,4069314,16149,74388,4171,3994926,16693,3517042,19489,477884,10985,1076143,17185,1167618,760,263646,6426,239143,6514,24503,2139,903972,6398,6431235,4839,4956078,4791,3463173,21272,8652,1520,3454521,21348,3107291,23333,347230,9209,1492905,21784,1475157,1009,195108,5627,177428,5395,17680,1722,1280049,5671,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2898217,3860,1436374,2868,1229004,2863,1037173,5879,18421,1876,1018752,5897,919966,7101,98786,5508,191831,5649,207370,401,48187,2415,44182,2410,4005,865,159183,2440,1461843,2663,1202891,2605,897407,8152,4235,921,893172,8342,830620,8816,62552,3582,305484,7845,258952,378,38713,2530,35416,2281,3297,838,220239,2509,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2112130,3349,1014118,2004,826403,1993,696564,5259,5349,976,691215,5403,627611,5862,63604,3811,129839,5153,187715,186,48303,2353,42903,2278,5400,989,139412,2371,1098012,2190,841704,2146,640602,5630,539,303,640063,5665,589451,5732,50612,3789,201102,5642,256308,503,38705,2779,35427,2788,3278,739,217603,2824,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,491623,1085,235654,795,188351,790,149443,3125,2159,619,147284,3070,134352,3618,12932,1853,38908,3176,47303,92,8694,1127,7905,1105,789,366,38609,1137,255969,819,195967,811,142883,3603,309,301,142574,3559,132958,3707,9616,1401,53084,3697,60002,122,9039,1335,8290,1291,749,365,50963,1294,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,193826,389,95558,330,85387,309,70959,1559,1647,433,69312,1621,66283,1692,3029,864,14428,1557,10171,65,4560,696,4560,696,0,292,5611,697,98268,231,87181,231,68472,1852,341,246,68131,1866,65014,2180,3117,1011,18709,1863,11087,292,2329,468,2329,468,0,292,8758,468,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9293038,9024,4520010,5274,3375284,4796,2614904,13369,29329,2940,2585575,13391,2253405,14014,332170,9984,760380,12606,1144726,1094,205521,5450,183582,5008,21939,2205,939205,5472,4773028,4998,3395395,4566,2366519,15989,4844,1298,2361675,16116,2107038,16243,254637,8962,1028876,15826,1377633,923,157478,6229,142302,6002,15176,1820,1220155,5995,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4384695,4080,2131708,2896,1794246,2857,1421623,8121,29224,2588,1392399,7964,1251030,10040,141369,5545,372623,8277,337462,326,71488,3298,65913,3134,5575,1026,265974,3300,2252987,3091,1815515,3105,1223382,10804,2785,758,1220597,10931,1105584,10275,115013,6125,592133,11496,437472,353,50755,2788,47366,2746,3389,858,386717,2816,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,273242,862,149219,575,125195,585,103023,2574,17946,2864,85077,3348,78169,3124,6908,1565,22172,2545,24024,92,7579,1091,7392,1075,187,178,16445,1096,124023,665,100102,657,70194,2380,1965,872,68229,2573,63785,2752,4444,1222,29908,2393,23921,154,5030,752,4650,747,380,292,18891,791,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1025214,1623,507304,1219,421757,1203,336021,4240,2099,854,333922,4306,298438,5079,35484,3218,85736,4296,85547,94,15852,1556,14551,1587,1301,526,69695,1540,517910,1201,418141,1191,289537,4369,100,165,289437,4386,265349,5023,24088,2757,128604,4741,99769,128,11393,1266,10614,1230,779,388,88376,1286,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6720505,4538,3259391,2992,2714337,2938,2250581,8156,6165,1445,2244416,8181,2006217,9762,238199,8168,463756,8607,545054,238,114298,4332,107335,4354,6963,968,430756,4313,3461114,3040,2717743,3018,2021567,11258,657,307,2020910,11278,1859265,10610,161645,6085,696176,11195,743371,256,92490,3920,86373,3887,6117,1105,650881,3944,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4247711,3789,2064156,2722,1734569,2723,1374075,8776,2895,724,1371180,8754,1222932,10825,148248,7159,360494,9067,329587,119,66070,3115,62602,3073,3468,775,263517,3140,2183555,3019,1741505,3014,1235289,9799,590,471,1234699,9787,1126718,10012,107981,4139,506216,9867,442050,146,52853,2964,49351,2922,3502,706,389197,2954,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2181027,2512,1062348,1982,874023,1972,733705,4796,1290,439,732415,4821,681475,5652,50940,3549,140318,4619,188325,139,41663,2329,40077,2271,1586,493,146662,2326,1118679,1473,865702,1438,683434,5387,244,199,683190,5399,645362,5289,37828,2737,182268,5476,252977,165,33364,2073,32450,2037,914,386,219613,2091,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1793674,2101,873964,1740,724823,1786,599387,5656,9613,1548,589774,5743,543806,6311,45968,3198,125436,5444,149141,280,35689,2017,34282,1996,1407,473,113452,2000,919710,1478,723184,1465,551925,5126,762,392,551163,5087,517746,5712,33417,2997,171259,4739,196526,301,30110,1719,29040,1708,1070,390,166416,1741,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
