GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001EA,B08011_001MA,B08011_002EA,B08011_002MA,B08011_003EA,B08011_003MA,B08011_004MA,B08011_004EA,B08011_005EA,B08011_005MA,B08011_006EA,B08011_006MA,B08011_007EA,B08011_007MA,B08011_008EA,B08011_008MA,B08011_009MA,B08011_009EA,B08011_010MA,B08011_010EA,B08011_011EA,B08011_011MA,B08011_012EA,B08011_012MA,B08011_013EA,B08011_013MA,B08011_014EA,B08011_014MA,B08011_015MA,B08011_015EA,B08011_016EA,B08011_016MA,B08011_017MA,B08011_017EA,B08011_018EA,B08011_018MA,B08011_019EA,B08011_019MA,B08011_020EA,B08011_020MA,B08011_021EA,B08011_021MA,B08011_022MA,B08011_022EA,B08011_023EA,B08011_023MA,B08011_024EA,B08011_024MA,B08011_025MA,B08011_025EA,B08011_026EA,B08011_026MA,B08011_027EA,B08011_027MA,B08011_028EA,B08011_028MA,B08011_029EA,B08011_029MA,B08011_030EA,B08011_030MA,B08011_031EA,B08011_031MA,B08011_032MA,B08011_032EA,B08011_033MA,B08011_033EA,B08011_034EA,B08011_034MA,B08011_035EA,B08011_035MA,B08011_036MA,B08011_036EA,B08011_037MA,B08011_037EA,B08011_038EA,B08011_038MA,B08011_039MA,B08011_039EA,B08011_040EA,B08011_040MA,B08011_041EA,B08011_041MA,B08011_042MA,B08011_042EA,B08011_043MA,B08011_043EA,B08011_044EA,B08011_044MA,B08011_045MA,B08011_045EA,state
0400000US01,1895987,17044,100843,5360,92763,5875,112569,6400,197468,6590,223008,8313,318381,8886,243104,7668,146344,7141,62458,3704,83270,4757,39798,3817,17837,2515,127808,5823,130336,5268,997638,10780,71144,4821,69844,4669,76763,5413,129139,5347,121628,5510,147509,6390,99893,5348,66544,4376,25415,2193,36082,2925,15469,2150,8403,1775,60945,3723,68860,4444,898349,11958,29699,2778,22919,2696,35806,2233,68329,4088,101380,5636,170872,5832,143211,5232,79800,5054,37043,2728,47188,3703,24329,2869,9434,1551,66863,4156,61476,3141,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,324619,6085,12147,1954,8683,1406,16299,2170,25943,2873,35667,3221,41106,3512,52679,3840,29152,2681,23455,2574,22282,2424,10489,1794,5956,1368,19973,2794,20788,2063,181871,3996,9548,1670,6331,1205,10880,1985,19312,2258,22619,2557,22948,2607,25087,2575,14020,1743,9978,1528,11228,1713,5400,1505,2654,825,10533,2126,11333,1649,142748,4184,2599,834,2352,801,5419,1067,6631,1223,13048,2020,18158,2065,27592,2407,15132,2009,13477,1899,11054,1820,5089,1190,3302,895,9440,1695,9455,1313,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2470950,19955,146829,7631,133252,6773,136521,6852,250289,11041,234739,9120,345270,10922,279785,9991,225279,9602,111306,6151,137164,6671,76208,4957,33451,3562,183958,7308,176899,7385,1318800,12854,106748,6752,96397,5465,87819,5695,151769,8317,118346,6142,170098,7841,123410,5557,108987,7270,49876,4419,63430,3962,36051,3487,17789,2355,95805,5516,92275,5497,1152150,13139,40081,3794,36855,4007,48702,4120,98520,6014,116393,5720,175172,7125,156375,7567,116292,5277,61430,4253,73734,4921,40157,3986,15662,2597,88153,4990,84624,4094,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1189709,11171,56871,3572,45200,3500,59445,4760,112682,5590,136820,5887,203895,6394,180280,7152,97453,5661,39778,3141,46885,3913,27483,2881,12261,1843,83232,4790,87424,5259,619791,7451,37625,2893,32599,2996,39939,3804,73763,4907,76443,4775,95872,4648,73452,4048,47856,3849,17154,1841,20674,2776,11993,1821,6023,1394,39850,3407,46548,4236,569918,8985,19246,2621,12601,1828,19506,2443,38919,2808,60377,3868,108023,4760,106828,5412,49597,3607,22624,2656,26211,2876,15490,2226,6238,1303,43382,3805,40876,3109,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15097170,46113,769068,16168,618840,14035,682874,14464,1284573,20696,1317404,18621,2098310,22546,1735696,23047,1808965,24842,881669,15417,1232191,19528,542133,13113,240416,8902,998314,16368,886717,16448,8245554,30271,560970,13868,452747,11596,465330,11589,835740,15876,735909,12443,1099827,16879,801457,15743,895338,18716,400575,10407,601923,12338,258957,8655,117665,6538,533050,13198,486066,12193,6851616,33170,208098,6963,166093,7893,217544,7712,448833,11827,581495,14023,998483,15785,934239,15059,913627,12934,481094,12122,630268,13981,283176,9135,122751,5469,465264,10734,400651,11246,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2272970,17063,81364,5187,74207,4643,113979,5539,200436,7813,231689,7632,347605,9388,309070,8685,245374,8804,129676,5876,162687,6827,66609,4575,29710,2642,141557,6340,139007,6312,1222491,12159,53857,4040,50384,3723,76643,4687,130137,6605,131914,5855,181632,7780,145333,6249,126508,6195,56739,3896,75995,4742,29490,3302,14539,1887,76498,4972,72822,4297,1050479,11686,27507,2552,23823,2128,37336,2792,70299,4834,99775,5066,165973,6578,163737,6473,118866,5751,72937,4254,86692,4907,37119,3172,15171,2051,65059,3760,66185,4249,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1640403,11172,39043,3684,39784,2991,62072,3902,134744,6214,178186,5908,240584,7758,225488,7571,209315,6657,116280,5115,108383,5464,48841,3845,21765,2542,114061,6019,101857,5521,847688,8362,26102,2932,28328,2656,42979,3755,86907,4659,98821,4378,130993,5916,102086,5580,95729,4057,45722,3373,44835,3543,24326,2824,11039,1727,57983,4110,51838,3814,792715,8188,12941,2109,11456,1748,19093,2305,47837,3122,79365,4021,109591,4351,123402,4611,113586,5213,70558,3723,63548,4392,24515,2430,10726,1933,56078,4010,50019,3401,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,389282,6832,14458,2077,10934,1808,21276,2503,33122,3055,44766,3672,62582,3578,55523,3877,40316,3452,22989,2613,19450,2191,8993,1585,6183,1535,25607,2966,23083,2343,193442,4369,10143,1605,8208,1517,13388,2099,22252,2623,26065,2617,27596,2476,22658,2120,16575,1843,9182,1675,8476,1464,4077,1086,1946,726,12899,1927,9977,1824,195840,5125,4315,1344,2726,845,7888,1586,10870,1452,18701,2197,34986,2970,32865,2824,23741,2835,13807,1910,10974,1734,4916,1310,4237,1353,12708,1822,13106,1790,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281847,5288,5415,1268,4098,918,9145,2054,17967,2263,16654,2353,34854,3574,36879,2984,57249,4177,37141,2989,29014,2648,6383,1323,2261,754,12587,1653,12200,2016,137267,3121,4110,1089,2497,725,5987,1693,9926,1697,8865,1557,16858,2305,15753,1970,27148,3001,15449,2218,13953,1985,2980,1028,1067,488,6612,1231,6062,1549,144580,4064,1305,580,1601,543,3158,979,8041,1501,7789,1548,17996,2291,21126,2171,30101,2569,21692,1990,15061,1901,3403,899,1194,517,5975,1257,6138,1472,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7503144,30563,253157,8860,215415,8355,278340,8523,629087,14042,705067,17471,1139600,19319,923616,17248,996033,18805,448881,11288,568561,13439,235218,8334,112225,6950,497744,12993,500200,13152,3873362,22724,166503,7064,146952,6729,180695,7193,392393,12165,380371,10393,577298,14618,416950,11711,482210,11505,205690,8240,266520,9627,107709,6489,53211,4127,247459,8078,249401,9602,3629782,22607,86654,5928,68463,4465,97645,5738,236694,8197,324696,12382,562302,14516,506666,11945,513823,13738,243191,7844,302041,9186,127509,6151,59014,5113,250285,8912,250799,8209,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
