GEO_ID,B14007I_001E,B14007I_001M,B14007I_002E,B14007I_002M,B14007I_003E,B14007I_003M,B14007I_004E,B14007I_004M,B14007I_005E,B14007I_005M,B14007I_006E,B14007I_006M,B14007I_007E,B14007I_007M,B14007I_008E,B14007I_008M,B14007I_009E,B14007I_009M,B14007I_010E,B14007I_010M,B14007I_011E,B14007I_011M,B14007I_012E,B14007I_012M,B14007I_013E,B14007I_013M,B14007I_014E,B14007I_014M,B14007I_015E,B14007I_015M,B14007I_016E,B14007I_016M,B14007I_017E,B14007I_017M,B14007I_018E,B14007I_018M,B14007I_019E,B14007I_019M,NAME,B14007I_001EA,B14007I_001MA,B14007I_002MA,B14007I_002EA,B14007I_003MA,B14007I_003EA,B14007I_004EA,B14007I_004MA,B14007I_005EA,B14007I_005MA,B14007I_006EA,B14007I_006MA,B14007I_007EA,B14007I_007MA,B14007I_008MA,B14007I_008EA,B14007I_009MA,B14007I_009EA,B14007I_010EA,B14007I_010MA,B14007I_011MA,B14007I_011EA,B14007I_012MA,B14007I_012EA,B14007I_013EA,B14007I_013MA,B14007I_014MA,B14007I_014EA,B14007I_015MA,B14007I_015EA,B14007I_016EA,B14007I_016MA,B14007I_017EA,B14007I_017MA,B14007I_018EA,B14007I_018MA,B14007I_019MA,B14007I_019EA,state
0400000US26,407430,2583,163325,3909,10512,1712,10901,1577,10699,1279,9935,1444,8159,1368,9302,1402,10813,1581,9772,1264,7714,1225,8665,1345,9010,1461,9317,1276,7244,1253,8063,1732,28872,3104,4347,1126,244105,4485,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,226922,2043,87411,3326,7218,1438,6791,1217,5706,1124,4882,1054,5678,1100,4173,970,5596,1255,5641,1269,4283,913,4337,1050,4606,912,4319,894,4985,833,4976,1065,12303,1946,1917,700,139511,3088,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,67358,3912,20088,2543,1224,457,1267,481,915,664,1163,545,1469,681,1330,523,2441,976,1051,497,771,466,833,469,1132,545,1021,400,917,655,861,478,3286,929,407,276,47270,2907,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,197485,1969,71265,2853,4169,943,3248,670,5311,1175,4335,1075,4952,992,4808,1051,3803,747,3868,1031,3499,965,4690,957,3928,958,2801,743,4219,1032,3793,987,11098,1827,2743,971,126220,2574,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26041,894,10634,1346,1242,496,976,413,608,324,696,407,355,295,317,207,612,366,380,325,553,376,195,147,329,204,598,375,734,448,1031,510,1932,655,76,124,15407,1293,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,154520,1374,62222,2269,3158,934,3258,982,3888,929,5271,1063,3921,844,4697,993,3428,863,3285,726,2869,850,4542,999,3809,897,2925,719,3358,794,4040,816,8373,1450,1400,686,92298,2326,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,674143,2430,221864,4575,8638,1517,15067,2097,14447,1927,16463,2418,15287,1953,13689,1935,14314,1951,14487,2084,16139,1861,13163,1900,12751,1927,13609,1930,11774,1875,12548,1912,26312,3143,3176,999,452279,4971,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,34224,809,13892,1404,374,199,710,474,261,273,885,493,1398,927,501,307,698,502,1159,576,414,242,1133,615,874,498,388,255,220,203,1136,618,2901,1050,840,369,20332,1499,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1485345,3378,460529,7937,41798,3353,28446,2721,28226,2892,23757,2803,24592,2258,22506,2551,22065,2488,24977,2569,26364,3159,23288,2677,25659,2853,22810,2220,25136,2794,22442,2591,87061,5793,11402,1680,1024816,7252,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,909324,2563,299756,4744,15625,2254,16122,2230,17976,2411,16373,2551,16091,2034,17426,2283,17968,2384,17972,2213,16042,2161,14311,1956,17279,2205,17452,1781,15254,1880,16685,2392,61313,3513,5867,1205,609568,4723,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3260707,4733,1008735,7858,56774,3672,56245,3992,55114,3685,55623,3942,52353,3753,51907,3070,51505,3438,52932,4109,52209,3480,53803,3503,58880,4208,58312,3514,54725,3689,65597,4522,204733,8105,28023,3322,2251972,8835,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,740894,3688,256806,5232,16866,2271,19827,2614,17941,2566,19231,2334,19560,2228,18638,2361,13590,2044,12793,1732,15321,1816,14789,2021,15850,2034,12717,1729,10817,1917,9698,1814,34918,3599,4250,1053,484088,5669,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12819,1213,4922,872,327,209,173,153,348,208,428,296,309,215,357,220,236,133,292,228,378,186,234,195,191,162,148,121,428,239,13,28,902,373,158,162,7897,1160,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,330315,2473,125372,3552,9604,1513,9002,1273,7196,1164,9143,1468,7683,1229,8090,1131,6902,1327,5398,1181,6902,1307,5917,1162,6777,1394,5542,1064,6159,1141,5290,1089,22411,2533,3356,1057,204943,3406,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,304195,1904,113209,3260,7594,1365,7767,1217,9080,1644,6930,1198,8557,1365,7101,1221,7175,1239,6271,1194,7457,1273,6440,1424,5340,1090,5062,907,5680,1048,3902,972,17901,2454,952,561,190986,3347,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,418284,2132,157526,4262,9725,1669,8643,1593,10490,2028,12064,1673,10155,1826,10455,1663,8726,1457,9388,1603,10309,1654,8181,1554,8714,1338,8521,1502,8235,1326,8299,1631,23119,2959,2502,907,260758,4416,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,674634,3065,250502,5206,16813,1918,16240,2156,14709,2239,17075,2166,11884,1499,12186,1679,13468,1595,11814,1694,12753,1626,15577,1927,15237,2060,15793,2019,13132,1643,12350,1767,45079,3843,6392,1356,424132,5387,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,124022,991,44928,2297,2253,1084,2054,671,2776,918,2021,860,2048,714,1958,800,2520,819,2096,653,2681,801,3771,970,2802,850,3812,900,1701,686,2370,936,9318,1571,747,376,79094,2144,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,214535,2432,67840,3178,4380,1148,5902,1374,5440,1656,4828,1213,4682,1284,3930,922,3769,984,5120,1205,4262,947,2886,877,4210,996,1922,687,3151,1084,3249,1039,8440,1803,1669,719,146695,3179,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18412,1444,7144,1353,257,207,197,295,633,339,297,205,581,330,296,202,968,453,152,191,436,272,433,328,198,163,526,263,374,213,370,295,1194,540,232,200,11268,1089,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,264336,3067,81855,3090,5667,1223,6134,1148,7841,1709,5520,1185,5786,1340,5112,1180,4412,1053,5694,1267,5658,1216,2647,857,6054,1628,4716,932,3005,974,3985,1152,7794,1469,1830,780,182481,3333,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8961527,7981,3132880,17377,188579,7016,206799,7889,202985,7676,202299,8202,199645,6767,183589,6368,189044,8093,185258,6618,176250,7089,175278,5408,181832,7386,170010,6178,152117,5937,169664,8739,492544,11187,56987,4709,5828647,16070,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,333978,1687,130001,3085,8730,1392,8763,1360,7690,1391,7636,1359,8208,1324,6494,1239,8290,1317,7852,1373,7823,1470,7082,1301,7631,1785,7051,1154,6893,1003,8428,1503,19088,2142,2342,751,203977,3240,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9218,750,3214,605,36,41,211,154,145,154,232,224,204,162,56,59,241,125,18,27,91,82,34,40,134,109,123,136,253,225,281,284,856,306,299,243,6004,793,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,590629,2934,189216,5054,10256,1806,12101,1994,10929,2204,11046,1582,11060,1820,8839,1830,12763,2012,10072,2017,10091,1825,10436,1761,10085,1688,11230,1599,8980,1633,9223,1874,36135,3491,5970,1288,401413,5008,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,702350,2573,259834,5499,12656,1577,20625,2642,16355,2305,16084,2110,16863,2372,16436,2193,15091,1822,16644,2461,12488,1692,16746,2381,13773,1908,14458,2179,13965,2054,14539,2130,40224,3436,2887,756,442516,5423,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20752,1885,8865,1684,118,118,1253,519,169,172,524,293,584,537,400,230,85,111,715,388,385,244,93,115,406,392,567,430,333,269,668,514,1966,693,599,415,11887,1257,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,311433,1708,119080,3257,6991,1276,10179,1403,6433,1230,7441,1423,7563,1364,6470,1115,9061,1842,5882,1173,6463,1286,7232,1509,6477,1387,7263,1137,6104,1093,7764,1564,16244,1959,1513,629,192353,3233,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,47522,956,16780,1218,1114,472,870,404,1466,589,1637,729,787,380,903,504,1295,679,1504,861,869,383,678,390,318,208,809,546,739,427,1053,646,2562,736,176,235,30742,1405,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3551592,5403,986014,9296,55011,3549,44575,3407,47356,3347,51023,3929,49973,3623,47652,3361,50693,3371,55345,3659,55275,3807,53492,3630,52843,3920,52779,2844,51430,3762,54076,3860,228265,7156,36226,2841,2565578,9681,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
