GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001MA,C25055_001EA,C25055_002EA,C25055_002MA,C25055_003EA,C25055_003MA,C25055_004MA,C25055_004EA,C25055_005EA,C25055_005MA,state
0400000US29,680686,11303,509932,9523,77226,4580,42541,2990,50987,3021,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,108062,4611,78042,3831,14463,1661,7083,1053,8474,1085,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,218494,6077,167524,5793,21344,1815,10420,1641,19206,1671,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,409948,8644,312698,6762,51832,3829,26503,2582,18915,2111,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,139793,5134,101410,4415,16404,1930,9702,1428,12277,1362,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1031471,12089,736834,10691,135865,5012,72945,3922,85827,3651,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,223507,7294,171905,6435,26951,2573,14693,1821,9958,1565,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3182906,16954,2201857,16413,441616,8558,266598,6534,272835,6222,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1114068,13882,871317,11968,128135,5667,63243,4159,51373,3481,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,84635,3753,62676,3209,7641,1217,4476,829,9842,966,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1353338,16504,996611,14395,167354,5247,89434,3891,99939,3787,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,416373,7638,326373,7252,43906,2860,22064,2102,24030,2088,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,540713,10892,409151,10045,61002,4410,29295,2144,41265,2758,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1380016,15293,969500,13651,165498,6386,100195,3786,144823,4312,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,150933,5599,103248,5025,19375,1893,12073,1613,16237,1506,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,494631,10949,383562,10352,60389,4204,28436,2765,22244,2295,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,92510,3535,65361,3290,8813,1446,6274,893,12062,1227,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,708811,11226,543822,10576,86358,4448,43216,2952,35415,2773,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2993082,25560,2443838,22492,286987,8204,135888,5889,126369,5089,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,252062,6227,209979,5765,20862,1860,9697,1500,11524,1529,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,71467,3317,52003,2578,9025,1478,4701,940,5738,968,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,909871,12962,720976,11451,92678,4752,48626,3201,47591,2795,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,924551,11904,708879,11978,101921,4125,50276,3269,63475,3339,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,158758,5945,118978,5196,19196,2028,11396,1455,9188,1159,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,683127,10945,499940,10377,74881,3696,38987,2372,69319,3364,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,58920,3473,46899,2948,5709,1121,3808,958,2504,655,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,245087,6170,183086,6426,29906,2278,19250,1780,12845,1387,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
