GEO_ID,C15010I_001E,C15010I_001M,C15010I_002E,C15010I_002M,C15010I_003E,C15010I_003M,C15010I_004E,C15010I_004M,C15010I_005E,C15010I_005M,C15010I_006E,C15010I_006M,NAME,C15010I_001EA,C15010I_001MA,C15010I_002EA,C15010I_002MA,C15010I_003EA,C15010I_003MA,C15010I_004EA,C15010I_004MA,C15010I_005MA,C15010I_005EA,C15010I_006MA,C15010I_006EA,state
0400000US01,9683,1875,4631,1314,992,715,1350,455,1189,620,1521,621,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,3786,1069,1005,445,613,427,978,718,473,301,717,328,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,99233,6261,30139,2900,7669,1440,23676,3145,16936,2521,20813,2551,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,8187,1429,3941,944,788,645,1058,509,705,511,1695,656,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,795028,15964,277392,7664,57473,4543,163157,7357,77292,4039,219714,9232,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,65770,4539,23248,2502,4738,1287,13679,1518,7442,1428,16663,2422,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,36307,3237,12294,1966,2973,1002,8312,1462,3600,969,9128,1778,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,5246,1117,1581,770,596,397,1386,714,650,312,1033,485,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11731,1881,5818,1338,373,307,1619,703,546,284,3375,1151,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,549190,13871,174999,7930,55617,4730,157141,7583,75765,5479,85668,5854,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,57284,4900,19519,2723,4782,1239,16022,2214,5493,1229,11468,2287,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,9905,1705,4382,1325,327,215,1444,584,852,556,2900,1008,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,5721,1215,2172,781,294,205,832,451,900,493,1523,600,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,130592,6806,42169,3820,9900,1622,34179,3481,14671,2327,29673,2852,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,24202,2372,6989,1118,3043,909,5143,1283,2640,759,6387,1238,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,6514,1305,1935,684,836,412,1234,526,923,518,1586,559,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,15672,2605,4767,1176,2319,828,2796,770,2317,847,3473,1174,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,8941,1672,2969,919,544,311,1659,648,1467,694,2302,861,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,20974,2527,7277,1262,1864,868,3918,1069,2114,789,5801,1338,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1515,524,365,289,0,230,278,302,283,244,589,283,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,45974,3595,18964,2305,3107,808,8910,1302,4787,990,10206,1727,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,54773,4323,21079,2428,2881,828,11102,2211,4481,1210,15230,2089,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,31793,2844,10476,1604,2465,683,7563,1244,3099,992,8190,1493,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,17003,1883,6707,1215,923,488,2845,760,1587,546,4941,1157,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4412,1356,1821,944,502,515,1089,493,294,327,706,412,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18553,2363,6889,1379,1249,468,4585,1185,1833,735,3997,1075,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2458,739,720,352,233,182,454,387,266,244,785,371,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8928,1642,2356,902,1095,671,2235,749,970,547,2272,872,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30736,3118,8253,1446,3449,1022,7955,1846,4224,1027,6855,1460,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,4475,1346,1383,621,471,323,1408,860,324,293,889,490,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,144473,6455,49967,3907,12290,1957,34548,3486,19674,2182,27994,2830,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69262,4910,20685,2385,4647,1127,13194,1972,17664,2720,13072,1818,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,317137,9921,103843,5000,24763,2878,66844,4443,37839,3827,83848,5037,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,44779,3840,16462,2358,3954,1316,11447,1800,5196,1212,7720,1483,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1388,583,216,182,87,105,412,408,85,98,588,398,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,30340,2860,11471,1672,2109,777,6157,1256,4040,969,6563,1139,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,13462,1789,5482,1119,721,397,2536,767,1651,619,3072,959,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,23836,2920,10337,1981,1066,471,4606,1305,2753,827,5074,1191,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,47823,3505,18367,2449,4569,1032,9393,1119,5115,977,10379,1418,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6440,1422,2696,907,747,578,1352,706,164,160,1481,742,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,15517,2140,4151,1157,2228,955,3882,1274,1626,779,3630,1209,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,1817,583,762,315,0,223,63,102,395,276,597,444,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16896,2418,6281,1592,823,359,3316,984,2333,768,4143,1192,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,584930,14286,187075,7700,47849,3771,141870,6831,98986,5649,109150,6629,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18293,2174,5488,1158,1966,705,4659,1077,1594,727,4586,1316,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1752,549,703,319,24,45,195,160,86,106,744,405,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,73916,4661,29954,2974,5490,1235,17750,2454,6475,1507,14247,2031,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41933,3442,18493,2202,2982,821,6807,1411,4502,1114,9149,1690,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2281,679,781,420,110,189,454,345,532,276,404,294,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,17439,2165,5780,1101,1557,606,4660,1125,1702,664,3740,908,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3436,1386,1140,706,440,431,384,373,480,394,992,725,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,535154,9955,141532,6405,53538,3639,160994,6577,110403,5099,68687,4291,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
