GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001EA,B08412_001MA,B08412_002EA,B08412_002MA,B08412_003EA,B08412_003MA,B08412_004EA,B08412_004MA,B08412_005EA,B08412_005MA,B08412_006MA,B08412_006EA,B08412_007MA,B08412_007EA,B08412_008MA,B08412_008EA,B08412_009EA,B08412_009MA,B08412_010MA,B08412_010EA,B08412_011MA,B08412_011EA,B08412_012EA,B08412_012MA,B08412_013MA,B08412_013EA,B08412_014EA,B08412_014MA,B08412_015EA,B08412_015MA,B08412_016MA,B08412_016EA,B08412_017MA,B08412_017EA,B08412_018EA,B08412_018MA,B08412_019MA,B08412_019EA,B08412_020MA,B08412_020EA,B08412_021MA,B08412_021EA,B08412_022MA,B08412_022EA,B08412_023MA,B08412_023EA,B08412_024MA,B08412_024EA,B08412_025EA,B08412_025MA,B08412_026EA,B08412_026MA,B08412_027MA,B08412_027EA,B08412_028EA,B08412_028MA,B08412_029MA,B08412_029EA,B08412_030EA,B08412_030MA,B08412_031EA,B08412_031MA,B08412_032MA,B08412_032EA,B08412_033MA,B08412_033EA,B08412_034EA,B08412_034MA,B08412_035EA,B08412_035MA,B08412_036MA,B08412_036EA,B08412_037EA,B08412_037MA,B08412_038MA,B08412_038EA,B08412_039MA,B08412_039EA,state
0400000US01,1861095,16776,59599,4351,188376,6850,271420,8617,328407,10469,295264,9453,115709,5818,256018,9725,51192,4086,55030,4237,131368,5575,74623,4933,34089,3151,978745,11488,30771,3253,89142,4445,136933,6235,159691,6607,147929,6429,61167,4464,143421,6089,29828,3105,31957,2782,75593,4107,47093,3855,25220,2694,882350,12044,28828,2565,99234,5098,134487,5265,168716,6741,147335,5964,54542,4428,112597,6414,21364,2330,23073,2878,55775,4083,27530,2798,8869,1587,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,333239,6608,30929,2594,57932,3827,59583,4197,60183,3980,44769,3781,16809,2492,25538,3138,5249,1564,4343,1037,12898,2043,8593,1449,6413,1233,188912,4470,17568,2067,31984,2792,33790,2874,33836,2975,25450,2771,8812,1736,13596,2150,2507,975,2374,817,8778,1717,5349,1029,4868,899,144327,4214,13361,1591,25948,2336,25793,2553,26347,2394,19319,2160,7997,1647,11942,1992,2742,1015,1969,708,4120,964,3244,842,1545,642,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2449934,20104,65969,4459,242835,9838,342811,11282,383565,11738,371112,10446,164811,7393,388791,12141,70127,4301,103406,6245,178703,7564,97795,5864,40009,3871,1303837,13241,30135,3166,120068,6778,174688,7442,197786,8745,192529,7504,91397,4854,215530,8178,40779,3380,54621,3994,101485,5524,58144,4194,26675,2876,1146097,13205,35834,3455,122767,6240,168123,7152,185779,7297,178583,7377,73414,5324,173261,7969,29348,2777,48785,4432,77218,5196,39651,3993,13334,2207,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1186810,12419,61129,3858,170287,6441,202120,7660,206084,7628,162396,6795,73118,4502,137167,6434,30930,3795,29439,2824,60644,3769,34264,2727,19232,2405,619323,7862,32991,2708,83022,4492,100555,4567,105568,5794,85181,5598,36858,3145,71860,4243,18296,3126,16613,1907,33480,2910,20484,2203,14415,2222,567487,9131,28138,2432,87265,4676,101565,5742,100516,4465,77215,4232,36260,2800,65307,4694,12634,1856,12826,2067,27164,2671,13780,1951,4817,973,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15102346,47587,347851,9824,1328943,21522,2103093,26732,2349033,29874,2257415,27104,852395,15143,2222459,24556,385281,11445,590584,13029,1188683,16412,1021304,17496,455305,11948,8251109,31864,188564,6204,658505,15904,1044642,18102,1240957,20777,1220737,19125,459841,10968,1269427,17286,220598,7479,337522,9255,688059,14383,628193,13402,294064,9879,6851237,33223,159287,6553,670438,13045,1058451,18963,1108076,18572,1036678,17215,392554,8811,953032,16440,164683,6247,253062,9151,500624,10357,393111,10119,161241,7309,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2262090,17040,81976,5102,245135,10043,329825,9506,363218,8824,342002,9695,147870,6282,312523,10191,63227,3622,82326,5071,160809,6761,91309,5468,41870,3675,1214514,12400,44140,3582,120615,7247,167781,6034,187491,6450,179916,6364,81015,4516,174070,7389,34681,2623,46670,3957,91396,5173,56795,4362,29944,3103,1047576,11919,37836,3085,124520,6323,162044,6667,175727,7011,162086,6361,66855,4286,138453,6246,28546,2849,35656,2842,69413,4051,34514,3076,11926,1729,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1629521,12084,50046,3727,173289,6603,253666,7626,266831,8447,252504,8657,107845,5151,216225,7163,43251,3476,54972,3400,107584,5225,71030,4357,32278,2874,840215,8892,27507,2688,79910,4400,121736,5224,133201,5383,128610,5878,54284,3555,113465,4893,25735,2470,30066,2315,61355,3640,43953,3866,20393,2265,789306,8485,22539,2187,93379,5105,131930,5145,133630,6130,123894,5515,53561,3595,102760,5412,17516,2125,24906,2553,46229,3525,27077,2636,11885,1771,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398044,8794,8666,1290,37885,3470,54445,3564,73812,4774,65872,4016,28347,2997,51517,2838,10699,1553,15356,2256,27041,2488,16577,2268,7827,1583,195944,5489,5405,1089,16732,2151,25273,2456,35466,3383,31661,2541,13010,1640,25332,2367,6135,1237,7978,1516,14839,1831,9256,1788,4857,1158,202100,6171,3261,843,21153,2277,29172,2654,38346,3057,34211,3004,15337,2266,26185,2048,4564,852,7378,1587,12202,1655,7321,1574,2970,925,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,770117,13147,4844,1603,12132,2208,27692,2652,50062,3810,76909,4952,39773,3661,131828,5466,32788,3008,54499,3888,135053,5701,144361,7123,60176,3793,391208,8277,3134,1320,6061,1495,15943,2122,24473,2767,40461,3224,20350,2416,65533,4038,16971,2080,27580,2798,67075,4126,70474,4016,33153,2891,378909,9959,1710,672,6071,1455,11749,1792,25589,2698,36448,2998,19423,2559,66295,4111,15817,2101,26919,2813,67978,4473,73887,4893,27023,2366,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7458698,31223,160421,7290,612084,12561,1009157,18101,1180778,22416,1219404,21124,495123,12347,1200454,21861,234735,10279,274064,10342,594052,13485,343458,11912,134968,7717,3837776,23319,85689,5141,301130,9137,477819,13391,586005,14511,616583,14543,254759,10300,637522,14549,117788,5961,147651,7959,323180,10610,203543,8788,86107,5811,3620922,22278,74732,4347,310954,8538,531338,12113,594773,15413,602821,12203,240364,7040,562932,13350,116947,7632,126413,5862,270872,9421,139915,6455,48861,4326,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
