GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001MA,B19037H_001EA,B19037H_002MA,B19037H_002EA,B19037H_003EA,B19037H_003MA,B19037H_004EA,B19037H_004MA,B19037H_005MA,B19037H_005EA,B19037H_006EA,B19037H_006MA,B19037H_007EA,B19037H_007MA,B19037H_008EA,B19037H_008MA,B19037H_009EA,B19037H_009MA,B19037H_010EA,B19037H_010MA,B19037H_011EA,B19037H_011MA,B19037H_012EA,B19037H_012MA,B19037H_013MA,B19037H_013EA,B19037H_014EA,B19037H_014MA,B19037H_015MA,B19037H_015EA,B19037H_016EA,B19037H_016MA,B19037H_017EA,B19037H_017MA,B19037H_018MA,B19037H_018EA,B19037H_019MA,B19037H_019EA,B19037H_020EA,B19037H_020MA,B19037H_021MA,B19037H_021EA,B19037H_022EA,B19037H_022MA,B19037H_023MA,B19037H_023EA,B19037H_024EA,B19037H_024MA,B19037H_025MA,B19037H_025EA,B19037H_026EA,B19037H_026MA,B19037H_027MA,B19037H_027EA,B19037H_028EA,B19037H_028MA,B19037H_029MA,B19037H_029EA,B19037H_030EA,B19037H_030MA,B19037H_031MA,B19037H_031EA,B19037H_032EA,B19037H_032MA,B19037H_033EA,B19037H_033MA,B19037H_034MA,B19037H_034EA,B19037H_035MA,B19037H_035EA,B19037H_036MA,B19037H_036EA,B19037H_037EA,B19037H_037MA,B19037H_038EA,B19037H_038MA,B19037H_039MA,B19037H_039EA,B19037H_040EA,B19037H_040MA,B19037H_041EA,B19037H_041MA,B19037H_042EA,B19037H_042MA,B19037H_043EA,B19037H_043MA,B19037H_044MA,B19037H_044EA,B19037H_045EA,B19037H_045MA,B19037H_046MA,B19037H_046EA,B19037H_047EA,B19037H_047MA,B19037H_048EA,B19037H_048MA,B19037H_049MA,B19037H_049EA,B19037H_050EA,B19037H_050MA,B19037H_051EA,B19037H_051MA,B19037H_052MA,B19037H_052EA,B19037H_053EA,B19037H_053MA,B19037H_054MA,B19037H_054EA,B19037H_055EA,B19037H_055MA,B19037H_056MA,B19037H_056EA,B19037H_057MA,B19037H_057EA,B19037H_058MA,B19037H_058EA,B19037H_059MA,B19037H_059EA,B19037H_060EA,B19037H_060MA,B19037H_061EA,B19037H_061MA,B19037H_062MA,B19037H_062EA,B19037H_063EA,B19037H_063MA,B19037H_064MA,B19037H_064EA,B19037H_065EA,B19037H_065MA,B19037H_066MA,B19037H_066EA,B19037H_067EA,B19037H_067MA,B19037H_068EA,B19037H_068MA,B19037H_069EA,B19037H_069MA,state
0400000US01,1284513,8267,51140,2920,11832,1937,5677,1346,5284,1243,4435,967,4676,1102,4815,1039,2213,579,2910,804,2188,761,2276,775,2464,800,2014,755,234,309,60,74,62,76,0,273,381190,6004,27385,3311,16973,2082,13690,2458,18157,1617,17468,2204,19922,2213,20793,2306,23364,2909,17076,2199,37483,2660,46104,3513,55587,3246,32102,2199,15462,1903,13001,1439,6623,1281,515183,4674,38599,3186,24623,2236,23719,2529,24242,2572,22508,2741,23603,2648,24908,2307,24738,2532,22334,2537,44197,3285,53677,3781,63605,4002,47185,2833,26346,2251,28362,2525,22537,2247,337000,4185,24221,2225,35362,2330,34783,2317,32187,2608,26620,1546,26143,2525,23162,2029,17986,1996,15376,1836,22092,2174,27915,2527,22269,2153,12029,1366,5602,973,6309,1001,4944,1030,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,184919,2724,8291,1205,532,356,588,392,82,113,818,519,955,465,1006,504,344,289,776,496,154,165,1180,549,729,475,477,354,304,190,292,294,54,95,0,246,65141,2088,2136,795,1587,631,1296,584,1104,652,2452,832,1754,817,3123,971,2528,795,2581,939,4341,978,10489,1979,10577,1708,8206,1513,5774,1280,4695,1203,2498,829,86323,2142,3103,863,3054,950,1966,712,2797,632,2545,733,2727,763,2387,641,3115,1045,2727,810,6548,1479,7211,1113,12079,1486,11699,1669,8119,1469,8823,1449,7423,1072,25164,1343,609,379,1784,598,1778,739,2103,654,1231,484,2046,720,1178,546,1451,503,997,320,2019,607,2681,711,2629,719,1689,654,1785,657,476,271,708,340,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1597633,9807,62416,4136,11219,1741,4298,1259,6183,1603,5633,1512,4589,1347,6355,1498,4590,1211,2866,943,2153,712,5747,1399,4770,1419,3036,1147,670,452,307,409,0,305,0,305,448827,7467,28509,3169,14900,2116,12897,1812,19670,2584,18743,2518,19938,2269,22067,2828,27897,3255,17431,2602,42593,3632,51096,4121,71111,4624,44934,3465,22830,2634,18799,2437,15412,1653,632693,6679,41431,3845,27136,2681,21521,2865,24812,2372,24137,2853,27253,2764,29242,2936,30886,2674,25963,2781,52844,3836,67745,3902,84989,4630,62645,3548,39592,3403,36693,2816,35804,2864,453697,5259,21289,2093,36894,2938,39266,2644,35993,3661,35116,2378,34498,2978,30166,2946,27731,2502,25429,2643,38183,2632,42549,2938,38138,2749,21462,1928,9580,1300,8881,1301,8522,1054,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,876539,5776,40707,3200,8610,1512,3643,1010,5456,1300,4882,1213,4809,1337,3290,1039,2187,744,2324,826,1929,843,1897,682,1075,480,471,273,134,145,0,273,0,273,0,273,262124,4639,18935,2324,12804,2166,10710,1788,15896,1927,13263,1948,17210,2152,16434,2272,12602,1722,13274,1763,23990,2390,33574,3103,33586,2681,19863,2222,8529,1411,6764,1407,4690,1181,340422,3891,25740,2408,18733,1830,17398,2113,18115,2290,19196,2315,20337,2165,17055,1976,19317,2082,16529,1737,28090,2838,39169,2368,39713,2745,24437,2438,14518,1907,12540,1569,9535,1568,233286,3777,19622,1922,26670,2290,24874,2357,22564,1980,20862,2358,18344,1811,14136,1643,12459,1437,10893,1575,15933,1547,16817,1868,14420,1507,6418,1003,3126,742,2961,776,3187,825,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6376703,16640,190317,5773,30989,2635,15510,2491,15716,2103,14519,2267,12254,2116,12657,2199,11389,1951,12449,2160,8193,1599,14160,1730,15301,2144,13610,2206,5686,1208,4265,1141,2886,843,733,458,1779637,11710,78023,5165,44614,3732,42247,3471,53178,3690,48037,3523,60430,4562,65790,4716,69253,4806,62144,3941,139784,6698,198282,7046,273389,8733,217518,7891,130149,5516,148649,5616,148150,5774,2719891,14312,125458,5955,102187,5288,78980,4388,96212,4439,82543,4617,90602,4933,84478,4531,94797,4445,86930,4436,172643,6795,257509,8123,367565,8638,309021,8402,206457,6348,258845,6879,305664,6993,1686858,13105,84623,4859,136375,5355,135560,6298,122770,5465,108633,4267,101918,5168,92946,4588,85252,4649,73416,3703,123048,4179,144363,6118,172667,5308,104723,4908,61366,3424,62684,3090,76514,3487,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1508651,9545,77917,3889,14231,2120,7584,1375,6628,1613,6333,1553,5988,1454,6824,1644,5789,1453,4294,1093,3280,1055,4897,1173,6171,1524,3694,1071,1345,539,692,541,120,151,47,79,507549,6574,21919,2436,12290,1951,13745,2117,18352,2364,17815,2159,24946,2913,22979,2439,26141,2532,21304,2408,46425,3098,64235,3797,81893,3857,54643,3046,33744,2881,26229,2631,20889,2030,624988,5571,31813,2400,22330,1967,20151,1946,22680,2523,20178,2208,24145,2304,21766,1930,25422,2110,22633,2335,45777,2942,65776,3543,93287,4199,70930,3869,44321,3001,47435,3307,46344,2826,298197,3888,18640,2039,26477,2034,22226,2013,26443,2332,20517,1665,20418,1962,17814,1831,13406,1528,15016,1557,25481,2289,25864,2059,26116,2122,15674,1903,7456,1178,8640,1299,8009,1221,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1043557,6368,23375,2109,3610,1058,2097,809,1590,654,1553,603,1336,792,1532,597,1599,560,1666,755,1190,664,2124,713,1651,596,1902,890,766,573,180,155,331,358,248,246,281048,4923,9179,1701,4483,1115,5747,1550,5395,1105,6758,1171,6898,1345,10869,1665,10614,1828,11030,1803,23917,2478,30377,2482,49099,2925,34195,2075,24237,2183,21928,2255,26322,2218,463177,3831,17250,1975,10181,1675,8840,1756,10745,1692,10856,1791,12275,1762,13775,2220,17110,2371,15001,1789,29247,2494,45904,3154,69330,3985,57035,3354,41497,3375,47762,2725,56369,3095,275957,3387,13993,1812,20139,2055,26213,2508,22382,2231,20245,2075,16797,1649,14470,1502,15433,2132,11128,1468,20669,1832,24517,2264,25144,1860,14285,1439,10052,1406,9409,1232,11081,1302,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233707,3942,7581,1460,1261,584,570,432,360,332,1056,708,346,363,517,427,245,196,409,287,643,483,543,354,628,416,582,430,421,445,0,265,0,265,0,265,62096,2618,1726,740,1213,431,1305,680,1541,521,2518,951,2044,679,2015,767,2637,658,3406,972,6307,1457,8143,1379,10752,1637,8255,1405,4817,1000,2813,720,2604,730,99734,2377,4639,1040,2433,729,2335,671,2957,805,2803,771,5322,1252,3234,766,3828,805,3005,811,8493,1303,11712,1613,15285,1689,11715,1636,7302,1127,8358,1211,6313,1038,64296,1950,3266,699,5232,976,5341,1026,4252,705,4425,923,3803,853,4031,835,4338,861,3551,668,5965,1163,6032,1015,6209,1044,3588,735,1686,531,1384,547,1193,402,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,100088,3327,7327,1237,1844,797,262,200,269,193,221,189,251,268,585,316,331,258,350,259,345,313,495,294,590,339,595,351,758,395,181,214,208,162,42,72,51365,2456,1885,678,773,500,709,503,708,493,1099,595,1166,596,1029,562,685,366,1158,536,4396,1047,4562,1154,8516,1486,6157,1203,4266,816,6641,1049,7615,1193,26728,1506,1067,477,214,168,383,337,395,352,237,214,368,254,723,478,645,374,261,205,1070,584,2022,660,1967,618,2101,717,2342,735,3550,764,9383,1180,14668,684,440,284,733,564,151,181,595,296,482,251,274,191,581,330,800,505,581,374,1077,422,1179,396,1373,537,1274,561,876,349,1398,456,2854,578,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4642502,19113,126582,6042,27083,2894,10203,1630,11933,1886,12303,2008,7948,1757,10907,1800,9711,1435,8043,1412,5066,1061,8100,1673,7422,1524,4793,1229,1984,622,680,445,163,161,243,287,1111288,11660,66247,4821,34469,3814,43999,4082,46437,3520,47518,3991,55769,4686,65078,4537,62328,4371,55496,3967,113705,5107,136543,6352,162319,6600,97455,5365,49367,3850,41163,3195,33395,3016,1844393,12086,129134,5152,78856,5174,73852,3613,82244,4332,83112,4226,91892,4596,80534,4803,87243,4599,80174,4344,155849,6642,201205,6949,247222,7240,168449,7885,91839,4916,93743,5147,99045,4955,1560239,12110,90664,4835,132224,5479,135603,5564,132431,5542,121596,5194,115026,4976,104539,4207,90530,4836,73978,3877,125156,5149,130152,6500,129363,4935,66724,3701,34250,2397,33081,2663,44922,3236,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
