GEO_ID,B25081_001E,B25081_001M,B25081_002E,B25081_002M,B25081_003E,B25081_003M,B25081_004E,B25081_004M,B25081_005E,B25081_005M,B25081_006E,B25081_006M,B25081_007E,B25081_007M,B25081_008E,B25081_008M,NAME,B25081_001MA,B25081_001EA,B25081_002MA,B25081_002EA,B25081_003MA,B25081_003EA,B25081_004EA,B25081_004MA,B25081_005MA,B25081_005EA,B25081_006EA,B25081_006MA,B25081_007EA,B25081_007MA,B25081_008MA,B25081_008EA,state
0400000US01,1272846,12811,774408,11811,133090,5153,38036,2703,95054,4165,4283,1022,637035,10516,498438,9912,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162785,3878,112659,3658,16738,2384,5028,1213,11710,1852,828,449,95093,3850,50126,2618,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1522938,13309,1065003,11608,232115,7350,61748,3814,170367,6449,8924,1466,823964,11028,457935,8752,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751568,9191,433218,8521,45426,3085,17877,1780,27549,2219,808,367,386984,8448,318350,6991,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6903175,27402,5183554,27183,1361291,15521,394663,10611,966628,12480,81854,5024,3740409,29155,1719621,18951,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1292792,11248,974765,10769,253413,6219,97486,4192,155927,5085,9243,1683,712109,9887,318027,6814,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,923617,8286,660057,8447,182612,6004,39862,3131,142750,5117,3616,882,473829,7798,263560,6166,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239884,4113,170847,3770,38473,2665,8288,1286,30185,2421,1688,622,130686,4471,69037,2701,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107193,3924,82658,3696,20104,1882,4990,1173,15114,1744,1184,611,61370,3611,24535,1627,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4794130,25332,3064955,23728,693037,11923,168275,5658,524762,9404,29168,3213,2342750,22070,1729175,14629,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2304165,17073,1639846,15202,330599,7159,110723,3956,219876,6290,15088,1859,1294159,14128,664319,10312,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,258533,5422,175138,5017,43658,2469,10792,1637,32866,2357,3087,986,128393,4731,83395,3201,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401532,6302,275925,6274,58768,2768,17683,1512,41085,2491,1665,585,215492,6353,125607,4245,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3219338,16289,2223670,14753,503796,8378,113031,4517,390765,8656,15672,2152,1704202,14700,995668,12614,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1736751,11947,1218452,11476,247049,7682,64029,3740,183020,6418,7066,1246,964337,11172,518299,8388,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,885284,8254,553055,8328,106390,4171,31733,2430,74657,3575,4469,952,442196,7831,332229,6008,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,749907,8746,480190,8870,80354,4407,25938,2284,54416,3255,2561,834,397275,8347,269717,5310,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1156292,12036,717861,10476,144876,5290,34597,2804,110279,4906,6166,1374,566819,8653,438431,8379,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1141504,11499,637183,11302,85305,4329,26488,2428,58817,3343,4170,1094,547708,10599,504321,9287,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396395,5449,258025,5141,55744,2710,8495,1200,47249,2603,2020,693,200261,4623,138370,3634,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1426267,12068,1090776,11617,283499,8022,68693,4517,214806,6432,13265,2128,794012,11704,335491,6633,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1568382,10691,1132001,10169,314829,6785,60704,3215,254125,6491,9650,1362,807522,9863,436381,7726,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2769474,14635,1828046,14919,448479,8706,95905,4773,352574,7349,15663,1892,1363904,14753,941428,11991,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1527328,10448,1076735,8953,294517,5808,77955,3745,216562,4986,11286,1097,770932,7883,450593,6597,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,753374,9176,411111,7879,47603,3372,16882,2074,30721,2944,3030,956,360478,7401,342263,7114,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1621371,13182,1067865,11356,183325,5960,54627,3600,128698,4808,6610,1274,877930,10938,553506,8148,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,280633,4455,165561,4571,24151,2232,6466,1100,17685,1787,949,419,140461,4629,115072,3363,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484649,6026,309474,5919,54626,2500,17346,1704,37280,2158,2659,851,252189,5683,175175,4188,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,565869,9281,429984,9713,93238,5414,34500,2882,58738,4325,5269,1221,331477,8365,135885,5034,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369448,5293,257120,5334,68210,3392,13844,1524,54366,2883,1976,478,186934,5511,112328,3780,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2106728,14618,1496628,14811,368766,7936,61764,4200,307002,7750,13363,1974,1114499,14016,610100,9353,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,519864,7374,316301,6958,42415,2951,16121,1975,26294,2455,2206,794,271680,6939,203563,6415,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3904123,16568,2537133,17175,555530,10832,85510,4531,470020,9681,21112,2175,1960491,17710,1366990,13705,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2465551,18417,1656792,14774,369605,8612,79415,4011,290190,7789,12615,1387,1274572,15340,808759,10982,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,187673,3460,100295,3362,16680,1351,3844,748,12836,1350,727,336,82888,3098,87378,2509,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3095197,18587,2101565,17541,531004,11206,121658,5501,409346,9814,19041,1965,1551520,15562,993632,11214,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,971378,9238,585362,8394,69908,3460,31959,2264,37949,2667,3244,874,512210,7809,386016,8197,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,942674,8824,659197,9664,158980,4939,49988,3384,108992,4787,6036,1076,494181,9298,283477,6104,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3461678,15683,2169055,15630,519290,8462,99386,4733,419904,8226,18965,2172,1630800,16673,1292623,13706,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,244516,5053,178372,4808,49475,2640,9071,1521,40404,2416,2294,761,126603,4601,66144,2710,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1210160,11085,760782,12195,144626,5448,34333,2342,110293,4822,5520,1080,610636,10269,449378,7498,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,216821,3676,126942,3494,21343,1968,6091,1275,15252,1608,455,245,105144,3506,89879,3071,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1662768,15433,1043349,13746,189245,6164,59985,3667,129260,5191,6453,1183,847651,12674,619419,9864,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5555903,27420,3475274,23904,344372,7801,156661,5376,187711,6646,13488,2074,3117414,22430,2080629,19714,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,615142,6267,457098,6183,101527,4055,36981,2685,64546,3717,3235,910,352336,6227,158044,4376,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,180847,3870,121323,3339,29210,1722,4374,817,24836,1642,769,413,91344,3302,59524,2610,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2025240,16608,1458444,15818,376659,8159,96649,4660,280010,7571,12527,1566,1069258,14924,566796,9306,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1644939,11518,1192765,12139,277391,7146,79802,3984,197589,6789,13927,1969,901447,11149,452174,7857,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,553429,5834,274978,5889,39982,2640,9849,1362,30133,2409,945,446,234051,5869,278451,5758,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1566039,12101,1064180,11649,269004,6649,67245,3231,201759,5825,11062,1549,784114,10294,501859,7356,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,155278,3397,93523,3719,15113,1796,8506,1533,6607,1168,370,261,78040,3681,61755,2807,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,929831,9777,362159,8143,14709,1560,11148,1286,3561,766,1570,599,345880,8267,567672,7756,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
