GEO_ID,C18101_001E,C18101_001M,C18101_002E,C18101_002M,C18101_003E,C18101_003M,C18101_004E,C18101_004M,C18101_005E,C18101_005M,C18101_006E,C18101_006M,C18101_007E,C18101_007M,C18101_008E,C18101_008M,C18101_009E,C18101_009M,C18101_010E,C18101_010M,C18101_011E,C18101_011M,C18101_012E,C18101_012M,C18101_013E,C18101_013M,C18101_014E,C18101_014M,C18101_015E,C18101_015M,C18101_016E,C18101_016M,C18101_017E,C18101_017M,C18101_018E,C18101_018M,C18101_019E,C18101_019M,C18101_020E,C18101_020M,C18101_021E,C18101_021M,NAME,C18101_001EA,C18101_001MA,C18101_002EA,C18101_002MA,C18101_003MA,C18101_003EA,C18101_004EA,C18101_004MA,C18101_005EA,C18101_005MA,C18101_006MA,C18101_006EA,C18101_007EA,C18101_007MA,C18101_008EA,C18101_008MA,C18101_009EA,C18101_009MA,C18101_010EA,C18101_010MA,C18101_011MA,C18101_011EA,C18101_012EA,C18101_012MA,C18101_013EA,C18101_013MA,C18101_014MA,C18101_014EA,C18101_015MA,C18101_015EA,C18101_016MA,C18101_016EA,C18101_017EA,C18101_017MA,C18101_018EA,C18101_018MA,C18101_019EA,C18101_019MA,C18101_020EA,C18101_020MA,C18101_021MA,C18101_021EA,state
0400000US01,4702769,1669,2264282,5426,580409,4165,35532,3618,544877,5366,1411696,4278,208098,7138,1203598,7819,272177,2147,114916,3582,157261,3965,2438487,5571,553229,3838,21112,2652,532117,4746,1519840,3855,214694,8295,1305146,9357,365418,2200,166057,4599,199361,4960,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,98067,1769,4061,975,94006,1984,228051,1873,23659,2190,204392,2846,25002,744,9655,1152,15347,1212,338129,1869,89917,1576,2272,742,87645,1487,221384,1182,24830,2334,196554,2434,26828,631,10680,1238,16148,1182,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,835349,2384,34816,3300,800533,3926,1869504,3564,180121,6871,1689383,7947,400532,1319,127036,3918,273496,3767,3204789,3753,794582,2245,20541,2749,774041,3536,1935179,2604,183559,6698,1751620,7188,475028,1801,159867,5055,315161,5094,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,360067,3837,23044,2503,337023,4106,855780,5332,126835,5588,728945,6901,179686,1735,75608,3019,104078,3166,1472078,6426,349307,3824,16202,2115,333105,4038,897653,5403,128663,5474,768990,6485,225118,1959,97374,3575,127744,3493,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,4749200,4391,180317,7952,4568883,8690,11577968,9176,912386,15654,10665582,16509,1825311,3391,624188,10357,1201123,10533,18663090,7973,4539491,3888,102937,5408,4436554,6808,11771939,6474,905926,14487,10866013,15258,2351660,4990,914338,12543,1437322,12180,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,629839,3148,25496,2969,604343,3982,1592801,5038,139246,5881,1453555,6952,239600,1431,79430,3243,160170,3329,2494633,6292,596369,3090,15156,2307,581213,3639,1601729,4414,133563,5977,1468166,7024,296535,1791,105789,3284,190746,3592,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,416145,1288,17875,2090,398270,2474,1080650,1981,89018,5311,991632,5642,207322,1165,63292,2596,144030,2664,1815796,2076,398865,1282,10857,1877,388008,2338,1139428,1712,90322,4712,1049106,5101,277503,1289,96193,3817,181310,3854,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,105483,1063,5145,1316,100338,1781,265250,1178,29540,3032,235710,3257,55472,575,16278,1323,39194,1188,459027,1568,100563,969,3929,1218,96634,1530,288519,1142,30588,2334,257931,2467,69945,566,22964,1590,46981,1731,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,51219,734,3560,1137,47659,1297,200415,1083,18873,2453,181542,2796,26736,414,7110,1109,19626,1179,315912,1126,49771,582,2556,955,47215,1025,225760,797,18362,2383,207398,2593,40381,1099,15726,1396,24655,1474,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,2040425,4878,99318,6281,1941107,7408,5503186,7114,560588,13286,4942598,15214,1435899,3228,469142,7534,966757,7821,9554571,6409,1949822,4738,56467,3788,1893355,6608,5832093,4854,554047,12399,5278046,13342,1772656,3805,627028,10468,1145628,10246,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
