GEO_ID,C25027_001E,C25027_001M,C25027_002E,C25027_002M,C25027_003E,C25027_003M,C25027_004E,C25027_004M,C25027_005E,C25027_005M,C25027_006E,C25027_006M,C25027_007E,C25027_007M,C25027_008E,C25027_008M,C25027_009E,C25027_009M,NAME,C25027_001MA,C25027_001EA,C25027_002EA,C25027_002MA,C25027_003MA,C25027_003EA,C25027_004EA,C25027_004MA,C25027_005MA,C25027_005EA,C25027_006EA,C25027_006MA,C25027_007MA,C25027_007EA,C25027_008EA,C25027_008MA,C25027_009EA,C25027_009MA,state
0400000US01,1272846,12811,774408,11811,120405,5163,541492,9437,112511,4137,498438,9912,25379,2637,231216,7152,241843,6251,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162785,3878,112659,3658,18413,1997,83739,3084,10507,1178,50126,2618,1872,563,32865,2221,15389,1358,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1522938,13309,1065003,11608,157617,5694,728889,10735,178497,5087,457935,8752,17992,2677,174596,6908,265347,5512,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751568,9191,433218,8521,74418,4171,300337,6400,58463,2810,318350,6991,15341,2192,144680,5270,158329,4776,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6903175,27402,5183554,27183,545277,10549,3831973,21355,806304,11195,1719621,18951,54298,3508,659325,12988,1005998,13723,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1292792,11248,974765,10769,152601,5386,708832,9143,113332,4098,318027,6814,13602,1933,140582,4956,163843,4280,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,923617,8286,660057,8447,73621,3574,506291,6989,80145,2963,263560,6166,3752,1060,103339,4183,156469,4578,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239884,4113,170847,3770,21239,1862,124210,3720,25398,1763,69037,2701,2323,870,26517,2155,40197,2068,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107193,3924,82658,3696,13418,1798,56256,3110,12984,1208,24535,1627,495,341,8180,1261,15860,1271,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4794130,25332,3064955,23728,322876,9759,2167041,21357,575038,12343,1729175,14629,51092,4077,623896,11143,1054187,11458,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2304165,17073,1639846,15202,237269,6509,1215018,12814,187559,5031,664319,10312,32097,3788,306471,6844,325751,6735,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,258533,5422,175138,5017,15121,2091,127998,5012,32019,1915,83395,3201,1805,600,32292,2585,49298,2230,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401532,6302,275925,6274,53412,3026,188368,4913,34145,2613,125607,4245,6302,1321,52131,2969,67174,2681,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3219338,16289,2223670,14753,341074,7952,1627595,13855,255001,6753,995668,12614,31504,2916,419299,8881,544865,7724,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1736751,11947,1218452,11476,195710,5939,866606,9949,156136,4026,518299,8388,22477,2369,216018,5823,279804,5717,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,885284,8254,553055,8328,111552,4523,390230,6391,51273,2486,332229,6008,12348,1367,140451,4342,179430,3343,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,749907,8746,480190,8870,89013,4105,339766,6390,51411,2749,269717,5310,10739,1397,121843,4257,137135,3339,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1156292,12036,717861,10476,121190,5432,510243,8487,86428,4158,438431,8379,18704,1995,202562,6101,217165,4844,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1141504,11499,637183,11302,110514,5087,454092,9539,72577,3708,504321,9287,27192,2981,251341,7389,225788,4936,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396395,5449,258025,5141,32181,2552,194407,4287,31437,2078,138370,3634,4926,1037,61708,2703,71736,2392,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1426267,12068,1090776,11617,134706,4561,812953,10560,143117,3787,335491,6633,8610,1756,134793,4702,192088,4907,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1568382,10691,1132001,10169,123763,4480,868455,9433,139783,4816,436381,7726,7550,1122,171751,6121,257080,5082,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2769474,14635,1828046,14919,255670,5969,1336248,12161,236128,4925,941428,11991,47398,3304,407970,7704,486060,6802,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1527328,10448,1076735,8953,199969,5088,771832,6421,104934,3446,450593,6597,15962,1469,199970,4435,234661,5062,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,753374,9176,411111,7879,64673,3794,294601,6562,51837,2393,342263,7114,22222,2751,167024,6091,153017,3445,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1621371,13182,1067865,11356,184563,6585,750209,8808,133093,4635,553506,8148,20323,2186,240231,6737,292952,4754,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,280633,4455,165561,4571,27305,2005,117137,3433,21119,1584,115072,3363,5180,1040,52905,2512,56987,2320,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484649,6026,309474,5919,59882,3168,218934,4506,30658,1964,175175,4188,7609,1148,74371,3502,93195,2529,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,565869,9281,429984,9713,62398,4267,294233,7500,73353,3605,135885,5034,6343,1376,55823,3767,73719,3301,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369448,5293,257120,5334,29514,2435,200394,5024,27212,2050,112328,3780,2385,800,50867,2859,59076,2207,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2106728,14618,1496628,14811,164425,6576,1147850,11654,184353,5464,610100,9353,11005,1644,236812,6786,362283,6929,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,519864,7374,316301,6958,43133,2539,227401,5958,45767,2426,203563,6415,11479,1725,95472,4500,96612,4380,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3904123,16568,2537133,17175,290569,7729,1933970,15248,312594,8032,1366990,13705,43324,3209,600104,10392,723562,9058,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2465551,18417,1656792,14774,231801,6172,1201735,12537,223256,6130,808759,10982,36585,3283,354251,8465,417923,6930,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,187673,3460,100295,3362,22641,1891,69598,2249,8056,875,87378,2509,3752,952,45544,2069,38082,1533,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3095197,18587,2101565,17541,304139,7324,1520028,13602,277398,6281,993632,11214,36504,2999,410267,7587,546861,7197,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,971378,9238,585362,8394,111756,4568,400644,6298,72962,3748,386016,8197,20055,2130,172847,5373,193114,4621,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,942674,8824,659197,9664,86076,4257,473861,7620,99260,3898,283477,6104,8977,1426,112676,5235,161824,4628,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3461678,15683,2169055,15630,301329,7348,1614976,12101,252750,6506,1292623,13706,37604,2782,558419,9749,696600,7892,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,244516,5053,178372,4808,19758,1952,135525,3771,23089,1776,66144,2710,1205,474,25828,2036,39111,2087,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1210160,11085,760782,12195,109947,5749,534831,9395,116004,4047,449378,7498,21399,2509,205141,6489,222838,4729,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,216821,3676,126942,3494,27348,2163,89593,2487,10001,1118,89879,3071,3100,655,42214,2621,44565,1685,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1662768,15433,1043349,13746,164713,6111,746808,11007,131828,4579,619419,9864,24820,2437,284491,7234,310108,5738,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5555903,27420,3475274,23904,592228,10396,2537327,19733,345719,7951,2080629,19714,103563,4940,1053585,15327,923481,10377,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,615142,6267,457098,6183,110201,4396,300289,4710,46608,2534,158044,4376,6130,1025,67432,3193,84482,2369,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,180847,3870,121323,3339,13517,1218,92954,2791,14852,1262,59524,2610,1412,568,27724,2304,30388,1706,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2025240,16608,1458444,15818,188156,7276,1084831,11273,185457,4481,566796,9306,17527,2157,236252,6251,313017,5767,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1644939,11518,1192765,12139,167076,5937,876183,9637,149506,4818,452174,7857,11746,1595,194391,5312,246037,4938,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,553429,5834,274978,5889,41361,2184,194413,5194,39204,2724,278451,5758,13757,1626,133422,5019,131272,3452,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1566039,12101,1064180,11649,176027,5455,780297,9296,107856,3782,501859,7356,13037,1613,214409,5638,274413,4523,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,155278,3397,93523,3719,18602,2118,66903,3172,8018,1117,61755,2807,2974,853,30560,2293,28221,1596,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,929831,9777,362159,8143,54107,3537,260175,6526,47877,2713,567672,7756,27173,2784,294170,7160,246329,4690,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
