GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001MA,B21001H_001EA,B21001H_002MA,B21001H_002EA,B21001H_003MA,B21001H_003EA,B21001H_004EA,B21001H_004MA,B21001H_005EA,B21001H_005MA,B21001H_006MA,B21001H_006EA,B21001H_007MA,B21001H_007EA,B21001H_008MA,B21001H_008EA,B21001H_009EA,B21001H_009MA,B21001H_010EA,B21001H_010MA,B21001H_011MA,B21001H_011EA,B21001H_012MA,B21001H_012EA,B21001H_013MA,B21001H_013EA,B21001H_014MA,B21001H_014EA,B21001H_015EA,B21001H_015MA,B21001H_016MA,B21001H_016EA,B21001H_017MA,B21001H_017EA,B21001H_018EA,B21001H_018MA,B21001H_019MA,B21001H_019EA,B21001H_020EA,B21001H_020MA,B21001H_021EA,B21001H_021MA,B21001H_022MA,B21001H_022EA,B21001H_023EA,B21001H_023MA,B21001H_024EA,B21001H_024MA,B21001H_025MA,B21001H_025EA,B21001H_026EA,B21001H_026MA,B21001H_027EA,B21001H_027MA,B21001H_028EA,B21001H_028MA,B21001H_029EA,B21001H_029MA,B21001H_030MA,B21001H_030EA,B21001H_031EA,B21001H_031MA,B21001H_032EA,B21001H_032MA,B21001H_033MA,B21001H_033EA,state
0400000US01,2522048,1501,1212784,1355,326814,1579,17010,2767,309804,3325,445648,1731,62303,4312,383345,4496,211659,550,74303,3605,137356,3613,138502,669,66353,2789,72149,2697,90161,589,67554,1910,22607,1923,1309264,564,332504,1057,2841,843,329663,1371,450923,1131,7231,1263,443692,1743,225494,336,4168,1154,221326,1233,158416,373,1551,539,156865,606,141927,161,2071,640,139856,660,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344974,1844,178465,1593,49243,1444,6475,1348,42768,1879,72679,935,15494,2211,57185,2272,36181,189,14152,1253,22029,1245,13861,355,8614,832,5247,846,6501,369,5113,467,1388,388,166509,545,49211,521,1627,687,47584,894,66914,200,3255,1006,63659,1010,30071,197,671,379,29400,430,12373,447,357,257,12016,551,7940,469,143,121,7797,514,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3013673,2341,1472180,2087,372490,1898,22287,2502,350203,3124,499923,1361,83222,4154,416701,4431,262148,310,99638,4099,162510,4083,194751,452,96632,3388,98119,3393,142868,374,103252,2295,39616,2271,1541493,1071,360355,1021,4107,1041,356248,1392,498584,978,12438,1916,486146,2052,287276,234,5950,1241,281326,1241,211115,343,2092,578,209023,701,184163,323,3343,878,180820,948,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1706431,1931,824894,1526,226794,1774,13618,1747,213176,2510,292750,1445,43990,3225,248760,3504,141345,170,53112,3223,88233,3251,98397,440,42783,1951,55614,1982,65608,434,45407,1624,20201,1623,881537,759,225595,1255,1396,728,224199,1667,296312,1345,5453,1485,290859,1638,150931,9,2138,641,148793,640,108967,1313,1478,568,107489,1470,99732,1298,1635,773,98097,1618,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12329456,6949,6065804,5235,1557000,4070,73559,4831,1483441,5593,2224255,2980,228962,7280,1995293,7712,1116931,1121,310943,8204,805988,8463,643908,489,294109,4976,349799,4994,523710,531,362244,4060,161466,4072,6263652,3467,1490616,2165,15112,2121,1475504,3005,2155407,1937,31953,2695,2123454,3293,1142472,1340,14024,1637,1128448,2244,708703,751,6854,1367,701849,1534,766454,575,15961,1789,750493,1914,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2794647,2985,1375487,2464,399489,1595,22360,2739,377129,3217,524423,1714,73750,4247,450673,4299,244205,376,77067,3409,167138,3421,124041,508,63926,2501,60115,2371,83329,342,62263,1750,21066,1702,1419160,1766,383702,1318,3534,1026,380168,1545,525107,913,12795,2063,512312,2202,251399,294,5342,1272,246057,1311,135553,451,1988,676,133565,807,123399,266,2065,612,121334,683,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2039256,3033,974575,1737,228467,1408,7916,2010,220551,2405,379046,867,33359,2776,345687,2978,179347,382,46704,2586,132643,2596,101094,115,43769,2205,57325,2188,86621,150,60171,1763,26450,1743,1064681,1572,225918,868,738,408,225180,866,393349,807,2977,749,390372,1038,189106,395,1908,547,187198,660,115536,281,559,315,114977,315,140772,503,1961,655,138811,761,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,476227,775,226773,636,57693,576,2280,685,55413,765,81015,222,12336,1628,68679,1591,40762,75,11733,1383,29029,1375,27563,265,12578,1013,14985,1013,19740,92,14692,812,5048,808,249454,362,59918,309,423,313,59495,412,84601,140,1661,663,82940,685,44933,265,396,224,44537,224,31338,122,372,316,30966,334,28664,265,353,203,28311,203,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,190617,564,93296,513,44982,485,1314,563,43668,738,27991,224,2125,768,25866,800,10152,100,1906,575,8246,576,6109,65,1746,431,4363,429,4062,292,2305,459,1757,459,97321,304,53566,165,159,153,53407,221,22369,260,126,207,22243,335,10299,74,158,153,10141,173,6019,292,0,292,6019,292,5068,292,0,292,5068,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9029865,8031,4372141,4781,980757,3349,50213,3871,930544,5634,1461098,2806,226924,7412,1234174,8169,785560,569,272712,6999,512848,6992,619711,1165,307567,6907,312144,6907,525015,507,384810,5063,140205,5119,4657724,4445,961936,2496,12508,2218,949428,3356,1463536,2247,34547,2984,1428989,3749,854619,955,15775,2286,838844,2471,683189,933,7580,1543,675609,1768,694444,380,14122,2118,680322,2149,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
