GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001EA,B13004_001MA,B13004_002EA,B13004_002MA,B13004_003MA,B13004_003EA,B13004_004EA,B13004_004MA,B13004_005MA,B13004_005EA,B13004_006MA,B13004_006EA,B13004_007EA,B13004_007MA,B13004_008MA,B13004_008EA,B13004_009EA,B13004_009MA,B13004_010EA,B13004_010MA,B13004_011MA,B13004_011EA,state
0400000US40,876987,6135,49431,3512,32128,2734,17303,2075,5528,1139,11775,1809,827556,6929,415405,7248,412151,8033,54265,3297,357886,8338,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,897554,4437,48617,3820,34322,3049,14295,2370,6162,1507,8133,1516,848937,6065,392978,8103,455959,8246,79084,5247,376875,8675,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2914813,7470,144118,5343,90776,3561,53342,4255,14670,2166,38672,3548,2770695,8602,1272881,11504,1497814,11998,205701,6199,1292113,12936,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,250850,2637,12732,2058,7688,1567,5044,1253,1372,634,3672,1114,238118,3206,99424,3685,138694,4303,20937,2445,117757,4541,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1104486,6322,63619,4250,33855,3250,29764,2916,6165,1323,23599,2862,1040867,7436,474804,9414,566063,9776,59005,4533,507058,10161,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,178856,1862,10773,1544,6862,1191,3911,902,1724,675,2187,802,168083,2150,83429,2911,84654,3680,14530,1725,70124,3799,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1525804,7373,95950,5607,55764,4143,40186,3850,8624,1762,31562,3810,1429854,8908,684851,10030,745003,11234,90959,5077,654044,11708,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6318063,10587,393625,10606,252992,7699,140633,7583,38141,4426,102492,6262,5924438,12613,2909875,22583,3014563,25500,350045,10349,2664518,23050,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,686652,4473,54512,3589,46002,3161,8510,1565,2847,903,5663,1274,632140,5603,340896,6151,291244,7822,25593,2301,265651,7696,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,140105,1544,6885,1217,4375,934,2510,730,859,478,1651,554,133220,1742,61532,2663,71688,3024,15142,1675,56546,3269,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1971430,7412,105104,6056,71899,4438,33205,3874,8719,2032,24486,3071,1866326,9668,913660,12176,952666,13287,102866,4421,849800,12411,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1628662,5131,94126,5287,65932,4290,28194,2676,13469,2475,14725,1859,1534536,7540,748367,11245,786169,10487,126317,5757,659852,10017,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,410472,3088,20260,2569,12444,1970,7816,1430,2249,781,5567,1192,390212,3380,189222,4801,200990,5443,31403,3115,169587,5355,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1321208,5267,73328,3816,49858,3388,23470,2383,10307,1734,13163,1795,1247880,6271,580049,8346,667831,9051,121221,5428,546610,9127,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,127958,2120,8310,1559,6016,1237,2294,771,484,343,1810,698,119648,2606,65129,2999,54519,2933,10151,1612,44368,3174,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,928368,3951,45595,3519,21553,2366,24042,2700,6900,1150,17142,2410,882773,5068,317088,7118,565685,8412,79956,4279,485729,8514,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
