GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001EA,B13004_001MA,B13004_002EA,B13004_002MA,B13004_003MA,B13004_003EA,B13004_004EA,B13004_004MA,B13004_005MA,B13004_005EA,B13004_006MA,B13004_006EA,B13004_007EA,B13004_007MA,B13004_008MA,B13004_008EA,B13004_009EA,B13004_009MA,B13004_010EA,B13004_010MA,B13004_011MA,B13004_011EA,state
0400000US01,1141508,6583,65632,4197,36349,3166,29283,3030,5285,1189,23998,2661,1075876,7797,504118,10288,571758,12193,48201,3515,523557,11930,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173491,1944,12429,1775,8467,1651,3962,760,1413,641,2549,621,161062,2390,81024,3038,80038,3486,15486,2243,64552,3288,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1500744,5400,86002,4934,50567,3615,35435,3699,11388,1820,24047,3557,1414742,7516,653409,10398,761333,10916,112899,6976,648434,11955,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,676601,6595,37024,3172,22740,2505,14284,2127,3746,1060,10538,1659,639577,6736,318668,6984,320909,7201,37434,2894,283475,7265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9359249,13976,504757,12756,335252,10287,169505,7889,54273,4429,115232,6155,8854492,19528,3966588,23031,4887904,25974,589581,11947,4298323,26377,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1230637,6666,68663,4408,48302,3693,20361,2467,7750,1462,12611,1998,1161974,7408,573357,8909,588617,10229,87891,5314,500726,10922,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,839444,3636,41665,3229,28438,2734,13227,1966,4120,1155,9107,1768,797779,4939,360696,7317,437083,6915,58197,4390,378886,7012,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213806,1980,9863,1745,5676,1013,4187,1204,1752,804,2435,946,203943,2411,89930,3532,114013,4124,12719,1901,101294,4462,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,170859,1984,9004,1636,4206,1009,4798,1310,481,355,4317,1287,161855,2575,37708,2772,124147,3656,11289,1689,112858,4023,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4349141,9020,210087,10713,125440,6670,84647,6940,20827,2413,63820,6182,4139054,14500,1816542,18371,2322512,21638,289330,9118,2033182,21516,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2457516,9530,144433,7313,87633,5179,56800,4813,11806,1938,44994,4496,2313083,11387,1078238,11239,1234845,14831,117990,6348,1116855,15370,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310171,2107,19360,2433,13313,1846,6047,1320,1337,526,4710,1149,290811,3145,138639,3901,152172,4066,18977,2497,133195,4283,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,365757,2857,23382,2386,17508,2122,5874,1298,1889,663,3985,1183,342375,3823,179327,4680,163048,5521,23479,2550,139569,5380,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3137042,6995,178881,6729,114992,5532,63889,4405,18308,2485,45581,3944,2958161,9211,1335255,10447,1622906,13208,199948,8207,1422958,13585,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1531015,6183,82065,4740,51473,3927,30592,2775,10355,1755,20237,2363,1448950,7243,686176,9206,762774,9696,113644,5844,649130,10801,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,684343,4726,41244,2735,28729,2384,12515,1800,5453,1186,7062,1328,643099,5304,325912,5313,317187,6909,56510,3971,260677,7373,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,666095,3945,40095,2981,27291,2041,12804,2115,4950,1179,7854,1622,626000,4307,312107,6804,313893,6681,45912,3489,267981,7062,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1031510,5577,56867,3731,36585,2908,20282,2546,5305,1263,14977,2255,974643,6023,482048,9092,492595,9072,74482,4778,418113,9590,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1105654,5694,67556,4670,34853,2814,32703,3444,6789,1417,25914,2992,1038098,6746,444321,8692,593777,8615,64069,4281,529708,9907,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,298045,1962,14189,1920,8743,1468,5446,1259,2833,1026,2613,791,283856,2719,135079,4033,148777,4356,33894,2860,114883,4464,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1447198,5373,78569,4691,52769,4200,25800,2705,6225,1349,19575,2251,1368629,6526,605566,8685,763063,10307,85796,5152,677267,10086,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1588212,5867,78810,4171,54155,3103,24655,2758,8412,1623,16243,2300,1509402,7516,657714,9325,851688,10983,122889,5714,728799,10663,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2312557,6733,128294,6116,76279,4382,52015,4347,16064,2420,35951,3698,2184263,8807,976146,11373,1208117,12189,153195,6063,1054922,11492,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1251533,5130,72836,3811,51385,2994,21451,2343,9715,1716,11736,1743,1178697,6178,575018,7625,603679,7968,99254,5335,504425,8836,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,715765,5547,45792,3774,22297,2629,23495,2698,3715,1053,19780,2424,669973,6204,297357,8005,372616,8185,35820,2828,336796,7935,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1416295,5986,81644,5141,52052,3927,29592,2674,9603,1701,19989,2159,1334651,7583,631546,8268,703105,10377,94975,4860,608130,10350,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,214921,3206,13822,1830,9912,1406,3910,1062,1838,909,2072,651,201099,3694,100561,3876,100538,4141,17137,2308,83401,4076,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,420610,3342,28475,2681,19073,2046,9402,1583,4404,1241,4998,1282,392135,3901,201345,4673,190790,5658,28887,2949,161903,6041,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,655571,4473,41217,3983,26081,3211,15136,2587,5657,1342,9479,2073,614354,6032,285647,8033,328707,7460,52879,4052,275828,7156,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,306687,3601,15953,2041,10748,1659,5205,1511,1439,692,3766,1410,290734,4372,142959,3991,147775,5687,29795,3030,117980,5669,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2135002,5747,110162,5458,77376,4605,32786,3350,10319,1915,22467,2630,2024840,7957,948072,12337,1076768,11955,118249,6429,958519,12089,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,480982,3417,28502,2658,16190,2248,12312,1884,3601,1005,8711,1594,452480,4545,192271,5965,260209,5878,39779,3944,220430,6720,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4797862,9284,245176,8313,164910,7402,80266,5182,22593,2283,57673,4304,4552686,11252,1922444,18092,2630242,18571,305969,8976,2324273,18328,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2331062,9077,129605,6146,79447,4778,50158,4116,12329,1751,37829,3501,2201457,10690,1069783,12334,1131674,12457,147069,6757,984605,12768,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,149413,1594,8793,1216,6256,1002,2537,752,1290,512,1247,577,140620,1745,70491,2740,70129,2702,13322,1685,56807,2579,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2690247,8620,145080,5527,85698,4228,59382,3372,19391,2045,39991,2942,2545167,10207,1172725,13734,1372442,14548,195001,6530,1177441,15315,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
