GEO_ID,B22005B_001E,B22005B_001M,B22005B_002E,B22005B_002M,B22005B_003E,B22005B_003M,NAME,B22005B_001EA,B22005B_001MA,B22005B_002MA,B22005B_002EA,B22005B_003EA,B22005B_003MA,state
0400000US01,450206,6620,131773,5627,318433,6360,Alabama,null,null,null,null,null,null,01
0400000US02,8707,974,662,470,8045,915,Alaska,null,null,null,null,null,null,02
0400000US04,92299,3213,20441,2151,71858,3178,Arizona,null,null,null,null,null,null,04
0400000US05,163728,3787,49275,3523,114453,4414,Arkansas,null,null,null,null,null,null,05
0400000US06,818644,8988,120785,6575,697859,10016,California,null,null,null,null,null,null,06
0400000US08,73238,2714,14043,1798,59195,2856,Colorado,null,null,null,null,null,null,08
0400000US09,120392,3375,31940,2620,88452,3386,Connecticut,null,null,null,null,null,null,09
0400000US10,64340,2369,16156,2230,48184,2438,Delaware,null,null,null,null,null,null,10
0400000US11,121175,3683,26142,2757,95033,3688,District of Columbia,null,null,null,null,null,null,11
0400000US12,943114,10383,241012,7500,702102,9516,Florida,null,null,null,null,null,null,12
0400000US13,1033826,10057,254712,7939,779114,9635,Georgia,null,null,null,null,null,null,13
0400000US15,7299,942,241,239,7058,945,Hawaii,null,null,null,null,null,null,15
0400000US16,2989,903,884,576,2105,908,Idaho,null,null,null,null,null,null,16
0400000US17,664462,8446,200723,6702,463739,8671,Illinois,null,null,null,null,null,null,17
0400000US18,212576,4560,63413,4041,149163,4609,Indiana,null,null,null,null,null,null,18
0400000US19,31005,2004,12506,1812,18499,2099,Iowa,null,null,null,null,null,null,19
0400000US20,60543,2736,13805,1708,46738,2590,Kansas,null,null,null,null,null,null,20
0400000US21,125972,3885,37703,3089,88269,3645,Kentucky,null,null,null,null,null,null,21
0400000US22,500625,7498,149829,5140,350796,7618,Louisiana,null,null,null,null,null,null,22
0400000US23,3928,741,2223,727,1705,534,Maine,null,null,null,null,null,null,23
0400000US24,612865,7118,98849,5345,514016,8193,Maryland,null,null,null,null,null,null,24
0400000US25,149241,3792,40674,2901,108567,3735,Massachusetts,null,null,null,null,null,null,25
0400000US26,506249,7080,189048,6171,317201,6512,Michigan,null,null,null,null,null,null,26
0400000US27,89286,3163,31708,3016,57578,2866,Minnesota,null,null,null,null,null,null,27
0400000US28,368112,6012,113292,4885,254820,5507,Mississippi,null,null,null,null,null,null,28
0400000US29,259229,6602,81227,4678,178002,5902,Missouri,null,null,null,null,null,null,29
0400000US30,1151,453,330,280,821,367,Montana,null,null,null,null,null,null,30
0400000US31,28603,1464,9449,1492,19154,1815,Nebraska,null,null,null,null,null,null,31
0400000US32,80339,2733,18144,2501,62195,3203,Nevada,null,null,null,null,null,null,32
0400000US33,3739,724,1236,484,2503,672,New Hampshire,null,null,null,null,null,null,33
0400000US34,416066,5199,67885,4396,348181,6732,New Jersey,null,null,null,null,null,null,34
0400000US35,16079,1409,2458,790,13621,1376,New Mexico,null,null,null,null,null,null,35
0400000US36,1060473,10971,285459,8628,775014,11694,New York,null,null,null,null,null,null,36
0400000US37,770760,7776,212867,6640,557893,8501,North Carolina,null,null,null,null,null,null,37
0400000US38,3074,763,731,392,2343,825,North Dakota,null,null,null,null,null,null,38
0400000US39,544166,6323,184074,5555,360092,7277,Ohio,null,null,null,null,null,null,39
0400000US40,100222,3350,28732,2380,71490,3306,Oklahoma,null,null,null,null,null,null,40
0400000US41,24986,1871,10196,1539,14790,1656,Oregon,null,null,null,null,null,null,41
0400000US42,484351,8856,144538,6226,339813,7876,Pennsylvania,null,null,null,null,null,null,42
0400000US44,22024,1990,7746,1481,14278,1739,Rhode Island,null,null,null,null,null,null,44
0400000US45,457315,6023,132192,5883,325123,7610,South Carolina,null,null,null,null,null,null,45
0400000US46,3413,605,1372,596,2041,693,South Dakota,null,null,null,null,null,null,46
0400000US47,379680,6341,121315,5020,258365,6813,Tennessee,null,null,null,null,null,null,47
0400000US48,1057886,10898,230571,7124,827315,11684,Texas,null,null,null,null,null,null,48
0400000US49,6383,841,1299,543,5084,891,Utah,null,null,null,null,null,null,49
0400000US50,1529,405,485,221,1044,416,Vermont,null,null,null,null,null,null,50
0400000US51,558853,7937,107821,5152,451032,8034,Virginia,null,null,null,null,null,null,51
0400000US53,88422,3430,24759,2301,63663,3402,Washington,null,null,null,null,null,null,53
0400000US54,21574,1984,5497,1303,16077,1913,West Virginia,null,null,null,null,null,null,54
0400000US55,121864,3683,45226,3056,76638,3599,Wisconsin,null,null,null,null,null,null,55
0400000US56,1490,568,152,115,1338,554,Wyoming,null,null,null,null,null,null,56
0400000US72,110853,4510,41666,2872,69187,3477,Puerto Rico,null,null,null,null,null,null,72
