GEO_ID,B19082_001E,B19082_001M,B19082_002E,B19082_002M,B19082_003E,B19082_003M,B19082_004E,B19082_004M,B19082_005E,B19082_005M,B19082_006E,B19082_006M,NAME,B19082_001EA,B19082_001MA,B19082_002EA,B19082_002MA,B19082_003MA,B19082_003EA,B19082_004EA,B19082_004MA,B19082_005MA,B19082_005EA,B19082_006EA,B19082_006MA,state
0400000US01,3.2,0.1,8.4,0.2,14.5,0.3,23.4,0.3,50.5,0.5,21.3,0.5,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,4.0,0.2,9.8,0.3,16.0,0.4,24.3,0.5,45.9,1.0,18.3,1.1,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3.5,0.1,9.2,0.2,15.0,0.2,23.2,0.3,49.2,0.4,20.9,0.5,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,3.6,0.1,8.9,0.2,14.7,0.2,23.4,0.3,49.5,0.7,20.8,0.8,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3.2,0.1,8.5,0.1,14.6,0.0,23.2,0.2,50.5,0.2,21.8,0.3,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3.4,0.1,9.0,0.1,15.0,0.2,23.4,0.2,49.2,0.5,21.0,0.6,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3.1,0.1,8.4,0.2,14.3,0.2,22.4,0.3,51.9,0.6,24.2,0.8,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,3.7,0.2,9.5,0.4,15.5,0.4,23.7,0.4,47.6,0.9,20.0,1.2,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,2.0,0.2,7.0,0.3,13.1,0.4,22.2,0.6,55.8,1.1,25.5,1.4,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3.4,0.1,8.7,0.1,14.4,0.2,22.5,0.2,51.0,0.3,23.1,0.4,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3.2,0.1,8.6,0.1,14.8,0.2,23.4,0.2,50.1,0.3,21.3,0.4,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3.6,0.2,9.7,0.3,16.0,0.3,24.0,0.3,46.7,0.7,19.0,0.7,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,3.9,0.2,9.7,0.3,15.6,0.3,23.5,0.4,47.3,0.8,19.8,1.0,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3.4,0.2,8.8,0.1,14.8,0.1,23.2,0.2,49.9,0.3,21.8,0.3,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3.8,0.2,9.4,0.2,15.3,0.2,23.6,0.2,47.8,0.4,20.1,0.5,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,4.1,0.1,9.7,0.2,15.8,0.2,23.7,0.2,46.7,0.4,19.5,0.5,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3.7,0.2,9.4,0.2,15.3,0.2,23.3,0.2,48.2,0.4,20.7,0.5,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3.4,0.2,8.5,0.2,14.7,0.2,23.6,0.2,49.8,0.4,21.4,0.6,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3.2,0.2,8.2,0.2,14.5,0.2,23.6,0.3,50.5,0.6,21.7,0.8,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3.9,0.1,9.3,0.3,15.6,0.3,23.8,0.3,47.4,0.7,19.7,0.9,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3.5,0.2,9.4,0.2,15.5,0.2,23.7,0.2,47.9,0.4,19.8,0.4,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2.9,0.0,8.4,0.2,14.9,0.1,23.5,0.2,50.3,0.4,22.0,0.5,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3.5,0.0,9.1,0.2,15.2,0.1,23.6,0.2,48.6,0.3,20.3,0.3,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3.8,0.2,9.4,0.2,15.6,0.2,23.5,0.2,47.7,0.5,20.4,0.5,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,3.3,0.2,8.4,0.2,14.6,0.3,23.8,0.3,49.9,0.6,21.1,0.6,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3.5,0.2,9.0,0.1,15.0,0.2,23.4,0.2,49.1,0.5,21.0,0.6,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4.1,0.2,9.5,0.3,15.3,0.3,23.7,0.4,47.5,0.8,19.7,1.0,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,4.0,0.2,9.6,0.2,15.7,0.3,23.7,0.3,47.0,0.6,19.7,0.8,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,3.7,0.2,9.3,0.3,15.3,0.3,23.2,0.4,48.4,0.7,21.0,0.9,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,4.0,0.2,9.9,0.2,15.8,0.3,23.7,0.3,46.6,0.7,19.1,0.8,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3.3,0.2,8.8,0.2,14.9,0.2,23.4,0.2,49.7,0.3,21.3,0.3,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,3.3,0.2,8.6,0.2,14.7,0.3,23.6,0.3,49.7,0.7,20.6,0.8,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2.9,0.2,7.9,0.1,13.9,0.1,22.5,0.2,52.9,0.3,24.6,0.4,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3.4,0.0,8.8,0.2,14.8,0.2,23.1,0.3,50.0,0.4,21.9,0.5,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3.8,0.2,9.5,0.3,15.9,0.4,24.1,0.5,46.8,1.1,19.7,1.4,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3.5,0.1,9.1,0.1,15.1,0.2,23.6,0.2,48.7,0.3,20.5,0.3,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3.6,0.1,9.1,0.2,15.0,0.2,23.2,0.2,49.1,0.5,21.2,0.5,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3.6,0.1,9.2,0.2,15.2,0.2,23.5,0.3,48.5,0.5,20.4,0.6,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3.4,0.2,8.8,0.1,14.9,0.2,23.3,0.2,49.5,0.3,21.3,0.4,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,3.1,0.2,8.5,0.3,15.0,0.4,23.7,0.4,49.7,0.9,21.0,1.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3.4,0.2,8.8,0.2,15.0,0.2,23.5,0.3,49.4,0.5,21.1,0.6,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3.8,0.2,9.5,0.4,15.4,0.4,23.6,0.4,47.7,1.1,20.9,1.2,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3.3,0.2,8.7,0.1,14.7,0.2,23.0,0.3,50.2,0.4,22.0,0.5,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3.3,0.1,8.6,0.2,14.6,0.1,23.1,0.2,50.4,0.2,21.9,0.3,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4.2,0.2,10.2,0.2,16.0,0.3,23.4,0.4,46.1,0.7,19.6,0.8,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3.7,0.2,9.3,0.3,15.5,0.4,23.5,0.4,48.0,0.9,20.4,1.0,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3.4,0.1,8.9,0.1,14.9,0.2,23.4,0.2,49.4,0.3,20.7,0.4,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3.7,0.1,9.4,0.2,15.6,0.2,23.6,0.2,47.7,0.4,20.0,0.4,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3.6,0.2,8.8,0.2,15.1,0.3,24.0,0.3,48.4,0.7,19.9,0.8,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4.0,0.1,9.6,0.2,15.7,0.1,23.8,0.2,46.9,0.4,19.5,0.4,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3.9,0.3,9.9,0.4,16.2,0.5,24.0,0.8,46.0,1.6,18.9,2.3,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1.7,0.1,7.0,0.2,12.9,0.3,22.6,0.4,55.8,0.7,25.7,0.9,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
