GEO_ID,C14007F_001E,C14007F_001M,C14007F_002E,C14007F_002M,C14007F_003E,C14007F_003M,C14007F_004E,C14007F_004M,C14007F_005E,C14007F_005M,C14007F_006E,C14007F_006M,C14007F_007E,C14007F_007M,NAME,C14007F_001EA,C14007F_001MA,C14007F_002EA,C14007F_002MA,C14007F_003MA,C14007F_003EA,C14007F_004EA,C14007F_004MA,C14007F_005EA,C14007F_005MA,C14007F_006EA,C14007F_006MA,C14007F_007EA,C14007F_007MA,state
0400000US44,65523,6466,21161,2884,1751,764,9061,1846,5417,1040,4932,1174,44362,4680,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,66857,6967,17526,3177,2698,913,9461,1918,2860,1304,2507,1098,49331,5147,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5641,1361,1846,824,0,223,1021,526,596,392,229,164,3795,948,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,82397,8022,23996,3365,4230,1160,12621,2227,5642,1470,1503,669,58401,5816,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1802918,36589,596486,17815,72840,4631,286355,11527,130430,7458,106861,6030,1206432,24904,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,96067,8687,32194,4095,4152,1085,14485,2119,7265,1596,6292,1878,63873,6055,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2154,938,686,437,54,91,116,166,298,275,218,135,1468,689,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,180859,14744,56984,6933,6708,1571,25447,4452,13268,2303,11561,2182,123875,10208,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,251042,13808,84211,6548,9293,1594,40670,4146,20112,2618,14136,2266,166831,10033,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4706,1418,1386,775,358,299,540,348,342,374,146,164,3320,906,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,83796,6350,29136,3144,3241,1126,13534,2018,7339,1476,5022,1082,54660,4148,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11463,2007,4100,1049,44,94,2448,1014,842,590,766,389,7363,1356,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,386116,13732,114595,6254,11854,1584,47924,4292,25382,2772,29435,2691,271521,9787,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
