GEO_ID,C08128_001E,C08128_001M,C08128_002E,C08128_002M,C08128_003E,C08128_003M,C08128_004E,C08128_004M,C08128_005E,C08128_005M,C08128_006E,C08128_006M,C08128_007E,C08128_007M,C08128_008E,C08128_008M,C08128_009E,C08128_009M,C08128_010E,C08128_010M,C08128_011E,C08128_011M,C08128_012E,C08128_012M,C08128_013E,C08128_013M,C08128_014E,C08128_014M,C08128_015E,C08128_015M,C08128_016E,C08128_016M,C08128_017E,C08128_017M,C08128_018E,C08128_018M,C08128_019E,C08128_019M,C08128_020E,C08128_020M,C08128_021E,C08128_021M,C08128_022E,C08128_022M,C08128_023E,C08128_023M,C08128_024E,C08128_024M,C08128_025E,C08128_025M,C08128_026E,C08128_026M,C08128_027E,C08128_027M,C08128_028E,C08128_028M,C08128_029E,C08128_029M,C08128_030E,C08128_030M,NAME,C08128_001MA,C08128_001EA,C08128_002MA,C08128_002EA,C08128_003EA,C08128_003MA,C08128_004EA,C08128_004MA,C08128_005EA,C08128_005MA,C08128_006EA,C08128_006MA,C08128_007MA,C08128_007EA,C08128_008MA,C08128_008EA,C08128_009EA,C08128_009MA,C08128_010MA,C08128_010EA,C08128_011EA,C08128_011MA,C08128_012MA,C08128_012EA,C08128_013MA,C08128_013EA,C08128_014EA,C08128_014MA,C08128_015MA,C08128_015EA,C08128_016MA,C08128_016EA,C08128_017EA,C08128_017MA,C08128_018MA,C08128_018EA,C08128_019EA,C08128_019MA,C08128_020EA,C08128_020MA,C08128_021MA,C08128_021EA,C08128_022MA,C08128_022EA,C08128_023MA,C08128_023EA,C08128_024EA,C08128_024MA,C08128_025EA,C08128_025MA,C08128_026EA,C08128_026MA,C08128_027MA,C08128_027EA,C08128_028EA,C08128_028MA,C08128_029EA,C08128_029MA,C08128_030MA,C08128_030EA,state
0400000US13,4118024,22215,3174106,23464,704943,12959,232473,8654,6502,1397,3267029,22798,2534393,22483,586675,11616,142286,6091,3675,1001,424278,14152,332456,12096,64154,4391,26417,3555,1251,634,93624,7121,70965,5906,18121,2565,4502,2121,36,59,134204,8137,105018,7101,18444,2739,9951,1937,791,746,198889,8662,131274,6434,17549,3332,49317,4170,749,376,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,657295,7523,436911,9693,171382,6290,46563,3673,2439,1241,437687,8611,292870,9399,119246,5967,24807,2643,764,674,90538,5487,58997,3836,25726,3491,4895,1461,920,807,43534,4212,34930,3791,7584,1406,978,520,42,71,51878,5300,34214,4395,14115,2432,3405,1147,144,166,33658,4890,15900,2340,4711,4018,12478,1813,569,386,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,669892,8472,513202,8336,105317,4529,49932,3222,1441,667,520863,9021,408200,8069,83969,4427,27971,2184,723,458,66471,3893,50671,3583,11807,1719,3940,733,53,94,5410,1206,4469,1180,897,343,44,73,0,267,36891,3479,27231,3175,6916,1253,2502,724,242,300,40257,3944,22631,2953,1728,607,15475,2134,423,341,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5792659,21042,4729012,19879,771786,14083,285407,7917,6454,1494,4273034,23657,3499321,20251,610022,12262,160310,6622,3381,1140,502443,11652,423719,11211,56397,3831,21474,2261,853,500,494684,12316,427899,11613,55189,3951,11357,1677,239,313,273291,10481,219808,9721,39521,3658,13528,1808,434,405,249207,7603,158265,6281,10657,1484,78738,4695,1547,663,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2845206,17408,2361626,18519,341476,8114,138431,5627,3673,1143,2385577,17869,2006517,18199,295224,7595,81286,4739,2550,982,242733,7832,202757,6916,25264,2538,14221,1820,491,384,27693,2999,22577,2813,4558,1349,558,337,0,267,95577,5005,75015,4588,11737,1483,8560,1563,265,235,93626,4782,54760,3752,4693,1404,33806,2886,367,264,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1513705,9788,1188980,10546,215804,7449,106940,4194,1981,651,1200762,9698,970898,9819,172085,5943,56606,2892,1173,499,146859,6254,118085,5715,20541,1669,8023,1437,210,166,16649,2474,11374,2099,4849,1279,426,272,0,228,76271,5128,52800,4370,15682,2395,7627,1061,162,133,73164,4712,35823,3215,2647,872,34258,2902,436,292,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1358914,9336,1028659,11462,236246,6277,91570,4742,2439,663,1116031,10471,864255,11011,197124,5898,53572,3314,1080,526,124333,7026,93048,6267,23437,2127,7624,1374,224,176,7098,1824,5666,1688,1132,554,300,208,0,248,51566,3825,35046,3318,10835,1666,5389,1141,296,260,59886,4477,30644,3198,3718,934,24685,2618,839,376,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1803377,15174,1401129,14542,298679,8651,101413,5165,2156,714,1482669,16578,1180188,15426,238265,6110,62763,3818,1453,616,186526,8284,141589,6606,30936,3405,13697,2445,304,255,19654,2766,15653,2337,3390,1001,611,347,0,271,48606,4099,35928,3664,7362,1563,5083,1322,233,263,65922,4936,27771,2618,18726,4315,19259,2377,166,183,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1932178,14163,1479519,16187,345215,9458,105833,5432,1611,624,1578167,15029,1213917,16096,291688,8078,71663,4737,899,512,206556,9173,161157,7821,34726,3902,10480,1582,193,222,27806,3374,23429,2884,3558,1042,819,439,0,281,77540,5302,58199,4119,12580,2071,6598,1387,163,173,42109,3455,22817,2623,2663,798,16273,2209,356,228,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,627588,6403,474771,6876,95530,4601,56784,3707,503,287,504971,6849,390917,6912,80057,3924,33707,2568,290,210,55677,3747,41523,2970,8550,1335,5485,909,119,159,3067,875,1967,630,959,559,141,150,0,230,31527,2609,23283,2342,4714,1077,3514,966,16,27,32346,2471,17081,1873,1250,503,13937,1642,78,53,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2847946,17144,2037886,18282,673313,11440,133987,5789,2760,1003,2079711,18858,1497164,17298,511038,10434,69786,4291,1723,755,304131,11171,226075,9688,64465,4575,13345,2206,246,344,245628,9404,170771,8881,70847,3898,4010,1140,0,289,95841,5042,72508,4317,17432,2280,5901,1148,0,289,122635,5991,71368,4700,9531,1317,40945,3268,791,522,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3151546,16613,2543559,18581,413703,11573,192140,8298,2144,727,2294910,16547,1843118,17395,337833,9753,112744,6367,1215,514,246522,9029,202940,7767,26541,2535,16711,2776,330,410,285330,9451,251964,8976,26300,2968,7066,1510,0,285,191352,7150,164713,6948,17062,1958,9405,1736,172,153,133432,5258,80824,4255,5967,1157,46214,3531,427,372,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4044769,19421,3323091,20222,506295,10361,210018,7023,5365,1183,3370583,20226,2805761,18769,427750,9197,133554,5283,3518,942,347458,8858,289296,8416,39815,3030,17337,2455,1010,691,51549,3592,40947,3210,8937,1338,1619,804,46,79,131473,6191,99731,5355,20261,2539,11078,1524,403,346,143706,7029,87356,6453,9532,1411,46430,3533,388,195,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2649994,12193,2154939,13069,333250,7161,158533,5395,3272,669,2072089,12267,1722248,11629,267730,5696,80547,3643,1564,431,226272,7274,182960,6657,29946,2454,12927,1796,439,308,92083,5351,78096,5352,12799,2117,1188,532,0,211,115748,5409,90244,5078,15746,1876,9354,913,404,204,143802,4672,81391,3791,7029,1444,54517,2980,865,305,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1158617,12860,843893,13422,247600,9475,64824,4051,2300,831,974939,14370,722327,12632,208324,9011,43079,3074,1209,611,115956,6429,82202,5205,27043,2926,6209,1491,502,359,5079,1266,3340,988,1321,755,418,439,0,287,34556,3127,20515,2611,9199,1575,4561,1165,281,293,28087,3116,15509,2167,1713,577,10557,1889,308,339,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2706413,14734,2158618,16482,383015,9767,161637,6080,3143,880,2212453,14756,1796015,16514,317040,9871,97287,4806,2111,754,250846,8652,199875,7806,35780,2768,14915,1897,276,276,42305,3718,36296,3810,5358,1193,651,386,0,259,88130,3941,69208,3834,11752,1852,6869,1188,301,258,112679,6051,57224,4398,13085,1858,41915,3403,455,260,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,459904,5870,329426,5758,85021,4430,43464,2820,1993,701,347835,6368,257235,6561,66183,3383,23754,2692,663,287,44652,3836,31597,3216,9599,1551,3348,948,108,121,3856,970,3211,874,546,342,99,121,0,237,33449,2559,22548,2398,6999,1328,3677,840,225,191,30112,2925,14835,2020,1694,785,12586,1586,997,584,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,921395,7259,715234,8016,136521,4576,68880,3237,760,326,749921,8047,595969,8401,114485,4251,38953,2620,514,280,90211,4743,72328,4273,12362,1764,5500,991,21,36,5299,1085,4016,929,1111,456,172,220,0,228,36203,2977,25386,2729,6721,1087,4076,849,20,33,39761,2839,17535,1810,1842,553,20179,1997,205,148,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1184067,11117,963589,13326,160244,7442,58261,4420,1973,874,926694,14401,753468,14091,137496,6573,34782,3329,948,512,130007,6936,110560,6724,14218,2236,5069,1337,160,257,38895,4469,35996,4264,1795,898,1104,653,0,309,44693,4313,37350,4113,4590,1094,2494,887,259,324,43778,4398,26215,3268,2145,750,14812,2221,606,443,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,667506,6655,518895,7693,92522,4820,55006,3397,1083,563,544574,8302,431547,8385,81186,4464,31384,2703,457,381,51501,4548,41114,3670,6536,1620,3803,1189,48,82,6098,990,5062,948,958,371,78,127,0,257,26153,3311,19098,2721,2609,705,4211,1326,235,311,39180,3507,22074,3100,1233,574,15530,1902,343,237,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4054388,17515,3257790,18549,603980,11305,189254,6851,3364,1021,2932983,20901,2321856,19795,499355,9472,109716,5663,2056,838,340504,11066,279491,10282,42853,3223,17579,2324,581,373,439572,13460,391584,13075,36400,3128,11588,1830,0,281,195888,8344,165879,7341,21380,3028,8421,1664,208,172,145441,5723,98980,4510,3992,1044,41950,3072,519,392,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,857959,8659,586508,10331,212296,7362,58398,4156,757,497,684583,9375,476210,9355,173933,6285,34341,3175,99,121,89304,5697,61600,4509,22484,2795,5188,1388,32,54,9950,1652,6754,1372,3138,923,58,93,0,285,32270,3534,20973,2724,8990,1729,2193,826,114,151,41852,3221,20971,2375,3751,1079,16618,1961,512,428,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8723526,30424,6722176,27938,1460078,17960,533822,11166,7450,1455,4741315,22671,3530508,22252,978733,15317,228863,8351,3211,902,602314,13664,465461,11949,102812,5089,32778,2942,1263,704,2328724,24298,1939078,20730,287211,8484,101799,5913,636,342,704101,15940,581918,14323,73200,4905,48349,3405,634,478,347072,10372,205211,8033,18122,1976,122033,6277,1706,737,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4119560,24651,3170799,22310,710056,13588,234928,9808,3777,844,3372823,21616,2622352,20437,603652,12381,144530,7477,2289,683,414493,12019,321417,10660,64992,4788,27641,3408,443,301,43004,3596,33341,3075,7903,1744,1760,892,0,289,122730,7329,92159,6265,21189,2989,9377,1955,5,10,166510,6812,101530,5460,12320,2948,51620,4012,1040,479,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,359823,4330,259498,5384,68769,3123,30792,1985,764,329,287946,4433,215718,4573,56468,2957,15568,1626,192,95,31103,3285,22489,2629,6162,1160,2353,684,99,99,2471,765,1931,726,540,353,0,211,0,211,19772,2018,13118,1773,4281,1035,2330,553,43,54,18531,1496,6242,994,1318,436,10541,1062,430,294,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5070590,19910,4122482,21074,684478,13348,258569,7982,5061,1238,4249698,22117,3499719,22424,585748,11970,161010,5758,3221,1077,392980,11954,320301,10386,51410,4468,20880,2054,389,232,84738,5678,67886,4993,15687,2203,1122,490,43,70,163171,6649,128185,6321,22861,2132,11845,1490,280,298,180003,8166,106391,6414,8772,1451,63712,4220,1128,513,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1653574,12327,1231686,13880,303350,6544,115862,5656,2676,796,1339912,14710,1014416,13321,253558,6783,70140,4265,1798,662,184582,8301,140869,7603,29615,2806,13861,1936,237,216,8687,1685,6716,1574,1737,597,234,279,0,253,51851,3929,35356,3459,9871,1428,6484,1406,140,145,68542,4273,34329,3142,8569,1720,25143,2277,501,242,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1665614,13665,1276171,13130,253440,7825,133396,5710,2607,929,1201995,11391,940967,10999,189482,6362,70551,4585,995,461,166549,7702,130405,6857,24399,2380,11372,1834,373,254,70285,5194,56318,4995,11717,2004,2250,973,0,277,118653,5290,88021,4640,21068,2482,9485,1556,79,107,108132,5757,60460,4791,6774,1389,39738,2520,1160,721,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5723063,25106,4715354,24763,678063,14044,321665,8935,7981,1480,4407079,23061,3672256,21360,539804,13128,191197,6684,3822,1048,504848,11511,414454,10668,60025,3761,28984,2509,1385,584,310436,9605,264552,8999,39357,3991,6341,1263,186,237,288593,11398,235131,9733,28716,3231,23615,2253,1131,549,212107,7227,128961,6486,10161,1609,71528,3899,1457,574,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,479988,6507,385071,6727,69297,3785,25056,2398,564,382,385519,6851,308972,6334,60016,3258,16270,2145,261,288,39358,3901,33309,3919,4284,1129,1526,557,239,247,13406,2121,11386,1916,1669,873,351,270,0,291,25797,2344,22338,2305,2736,812,659,328,64,104,15908,2133,9066,1500,592,297,6250,1326,0,291,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
