GEO_ID,B13001_001E,B13001_001M,B13001_002E,B13001_002M,B13001_003E,B13001_003M,B13001_004E,B13001_004M,B13001_005E,B13001_005M,B13001_006E,B13001_006M,B13001_007E,B13001_007M,B13001_008E,B13001_008M,B13001_009E,B13001_009M,NAME,B13001_001MA,B13001_001EA,B13001_002EA,B13001_002MA,B13001_003EA,B13001_003MA,B13001_004MA,B13001_004EA,B13001_005EA,B13001_005MA,B13001_006MA,B13001_006EA,B13001_007EA,B13001_007MA,B13001_008MA,B13001_008EA,B13001_009MA,B13001_009EA,state
0400000US22,1128352,4134,480782,8806,2018,612,175906,5460,302858,6549,647570,8317,155285,3620,305306,6308,186979,6070,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,308216,1827,144128,4213,325,331,42591,2818,101212,2931,164088,4181,41353,1009,71223,2936,51512,2895,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1481849,4726,660686,9031,1984,688,204113,5748,454589,7332,821163,10200,196147,3094,381938,6433,243078,7713,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1667482,3935,713282,9324,1025,549,197024,6075,515233,6747,954200,9700,227252,2253,470260,6199,256688,7093,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2367360,5191,1054700,11593,2660,735,328057,7147,723983,8868,1312660,11355,356437,2840,581273,7924,374950,9147,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1289960,3601,627220,7715,1799,491,213690,5096,411731,5633,662740,7439,177129,1985,312320,5056,173291,4761,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,735497,3842,320757,7896,1549,786,116948,4998,202260,5633,414740,8406,109587,3893,182877,4723,122276,5646,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1455661,4678,684540,8797,3251,863,247641,6553,433648,6499,771121,9662,203283,3427,350722,7693,217116,6017,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222234,2164,111229,3775,782,486,38973,2555,71474,3012,111005,3721,32566,1545,50031,2818,28408,2787,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,434790,2547,221072,5252,1154,568,84654,3678,135264,3291,213718,5562,62728,2000,98512,3468,52478,2985,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,662425,2646,312922,7747,3148,926,116879,4946,192895,5310,349503,7877,85948,1856,157340,5043,106215,5141,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,318915,2073,154082,3932,266,177,42753,2810,111063,3262,164833,4450,46349,1390,71261,2812,47223,3516,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2171597,4914,1026568,11722,2057,732,295673,7669,728838,8839,1145029,11510,287659,2935,520545,7777,336825,8104,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488254,3183,209099,5904,2316,789,77583,3404,129200,4653,279155,6103,71175,3064,120308,4015,87672,4031,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4953728,6360,2093662,18755,5755,1294,644004,11805,1443903,13303,2860066,18171,662346,3982,1403226,11006,794494,12995,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2391578,7245,1151270,12597,9347,1913,395772,7817,746151,9203,1240308,12857,316062,5565,558200,7987,366046,8413,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,155174,1382,76834,2610,201,133,29682,1798,46951,1845,78340,2585,21330,1156,39471,1897,17539,1716,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2759703,5597,1260819,13986,3583,980,417484,7677,839752,10701,1498884,13788,397187,4209,670389,8625,431308,10299,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,900784,3999,448584,7442,3538,973,179153,6109,265893,5370,452200,8329,127885,3164,198257,5878,126058,4938,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,914539,4410,428835,8500,1952,767,161158,5723,265725,6370,485704,8087,118912,2557,225149,6092,141643,5419,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3030667,5459,1366579,11453,3106,860,414776,7284,948697,8895,1664088,11997,441526,4231,771800,9167,450762,8622,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,265051,2065,107271,4177,115,144,32537,2593,74619,3491,157780,4205,39737,1186,71765,2288,46278,3452,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1136829,4659,509965,9873,3268,1111,169569,6067,337128,7111,626864,9411,157848,4255,288957,6640,180059,5919,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187914,1823,90644,3197,439,347,33420,2023,56785,2278,97270,3724,29376,1780,41868,2365,26026,2124,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1561195,5325,742544,10344,4083,1171,269326,7226,469135,7621,818651,10426,208744,3876,360288,7314,249619,7022,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6415052,8632,3171746,24716,26987,2744,1207168,16202,1937591,16352,3243306,25492,882624,7656,1478777,17117,881905,14575,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,698644,2266,387926,6641,2613,875,189928,4907,195385,4020,310718,6709,106916,1874,141158,4783,62644,3632,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,148575,1345,65928,2920,70,96,17715,1714,48143,2010,82647,2955,21365,778,39364,1867,21918,1943,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2032766,5333,990166,11936,3834,1072,335806,8016,650526,8740,1042600,12552,269316,7114,478857,10837,294427,7993,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1657956,4146,815795,10711,4466,1487,296004,6805,515325,6660,842161,10321,217749,3857,391707,6975,232705,7049,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,423561,2762,202592,5299,1298,621,67491,3518,133803,3547,220969,5468,59519,2544,96102,4118,65348,3461,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1359738,4356,630620,8861,1381,436,205165,5165,424074,6473,729118,8246,195832,2697,336280,5836,197006,5101,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,130393,1842,71286,2933,1008,680,29434,2324,40844,2464,59107,2752,16798,1119,26952,2294,15357,1747,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,932597,3216,339381,7406,4881,1159,113910,5163,220590,5523,593216,8146,133350,3044,270223,5427,189643,5394,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
