GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002MA,B19101_002EA,B19101_003EA,B19101_003MA,B19101_004MA,B19101_004EA,B19101_005MA,B19101_005EA,B19101_006MA,B19101_006EA,B19101_007EA,B19101_007MA,B19101_008EA,B19101_008MA,B19101_009MA,B19101_009EA,B19101_010EA,B19101_010MA,B19101_011EA,B19101_011MA,B19101_012MA,B19101_012EA,B19101_013MA,B19101_013EA,B19101_014EA,B19101_014MA,B19101_015MA,B19101_015EA,B19101_016MA,B19101_016EA,B19101_017EA,B19101_017MA,state
0400000US01,1227884,13886,87703,5312,53941,3959,67995,3959,70222,4624,66494,4157,70874,4594,69735,3916,64799,4877,56290,3470,108007,4963,130739,6479,151456,6495,95602,4408,49312,3401,49049,3163,35666,2911,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,5110,1233,4157,808,4759,897,6004,1191,5650,1374,6952,1172,5717,1096,6429,1319,6044,1071,12879,1756,19460,2398,25707,2461,21725,2220,14775,1873,13990,2118,11501,1471,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,87455,5717,62036,4240,61437,4458,82949,5630,81703,4584,87324,4686,83017,5061,79114,4775,67781,4318,140916,6262,177460,6809,202346,7383,130791,5578,78459,4617,65113,3808,60527,3372,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,48433,3628,33743,3078,45885,3704,48577,3538,48000,3512,52344,3920,44860,3176,40972,3377,38316,3270,65051,3772,87449,3595,90762,4274,50530,3220,26975,2403,22154,2364,17310,1990,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,397626,11733,286067,9063,358567,9472,393037,10281,367493,10032,375243,11015,373475,9985,376439,9919,344346,9799,637984,12301,861058,14190,1123935,16152,844810,15601,537876,9336,615839,11229,614061,11323,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,54254,3802,34185,2962,43932,3272,49609,3211,48058,3688,56440,4174,57034,3931,55683,3837,52540,3763,98538,4314,142586,5639,189516,5954,136354,5257,82760,3858,82688,4090,74708,3647,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,30380,3266,20523,2523,24542,2673,26551,2717,28681,2983,28901,2866,34052,2829,36619,3234,26723,2492,64144,3562,87092,4028,137004,5830,104394,4762,71981,4153,77052,3370,92131,4283,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,6856,1123,5427,1160,7859,1724,8712,1576,7523,1565,11021,1639,10084,1750,11542,1751,9184,1407,18684,1901,25698,2514,35271,2561,23019,2211,16068,1685,13784,1351,10501,1190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,7935,1279,4153,1022,3185,787,4212,1131,3648,962,4021,890,2946,730,2435,616,3561,869,6316,1409,7471,1146,10058,1474,7774,1278,6815,1267,9811,1474,17178,1453,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,253359,7857,175537,7135,208751,8601,251308,9066,255587,9299,258895,8121,252014,8264,239730,8208,226364,6980,420405,11160,500183,12902,586959,12917,363751,11162,194814,5708,182514,6736,186759,7173,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
