GEO_ID,B15002D_001E,B15002D_001M,B15002D_002E,B15002D_002M,B15002D_003E,B15002D_003M,B15002D_004E,B15002D_004M,B15002D_005E,B15002D_005M,B15002D_006E,B15002D_006M,B15002D_007E,B15002D_007M,B15002D_008E,B15002D_008M,B15002D_009E,B15002D_009M,B15002D_010E,B15002D_010M,B15002D_011E,B15002D_011M,B15002D_012E,B15002D_012M,B15002D_013E,B15002D_013M,B15002D_014E,B15002D_014M,B15002D_015E,B15002D_015M,B15002D_016E,B15002D_016M,B15002D_017E,B15002D_017M,B15002D_018E,B15002D_018M,B15002D_019E,B15002D_019M,NAME,B15002D_001EA,B15002D_001MA,B15002D_002MA,B15002D_002EA,B15002D_003EA,B15002D_003MA,B15002D_004MA,B15002D_004EA,B15002D_005EA,B15002D_005MA,B15002D_006EA,B15002D_006MA,B15002D_007MA,B15002D_007EA,B15002D_008EA,B15002D_008MA,B15002D_009EA,B15002D_009MA,B15002D_010EA,B15002D_010MA,B15002D_011MA,B15002D_011EA,B15002D_012EA,B15002D_012MA,B15002D_013MA,B15002D_013EA,B15002D_014EA,B15002D_014MA,B15002D_015MA,B15002D_015EA,B15002D_016MA,B15002D_016EA,B15002D_017MA,B15002D_017EA,B15002D_018EA,B15002D_018MA,B15002D_019MA,B15002D_019EA,state
0400000US01,33959,1935,15231,1200,342,275,1674,816,2446,685,147,205,2061,562,1106,678,2929,839,4526,870,18728,1293,1061,467,1959,564,2648,784,485,359,2059,862,1383,593,4383,1056,4750,874,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,25224,2062,11542,1270,1475,644,617,308,3094,980,101,113,3540,887,229,193,1905,759,581,316,13682,1063,1763,493,1053,432,3285,807,174,185,3295,603,703,377,2678,810,731,391,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,120526,2768,54057,1907,2972,1001,2650,1048,7453,2106,509,342,7168,1339,3804,1068,14273,2135,15228,2059,66469,1755,4680,1154,4399,1250,11569,1826,1079,591,9383,1889,5323,1296,19562,2012,10474,1757,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20615,1599,8758,837,1173,763,707,351,1329,528,123,172,1071,538,279,288,2583,866,1493,575,11857,1151,1929,642,1170,623,1618,663,84,117,2420,803,383,299,2786,902,1467,635,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3408252,9767,1554344,5633,105047,4952,79369,5259,206101,7796,16542,2046,259649,8407,115105,5039,476820,10722,295711,7614,1853908,6867,195760,6980,105212,5188,266440,7379,14181,1622,261716,8035,142678,6501,610122,12075,257799,7049,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,89588,2625,39429,1884,2824,862,2263,747,5004,1011,620,449,7782,1513,1934,608,10168,1588,8834,1268,50159,1667,4727,1044,2777,777,10048,1475,766,465,7763,1279,3515,1026,12598,1763,7965,1287,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,88158,1523,42046,1150,2479,835,2701,899,6078,1432,714,585,3013,924,1838,888,12455,1698,12768,1613,46112,953,3883,1029,3081,1039,6217,1309,738,341,5021,1285,2477,656,14589,1851,10106,1336,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18684,942,8839,668,268,301,316,249,414,259,113,138,691,368,329,262,2581,626,4127,737,9845,520,648,351,257,190,1383,603,272,235,549,248,276,235,3561,755,2899,596,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16048,897,7288,601,68,114,240,207,447,323,112,179,607,411,44,292,2118,778,3652,950,8760,575,469,289,125,148,402,368,0,292,450,372,75,122,2664,670,4575,726,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,306879,4315,135050,2889,7925,1483,9026,1569,20739,2238,1507,715,18398,2271,10536,1491,35924,3273,30995,2649,171829,2740,16091,1975,12369,1896,28569,2690,3443,809,25297,2197,13599,1842,49215,3231,23246,2461,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,204374,3663,95360,2318,5692,1150,3889,1025,16698,2475,1864,813,10697,1519,5201,1338,26589,2235,24730,1964,109014,2294,10463,1776,8269,1552,23250,2089,1119,463,10357,1466,5918,1375,29962,2303,19676,2044,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,413534,5775,187260,3386,12851,1889,9820,1352,50677,2947,3450,892,36708,2550,16480,2085,41557,2582,15717,1915,226274,3733,21626,2224,12219,1528,55730,3628,3538,1003,41062,3131,23328,2332,50473,2948,18298,1908,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,12086,1269,5033,642,431,268,173,187,505,413,142,217,958,606,70,110,1412,572,1342,473,7053,1019,419,266,398,293,992,474,0,267,1609,764,504,342,2417,667,714,374,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,399475,4237,186913,3366,6370,1106,6771,1316,19115,2497,2089,704,20791,2452,10495,1760,64918,3702,56364,3786,212562,2228,14635,1867,9603,1338,25580,2914,1484,564,19934,2285,12324,1907,83045,4070,45957,2760,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,60885,2617,27839,1612,1791,599,1801,867,3446,1010,557,360,2339,806,954,489,6750,1074,10201,1209,33046,1944,3067,894,1101,500,5062,986,460,264,3446,871,1801,626,9815,1427,8294,1321,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29815,1670,14731,1243,1237,486,1730,666,2230,872,344,238,880,452,445,232,2370,784,5495,1072,15084,1059,1704,581,1221,416,2671,764,297,216,1821,628,309,218,3579,813,3482,752,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,42874,2096,19862,1216,1439,607,1524,719,3126,772,627,377,1869,537,1201,474,3344,789,6732,1204,23012,1557,1992,578,1471,677,3633,903,445,320,2618,678,799,396,7327,1393,4727,1008,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,30052,2230,13284,1224,704,432,1104,556,1047,554,205,245,1769,825,308,270,3895,1061,4252,1035,16768,1725,1937,780,1308,626,2296,775,368,289,1870,815,1311,719,3311,933,4367,1014,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
